Date,CRH
2025-07-01,93.30000305175781
2025-07-02,94.47000122070312
2025-07-03,94.94000244140625
2025-07-07,94.33999633789062
2025-07-08,94.6500015258789
2025-07-09,96.47000122070312
2025-07-10,95.88999938964844
2025-07-11,95.23999786376953
2025-07-14,94.83999633789062
2025-07-15,94.19000244140625
2025-07-16,92.87999725341797
2025-07-17,92.94000244140625
2025-07-18,94.05999755859375
2025-07-21,94.25
2025-07-22,95.54000091552734
2025-07-23,96.83000183105469
2025-07-24,97.16999816894531
2025-07-25,100.05999755859375
2025-07-28,98.54000091552734
2025-07-29,97.23999786376953
2025-07-30,96.5199966430664
2025-07-31,95.44999694824219
2025-08-01,95.23999786376953
2025-08-04,98.22000122070312
2025-08-05,97.94999694824219
2025-08-06,97.5999984741211
2025-08-07,106.91999816894531
2025-08-08,109.30000305175781
2025-08-11,107.41999816894531
2025-08-12,112.02999877929688
2025-08-13,113.6500015258789
2025-08-14,111.75
2025-08-15,110.83999633789062
2025-08-18,111.52999877929688
2025-08-19,112.44000244140625
2025-08-20,110.7699966430664
2025-08-21,110.72000122070312
2025-08-22,113.33000183105469
2025-08-25,112.58999633789062
2025-08-26,114.2699966430664
2025-08-27,113.23999786376953
2025-08-28,113.19000244140625
2025-08-29,112.94999694824219
2025-09-02,111.27999877929688
2025-09-03,111.91000366210938
2025-09-04,111.61000061035156
2025-09-05,112.36000061035156
2025-09-08,112.05999755859375
2025-09-09,110.72000122070312
2025-09-10,111.26000213623047
2025-09-11,114.47000122070312
2025-09-12,113.38999938964844
2025-09-15,113.23999786376953
2025-09-16,112.52999877929688
2025-09-17,111.25
2025-09-18,112.45999908447266
2025-09-19,113.08999633789062
2025-09-22,114.72000122070312
2025-09-23,114.0999984741211
2025-09-24,112.5999984741211
2025-09-25,111.77999877929688
2025-09-26,113.66999816894531
2025-09-29,114.58999633789062
2025-09-30,119.9000015258789
2025-10-01,119.8499984741211
2025-10-02,121.13999938964844
2025-10-03,119.95999908447266
2025-10-06,118.13999938964844
2025-10-07,116.33999633789062
2025-10-08,117.8499984741211
2025-10-09,117.61000061035156
2025-10-10,116.02999877929688
2025-10-13,117.54000091552734
2025-10-14,120.12000274658203
2025-10-15,118.58000183105469
2025-10-16,116.94000244140625
2025-10-17,117.45999908447266
2025-10-20,117.43000030517578
2025-10-21,118.25
2025-10-22,116.9800033569336
2025-10-23,117.87000274658203
2025-10-24,120.16999816894531
2025-10-27,120.94999694824219
2025-10-28,119.94000244140625
2025-10-29,118.4800033569336
2025-10-30,117.2300033569336
2025-10-31,119.0999984741211
2025-11-03,118.4000015258789
2025-11-04,117.31999969482422
2025-11-05,115.66999816894531
2025-11-06,114.77999877929688
2025-11-07,113.0
2025-11-10,113.9800033569336
2025-11-11,112.6500015258789
2025-11-12,113.4000015258789
2025-11-13,111.16000366210938
2025-11-14,109.56999969482422
2025-11-17,109.23999786376953
2025-11-18,108.87000274658203
2025-11-19,110.1500015258789
2025-11-20,108.37000274658203
2025-11-21,110.1500015258789
2025-11-24,112.63999938964844
2025-11-25,116.2699966430664
2025-11-26,119.66000366210938
2025-11-28,119.95999908447266
2025-12-01,119.68000030517578
2025-12-02,118.61000061035156
2025-12-03,121.36000061035156
2025-12-04,121.05000305175781
2025-12-05,119.48999786376953
2025-12-08,126.54000091552734
2025-12-09,123.69000244140625
2025-12-10,125.13999938964844
2025-12-11,126.98999786376953
2025-12-12,126.4000015258789
2025-12-15,127.26000213623047
2025-12-16,126.91999816894531
2025-12-17,123.05000305175781
2025-12-18,127.16999816894531
2025-12-19,124.41999816894531
2025-12-22,126.22000122070312
2025-12-23,126.5999984741211
2025-12-24,127.54000091552734
2025-12-26,128.94000244140625
2025-12-29,127.3499984741211
2025-12-30,125.80999755859375
