Date,CE
2018-07-02,111.41000366210938
2018-07-03,111.0199966430664
2018-07-05,112.12000274658203
2018-07-06,112.43000030517578
2018-07-09,113.69999694824219
2018-07-10,114.0999984741211
2018-07-11,112.3499984741211
2018-07-12,111.66000366210938
2018-07-13,110.7699966430664
2018-07-16,108.56999969482422
2018-07-17,110.13999938964844
2018-07-18,110.95999908447266
2018-07-19,109.9800033569336
2018-07-20,113.33000183105469
2018-07-23,113.05999755859375
2018-07-24,114.12999725341797
2018-07-25,113.9800033569336
2018-07-26,116.02999877929688
2018-07-27,115.62999725341797
2018-07-30,115.23999786376953
2018-07-31,118.11000061035156
2018-08-01,117.16999816894531
2018-08-02,115.19000244140625
2018-08-03,115.9000015258789
2018-08-06,116.5999984741211
2018-08-07,116.86000061035156
2018-08-08,117.08000183105469
2018-08-09,117.6500015258789
2018-08-10,116.51000213623047
2018-08-13,115.94999694824219
2018-08-14,116.70999908447266
2018-08-15,114.51000213623047
2018-08-16,115.2300033569336
2018-08-17,115.69000244140625
2018-08-20,115.73999786376953
2018-08-21,116.83999633789062
2018-08-22,116.75
2018-08-23,115.38999938964844
2018-08-24,116.16000366210938
2018-08-27,117.7699966430664
2018-08-28,117.43000030517578
2018-08-29,117.18000030517578
2018-08-30,116.81999969482422
2018-08-31,116.83000183105469
2018-09-04,114.58999633789062
2018-09-05,114.9800033569336
2018-09-06,115.30999755859375
2018-09-07,115.0199966430664
2018-09-10,114.31999969482422
2018-09-11,114.86000061035156
2018-09-12,112.48999786376953
2018-09-13,113.18000030517578
2018-09-14,113.16999816894531
2018-09-17,113.38999938964844
2018-09-18,113.45999908447266
2018-09-19,114.62999725341797
2018-09-20,116.86000061035156
2018-09-21,116.22000122070312
2018-09-24,116.63999938964844
2018-09-25,116.0
2018-09-26,114.16000366210938
2018-09-27,113.93000030517578
2018-09-28,114.0
2018-10-01,114.08999633789062
2018-10-02,113.52999877929688
2018-10-03,114.13999938964844
2018-10-04,113.63999938964844
2018-10-05,110.0999984741211
2018-10-08,109.20999908447266
2018-10-09,102.0
2018-10-10,100.48999786376953
2018-10-11,98.30999755859375
2018-10-12,98.68000030517578
2018-10-15,97.94999694824219
2018-10-16,100.02999877929688
2018-10-17,99.75
2018-10-18,97.16999816894531
2018-10-19,99.62000274658203
2018-10-22,99.25
2018-10-23,100.08999633789062
2018-10-24,93.36000061035156
2018-10-25,96.41000366210938
2018-10-26,95.98999786376953
2018-10-29,93.81999969482422
2018-10-30,95.68000030517578
2018-10-31,96.94000244140625
2018-11-01,99.54000091552734
2018-11-02,101.58000183105469
2018-11-05,101.3499984741211
2018-11-06,103.25
2018-11-07,106.30999755859375
2018-11-08,104.91999816894531
2018-11-09,102.76000213623047
2018-11-12,99.97000122070312
2018-11-13,100.1500015258789
2018-11-14,101.12999725341797
2018-11-15,102.44999694824219
2018-11-16,102.47000122070312
2018-11-19,101.69000244140625
2018-11-20,100.26000213623047
2018-11-21,101.94000244140625
2018-11-23,102.80000305175781
2018-11-26,104.0
2018-11-27,100.22000122070312
2018-11-28,100.48999786376953
2018-11-29,100.55000305175781
2018-11-30,100.93000030517578
2018-12-03,101.6500015258789
2018-12-04,96.04000091552734
2018-12-06,94.66000366210938
2018-12-07,91.26000213623047
2018-12-10,89.7300033569336
2018-12-11,88.5199966430664
2018-12-12,88.7699966430664
2018-12-13,87.80999755859375
2018-12-14,86.69000244140625
2018-12-17,84.41000366210938
2018-12-18,85.48999786376953
2018-12-19,84.7699966430664
2018-12-20,88.70999908447266
2018-12-21,86.88999938964844
2018-12-24,84.45999908447266
2018-12-26,87.70999908447266
2018-12-27,89.62000274658203
2018-12-28,89.48999786376953
2018-12-31,89.97000122070312
2019-01-02,91.20999908447266
2019-01-03,87.87999725341797
2019-01-04,91.45999908447266
2019-01-07,92.31999969482422
2019-01-08,93.61000061035156
2019-01-09,94.04000091552734
2019-01-10,94.43000030517578
2019-01-11,94.76000213623047
2019-01-14,94.73999786376953
2019-01-15,93.97000122070312
2019-01-16,94.6500015258789
2019-01-17,96.16000366210938
2019-01-18,97.80999755859375
2019-01-22,95.7300033569336
2019-01-23,93.37000274658203
2019-01-24,95.68000030517578
2019-01-25,97.2699966430664
2019-01-28,97.6500015258789
2019-01-29,96.26000213623047
2019-01-30,97.80999755859375
2019-01-31,95.76000213623047
2019-02-01,98.70999908447266
2019-02-04,99.33999633789062
2019-02-05,98.72000122070312
2019-02-06,98.48999786376953
2019-02-07,96.0199966430664
2019-02-08,96.02999877929688
2019-02-11,95.9800033569336
2019-02-12,99.27999877929688
2019-02-13,98.81999969482422
2019-02-14,99.54000091552734
2019-02-15,100.26000213623047
2019-02-19,100.94999694824219
2019-02-20,102.72000122070312
2019-02-21,102.5
2019-02-22,103.73999786376953
2019-02-25,104.12000274658203
2019-02-26,102.68000030517578
2019-02-27,103.38999938964844
2019-02-28,102.29000091552734
2019-03-01,102.80000305175781
2019-03-04,102.75
2019-03-05,102.72000122070312
2019-03-06,103.05999755859375
2019-03-07,101.58000183105469
2019-03-08,99.77999877929688
2019-03-11,101.48999786376953
2019-03-12,101.18000030517578
2019-03-13,101.81999969482422
2019-03-14,100.37000274658203
2019-03-15,101.2300033569336
2019-03-18,101.3499984741211
2019-03-19,100.94999694824219
2019-03-20,101.0
2019-03-21,102.68000030517578
2019-03-22,98.13999938964844
2019-03-25,96.7300033569336
2019-03-26,97.08999633789062
2019-03-27,96.98999786376953
2019-03-28,98.27999877929688
2019-03-29,98.61000061035156
2019-04-01,101.2300033569336
2019-04-02,101.80999755859375
2019-04-03,103.19999694824219
2019-04-04,104.9000015258789
2019-04-05,105.76000213623047
2019-04-08,102.61000061035156
2019-04-09,101.62000274658203
2019-04-10,101.80999755859375
2019-04-11,102.0999984741211
2019-04-12,105.30000305175781
2019-04-15,103.98999786376953
2019-04-16,105.37000274658203
2019-04-17,105.44000244140625
2019-04-18,105.19000244140625
2019-04-22,104.47000122070312
2019-04-23,112.16999816894531
2019-04-24,110.88999938964844
2019-04-25,108.69999694824219
2019-04-26,108.55999755859375
