Date,USB
2015-07-01,44.150001525878906
2015-07-02,43.619998931884766
2015-07-06,43.599998474121094
2015-07-07,43.470001220703125
2015-07-08,42.66999816894531
2015-07-09,42.959999084472656
2015-07-10,43.439998626708984
2015-07-13,43.83000183105469
2015-07-14,43.880001068115234
2015-07-15,45.529998779296875
2015-07-16,45.86000061035156
2015-07-17,45.849998474121094
2015-07-20,45.84000015258789
2015-07-21,45.7400016784668
2015-07-22,45.95000076293945
2015-07-23,45.65999984741211
2015-07-24,45.279998779296875
2015-07-27,44.79999923706055
2015-07-28,44.72999954223633
2015-07-29,45.0099983215332
2015-07-30,45.060001373291016
2015-07-31,45.209999084472656
2015-08-03,45.08000183105469
2015-08-04,45.220001220703125
2015-08-05,45.43000030517578
2015-08-06,45.209999084472656
2015-08-07,45.11000061035156
2015-08-10,46.02000045776367
2015-08-11,45.400001525878906
2015-08-12,44.88999938964844
2015-08-13,45.06999969482422
2015-08-14,45.599998474121094
2015-08-17,45.650001525878906
2015-08-18,45.75
2015-08-19,45.36000061035156
2015-08-20,44.099998474121094
2015-08-21,42.779998779296875
2015-08-24,40.75
2015-08-25,39.7599983215332
2015-08-26,41.40999984741211
2015-08-27,42.58000183105469
2015-08-28,42.59000015258789
2015-08-31,42.349998474121094
2015-09-01,40.27000045776367
2015-09-02,41.02000045776367
2015-09-03,41.439998626708984
2015-09-04,40.54999923706055
2015-09-08,41.43000030517578
2015-09-09,40.880001068115234
2015-09-10,41.099998474121094
2015-09-11,41.060001373291016
2015-09-14,40.91999816894531
2015-09-15,42.0
2015-09-16,42.36000061035156
2015-09-17,41.65999984741211
2015-09-18,41.16999816894531
2015-09-21,41.52000045776367
2015-09-22,41.099998474121094
2015-09-23,41.060001373291016
2015-09-24,40.7599983215332
2015-09-25,41.66999816894531
2015-09-28,40.41999816894531
2015-09-29,40.650001525878906
2015-09-30,41.0099983215332
2015-10-01,41.130001068115234
2015-10-02,40.75
2015-10-05,41.560001373291016
2015-10-06,41.4900016784668
2015-10-07,41.790000915527344
2015-10-08,41.900001525878906
2015-10-09,41.58000183105469
2015-10-12,41.630001068115234
2015-10-13,41.43000030517578
2015-10-14,40.5
2015-10-15,41.0099983215332
2015-10-16,40.77000045776367
2015-10-19,40.72999954223633
2015-10-20,41.25
2015-10-21,41.099998474121094
2015-10-22,41.84000015258789
2015-10-23,42.619998931884766
2015-10-26,42.52000045776367
2015-10-27,42.099998474121094
2015-10-28,43.060001373291016
2015-10-29,43.0
2015-10-30,42.18000030517578
2015-11-02,42.59000015258789
2015-11-03,42.70000076293945
2015-11-04,42.619998931884766
2015-11-05,42.630001068115234
2015-11-06,43.720001220703125
2015-11-09,43.34000015258789
2015-11-10,43.36000061035156
2015-11-11,43.33000183105469
2015-11-12,42.720001220703125
2015-11-13,42.380001068115234
2015-11-16,43.11000061035156
2015-11-17,43.02000045776367
2015-11-18,43.88999938964844
2015-11-19,44.150001525878906
2015-11-20,44.040000915527344
2015-11-23,43.779998779296875
2015-11-24,43.86000061035156
2015-11-25,43.77000045776367
2015-11-27,43.900001525878906
2015-11-30,43.88999938964844
2015-12-01,44.310001373291016
2015-12-02,43.77000045776367
2015-12-03,43.20000076293945
2015-12-04,44.34000015258789
2015-12-07,44.11000061035156
2015-12-08,43.54999923706055
2015-12-09,43.0099983215332
2015-12-10,43.18000030517578
2015-12-11,42.220001220703125
2015-12-14,42.43000030517578
2015-12-15,43.66999816894531
2015-12-16,44.36000061035156
2015-12-17,43.83000183105469
2015-12-18,42.36000061035156
2015-12-21,42.59000015258789
2015-12-22,42.70000076293945
2015-12-23,43.47999954223633
2015-12-24,43.41999816894531
2015-12-28,43.04999923706055
2015-12-29,43.52000045776367
2015-12-30,43.0099983215332
2015-12-31,42.66999816894531
2016-01-04,41.47999954223633
2016-01-05,41.68000030517578
2016-01-06,41.04999923706055
2016-01-07,40.27000045776367
2016-01-08,39.70000076293945
2016-01-11,39.86000061035156
2016-01-12,40.619998931884766
2016-01-13,39.0099983215332
2016-01-14,39.93000030517578
2016-01-15,39.04999923706055
2016-01-19,39.130001068115234
2016-01-20,38.869998931884766
2016-01-21,38.52000045776367
2016-01-22,39.369998931884766
2016-01-25,38.290000915527344
2016-01-26,39.02000045776367
2016-01-27,39.18000030517578
2016-01-28,39.220001220703125
2016-01-29,40.060001373291016
2016-02-01,39.79999923706055
2016-02-02,38.75
2016-02-03,39.279998779296875
2016-02-04,40.11000061035156
2016-02-05,40.09000015258789
2016-02-08,39.529998779296875
2016-02-09,39.400001525878906
2016-02-10,39.040000915527344
2016-02-11,37.45000076293945
2016-02-12,39.099998474121094
2016-02-16,40.189998626708984
2016-02-17,40.119998931884766
2016-02-18,39.4900016784668
2016-02-19,39.459999084472656
2016-02-22,40.22999954223633
2016-02-23,38.869998931884766
2016-02-24,38.439998626708984
2016-02-25,39.13999938964844
2016-02-26,39.290000915527344
2016-02-29,38.52000045776367
2016-03-01,39.900001525878906
2016-03-02,40.529998779296875
2016-03-03,40.77000045776367
2016-03-04,41.029998779296875
2016-03-07,40.77000045776367
2016-03-08,39.849998474121094
2016-03-09,39.7599983215332
2016-03-10,39.5099983215332
2016-03-11,40.459999084472656
2016-03-14,40.4900016784668
2016-03-15,40.790000915527344
2016-03-16,40.540000915527344
2016-03-17,40.689998626708984
2016-03-18,41.31999969482422
2016-03-21,41.380001068115234
2016-03-22,41.31999969482422
2016-03-23,41.189998626708984
2016-03-24,40.779998779296875
2016-03-28,40.689998626708984
2016-03-29,40.38999938964844
