Date,WM
2015-07-01,46.5099983215332
2015-07-02,46.369998931884766
2015-07-06,46.529998779296875
2015-07-07,47.02000045776367
2015-07-08,46.810001373291016
2015-07-09,47.150001525878906
2015-07-10,47.75
2015-07-13,47.93000030517578
2015-07-14,48.599998474121094
2015-07-15,48.400001525878906
2015-07-16,48.939998626708984
2015-07-17,48.68000030517578
2015-07-20,48.529998779296875
2015-07-21,48.22999954223633
2015-07-22,47.79999923706055
2015-07-23,49.08000183105469
2015-07-24,48.83000183105469
2015-07-27,49.060001373291016
2015-07-28,50.15999984741211
2015-07-29,50.70000076293945
2015-07-30,51.20000076293945
2015-07-31,51.130001068115234
2015-08-03,50.79999923706055
2015-08-04,50.970001220703125
2015-08-05,51.599998474121094
2015-08-06,50.97999954223633
2015-08-07,50.7599983215332
2015-08-10,51.38999938964844
2015-08-11,51.52000045776367
2015-08-12,51.849998474121094
2015-08-13,51.900001525878906
2015-08-14,52.25
2015-08-17,52.63999938964844
2015-08-18,52.70000076293945
2015-08-19,52.599998474121094
2015-08-20,52.56999969482422
2015-08-21,51.63999938964844
2015-08-24,49.470001220703125
2015-08-25,49.150001525878906
2015-08-26,49.5
2015-08-27,50.029998779296875
2015-08-28,50.209999084472656
2015-08-31,50.060001373291016
2015-09-01,49.310001373291016
2015-09-02,49.779998779296875
2015-09-03,50.279998779296875
2015-09-04,49.93000030517578
2015-09-08,50.70000076293945
2015-09-09,50.130001068115234
2015-09-10,49.79999923706055
2015-09-11,50.0
2015-09-14,49.88999938964844
2015-09-15,50.150001525878906
2015-09-16,50.15999984741211
2015-09-17,50.06999969482422
2015-09-18,49.88999938964844
2015-09-21,50.11000061035156
2015-09-22,49.869998931884766
2015-09-23,49.95000076293945
2015-09-24,49.79999923706055
2015-09-25,50.369998931884766
2015-09-28,49.779998779296875
2015-09-29,49.220001220703125
2015-09-30,49.810001373291016
2015-10-01,50.099998474121094
2015-10-02,50.529998779296875
2015-10-05,51.459999084472656
2015-10-06,51.43000030517578
2015-10-07,51.81999969482422
2015-10-08,52.95000076293945
2015-10-09,53.15999984741211
2015-10-12,53.40999984741211
2015-10-13,53.060001373291016
2015-10-14,52.45000076293945
2015-10-15,52.5
2015-10-16,52.45000076293945
2015-10-19,52.5099983215332
2015-10-20,52.709999084472656
2015-10-21,53.439998626708984
2015-10-22,53.5099983215332
2015-10-23,53.189998626708984
2015-10-26,53.189998626708984
2015-10-27,54.34000015258789
2015-10-28,54.61000061035156
2015-10-29,54.459999084472656
2015-10-30,53.7599983215332
2015-11-02,54.439998626708984
2015-11-03,54.04999923706055
2015-11-04,54.13999938964844
2015-11-05,54.43000030517578
2015-11-06,54.43000030517578
2015-11-09,53.689998626708984
2015-11-10,53.650001525878906
2015-11-11,53.630001068115234
2015-11-12,52.77000045776367
2015-11-13,52.15999984741211
2015-11-16,52.560001373291016
2015-11-17,52.68000030517578
2015-11-18,53.58000183105469
2015-11-19,53.630001068115234
2015-11-20,54.119998931884766
2015-11-23,54.13999938964844
2015-11-24,53.97999954223633
2015-11-25,54.029998779296875
2015-11-27,53.91999816894531
2015-11-30,53.77000045776367
2015-12-01,53.91999816894531
2015-12-02,53.5099983215332
2015-12-03,51.84000015258789
2015-12-04,52.65999984741211
2015-12-07,52.099998474121094
2015-12-08,52.529998779296875
2015-12-09,51.88999938964844
2015-12-10,52.02000045776367
2015-12-11,51.34000015258789
2015-12-14,51.83000183105469
2015-12-15,53.34000015258789
2015-12-16,53.93000030517578
2015-12-17,53.279998779296875
2015-12-18,52.72999954223633
2015-12-21,52.810001373291016
2015-12-22,53.20000076293945
2015-12-23,53.65999984741211
2015-12-24,53.43000030517578
2015-12-28,53.90999984741211
2015-12-29,54.349998474121094
2015-12-30,53.97999954223633
2015-12-31,53.369998931884766
2016-01-04,52.45000076293945
2016-01-05,52.650001525878906
2016-01-06,53.29999923706055
2016-01-07,52.66999816894531
2016-01-08,52.349998474121094
2016-01-11,52.86000061035156
2016-01-12,53.20000076293945
2016-01-13,52.2599983215332
2016-01-14,52.779998779296875
2016-01-15,51.52000045776367
2016-01-19,52.619998931884766
2016-01-20,51.91999816894531
2016-01-21,51.97999954223633
2016-01-22,52.97999954223633
2016-01-25,52.2400016784668
2016-01-26,52.290000915527344
2016-01-27,51.88999938964844
2016-01-28,52.06999969482422
2016-01-29,52.95000076293945
2016-02-01,53.2599983215332
2016-02-02,52.119998931884766
2016-02-03,53.08000183105469
2016-02-04,53.189998626708984
2016-02-05,52.56999969482422
2016-02-08,52.70000076293945
2016-02-09,53.279998779296875
2016-02-10,53.52000045776367
