Date,CF
2015-07-01,65.0999984741211
2015-07-02,64.54000091552734
2015-07-06,63.54999923706055
2015-07-07,62.11000061035156
2015-07-08,60.150001525878906
2015-07-09,60.79999923706055
2015-07-10,61.709999084472656
2015-07-13,62.099998474121094
2015-07-14,62.68000030517578
2015-07-15,62.150001525878906
2015-07-16,62.7400016784668
2015-07-17,68.91999816894531
2015-07-20,65.0
2015-07-21,63.939998626708984
2015-07-22,62.52000045776367
2015-07-23,62.31999969482422
2015-07-24,60.849998474121094
2015-07-27,59.09000015258789
2015-07-28,58.900001525878906
2015-07-29,59.22999954223633
2015-07-30,59.119998931884766
2015-07-31,59.20000076293945
2015-08-03,59.02000045776367
2015-08-04,60.529998779296875
2015-08-05,61.619998931884766
2015-08-06,63.0
2015-08-07,58.939998626708984
2015-08-10,60.95000076293945
2015-08-11,57.27000045776367
2015-08-12,61.63999938964844
2015-08-13,63.220001220703125
2015-08-14,63.83000183105469
2015-08-17,64.02999877929688
2015-08-18,63.470001220703125
2015-08-19,61.93000030517578
2015-08-20,61.06999969482422
2015-08-21,59.52000045776367
2015-08-24,55.900001525878906
2015-08-25,55.790000915527344
2015-08-26,56.11000061035156
2015-08-27,57.880001068115234
2015-08-28,57.470001220703125
2015-08-31,57.380001068115234
2015-09-01,54.84000015258789
2015-09-02,55.54999923706055
2015-09-03,56.970001220703125
2015-09-04,55.47999954223633
2015-09-08,56.90999984741211
2015-09-09,56.959999084472656
2015-09-10,56.400001525878906
2015-09-11,55.880001068115234
2015-09-14,53.849998474121094
2015-09-15,54.779998779296875
2015-09-16,54.779998779296875
2015-09-17,53.849998474121094
2015-09-18,52.029998779296875
2015-09-21,51.720001220703125
2015-09-22,51.099998474121094
2015-09-23,47.7400016784668
2015-09-24,46.41999816894531
2015-09-25,46.369998931884766
2015-09-28,44.060001373291016
2015-09-29,44.189998626708984
2015-09-30,44.900001525878906
2015-10-01,44.79999923706055
2015-10-02,47.11000061035156
2015-10-05,49.040000915527344
2015-10-06,49.54999923706055
2015-10-07,52.220001220703125
2015-10-08,52.86000061035156
