Date,HRB
2015-07-01,29.760000228881836
2015-07-02,29.610000610351562
2015-07-06,29.8799991607666
2015-07-07,30.15999984741211
2015-07-08,30.079999923706055
2015-07-09,30.469999313354492
2015-07-10,31.18000030517578
2015-07-13,31.530000686645508
2015-07-14,31.3799991607666
2015-07-15,31.649999618530273
2015-07-16,32.06999969482422
2015-07-17,31.799999237060547
2015-07-20,31.770000457763672
2015-07-21,32.20000076293945
2015-07-22,32.869998931884766
2015-07-23,32.869998931884766
2015-07-24,32.7599983215332
2015-07-27,31.600000381469727
2015-07-28,32.0099983215332
2015-07-29,33.09000015258789
2015-07-30,33.34000015258789
2015-07-31,33.290000915527344
2015-08-03,33.029998779296875
2015-08-04,32.900001525878906
2015-08-05,35.83000183105469
2015-08-06,35.16999816894531
2015-08-07,35.380001068115234
2015-08-10,35.849998474121094
2015-08-11,35.65999984741211
2015-08-12,35.5
2015-08-13,35.58000183105469
2015-08-14,35.560001373291016
2015-08-17,35.7599983215332
2015-08-18,35.22999954223633
2015-08-19,35.09000015258789
2015-08-20,34.38999938964844
2015-08-21,33.06999969482422
2015-08-24,32.029998779296875
2015-08-25,32.33000183105469
2015-08-26,33.65999984741211
2015-08-27,34.369998931884766
2015-08-28,34.470001220703125
2015-08-31,34.02000045776367
2015-09-01,32.95000076293945
2015-09-02,35.41999816894531
2015-09-03,35.400001525878906
2015-09-04,35.29999923706055
2015-09-08,35.84000015258789
2015-09-09,35.52000045776367
2015-09-10,35.720001220703125
2015-09-11,36.150001525878906
2015-09-14,35.849998474121094
2015-09-15,35.83000183105469
2015-09-16,35.790000915527344
2015-09-17,35.7400016784668
2015-09-18,35.5
2015-09-21,35.779998779296875
2015-09-22,35.7400016784668
2015-09-23,36.099998474121094
2015-09-24,35.77000045776367
2015-09-25,36.04999923706055
2015-09-28,35.15999984741211
2015-09-29,35.25
2015-09-30,36.20000076293945
2015-10-01,36.369998931884766
2015-10-02,36.56999969482422
2015-10-05,35.939998626708984
2015-10-06,35.150001525878906
2015-10-07,34.810001373291016
2015-10-08,35.380001068115234
2015-10-09,35.400001525878906
2015-10-12,35.27000045776367
2015-10-13,34.97999954223633
2015-10-14,34.63999938964844
2015-10-15,34.86000061035156
2015-10-16,35.619998931884766
2015-10-19,35.650001525878906
2015-10-20,35.47999954223633
2015-10-21,35.66999816894531
2015-10-22,35.5099983215332
2015-10-23,36.20000076293945
2015-10-26,36.91999816894531
2015-10-27,36.61000061035156
2015-10-28,37.150001525878906
2015-10-29,37.15999984741211
2015-10-30,37.2599983215332
2015-11-02,37.400001525878906
2015-11-03,36.900001525878906
2015-11-04,36.810001373291016
2015-11-05,37.33000183105469
2015-11-06,37.209999084472656
2015-11-09,36.7400016784668
2015-11-10,37.130001068115234
2015-11-11,36.779998779296875
2015-11-12,36.4900016784668
2015-11-13,35.68000030517578
2015-11-16,36.470001220703125
2015-11-17,36.41999816894531
2015-11-18,36.7400016784668
2015-11-19,36.470001220703125
2015-11-20,37.02000045776367
2015-11-23,37.099998474121094
2015-11-24,36.61000061035156
2015-11-25,36.939998626708984
2015-11-27,36.72999954223633
2015-11-30,36.689998626708984
2015-12-01,37.220001220703125
2015-12-02,36.93000030517578
2015-12-03,36.68000030517578
2015-12-04,37.09000015258789
2015-12-07,36.88999938964844
2015-12-08,34.310001373291016
2015-12-09,32.65999984741211
2015-12-10,33.16999816894531
2015-12-11,32.25
2015-12-14,32.81999969482422
2015-12-15,32.63999938964844
2015-12-16,33.540000915527344
2015-12-17,33.68000030517578
2015-12-18,33.220001220703125
2015-12-21,33.22999954223633
