Date,BX
2023-11-16,103.69999694824219
2023-11-17,104.95999908447266
2023-11-20,106.44999694824219
2023-11-21,105.77999877929688
2023-11-22,106.77999877929688
2023-11-24,107.0
2023-11-27,106.75
2023-11-28,107.63999938964844
2023-11-29,111.37000274658203
2023-11-30,112.37000274658203
2023-12-01,114.27999877929688
2023-12-04,115.54000091552734
2023-12-05,115.27999877929688
2023-12-06,112.11000061035156
2023-12-07,113.86000061035156
2023-12-08,112.56999969482422
2023-12-11,112.98999786376953
2023-12-12,113.20999908447266
2023-12-13,119.75
2023-12-14,128.47000122070312
2023-12-15,129.3699951171875
2023-12-18,125.95999908447266
2023-12-19,128.2899932861328
2023-12-20,126.0999984741211
2023-12-21,129.13999938964844
2023-12-22,130.69000244140625
2023-12-26,131.3699951171875
2023-12-27,132.61000061035156
2023-12-28,133.1300048828125
2023-12-29,130.9199981689453
2024-01-02,128.27000427246094
2024-01-03,122.3499984741211
2024-01-04,122.9000015258789
2024-01-05,122.20999908447266
2024-01-08,122.33999633789062
2024-01-09,121.0
2024-01-10,121.52999877929688
2024-01-11,119.91999816894531
2024-01-12,119.33999633789062
2024-01-16,118.25
2024-01-17,116.9800033569336
2024-01-18,117.08999633789062
2024-01-19,119.08000183105469
2024-01-22,120.97000122070312
2024-01-23,118.9800033569336
2024-01-24,120.62999725341797
2024-01-25,123.48999786376953
2024-01-26,124.56999969482422
2024-01-29,127.83000183105469
2024-01-30,127.19999694824219
2024-01-31,124.44999694824219
2024-02-01,124.30000305175781
2024-02-02,124.36000061035156
2024-02-05,121.25
2024-02-06,123.55999755859375
2024-02-07,126.08999633789062
2024-02-08,127.83999633789062
2024-02-09,127.68000030517578
2024-02-12,130.0800018310547
2024-02-13,124.94999694824219
2024-02-14,127.94999694824219
2024-02-15,130.25
2024-02-16,127.88999938964844
2024-02-20,126.33000183105469
2024-02-21,126.19000244140625
2024-02-22,127.29000091552734
2024-02-23,125.11000061035156
2024-02-26,125.27999877929688
2024-02-27,126.75
2024-02-28,126.31999969482422
2024-02-29,127.81999969482422
2024-03-01,128.08999633789062
2024-03-04,126.5999984741211
2024-03-05,124.81999969482422
2024-03-06,123.30000305175781
2024-03-07,124.80000305175781
2024-03-08,125.98999786376953
2024-03-11,124.56999969482422
2024-03-12,123.68000030517578
2024-03-13,126.0999984741211
2024-03-14,124.80000305175781
2024-03-15,124.97000122070312
2024-03-18,123.43000030517578
2024-03-19,123.9800033569336
2024-03-20,127.76000213623047
2024-03-21,131.66000366210938
2024-03-22,127.86000061035156
2024-03-25,128.83999633789062
2024-03-26,127.87999725341797
2024-03-27,130.88999938964844
2024-03-28,131.3699951171875
2024-04-01,131.02999877929688
2024-04-02,126.30999755859375
2024-04-03,126.56999969482422
2024-04-04,126.01000213623047
2024-04-05,127.58000183105469
2024-04-08,129.32000732421875
2024-04-09,132.0
2024-04-10,126.08000183105469
2024-04-11,126.87000274658203
2024-04-12,123.47000122070312
2024-04-15,121.16999816894531
2024-04-16,121.87999725341797
2024-04-17,123.19000244140625
2024-04-18,120.31999969482422
2024-04-19,118.4000015258789
2024-04-22,122.08999633789062
2024-04-23,124.30999755859375
2024-04-24,123.77999877929688
2024-04-25,123.36000061035156
2024-04-26,122.48999786376953
2024-04-29,120.62000274658203
2024-04-30,116.61000061035156
2024-05-01,117.48999786376953
2024-05-02,118.98999786376953
2024-05-03,117.98999786376953
2024-05-06,121.20999908447266
2024-05-07,121.5
2024-05-08,119.80000305175781
2024-05-09,123.02999877929688
2024-05-10,124.04000091552734
2024-05-13,122.12999725341797
2024-05-14,125.97000122070312
2024-05-15,131.30999755859375
2024-05-16,127.87999725341797
2024-05-17,125.66999816894531
2024-05-20,125.66999816894531
2024-05-21,127.70999908447266
2024-05-22,126.68000030517578
2024-05-23,123.11000061035156
2024-05-24,123.63999938964844
2024-05-28,121.20999908447266
2024-05-29,116.12999725341797
2024-05-30,119.33000183105469
2024-05-31,120.5
2024-06-03,119.20999908447266
2024-06-04,119.08000183105469
2024-06-05,121.70999908447266
2024-06-06,119.16999816894531
2024-06-07,117.62000274658203
2024-06-10,119.69999694824219
2024-06-11,119.01000213623047
2024-06-12,123.43000030517578
2024-06-13,122.20999908447266
2024-06-14,121.25
2024-06-17,122.16000366210938
2024-06-18,122.9000015258789
2024-06-20,124.68000030517578
2024-06-21,124.12000274658203
2024-06-24,125.26000213623047
2024-06-25,124.41999816894531
2024-06-26,124.16000366210938
2024-06-27,124.12000274658203
2024-06-28,123.80000305175781
2024-07-01,122.2300033569336
2024-07-02,123.20999908447266
2024-07-03,123.4000015258789
2024-07-05,122.72000122070312
2024-07-08,120.7699966430664
2024-07-09,121.27999877929688
2024-07-10,124.26000213623047
2024-07-11,126.61000061035156
2024-07-12,129.32000732421875
2024-07-15,132.3699951171875
2024-07-16,137.00999450683594
2024-07-17,134.85000610351562
2024-07-18,136.41000366210938
2024-07-19,138.58999633789062
2024-07-22,141.17999267578125
2024-07-23,143.6199951171875
2024-07-24,137.6300048828125
2024-07-25,140.02000427246094
2024-07-26,142.0
2024-07-29,140.97999572753906
2024-07-30,141.33999633789062
2024-07-31,142.14999389648438
2024-08-01,137.02999877929688
2024-08-02,133.0500030517578
2024-08-05,129.50999450683594
2024-08-06,130.30999755859375
2024-08-07,127.58999633789062
2024-08-08,130.64999389648438
2024-08-09,130.92999267578125
2024-08-12,129.27999877929688
2024-08-13,133.35000610351562
2024-08-14,136.16000366210938
2024-08-15,136.27000427246094
2024-08-16,134.27999877929688
2024-08-19,134.64999389648438
2024-08-20,132.97999572753906
2024-08-21,134.75
2024-08-22,134.7899932861328
2024-08-23,139.27999877929688
2024-08-26,141.9600067138672
2024-08-27,141.25
2024-08-28,140.0800018310547
2024-08-29,140.5800018310547
2024-08-30,142.36000061035156
2024-09-03,138.13999938964844
2024-09-04,137.85000610351562
2024-09-05,138.27000427246094
2024-09-06,137.1199951171875
2024-09-09,139.77000427246094
2024-09-10,142.2100067138672
2024-09-11,143.27000427246094
2024-09-12,146.5
2024-09-13,151.19000244140625
2024-09-16,154.55999755859375
2024-09-17,155.0500030517578
2024-09-18,154.92999267578125
2024-09-19,159.66000366210938
2024-09-20,158.1199951171875
2024-09-23,157.2100067138672
2024-09-24,157.5500030517578
2024-09-25,152.77000427246094
2024-09-26,153.47000122070312
2024-09-27,154.94000244140625
2024-09-30,153.1300048828125
2024-10-01,151.85000610351562
2024-10-02,152.2100067138672
2024-10-03,151.1999969482422
2024-10-04,151.9199981689453
2024-10-07,149.07000732421875
2024-10-08,149.44000244140625
2024-10-09,148.4199981689453
2024-10-10,149.02999877929688
2024-10-11,153.0399932861328
2024-10-14,155.49000549316406
2024-10-15,156.32000732421875
2024-10-16,159.7100067138672
2024-10-17,169.72999572753906
2024-10-18,172.36000061035156
2024-10-21,170.77000427246094
2024-10-22,168.5
2024-10-23,166.9199981689453
2024-10-24,169.66000366210938
2024-10-25,167.5
2024-10-28,169.97000122070312
2024-10-29,169.80999755859375
2024-10-30,171.5399932861328
2024-10-31,167.75
2024-11-01,168.13999938964844
2024-11-04,167.0399932861328
2024-11-05,169.6199951171875
2024-11-06,176.3800048828125
2024-11-07,176.3000030517578
2024-11-08,177.4600067138672
2024-11-11,183.16000366210938
2024-11-12,180.66000366210938
2024-11-13,181.55999755859375
2024-11-14,181.2100067138672
2024-11-15,181.41000366210938
2024-11-18,183.00999450683594
2024-11-19,184.91000366210938
2024-11-20,185.02999877929688
2024-11-21,194.00999450683594
2024-11-22,199.0500030517578
2024-11-25,193.1199951171875
2024-11-26,191.66000366210938
2024-11-27,189.02000427246094
2024-11-29,191.08999633789062
2024-12-02,187.0500030517578
2024-12-03,186.1699981689453
2024-12-04,185.5
2024-12-05,187.1999969482422
2024-12-06,187.0
2024-12-09,185.35000610351562
2024-12-10,189.57000732421875
2024-12-11,192.41000366210938
2024-12-12,190.3000030517578
2024-12-13,188.4199981689453
2024-12-16,188.4600067138672
2024-12-17,183.11000061035156
2024-12-18,171.6999969482422
2024-12-19,168.91000366210938
2024-12-20,170.83999633789062
2024-12-23,172.19000244140625
2024-12-24,175.69000244140625
2024-12-26,176.4600067138672
2024-12-27,174.00999450683594
2024-12-30,172.0500030517578
2024-12-31,172.4199981689453
2025-01-02,173.75
2025-01-03,175.91000366210938
2025-01-06,174.7899932861328
2025-01-07,171.33999633789062
2025-01-08,173.97000122070312
2025-01-10,164.85000610351562
2025-01-13,165.77000427246094
2025-01-14,169.32000732421875
2025-01-15,175.13999938964844
2025-01-16,176.72000122070312
2025-01-17,179.9499969482422
2025-01-21,181.52000427246094
2025-01-22,182.77000427246094
2025-01-23,185.52000427246094
2025-01-24,186.74000549316406
2025-01-27,182.52000427246094
2025-01-28,185.58999633789062
2025-01-29,185.3800048828125
2025-01-30,177.77999877929688
2025-01-31,177.11000061035156
2025-02-03,173.5399932861328
2025-02-04,170.8300018310547
2025-02-05,174.85000610351562
2025-02-06,174.5500030517578
2025-02-07,170.27000427246094
2025-02-10,168.61000061035156
2025-02-11,164.77999877929688
2025-02-12,160.88999938964844
2025-02-13,160.47999572753906
2025-02-14,164.83999633789062
2025-02-18,166.74000549316406
2025-02-19,166.85000610351562
2025-02-20,163.89999389648438
2025-02-21,158.3800048828125
2025-02-24,157.07000732421875
2025-02-25,157.22999572753906
2025-02-26,159.4600067138672
2025-02-27,157.38999938964844
2025-02-28,161.16000366210938
2025-03-03,158.52999877929688
2025-03-04,150.72999572753906
2025-03-05,152.0399932861328
2025-03-06,145.6300048828125
2025-03-07,145.14999389648438
2025-03-10,139.3699951171875
2025-03-11,138.13999938964844
2025-03-12,140.5399932861328
2025-03-13,136.52999877929688
2025-03-14,140.88999938964844
2025-03-17,147.77999877929688
2025-03-18,146.19000244140625
2025-03-19,149.72000122070312
2025-03-20,148.75
2025-03-21,148.2899932861328
2025-03-24,152.0800018310547
2025-03-25,151.2100067138672
2025-03-26,146.66000366210938
2025-03-27,144.5
2025-03-28,138.11000061035156
2025-03-31,139.77999877929688
2025-04-01,142.8000030517578
2025-04-02,147.66000366210938
2025-04-03,133.10000610351562
2025-04-04,125.04000091552734
2025-04-07,124.6500015258789
2025-04-08,120.06999969482422
2025-04-09,137.36000061035156
2025-04-10,127.44999694824219
2025-04-11,127.18000030517578
2025-04-14,130.47000122070312
2025-04-15,133.5399932861328
2025-04-16,129.3800048828125
2025-04-17,130.38999938964844
2025-04-21,120.22000122070312
2025-04-22,124.91000366210938
2025-04-23,127.0
2025-04-24,134.5500030517578
2025-04-25,132.86000061035156
2025-04-28,133.5800018310547
2025-04-29,133.5399932861328
2025-04-30,131.7100067138672
2025-05-01,133.38999938964844
2025-05-02,137.4199981689453
2025-05-05,136.11000061035156
2025-05-06,134.0
2025-05-07,136.13999938964844
2025-05-08,139.80999755859375
2025-05-09,139.38999938964844
2025-05-12,149.0
2025-05-13,148.60000610351562
2025-05-14,148.4199981689453
2025-05-15,146.75
2025-05-16,146.6999969482422
2025-05-19,145.4499969482422
2025-05-20,144.1999969482422
2025-05-21,137.49000549316406
2025-05-22,136.92999267578125
2025-05-23,136.1199951171875
2025-05-27,139.3000030517578
2025-05-28,138.41000366210938
2025-05-29,138.8800048828125
2025-05-30,138.75999450683594
2025-06-02,138.80999755859375
2025-06-03,139.00999450683594
2025-06-04,138.75999450683594
2025-06-05,137.75999450683594
2025-06-06,140.4499969482422
2025-06-09,139.97999572753906
2025-06-10,142.9600067138672
2025-06-11,141.38999938964844
2025-06-12,140.7899932861328
2025-06-13,136.41000366210938
2025-06-16,138.25999450683594
2025-06-17,135.69000244140625
2025-06-18,137.49000549316406
2025-06-20,137.69000244140625
2025-06-23,138.32000732421875
2025-06-24,144.0500030517578
2025-06-25,143.57000732421875
2025-06-26,148.17999267578125
2025-06-27,151.11000061035156
2025-06-30,149.5800018310547
2025-07-01,152.77000427246094
2025-07-02,153.55999755859375
2025-07-03,155.1300048828125
2025-07-07,152.99000549316406
2025-07-08,156.35000610351562
2025-07-09,158.67999267578125
2025-07-10,164.05999755859375
2025-07-11,162.0
2025-07-14,163.36000061035156
2025-07-15,159.8000030517578
2025-07-16,165.9199981689453
2025-07-17,172.49000549316406
2025-07-18,168.72000122070312
2025-07-21,166.69000244140625
2025-07-22,169.3800048828125
2025-07-23,171.9600067138672
2025-07-24,178.11000061035156
2025-07-25,178.10000610351562
2025-07-28,176.94000244140625
2025-07-29,177.0399932861328
2025-07-30,175.33999633789062
2025-07-31,172.9600067138672
2025-08-01,170.39999389648438
2025-08-04,170.5
2025-08-05,167.67999267578125
2025-08-06,169.35000610351562
2025-08-07,167.63999938964844
2025-08-08,168.91000366210938
2025-08-11,170.07000732421875
2025-08-12,173.74000549316406
2025-08-13,176.6199951171875
2025-08-14,174.67999267578125
2025-08-15,171.6199951171875
2025-08-18,169.22000122070312
2025-08-19,167.2899932861328
2025-08-20,164.47000122070312
2025-08-21,163.44000244140625
2025-08-22,170.5
2025-08-25,169.5
2025-08-26,171.42999267578125
2025-08-27,171.63999938964844
2025-08-28,172.02000427246094
2025-08-29,171.39999389648438
2025-09-02,169.5500030517578
2025-09-03,167.33999633789062
2025-09-04,169.89999389648438
2025-09-05,169.99000549316406
2025-09-08,173.3000030517578
2025-09-09,173.1699981689453
2025-09-10,178.22999572753906
2025-09-11,183.9199981689453
2025-09-12,181.35000610351562
2025-09-15,183.8000030517578
2025-09-16,183.72000122070312
2025-09-17,183.6199951171875
2025-09-18,188.67999267578125
2025-09-19,187.6199951171875
2025-09-22,185.63999938964844
2025-09-23,184.91000366210938
2025-09-24,178.0800018310547
2025-09-25,175.60000610351562
2025-09-26,175.32000732421875
2025-09-29,176.13999938964844
2025-09-30,170.85000610351562
2025-10-01,168.10000610351562
2025-10-02,166.5800018310547
2025-10-03,168.4499969482422
2025-10-06,166.88999938964844
2025-10-07,164.91000366210938
2025-10-08,162.4600067138672
2025-10-09,160.64999389648438
2025-10-10,153.77000427246094
2025-10-13,158.16000366210938
2025-10-14,163.97999572753906
2025-10-15,163.91000366210938
2025-10-16,157.97000122070312
2025-10-17,156.30999755859375
2025-10-20,160.44000244140625
2025-10-21,161.42999267578125
2025-10-22,161.72000122070312
2025-10-23,154.97999572753906
2025-10-24,154.60000610351562
2025-10-27,153.85000610351562
2025-10-28,151.69000244140625
2025-10-29,148.9199981689453
2025-10-30,148.38999938964844
2025-10-31,146.63999938964844
2025-11-03,144.4199981689453
2025-11-04,142.85000610351562
2025-11-05,144.32000732421875
2025-11-06,143.42999267578125
2025-11-07,145.94000244140625
2025-11-10,144.3000030517578
2025-11-11,144.97999572753906
2025-11-12,144.36000061035156
2025-11-13,139.52999877929688
2025-11-14,141.44000244140625
2025-11-17,138.4199981689453
2025-11-18,136.52999877929688
2025-11-19,138.64999389648438
2025-11-20,138.4199981689453
2025-11-21,142.6699981689453
2025-11-24,141.4199981689453
2025-11-25,143.42999267578125
2025-11-26,144.9199981689453
2025-11-28,146.4199981689453
2025-12-01,146.35000610351562
2025-12-02,146.74000549316406
2025-12-03,151.52000427246094
2025-12-04,151.38999938964844
2025-12-05,152.14999389648438
2025-12-08,151.3699951171875
2025-12-09,156.02000427246094
2025-12-10,156.60000610351562
2025-12-11,154.11000061035156
2025-12-12,151.17999267578125
2025-12-15,150.33999633789062
2025-12-16,152.08999633789062
2025-12-17,153.19000244140625
2025-12-18,153.72999572753906
2025-12-19,151.58999633789062
2025-12-22,155.8300018310547
2025-12-23,155.16000366210938
2025-12-24,155.57000732421875
2025-12-26,155.41000366210938
2025-12-29,155.1300048828125
2025-12-30,154.77999877929688
