Date,CNP
2015-07-01,19.079999923706055
2015-07-02,19.350000381469727
2015-07-06,19.219999313354492
2015-07-07,19.600000381469727
2015-07-08,19.219999313354492
2015-07-09,18.950000762939453
2015-07-10,19.1200008392334
2015-07-13,19.170000076293945
2015-07-14,19.260000228881836
2015-07-15,19.270000457763672
2015-07-16,19.239999771118164
2015-07-17,19.0
2015-07-20,18.75
2015-07-21,18.59000015258789
2015-07-22,18.6200008392334
2015-07-23,18.34000015258789
2015-07-24,18.290000915527344
2015-07-27,18.68000030517578
2015-07-28,18.889999389648438
2015-07-29,19.079999923706055
2015-07-30,19.139999389648438
2015-07-31,19.34000015258789
2015-08-03,19.219999313354492
2015-08-04,18.860000610351562
2015-08-05,19.040000915527344
2015-08-06,19.079999923706055
2015-08-07,19.139999389648438
2015-08-10,19.530000686645508
2015-08-11,19.360000610351562
2015-08-12,19.59000015258789
2015-08-13,19.639999389648438
2015-08-14,19.920000076293945
2015-08-17,19.920000076293945
2015-08-18,19.90999984741211
2015-08-19,19.899999618530273
2015-08-20,19.81999969482422
2015-08-21,19.309999465942383
2015-08-24,18.489999771118164
2015-08-25,17.920000076293945
2015-08-26,18.229999542236328
2015-08-27,18.75
2015-08-28,18.81999969482422
2015-08-31,18.6200008392334
2015-09-01,17.84000015258789
2015-09-02,17.719999313354492
2015-09-03,17.940000534057617
2015-09-04,17.610000610351562
2015-09-08,17.979999542236328
2015-09-09,17.75
2015-09-10,17.729999542236328
2015-09-11,17.690000534057617
2015-09-14,17.809999465942383
2015-09-15,17.8700008392334
2015-09-16,18.139999389648438
2015-09-17,18.280000686645508
2015-09-18,18.049999237060547
2015-09-21,18.190000534057617
2015-09-22,17.81999969482422
2015-09-23,17.75
2015-09-24,17.81999969482422
2015-09-25,17.889999389648438
2015-09-28,17.540000915527344
2015-09-29,17.530000686645508
2015-09-30,18.040000915527344
2015-10-01,17.770000457763672
2015-10-02,18.030000686645508
2015-10-05,18.549999237060547
2015-10-06,18.489999771118164
2015-10-07,18.56999969482422
2015-10-08,18.739999771118164
2015-10-09,18.670000076293945
2015-10-12,18.540000915527344
2015-10-13,18.389999389648438
2015-10-14,18.260000228881836
2015-10-15,18.65999984741211
2015-10-16,18.700000762939453
2015-10-19,18.479999542236328
2015-10-20,18.59000015258789
2015-10-21,18.770000457763672
2015-10-22,19.1299991607666
2015-10-23,18.6200008392334
2015-10-26,18.770000457763672
2015-10-27,18.59000015258789
2015-10-28,18.530000686645508
2015-10-29,18.530000686645508
2015-10-30,18.549999237060547
2015-11-02,18.5
2015-11-03,18.729999542236328
2015-11-04,18.68000030517578
2015-11-05,18.510000228881836
2015-11-06,17.459999084472656
2015-11-09,17.5
2015-11-10,17.1299991607666
2015-11-11,17.329999923706055
2015-11-12,16.90999984741211
2015-11-13,16.959999084472656
2015-11-16,17.229999542236328
2015-11-17,17.06999969482422
2015-11-18,17.15999984741211
2015-11-19,17.100000381469727
2015-11-20,17.09000015258789
2015-11-23,17.0
2015-11-24,17.059999465942383
2015-11-25,17.079999923706055
2015-11-27,17.0
2015-11-30,16.950000762939453
2015-12-01,16.989999771118164
2015-12-02,16.600000381469727
2015-12-03,16.450000762939453
2015-12-04,16.510000228881836
2015-12-07,16.40999984741211
2015-12-08,16.34000015258789
2015-12-09,16.40999984741211
2015-12-10,16.139999389648438
2015-12-11,16.690000534057617
2015-12-14,16.540000915527344
2015-12-15,16.889999389648438
2015-12-16,17.600000381469727
2015-12-17,17.84000015258789
2015-12-18,17.43000030517578
2015-12-21,17.530000686645508
2015-12-22,17.59000015258789
2015-12-23,18.049999237060547
2015-12-24,18.110000610351562
2015-12-28,18.18000030517578
2015-12-29,18.459999084472656
2015-12-30,18.299999237060547
2015-12-31,18.360000610351562
2016-01-04,18.270000457763672
2016-01-05,18.440000534057617
2016-01-06,18.209999084472656
2016-01-07,17.850000381469727
2016-01-08,17.809999465942383
2016-01-11,17.600000381469727
2016-01-12,17.299999237060547
2016-01-13,17.06999969482422
2016-01-14,17.6299991607666
2016-01-15,17.299999237060547
2016-01-19,17.5
2016-01-20,16.899999618530273
2016-01-21,17.43000030517578
2016-01-22,17.780000686645508
2016-01-25,17.100000381469727
2016-01-26,17.3700008392334
2016-01-27,17.309999465942383
2016-01-28,17.540000915527344
2016-01-29,17.8700008392334
2016-02-01,18.6200008392334
2016-02-02,18.420000076293945
