Date,L
2015-07-01,38.849998474121094
2015-07-02,38.689998626708984
2015-07-06,38.599998474121094
2015-07-07,38.86000061035156
2015-07-08,38.209999084472656
2015-07-09,38.400001525878906
2015-07-10,38.83000183105469
2015-07-13,39.16999816894531
2015-07-14,38.95000076293945
2015-07-15,38.880001068115234
2015-07-16,38.970001220703125
2015-07-17,38.56999969482422
2015-07-20,38.41999816894531
2015-07-21,38.349998474121094
2015-07-22,38.11000061035156
2015-07-23,37.790000915527344
2015-07-24,37.81999969482422
2015-07-27,37.7599983215332
2015-07-28,38.150001525878906
2015-07-29,38.29999923706055
2015-07-30,38.310001373291016
2015-07-31,38.11000061035156
2015-08-03,37.09000015258789
2015-08-04,37.5099983215332
2015-08-05,37.70000076293945
2015-08-06,37.970001220703125
2015-08-07,37.939998626708984
2015-08-10,39.04999923706055
2015-08-11,39.029998779296875
2015-08-12,38.79999923706055
2015-08-13,38.810001373291016
2015-08-14,38.9900016784668
2015-08-17,38.81999969482422
2015-08-18,38.77000045776367
2015-08-19,38.45000076293945
2015-08-20,37.790000915527344
2015-08-21,37.08000183105469
2015-08-24,36.11000061035156
2015-08-25,35.36000061035156
2015-08-26,35.790000915527344
2015-08-27,36.52000045776367
2015-08-28,36.529998779296875
2015-08-31,36.45000076293945
2015-09-01,35.720001220703125
2015-09-02,36.060001373291016
2015-09-03,36.47999954223633
2015-09-04,36.09000015258789
2015-09-08,36.61000061035156
2015-09-09,36.09000015258789
2015-09-10,36.2400016784668
2015-09-11,36.310001373291016
2015-09-14,36.099998474121094
2015-09-15,36.369998931884766
2015-09-16,36.560001373291016
2015-09-17,36.27000045776367
2015-09-18,35.810001373291016
2015-09-21,36.22999954223633
2015-09-22,35.880001068115234
2015-09-23,35.689998626708984
2015-09-24,35.720001220703125
2015-09-25,35.970001220703125
2015-09-28,35.400001525878906
2015-09-29,35.650001525878906
2015-09-30,36.13999938964844
2015-10-01,35.369998931884766
2015-10-02,35.54999923706055
2015-10-05,36.63999938964844
2015-10-06,36.7400016784668
2015-10-07,36.54999923706055
2015-10-08,36.779998779296875
2015-10-09,36.290000915527344
2015-10-12,36.33000183105469
2015-10-13,36.029998779296875
2015-10-14,35.63999938964844
2015-10-15,36.0099983215332
2015-10-16,36.18000030517578
