Date,TFX
2019-01-02,252.3800048828125
2019-01-03,246.1999969482422
2019-01-04,251.13999938964844
2019-01-07,250.17999267578125
2019-01-08,252.83999633789062
2019-01-09,259.6199951171875
2019-01-10,262.6199951171875
2019-01-11,255.99000549316406
2019-01-14,249.94000244140625
2019-01-15,256.1099853515625
2019-01-16,248.63999938964844
2019-01-17,254.6999969482422
2019-01-18,257.9200134277344
2019-01-22,257.5299987792969
2019-01-23,260.5799865722656
2019-01-24,266.0
2019-01-25,268.8299865722656
2019-01-28,267.8599853515625
2019-01-29,267.8699951171875
2019-01-30,272.6400146484375
2019-01-31,273.5
2019-02-01,271.70001220703125
2019-02-04,272.19000244140625
2019-02-05,273.4100036621094
2019-02-06,272.54998779296875
2019-02-07,270.8900146484375
2019-02-08,274.1400146484375
2019-02-11,275.5899963378906
2019-02-12,277.8999938964844
2019-02-13,281.5799865722656
2019-02-14,281.5199890136719
2019-02-15,285.8900146484375
2019-02-19,282.0
2019-02-20,286.4800109863281
2019-02-21,275.2300109863281
2019-02-22,285.4200134277344
2019-02-25,290.1499938964844
2019-02-26,288.3800048828125
2019-02-27,290.4100036621094
2019-02-28,289.8399963378906
2019-03-01,294.510009765625
2019-03-04,292.6099853515625
2019-03-05,293.5799865722656
2019-03-06,287.1400146484375
2019-03-07,287.54998779296875
2019-03-08,286.8900146484375
2019-03-11,291.8800048828125
2019-03-12,296.44000244140625
2019-03-13,297.44000244140625
2019-03-14,298.8599853515625
2019-03-15,302.8999938964844
2019-03-18,301.0899963378906
2019-03-19,301.4200134277344
2019-03-20,301.79998779296875
2019-03-21,304.9599914550781
2019-03-22,301.69000244140625
2019-03-25,299.5899963378906
2019-03-26,304.0400085449219
2019-03-27,299.7799987792969
2019-03-28,300.1099853515625
2019-03-29,302.1600036621094
2019-04-01,302.260009765625
2019-04-02,302.7300109863281
2019-04-03,302.3299865722656
2019-04-04,302.20001220703125
2019-04-05,302.2799987792969
2019-04-08,303.3500061035156
2019-04-09,303.3599853515625
2019-04-10,304.8500061035156
2019-04-11,305.239990234375
2019-04-12,305.1300048828125
2019-04-15,302.739990234375
2019-04-16,294.0299987792969
2019-04-17,277.75
2019-04-18,277.04998779296875
2019-04-22,274.5400085449219
2019-04-23,280.1499938964844
2019-04-24,278.8800048828125
2019-04-25,281.30999755859375
2019-04-26,282.0400085449219
2019-04-29,280.5799865722656
2019-04-30,286.17999267578125
2019-05-01,280.6099853515625
2019-05-02,298.0299987792969
2019-05-03,300.3599853515625
2019-05-06,299.0
2019-05-07,294.3299865722656
2019-05-08,296.3399963378906
2019-05-09,301.3399963378906
2019-05-10,302.8299865722656
2019-05-13,294.07000732421875
2019-05-14,297.510009765625
2019-05-15,295.6000061035156
2019-05-16,301.510009765625
2019-05-17,296.0
2019-05-20,291.7300109863281
2019-05-21,295.3800048828125
2019-05-22,297.75
2019-05-23,291.92999267578125
2019-05-24,295.6099853515625
2019-05-28,289.6300048828125
2019-05-29,288.69000244140625
2019-05-30,290.8999938964844
2019-05-31,288.29998779296875
2019-06-03,289.6700134277344
2019-06-04,292.8399963378906
2019-06-05,298.1600036621094
2019-06-06,301.760009765625
2019-06-07,305.2799987792969
2019-06-10,310.95001220703125
2019-06-11,309.57000732421875
2019-06-12,315.7900085449219
2019-06-13,321.0
2019-06-14,320.239990234375
2019-06-17,325.5299987792969
2019-06-18,331.6000061035156
2019-06-19,333.6499938964844
2019-06-20,334.8399963378906
2019-06-21,334.7300109863281
2019-06-24,332.79998779296875
2019-06-25,336.1300048828125
2019-06-26,326.94000244140625
2019-06-27,327.75
2019-06-28,331.1499938964844
2019-07-01,335.8699951171875
2019-07-02,331.989990234375
2019-07-03,333.29998779296875
2019-07-05,334.1499938964844
2019-07-08,332.7300109863281
2019-07-09,335.3399963378906
2019-07-10,331.8999938964844
2019-07-11,335.9800109863281
2019-07-12,334.2699890136719
2019-07-15,334.9599914550781
2019-07-16,331.5199890136719
2019-07-17,333.989990234375
2019-07-18,340.4800109863281
2019-07-19,335.04998779296875
2019-07-22,339.17999267578125
2019-07-23,341.510009765625
2019-07-24,346.0799865722656
2019-07-25,346.1199951171875
2019-07-26,347.1600036621094
2019-07-29,350.760009765625
2019-07-30,347.0799865722656
2019-07-31,339.739990234375
2019-08-01,361.57000732421875
2019-08-02,361.3500061035156
2019-08-05,350.6000061035156
2019-08-06,362.69000244140625
2019-08-07,357.80999755859375
2019-08-08,366.3800048828125
2019-08-09,371.6499938964844
2019-08-12,365.7099914550781
2019-08-13,370.6099853515625
2019-08-14,365.010009765625
2019-08-15,368.4599914550781
2019-08-16,369.80999755859375
2019-08-19,369.8399963378906
2019-08-20,367.8599853515625
2019-08-21,367.7799987792969
2019-08-22,366.1600036621094
2019-08-23,357.94000244140625
2019-08-26,360.2200012207031
2019-08-27,359.989990234375
2019-08-28,359.6300048828125
2019-08-29,363.3500061035156
2019-08-30,363.9200134277344
2019-09-03,361.1199951171875
2019-09-04,355.7799987792969
2019-09-05,356.4800109863281
2019-09-06,356.1700134277344
2019-09-09,341.3299865722656
2019-09-10,338.8800048828125
2019-09-11,338.7699890136719
2019-09-12,337.7799987792969
2019-09-13,331.1499938964844
2019-09-16,329.1300048828125
2019-09-17,338.6400146484375
2019-09-18,340.8299865722656
2019-09-19,341.70001220703125
2019-09-20,343.79998779296875
2019-09-23,347.760009765625
2019-09-24,343.6300048828125
2019-09-25,342.739990234375
2019-09-26,340.0
2019-09-27,335.6199951171875
2019-09-30,339.75
2019-10-01,331.5299987792969
2019-10-02,325.29998779296875
2019-10-03,332.3900146484375
2019-10-04,330.0799865722656
2019-10-07,328.44000244140625
2019-10-08,316.75
2019-10-09,318.2300109863281
2019-10-10,317.1000061035156
2019-10-11,322.0899963378906
2019-10-14,324.739990234375
2019-10-15,328.54998779296875
2019-10-16,323.2900085449219
2019-10-17,328.0400085449219
2019-10-18,328.30999755859375
2019-10-21,330.3900146484375
2019-10-22,322.4200134277344
2019-10-23,321.6700134277344
2019-10-24,320.6600036621094
2019-10-25,321.8800048828125
2019-10-28,327.3399963378906
2019-10-29,328.4100036621094
2019-10-30,329.8399963378906
2019-10-31,347.4100036621094
2019-11-01,346.0
2019-11-04,348.6400146484375
2019-11-05,336.2200012207031
2019-11-06,334.95001220703125
2019-11-07,335.5400085449219
2019-11-08,331.17999267578125
2019-11-11,326.8900146484375
2019-11-12,331.94000244140625
2019-11-13,336.0199890136719
2019-11-14,342.3800048828125
2019-11-15,346.8900146484375
2019-11-18,344.67999267578125
2019-11-19,353.8299865722656
2019-11-20,352.9700012207031
2019-11-21,350.9800109863281
2019-11-22,346.760009765625
2019-11-25,348.3599853515625
2019-11-26,350.1099853515625
2019-11-27,353.57000732421875
2019-11-29,353.3399963378906
2019-12-02,351.6400146484375
2019-12-03,352.4599914550781
2019-12-04,353.6099853515625
2019-12-05,358.260009765625
2019-12-06,368.010009765625
2019-12-09,357.010009765625
2019-12-10,353.9200134277344
2019-12-11,354.7799987792969
2019-12-12,356.45001220703125
2019-12-13,359.8800048828125
2019-12-16,364.2900085449219
2019-12-17,367.2300109863281
2019-12-18,370.7699890136719
2019-12-19,373.4100036621094
2019-12-20,372.82000732421875
2019-12-23,374.30999755859375
2019-12-24,373.9800109863281
2019-12-26,372.7699890136719
2019-12-27,371.9800109863281
2019-12-30,371.3900146484375
2019-12-31,376.44000244140625
2020-01-02,378.489990234375
2020-01-03,374.6199951171875
2020-01-06,378.989990234375
2020-01-07,378.4100036621094
2020-01-08,379.4599914550781
2020-01-09,379.4100036621094
2020-01-10,378.70001220703125
2020-01-13,378.17999267578125
2020-01-14,383.1400146484375
2020-01-15,380.3999938964844
2020-01-16,384.3800048828125
2020-01-17,383.7300109863281
2020-01-21,383.94000244140625
2020-01-22,386.3500061035156
2020-01-23,384.82000732421875
2020-01-24,380.0199890136719
2020-01-27,378.5199890136719
2020-01-28,380.3800048828125
2020-01-29,379.3800048828125
2020-01-30,380.5
2020-01-31,371.510009765625
2020-02-03,373.6700134277344
2020-02-04,383.2699890136719
2020-02-05,385.4700012207031
2020-02-06,381.4100036621094
2020-02-07,375.07000732421875
2020-02-10,376.79998779296875
2020-02-11,378.8299865722656
2020-02-12,377.3900146484375
2020-02-13,381.7799987792969
2020-02-14,386.6499938964844
2020-02-18,387.760009765625
2020-02-19,395.1400146484375
2020-02-20,384.3599853515625
2020-02-21,370.3999938964844
2020-02-24,361.5899963378906
2020-02-25,348.1099853515625
2020-02-26,345.29998779296875
2020-02-27,337.1000061035156
2020-02-28,335.0199890136719
2020-03-02,353.6099853515625
2020-03-03,337.1099853515625
2020-03-04,351.3800048828125
2020-03-05,340.4700012207031
2020-03-06,346.9200134277344
2020-03-09,334.2900085449219
2020-03-10,356.3699951171875
2020-03-11,342.0799865722656
2020-03-12,297.7099914550781
2020-03-13,318.4200134277344
2020-03-16,282.6600036621094
2020-03-17,262.8399963378906
2020-03-18,245.0500030517578
2020-03-19,254.39999389648438
2020-03-20,243.83999633789062
2020-03-23,225.30999755859375
2020-03-24,255.8800048828125
2020-03-25,280.8599853515625
2020-03-26,289.989990234375
2020-03-27,282.510009765625
2020-03-30,288.3399963378906
2020-03-31,292.8599853515625
2020-04-01,279.79998779296875
2020-04-02,295.29998779296875
2020-04-03,294.3699951171875
2020-04-06,321.45001220703125
2020-04-07,308.3900146484375
2020-04-08,321.5799865722656
2020-04-09,325.55999755859375
2020-04-13,321.0400085449219
2020-04-14,330.92999267578125
2020-04-15,331.0400085449219
2020-04-16,330.0799865722656
2020-04-17,346.67999267578125
2020-04-20,344.8500061035156
2020-04-21,328.3500061035156
2020-04-22,334.0299987792969
2020-04-23,334.42999267578125
2020-04-24,338.3900146484375
2020-04-27,350.0799865722656
2020-04-28,340.2699890136719
2020-04-29,353.1300048828125
2020-04-30,335.3999938964844
2020-05-01,329.3699951171875
2020-05-04,325.7799987792969
2020-05-05,340.75
2020-05-06,336.7099914550781
2020-05-07,343.2699890136719
2020-05-08,340.29998779296875
2020-05-11,347.45001220703125
2020-05-12,340.2300109863281
2020-05-13,337.989990234375
2020-05-14,334.3500061035156
2020-05-15,335.69000244140625
2020-05-18,353.0799865722656
2020-05-19,345.6499938964844
2020-05-20,352.2699890136719
2020-05-21,351.5
2020-05-22,363.239990234375
2020-05-26,350.0
2020-05-27,347.6300048828125
2020-05-28,358.2900085449219
2020-05-29,362.8599853515625
2020-06-01,365.4800109863281
2020-06-02,365.19000244140625
2020-06-03,370.8800048828125
2020-06-04,366.6000061035156
2020-06-05,376.5799865722656
2020-06-08,375.07000732421875
2020-06-09,367.17999267578125
2020-06-10,366.7300109863281
2020-06-11,350.92999267578125
2020-06-12,352.25
2020-06-15,359.8500061035156
2020-06-16,364.1700134277344
2020-06-17,367.80999755859375
2020-06-18,365.57000732421875
2020-06-19,368.3900146484375
2020-06-22,368.1000061035156
2020-06-23,368.4700012207031
2020-06-24,355.30999755859375
2020-06-25,354.9599914550781
2020-06-26,355.8699951171875
2020-06-29,355.44000244140625
2020-06-30,363.9800109863281
2020-07-01,368.92999267578125
2020-07-02,368.1499938964844
2020-07-06,368.1499938964844
2020-07-07,360.69000244140625
2020-07-08,360.260009765625
2020-07-09,356.9599914550781
2020-07-10,354.7799987792969
2020-07-13,350.239990234375
2020-07-14,362.3500061035156
2020-07-15,374.4100036621094
2020-07-16,369.94000244140625
2020-07-17,381.8800048828125
2020-07-20,384.79998779296875
2020-07-21,385.3800048828125
2020-07-22,389.4100036621094
2020-07-23,388.8399963378906
2020-07-24,387.6600036621094
2020-07-27,385.0
2020-07-28,384.6700134277344
2020-07-29,400.989990234375
2020-07-30,385.1700134277344
2020-07-31,373.1000061035156
2020-08-03,373.6499938964844
2020-08-04,368.260009765625
2020-08-05,374.25
2020-08-06,369.57000732421875
2020-08-07,373.5
2020-08-10,376.3999938964844
2020-08-11,375.260009765625
2020-08-12,376.010009765625
2020-08-13,382.1000061035156
2020-08-14,378.4700012207031
2020-08-17,374.7300109863281
2020-08-18,373.989990234375
2020-08-19,371.79998779296875
2020-08-20,370.75
2020-08-21,371.6300048828125
2020-08-24,370.8500061035156
2020-08-25,377.4800109863281
2020-08-26,375.92999267578125
2020-08-27,380.2799987792969
2020-08-28,385.0199890136719
2020-08-31,392.95001220703125
2020-09-01,398.3500061035156
2020-09-02,408.17999267578125
2020-09-03,396.5799865722656
2020-09-04,389.3900146484375
2020-09-08,381.94000244140625
2020-09-09,389.4700012207031
2020-09-10,378.07000732421875
2020-09-11,370.57000732421875
2020-09-14,371.8800048828125
2020-09-15,369.8299865722656
2020-09-16,357.8999938964844
2020-09-17,346.5799865722656
2020-09-18,337.9599914550781
2020-09-21,326.70001220703125
2020-09-22,331.8299865722656
2020-09-23,330.7699890136719
2020-09-24,329.5199890136719
2020-09-25,335.80999755859375
2020-09-28,341.8900146484375
2020-09-29,335.5400085449219
2020-09-30,340.4200134277344
2020-10-01,337.239990234375
2020-10-02,335.8999938964844
2020-10-05,339.29998779296875
2020-10-06,336.3699951171875
2020-10-07,348.0299987792969
2020-10-08,354.3399963378906
2020-10-09,363.510009765625
2020-10-12,367.6199951171875
2020-10-13,362.54998779296875
2020-10-14,364.5
2020-10-15,361.79998779296875
2020-10-16,365.3900146484375
2020-10-19,361.6300048828125
2020-10-20,361.79998779296875
2020-10-21,359.05999755859375
2020-10-22,368.2200012207031
2020-10-23,366.239990234375
2020-10-26,357.3599853515625
2020-10-27,351.4599914550781
2020-10-28,335.0299987792969
2020-10-29,326.6499938964844
2020-10-30,318.2300109863281
2020-11-02,319.9700012207031
2020-11-03,332.19000244140625
2020-11-04,328.75
2020-11-05,337.2699890136719
2020-11-06,335.94000244140625
2020-11-09,363.9599914550781
2020-11-10,368.45001220703125
2020-11-11,362.9700012207031
2020-11-12,356.739990234375
2020-11-13,364.3999938964844
2020-11-16,375.2200012207031
2020-11-17,375.5
2020-11-18,370.1700134277344
2020-11-19,372.2699890136719
2020-11-20,370.6099853515625
2020-11-23,373.1400146484375
2020-11-24,381.6199951171875
2020-11-25,373.6600036621094
2020-11-27,371.04998779296875
2020-11-30,382.75
2020-12-01,380.4700012207031
2020-12-02,380.3800048828125
2020-12-03,377.989990234375
2020-12-04,386.9700012207031
2020-12-07,382.8599853515625
2020-12-08,382.9599914550781
2020-12-09,381.3699951171875
2020-12-10,383.3500061035156
2020-12-11,383.4200134277344
2020-12-14,380.6700134277344
2020-12-15,392.67999267578125
2020-12-16,397.3299865722656
2020-12-17,402.8999938964844
2020-12-18,408.8999938964844
2020-12-21,399.0199890136719
2020-12-22,396.8399963378906
2020-12-23,397.2900085449219
2020-12-24,405.05999755859375
2020-12-28,406.55999755859375
2020-12-29,406.0400085449219
2020-12-30,407.55999755859375
2020-12-31,411.57000732421875
2021-01-04,403.1300048828125
2021-01-05,400.42999267578125
2021-01-06,405.0299987792969
2021-01-07,403.7799987792969
2021-01-08,413.3800048828125
2021-01-11,403.8599853515625
2021-01-12,397.05999755859375
2021-01-13,397.75
2021-01-14,387.6600036621094
2021-01-15,388.3699951171875
2021-01-19,385.8299865722656
2021-01-20,393.2900085449219
2021-01-21,388.7200012207031
2021-01-22,386.44000244140625
2021-01-25,382.1400146484375
2021-01-26,382.79998779296875
2021-01-27,372.25
2021-01-28,381.5
2021-01-29,377.6300048828125
2021-02-01,379.3299865722656
2021-02-02,391.3999938964844
2021-02-03,389.2699890136719
2021-02-04,398.6600036621094
2021-02-05,398.7699890136719
2021-02-08,398.6300048828125
2021-02-09,400.2799987792969
2021-02-10,403.2099914550781
2021-02-11,406.54998779296875
2021-02-12,406.19000244140625
2021-02-16,404.5
2021-02-17,403.29998779296875
2021-02-18,403.82000732421875
2021-02-19,390.42999267578125
2021-02-22,386.5400085449219
2021-02-23,395.1499938964844
2021-02-24,400.3900146484375
2021-02-25,402.4800109863281
2021-02-26,398.1199951171875
2021-03-01,403.67999267578125
2021-03-02,403.7799987792969
2021-03-03,402.4200134277344
2021-03-04,390.9700012207031
2021-03-05,401.70001220703125
2021-03-08,400.3500061035156
2021-03-09,406.75
2021-03-10,418.6199951171875
2021-03-11,414.7099914550781
2021-03-12,423.5
2021-03-15,429.44000244140625
2021-03-16,419.80999755859375
2021-03-17,416.4599914550781
2021-03-18,406.9200134277344
2021-03-19,401.0799865722656
2021-03-22,402.6600036621094
2021-03-23,399.2799987792969
2021-03-24,403.6600036621094
2021-03-25,410.2799987792969
2021-03-26,413.0199890136719
2021-03-29,415.7200012207031
2021-03-30,414.7900085449219
2021-03-31,415.4599914550781
2021-04-01,414.1499938964844
2021-04-05,422.489990234375
2021-04-06,423.3699951171875
2021-04-07,419.6099853515625
2021-04-08,420.1499938964844
2021-04-09,427.0899963378906
2021-04-12,426.2900085449219
2021-04-13,429.2900085449219
2021-04-14,426.9100036621094
2021-04-15,431.239990234375
2021-04-16,432.55999755859375
2021-04-19,431.7900085449219
2021-04-20,431.8599853515625
2021-04-21,438.2799987792969
2021-04-22,439.3500061035156
2021-04-23,443.7099914550781
2021-04-26,440.010009765625
2021-04-27,438.80999755859375
2021-04-28,443.8500061035156
2021-04-29,417.20001220703125
2021-04-30,422.4800109863281
2021-05-03,417.17999267578125
2021-05-04,412.67999267578125
2021-05-05,410.3399963378906
2021-05-06,407.5400085449219
2021-05-07,412.54998779296875
2021-05-10,407.6400146484375
2021-05-11,400.7200012207031
2021-05-12,385.9599914550781
2021-05-13,392.1099853515625
2021-05-14,393.0
2021-05-17,393.239990234375
2021-05-18,393.5199890136719
2021-05-19,390.5
2021-05-20,398.010009765625
2021-05-21,401.5199890136719
2021-05-24,403.4700012207031
2021-05-25,405.5899963378906
2021-05-26,400.3500061035156
2021-05-27,402.7300109863281
2021-05-28,402.19000244140625
2021-06-01,392.4599914550781
2021-06-02,389.55999755859375
2021-06-03,391.239990234375
2021-06-04,395.2300109863281
2021-06-07,392.7699890136719
2021-06-08,389.7099914550781
2021-06-09,393.30999755859375
2021-06-10,396.3999938964844
2021-06-11,393.5400085449219
2021-06-14,395.70001220703125
2021-06-15,396.30999755859375
2021-06-16,395.9700012207031
2021-06-17,403.0299987792969
2021-06-18,396.8699951171875
