Date,AAL
2015-07-01,38.79999923706055
2015-07-02,39.029998779296875
2015-07-06,39.72999954223633
2015-07-07,40.66999816894531
2015-07-08,39.310001373291016
2015-07-09,39.66999816894531
2015-07-10,41.209999084472656
2015-07-13,42.41999816894531
2015-07-14,42.060001373291016
2015-07-15,41.540000915527344
2015-07-16,41.38999938964844
2015-07-17,41.400001525878906
2015-07-20,40.54999923706055
2015-07-21,40.900001525878906
2015-07-22,41.43000030517578
2015-07-23,42.61000061035156
2015-07-24,39.630001068115234
2015-07-27,40.13999938964844
2015-07-28,41.16999816894531
2015-07-29,40.72999954223633
2015-07-30,40.27000045776367
2015-07-31,40.099998474121094
2015-08-03,41.709999084472656
2015-08-04,42.7400016784668
2015-08-05,42.959999084472656
2015-08-06,42.18000030517578
2015-08-07,41.4900016784668
2015-08-10,41.68000030517578
2015-08-11,42.70000076293945
2015-08-12,42.52000045776367
2015-08-13,42.66999816894531
2015-08-14,42.880001068115234
2015-08-17,43.95000076293945
2015-08-18,43.630001068115234
2015-08-19,43.529998779296875
2015-08-20,41.97999954223633
2015-08-21,39.75
2015-08-24,37.619998931884766
2015-08-25,37.5
2015-08-26,38.849998474121094
2015-08-27,39.029998779296875
2015-08-28,38.619998931884766
2015-08-31,38.97999954223633
2015-09-01,39.20000076293945
2015-09-02,41.5099983215332
2015-09-03,40.88999938964844
2015-09-04,40.599998474121094
2015-09-08,40.79999923706055
2015-09-09,41.0
2015-09-10,41.209999084472656
2015-09-11,42.150001525878906
2015-09-14,42.290000915527344
2015-09-15,42.63999938964844
2015-09-16,43.060001373291016
2015-09-17,43.9900016784668
2015-09-18,43.4900016784668
2015-09-21,43.22999954223633
2015-09-22,41.189998626708984
2015-09-23,41.2400016784668
2015-09-24,40.25
2015-09-25,40.2400016784668
2015-09-28,39.08000183105469
2015-09-29,39.18000030517578
2015-09-30,38.83000183105469
2015-10-01,39.20000076293945
2015-10-02,38.630001068115234
2015-10-05,40.189998626708984
2015-10-06,38.130001068115234
2015-10-07,39.310001373291016
2015-10-08,39.7400016784668
2015-10-09,42.41999816894531
2015-10-12,43.84000015258789
2015-10-13,43.40999984741211
2015-10-14,43.79999923706055
2015-10-15,44.459999084472656
2015-10-16,43.709999084472656
2015-10-19,44.45000076293945
2015-10-20,44.790000915527344
2015-10-21,44.310001373291016
2015-10-22,45.9900016784668
2015-10-23,45.66999816894531
2015-10-26,46.470001220703125
2015-10-27,46.459999084472656
2015-10-28,45.86000061035156
2015-10-29,45.86000061035156
2015-10-30,46.220001220703125
2015-11-02,46.470001220703125
2015-11-03,46.5
2015-11-04,45.630001068115234
2015-11-05,45.599998474121094
2015-11-06,45.34000015258789
2015-11-09,44.650001525878906
2015-11-10,44.4900016784668
2015-11-11,44.38999938964844
2015-11-12,43.900001525878906
2015-11-13,43.45000076293945
2015-11-16,42.83000183105469
2015-11-17,42.29999923706055
2015-11-18,41.75
2015-11-19,42.29999923706055
2015-11-20,42.20000076293945
2015-11-23,42.29999923706055
2015-11-24,41.22999954223633
2015-11-25,41.310001373291016
2015-11-27,41.689998626708984
2015-11-30,41.2599983215332
2015-12-01,43.2599983215332
2015-12-02,43.81999969482422
2015-12-03,43.27000045776367
2015-12-04,44.970001220703125
2015-12-07,45.779998779296875
2015-12-08,44.54999923706055
2015-12-09,43.650001525878906
2015-12-10,44.09000015258789
2015-12-11,42.09000015258789
2015-12-14,41.77000045776367
2015-12-15,42.599998474121094
2015-12-16,43.20000076293945
2015-12-17,42.459999084472656
2015-12-18,41.09000015258789
2015-12-21,42.400001525878906
2015-12-22,42.900001525878906
2015-12-23,43.290000915527344
2015-12-24,43.810001373291016
2015-12-28,43.22999954223633
2015-12-29,43.5
2015-12-30,42.79999923706055
2015-12-31,42.349998474121094
2016-01-04,40.90999984741211
2016-01-05,40.52000045776367
2016-01-06,41.22999954223633
2016-01-07,40.45000076293945
2016-01-08,40.369998931884766
2016-01-11,41.08000183105469
2016-01-12,42.0
2016-01-13,40.099998474121094
2016-01-14,40.54999923706055
2016-01-15,38.7599983215332
2016-01-19,38.86000061035156
2016-01-20,39.060001373291016
2016-01-21,39.790000915527344
2016-01-22,40.15999984741211
2016-01-25,38.880001068115234
2016-01-26,39.63999938964844
2016-01-27,39.689998626708984
2016-01-28,38.13999938964844
2016-01-29,38.9900016784668
2016-02-01,39.380001068115234
2016-02-02,37.029998779296875
2016-02-03,37.5099983215332
2016-02-04,38.209999084472656
2016-02-05,36.75
2016-02-08,35.54999923706055
2016-02-09,36.189998626708984
2016-02-10,37.119998931884766
2016-02-11,36.4900016784668
2016-02-12,37.81999969482422
2016-02-16,38.61000061035156
2016-02-17,39.34000015258789
2016-02-18,39.540000915527344
2016-02-19,39.7599983215332
2016-02-22,40.84000015258789
2016-02-23,40.380001068115234
2016-02-24,40.65999984741211
2016-02-25,41.36000061035156
2016-02-26,40.869998931884766
2016-02-29,41.0
2016-03-01,41.83000183105469
2016-03-02,41.59000015258789
2016-03-03,41.880001068115234
2016-03-04,41.630001068115234
2016-03-07,42.130001068115234
2016-03-08,40.77000045776367
2016-03-09,41.650001525878906
2016-03-10,41.630001068115234
2016-03-11,42.470001220703125
2016-03-14,42.59000015258789
2016-03-15,42.11000061035156
2016-03-16,42.310001373291016
2016-03-17,42.099998474121094
