Date,ADI
2015-07-01,64.56999969482422
2015-07-02,64.37999725341797
2015-07-06,63.59000015258789
2015-07-07,63.380001068115234
2015-07-08,61.939998626708984
2015-07-09,60.88999938964844
2015-07-10,61.5099983215332
2015-07-13,61.869998931884766
2015-07-14,62.619998931884766
2015-07-15,62.91999816894531
2015-07-16,62.83000183105469
2015-07-17,62.459999084472656
2015-07-20,61.9900016784668
2015-07-21,62.08000183105469
2015-07-22,58.650001525878906
2015-07-23,60.04999923706055
2015-07-24,58.4900016784668
2015-07-27,57.88999938964844
2015-07-28,58.9900016784668
2015-07-29,58.790000915527344
2015-07-30,58.81999969482422
2015-07-31,58.33000183105469
2015-08-03,58.66999816894531
2015-08-04,58.47999954223633
2015-08-05,60.70000076293945
2015-08-06,58.869998931884766
2015-08-07,59.61000061035156
2015-08-10,61.09000015258789
2015-08-11,59.380001068115234
2015-08-12,59.7400016784668
2015-08-13,59.0
2015-08-14,58.84000015258789
2015-08-17,59.5
2015-08-18,57.900001525878906
2015-08-19,58.380001068115234
2015-08-20,53.81999969482422
2015-08-21,53.779998779296875
2015-08-24,51.66999816894531
2015-08-25,50.61000061035156
2015-08-26,54.220001220703125
2015-08-27,56.47999954223633
2015-08-28,56.45000076293945
2015-08-31,55.86000061035156
2015-09-01,53.54999923706055
2015-09-02,54.59000015258789
2015-09-03,55.16999816894531
2015-09-04,53.959999084472656
2015-09-08,57.77000045776367
2015-09-09,56.27000045776367
2015-09-10,56.0099983215332
2015-09-11,56.349998474121094
2015-09-14,57.560001373291016
2015-09-15,58.29999923706055
2015-09-16,58.45000076293945
2015-09-17,57.93000030517578
2015-09-18,56.66999816894531
2015-09-21,56.630001068115234
2015-09-22,55.18000030517578
2015-09-23,55.20000076293945
2015-09-24,54.0
2015-09-25,54.439998626708984
2015-09-28,53.470001220703125
2015-09-29,54.04999923706055
2015-09-30,56.40999984741211
2015-10-01,54.939998626708984
2015-10-02,55.689998626708984
2015-10-05,57.43000030517578
2015-10-06,56.88999938964844
2015-10-07,57.869998931884766
2015-10-08,57.720001220703125
2015-10-09,56.689998626708984
2015-10-12,56.58000183105469
2015-10-13,56.04999923706055
2015-10-14,60.9900016784668
2015-10-15,61.279998779296875
2015-10-16,60.189998626708984
2015-10-19,60.220001220703125
2015-10-20,60.400001525878906
2015-10-21,61.75
2015-10-22,63.400001525878906
2015-10-23,63.619998931884766
2015-10-26,61.529998779296875
2015-10-27,61.38999938964844
2015-10-28,61.86000061035156
2015-10-29,59.97999954223633
2015-10-30,60.119998931884766
2015-11-02,60.34000015258789
2015-11-03,60.65999984741211
2015-11-04,60.4900016784668
2015-11-05,60.36000061035156
2015-11-06,61.70000076293945
2015-11-09,60.959999084472656
2015-11-10,59.970001220703125
2015-11-11,59.900001525878906
2015-11-12,59.459999084472656
2015-11-13,58.130001068115234
2015-11-16,58.47999954223633
2015-11-17,59.29999923706055
2015-11-18,60.7400016784668
2015-11-19,59.77000045776367
2015-11-20,59.41999816894531
2015-11-23,56.79999923706055
2015-11-24,60.41999816894531
2015-11-25,60.25
2015-11-27,60.45000076293945
2015-11-30,61.630001068115234
2015-12-01,61.56999969482422
2015-12-02,60.7400016784668
2015-12-03,59.04999923706055
2015-12-04,59.209999084472656
2015-12-07,58.5
2015-12-08,58.02000045776367
2015-12-09,56.650001525878906
2015-12-10,57.150001525878906
2015-12-11,56.93000030517578
2015-12-14,56.81999969482422
2015-12-15,56.54999923706055
2015-12-16,57.529998779296875
2015-12-17,56.119998931884766
2015-12-18,55.16999816894531
2015-12-21,55.83000183105469
2015-12-22,56.02000045776367
2015-12-23,56.47999954223633
2015-12-24,56.79999923706055
2015-12-28,56.45000076293945
2015-12-29,57.310001373291016
2015-12-30,56.54999923706055
2015-12-31,55.31999969482422
2016-01-04,54.439998626708984
