Date,ORCL
2015-07-01,40.2400016784668
2015-07-02,40.36000061035156
2015-07-06,40.150001525878906
2015-07-07,40.15999984741211
2015-07-08,39.77000045776367
2015-07-09,40.18000030517578
2015-07-10,40.36000061035156
2015-07-13,40.79999923706055
2015-07-14,40.779998779296875
2015-07-15,40.790000915527344
2015-07-16,40.959999084472656
2015-07-17,40.400001525878906
2015-07-20,39.93000030517578
2015-07-21,39.56999969482422
2015-07-22,39.41999816894531
2015-07-23,39.0
2015-07-24,39.0
2015-07-27,38.5099983215332
2015-07-28,39.279998779296875
2015-07-29,39.790000915527344
2015-07-30,39.650001525878906
2015-07-31,39.939998626708984
2015-08-03,39.709999084472656
2015-08-04,39.65999984741211
2015-08-05,39.63999938964844
2015-08-06,39.31999969482422
2015-08-07,39.560001373291016
2015-08-10,39.88999938964844
2015-08-11,39.16999816894531
2015-08-12,39.279998779296875
2015-08-13,39.310001373291016
2015-08-14,39.40999984741211
2015-08-17,39.720001220703125
2015-08-18,39.83000183105469
2015-08-19,39.529998779296875
2015-08-20,38.630001068115234
2015-08-21,37.54999923706055
2015-08-24,36.08000183105469
2015-08-25,35.45000076293945
2015-08-26,36.90999984741211
2015-08-27,36.81999969482422
2015-08-28,37.459999084472656
2015-08-31,37.09000015258789
2015-09-01,36.0099983215332
2015-09-02,36.75
2015-09-03,36.900001525878906
2015-09-04,36.27000045776367
2015-09-08,37.68000030517578
2015-09-09,37.09000015258789
2015-09-10,37.61000061035156
2015-09-11,37.91999816894531
2015-09-14,37.560001373291016
2015-09-15,37.9900016784668
2015-09-16,38.27000045776367
2015-09-17,36.7400016784668
2015-09-18,36.380001068115234
2015-09-21,36.83000183105469
2015-09-22,36.189998626708984
2015-09-23,35.9900016784668
2015-09-24,36.060001373291016
2015-09-25,36.04999923706055
2015-09-28,35.439998626708984
2015-09-29,35.5099983215332
2015-09-30,36.119998931884766
2015-10-01,36.2400016784668
2015-10-02,36.88999938964844
2015-10-05,37.59000015258789
2015-10-06,37.72999954223633
2015-10-07,37.65999984741211
2015-10-08,37.88999938964844
2015-10-09,38.099998474121094
2015-10-12,38.040000915527344
2015-10-13,37.81999969482422
2015-10-14,37.2599983215332
2015-10-15,37.54999923706055
2015-10-16,37.369998931884766
2015-10-19,36.869998931884766
2015-10-20,36.86000061035156
2015-10-21,36.619998931884766
2015-10-22,37.790000915527344
2015-10-23,38.06999969482422
2015-10-26,38.369998931884766
2015-10-27,38.34000015258789
2015-10-28,38.880001068115234
2015-10-29,38.86000061035156
2015-10-30,38.84000015258789
2015-11-02,39.75
2015-11-03,40.20000076293945
2015-11-04,40.47999954223633
2015-11-05,40.349998474121094
2015-11-06,40.619998931884766
2015-11-09,40.099998474121094
2015-11-10,39.91999816894531
2015-11-11,39.040000915527344
2015-11-12,38.630001068115234
2015-11-13,37.29999923706055
2015-11-16,38.119998931884766
2015-11-17,38.130001068115234
2015-11-18,38.70000076293945
2015-11-19,39.02000045776367
2015-11-20,39.34000015258789
2015-11-23,39.13999938964844
2015-11-24,39.459999084472656
2015-11-25,39.2599983215332
2015-11-27,39.18000030517578
2015-11-30,38.970001220703125
2015-12-01,39.22999954223633
2015-12-02,38.70000076293945
2015-12-03,37.810001373291016
2015-12-04,39.15999984741211
2015-12-07,38.81999969482422
2015-12-08,38.72999954223633
2015-12-09,38.58000183105469
2015-12-10,38.189998626708984
2015-12-11,37.209999084472656
2015-12-14,37.650001525878906
2015-12-15,38.209999084472656
2015-12-16,38.90999984741211
2015-12-17,36.93000030517578
2015-12-18,36.349998474121094
2015-12-21,36.41999816894531
2015-12-22,36.59000015258789
2015-12-23,36.93000030517578
2015-12-24,37.0099983215332
2015-12-28,36.790000915527344
2015-12-29,37.040000915527344
2015-12-30,36.91999816894531
2015-12-31,36.529998779296875
2016-01-04,35.75
2016-01-05,35.63999938964844
2016-01-06,35.81999969482422
2016-01-07,35.040000915527344
2016-01-08,34.650001525878906
2016-01-11,34.939998626708984
2016-01-12,35.369998931884766
2016-01-13,34.08000183105469
2016-01-14,34.790000915527344
2016-01-15,34.119998931884766
2016-01-19,34.54999923706055
2016-01-20,33.939998626708984
2016-01-21,34.119998931884766
2016-01-22,34.79999923706055
2016-01-25,34.34000015258789
2016-01-26,35.22999954223633
2016-01-27,34.90999984741211
2016-01-28,35.33000183105469
2016-01-29,36.310001373291016
2016-02-01,36.31999969482422
2016-02-02,35.349998474121094
2016-02-03,35.689998626708984
2016-02-04,36.45000076293945
2016-02-05,35.70000076293945
2016-02-08,35.61000061035156
2016-02-09,35.08000183105469
2016-02-10,35.20000076293945
2016-02-11,34.84000015258789
2016-02-12,35.540000915527344
2016-02-16,35.70000076293945
2016-02-17,36.630001068115234
2016-02-18,36.630001068115234
2016-02-19,36.779998779296875
2016-02-22,37.11000061035156
2016-02-23,36.54999923706055
2016-02-24,36.630001068115234
2016-02-25,37.290000915527344
2016-02-26,36.959999084472656
2016-02-29,36.779998779296875
2016-03-01,37.9900016784668
2016-03-02,37.7599983215332
2016-03-03,37.88999938964844
2016-03-04,37.88999938964844
2016-03-07,38.36000061035156
2016-03-08,38.150001525878906
2016-03-09,38.47999954223633
2016-03-10,38.04999923706055
2016-03-11,38.95000076293945
2016-03-14,38.70000076293945
2016-03-15,38.7400016784668
2016-03-16,40.220001220703125
2016-03-17,40.61000061035156
2016-03-18,41.47999954223633
2016-03-21,41.61000061035156
2016-03-22,41.380001068115234
2016-03-23,40.75
2016-03-24,40.970001220703125
2016-03-28,40.619998931884766
2016-03-29,40.70000076293945
2016-03-30,40.970001220703125
2016-03-31,40.90999984741211
2016-04-01,41.15999984741211
2016-04-04,41.06999969482422
2016-04-05,40.529998779296875
2016-04-06,40.75
2016-04-07,39.970001220703125
2016-04-08,40.36000061035156
2016-04-11,40.38999938964844
2016-04-12,40.41999816894531
2016-04-13,41.310001373291016
2016-04-14,41.2400016784668
2016-04-15,41.02000045776367
2016-04-18,41.2400016784668
2016-04-19,41.060001373291016
2016-04-20,41.099998474121094
2016-04-21,40.9900016784668
2016-04-22,40.70000076293945
2016-04-25,40.779998779296875
2016-04-26,40.650001525878906
2016-04-27,40.849998474121094
2016-04-28,40.33000183105469
2016-04-29,39.86000061035156
2016-05-02,40.29999923706055
