Date,TROW
2015-07-01,77.68000030517578
2015-07-02,77.33999633789062
2015-07-06,76.93000030517578
2015-07-07,77.22000122070312
2015-07-08,75.7699966430664
2015-07-09,76.61000061035156
2015-07-10,77.43000030517578
2015-07-13,78.30999755859375
2015-07-14,78.08999633789062
2015-07-15,78.19000244140625
2015-07-16,79.51000213623047
2015-07-17,79.41999816894531
2015-07-20,79.3499984741211
2015-07-21,79.06999969482422
2015-07-22,78.73999786376953
2015-07-23,77.27999877929688
2015-07-24,76.83999633789062
2015-07-27,76.62999725341797
2015-07-28,77.16000366210938
2015-07-29,77.55999755859375
2015-07-30,77.5
2015-07-31,77.12999725341797
2015-08-03,77.23999786376953
2015-08-04,77.05000305175781
2015-08-05,76.4800033569336
2015-08-06,75.88999938964844
2015-08-07,75.83999633789062
2015-08-10,76.88999938964844
2015-08-11,76.18000030517578
2015-08-12,75.47000122070312
2015-08-13,75.83000183105469
2015-08-14,76.06999969482422
2015-08-17,76.2300033569336
2015-08-18,76.33999633789062
2015-08-19,75.47000122070312
2015-08-20,73.93000030517578
2015-08-21,72.08999633789062
2015-08-24,69.6500015258789
2015-08-25,68.33000183105469
2015-08-26,70.80999755859375
2015-08-27,72.9000015258789
2015-08-28,72.4000015258789
2015-08-31,71.87999725341797
2015-09-01,69.37999725341797
2015-09-02,69.91000366210938
2015-09-03,70.36000061035156
2015-09-04,69.44000244140625
2015-09-08,71.1500015258789
2015-09-09,70.44999694824219
2015-09-10,70.91999816894531
2015-09-11,71.0
2015-09-14,70.58000183105469
2015-09-15,70.94999694824219
2015-09-16,71.68000030517578
2015-09-17,71.05999755859375
2015-09-18,69.56999969482422
2015-09-21,70.22000122070312
2015-09-22,69.05999755859375
2015-09-23,68.87000274658203
2015-09-24,68.36000061035156
2015-09-25,69.12000274658203
2015-09-28,69.0999984741211
2015-09-29,68.2699966430664
2015-09-30,69.5
2015-10-01,68.58999633789062
2015-10-02,68.73999786376953
2015-10-05,70.75
2015-10-06,70.62999725341797
2015-10-07,71.9800033569336
2015-10-08,72.04000091552734
2015-10-09,71.5
2015-10-12,70.23999786376953
2015-10-13,69.1500015258789
2015-10-14,68.9800033569336
2015-10-15,70.19999694824219
2015-10-16,70.80000305175781
2015-10-19,70.26000213623047
2015-10-20,70.55000305175781
2015-10-21,69.63999938964844
2015-10-22,74.25
2015-10-23,74.38999938964844
2015-10-26,74.19000244140625
2015-10-27,73.94999694824219
2015-10-28,75.23999786376953
2015-10-29,75.37999725341797
2015-10-30,75.62000274658203
2015-11-02,76.19000244140625
2015-11-03,76.68000030517578
2015-11-04,76.19000244140625
2015-11-05,76.66999816894531
2015-11-06,76.93000030517578
2015-11-09,75.52999877929688
2015-11-10,76.16000366210938
2015-11-11,76.37999725341797
2015-11-12,75.25
2015-11-13,74.36000061035156
2015-11-16,75.33999633789062
2015-11-17,74.73999786376953
2015-11-18,76.48999786376953
2015-11-19,76.37999725341797
2015-11-20,76.37000274658203
2015-11-23,76.1500015258789
2015-11-24,75.62000274658203
2015-11-25,76.01000213623047
2015-11-27,75.94999694824219
2015-11-30,76.1500015258789
2015-12-01,76.48999786376953
2015-12-02,75.54000091552734
2015-12-03,75.16999816894531
2015-12-04,76.02999877929688
2015-12-07,75.16000366210938
2015-12-08,74.11000061035156
2015-12-09,73.16999816894531
2015-12-10,73.33999633789062
2015-12-11,70.80000305175781
2015-12-14,70.04000091552734
2015-12-15,71.37000274658203
2015-12-16,72.12999725341797
2015-12-17,71.01000213623047
2015-12-18,69.91000366210938
2015-12-21,70.38999938964844
2015-12-22,70.91000366210938
2015-12-23,72.75
2015-12-24,72.44999694824219
2015-12-28,72.72000122070312
2015-12-29,73.0999984741211
2015-12-30,72.08999633789062
2015-12-31,71.48999786376953
2016-01-04,70.19000244140625
2016-01-05,70.4800033569336
2016-01-06,68.9000015258789
2016-01-07,67.05999755859375
2016-01-08,65.36000061035156
2016-01-11,65.01000213623047
2016-01-12,66.70999908447266
2016-01-13,64.87000274658203
2016-01-14,65.58000183105469
2016-01-15,64.94999694824219
2016-01-19,65.55999755859375
2016-01-20,65.08999633789062
2016-01-21,65.55999755859375
2016-01-22,67.43000030517578
2016-01-25,65.41000366210938
2016-01-26,66.6500015258789
2016-01-27,66.2300033569336
2016-01-28,68.41999816894531
2016-01-29,70.94999694824219
2016-02-01,70.16000366210938
2016-02-02,68.05000305175781
2016-02-03,68.63999938964844
2016-02-04,69.77999877929688
2016-02-05,68.63999938964844
2016-02-08,65.97000122070312
2016-02-09,66.48999786376953
2016-02-10,66.58999633789062
2016-02-11,65.4800033569336
2016-02-12,67.55000305175781
2016-02-16,68.47000122070312
2016-02-17,70.26000213623047
2016-02-18,69.43000030517578
2016-02-19,68.86000061035156
2016-02-22,69.88999938964844
2016-02-23,68.5999984741211
2016-02-24,68.95999908447266
2016-02-25,69.63999938964844
2016-02-26,69.72000122070312
2016-02-29,69.11000061035156
2016-03-01,71.4000015258789
2016-03-02,71.66999816894531
2016-03-03,72.33999633789062
2016-03-04,72.77999877929688
2016-03-07,72.55999755859375
2016-03-08,71.97000122070312
2016-03-09,71.5199966430664
2016-03-10,71.30999755859375
2016-03-11,72.62999725341797
2016-03-14,71.66999816894531
2016-03-15,70.5999984741211
2016-03-16,71.31999969482422
2016-03-17,73.20999908447266
2016-03-18,73.54000091552734
2016-03-21,73.36000061035156
2016-03-22,73.08999633789062
2016-03-23,73.0999984741211
2016-03-24,72.51000213623047
2016-03-28,72.80000305175781
2016-03-29,73.9000015258789
2016-03-30,73.9000015258789
2016-03-31,73.45999908447266
2016-04-01,73.94999694824219
2016-04-04,73.02999877929688
2016-04-05,72.33999633789062
2016-04-06,73.3499984741211
2016-04-07,71.4800033569336
2016-04-08,71.80000305175781
2016-04-11,72.19000244140625
2016-04-12,74.04000091552734
2016-04-13,76.5
2016-04-14,76.61000061035156
2016-04-15,76.52999877929688
2016-04-18,76.5999984741211
2016-04-19,77.72000122070312
2016-04-20,78.33999633789062
2016-04-21,77.62999725341797
2016-04-22,77.58000183105469
2016-04-25,76.97000122070312
2016-04-26,77.5199966430664
2016-04-27,77.45999908447266
2016-04-28,75.7699966430664
2016-04-29,75.29000091552734
2016-05-02,75.69000244140625
2016-05-03,74.93000030517578
2016-05-04,74.29000091552734
2016-05-05,74.33999633789062
2016-05-06,75.08999633789062
2016-05-09,75.04000091552734
2016-05-10,75.86000061035156
2016-05-11,75.3499984741211
2016-05-12,75.61000061035156
2016-05-13,74.12999725341797
2016-05-16,74.73999786376953
2016-05-17,74.08000183105469
2016-05-18,74.43000030517578
2016-05-19,73.73999786376953
2016-05-20,74.87999725341797
2016-05-23,74.51000213623047
2016-05-24,76.56999969482422
2016-05-25,77.36000061035156
2016-05-26,76.66000366210938
2016-05-27,77.12999725341797
2016-05-31,77.05999755859375
2016-06-01,77.0199966430664
2016-06-02,76.94000244140625
2016-06-03,75.9800033569336
2016-06-06,76.41000366210938
2016-06-07,75.47000122070312
2016-06-08,75.08000183105469
2016-06-09,74.37000274658203
2016-06-10,72.83000183105469
2016-06-13,71.72000122070312
2016-06-14,71.13999938964844
2016-06-15,71.55999755859375
2016-06-16,71.23999786376953
2016-06-17,71.37000274658203
2016-06-20,72.20999908447266
2016-06-21,71.8499984741211
2016-06-22,72.0
2016-06-23,73.5199966430664
2016-06-24,69.5999984741211
2016-06-27,67.62000274658203
2016-06-28,69.37999725341797
2016-06-29,71.33999633789062
2016-06-30,72.97000122070312
2016-07-01,72.33999633789062
2016-07-05,71.3499984741211
2016-07-06,71.95999908447266
2016-07-07,71.58999633789062
2016-07-08,73.23999786376953
2016-07-11,73.33999633789062
2016-07-12,74.47000122070312
2016-07-13,73.88999938964844
2016-07-14,74.12999725341797
2016-07-15,74.6500015258789
2016-07-18,74.58999633789062
2016-07-19,74.08000183105469
2016-07-20,74.06999969482422
2016-07-21,73.87999725341797
2016-07-22,74.12000274658203
2016-07-25,73.69000244140625
2016-07-26,70.55000305175781
2016-07-27,70.68000030517578
2016-07-28,70.44000244140625
2016-07-29,70.69000244140625
2016-08-01,69.83999633789062
2016-08-02,69.0
2016-08-03,69.0999984741211
2016-08-04,69.05000305175781
2016-08-05,69.83999633789062
2016-08-08,69.68000030517578
2016-08-09,68.79000091552734
2016-08-10,68.77999877929688
2016-08-11,69.01000213623047
2016-08-12,68.7300033569336
2016-08-15,68.63999938964844
2016-08-16,68.63999938964844
