Date,ANDV
2015-07-01,88.54000091552734
2015-07-02,91.20999908447266
2015-07-06,91.51000213623047
2015-07-07,92.69999694824219
2015-07-08,91.69000244140625
2015-07-09,93.41000366210938
2015-07-10,98.4000015258789
2015-07-13,99.95999908447266
2015-07-14,98.73999786376953
2015-07-15,97.70999908447266
2015-07-16,102.79000091552734
2015-07-17,102.13999938964844
2015-07-20,99.58999633789062
2015-07-21,98.83000183105469
2015-07-22,99.76000213623047
2015-07-23,98.44000244140625
2015-07-24,98.94000244140625
2015-07-27,97.11000061035156
2015-07-28,97.77999877929688
2015-07-29,97.76000213623047
2015-07-30,96.2300033569336
2015-07-31,97.33999633789062
2015-08-03,96.83000183105469
2015-08-04,96.81999969482422
2015-08-05,98.12000274658203
2015-08-06,101.2699966430664
2015-08-07,102.02999877929688
2015-08-10,107.36000061035156
2015-08-11,109.43000030517578
2015-08-12,109.37999725341797
2015-08-13,104.41000366210938
2015-08-14,102.08000183105469
2015-08-17,104.25
2015-08-18,105.6500015258789
2015-08-19,104.94999694824219
2015-08-20,101.95999908447266
2015-08-21,93.61000061035156
2015-08-24,89.97000122070312
2015-08-25,88.68000030517578
2015-08-26,91.76000213623047
2015-08-27,90.63999938964844
2015-08-28,93.45999908447266
2015-08-31,92.01000213623047
2015-09-01,89.72000122070312
2015-09-02,92.45999908447266
2015-09-03,92.86000061035156
2015-09-04,92.0199966430664
2015-09-08,95.9800033569336
2015-09-09,96.29000091552734
2015-09-10,96.80000305175781
2015-09-11,95.58000183105469
2015-09-14,93.20999908447266
2015-09-15,94.11000061035156
2015-09-16,92.83000183105469
2015-09-17,93.87999725341797
2015-09-18,93.05000305175781
2015-09-21,93.68000030517578
2015-09-22,94.36000061035156
2015-09-23,98.9800033569336
2015-09-24,100.4000015258789
2015-09-25,101.52999877929688
2015-09-28,98.37999725341797
2015-09-29,98.33000183105469
2015-09-30,97.23999786376953
2015-10-01,100.29000091552734
2015-10-02,101.54000091552734
2015-10-05,104.8499984741211
2015-10-06,103.0999984741211
2015-10-07,102.97000122070312
2015-10-08,104.41000366210938
2015-10-09,103.4000015258789
2015-10-12,103.62999725341797
2015-10-13,100.06999969482422
2015-10-14,98.98999786376953
2015-10-15,103.51000213623047
2015-10-16,104.88999938964844
2015-10-19,102.54000091552734
2015-10-20,100.91000366210938
2015-10-21,100.23999786376953
2015-10-22,101.52999877929688
2015-10-23,103.62999725341797
2015-10-26,103.44000244140625
2015-10-27,104.48999786376953
2015-10-28,105.27999877929688
2015-10-29,108.98999786376953
2015-10-30,106.93000030517578
2015-11-02,111.3499984741211
2015-11-03,112.52999877929688
2015-11-04,114.58000183105469
2015-11-05,115.4000015258789
2015-11-06,113.69000244140625
2015-11-09,112.68000030517578
2015-11-10,115.0999984741211
2015-11-11,114.58000183105469
2015-11-12,111.62000274658203
2015-11-13,111.66000366210938
2015-11-16,113.43000030517578
2015-11-17,113.44999694824219
2015-11-18,113.75
2015-11-19,113.79000091552734
2015-11-20,114.44000244140625
2015-11-23,117.58999633789062
2015-11-24,118.23999786376953
2015-11-25,117.30000305175781
2015-11-27,117.22000122070312
2015-11-30,115.16999816894531
2015-12-01,117.80999755859375
2015-12-02,112.75
2015-12-03,110.2300033569336
2015-12-04,112.37000274658203
2015-12-07,110.55999755859375
2015-12-08,112.2699966430664
2015-12-09,107.7699966430664
2015-12-10,107.05000305175781
2015-12-11,100.5999984741211
2015-12-14,101.83000183105469
2015-12-15,101.94000244140625
2015-12-16,104.79000091552734
2015-12-17,105.94999694824219
2015-12-18,104.31999969482422
2015-12-21,105.18000030517578
2015-12-22,102.94000244140625
2015-12-23,105.04000091552734
2015-12-24,104.47000122070312
2015-12-28,102.41999816894531
2015-12-29,102.87999725341797
2015-12-30,104.27999877929688
2015-12-31,105.37000274658203
2016-01-04,107.0999984741211
2016-01-05,106.27999877929688
2016-01-06,106.37000274658203
2016-01-07,107.02999877929688
2016-01-08,101.62000274658203
2016-01-11,101.06999969482422
2016-01-12,104.6500015258789
2016-01-13,91.91999816894531
2016-01-14,96.48999786376953
2016-01-15,92.70999908447266
2016-01-19,89.5999984741211
2016-01-20,87.19000244140625
2016-01-21,85.23999786376953
2016-01-22,90.7300033569336
2016-01-25,85.72000122070312
2016-01-26,86.5
2016-01-27,82.80999755859375
2016-01-28,83.75
2016-01-29,87.25
2016-02-01,87.76000213623047
2016-02-02,80.52999877929688
2016-02-03,79.20999908447266
2016-02-04,79.79000091552734
2016-02-05,76.23999786376953
2016-02-08,72.94999694824219
2016-02-09,73.62000274658203
2016-02-10,74.01000213623047
2016-02-11,72.01000213623047
2016-02-12,71.06999969482422
2016-02-16,70.43000030517578
2016-02-17,70.5199966430664
2016-02-18,68.63999938964844
2016-02-19,72.16000366210938
2016-02-22,76.31999969482422
2016-02-23,75.5199966430664
2016-02-24,78.94999694824219
2016-02-25,77.75
2016-02-26,80.3499984741211
2016-02-29,80.68000030517578
2016-03-01,83.62000274658203
2016-03-02,82.19000244140625
2016-03-03,85.98999786376953
2016-03-04,84.80000305175781
2016-03-07,85.62999725341797
2016-03-08,84.0
2016-03-09,88.5
2016-03-10,86.08000183105469
2016-03-11,88.86000061035156
2016-03-14,86.7300033569336
2016-03-15,86.61000061035156
2016-03-16,87.91000366210938
2016-03-17,87.69999694824219
2016-03-18,89.76000213623047
2016-03-21,89.56999969482422
2016-03-22,91.58999633789062
2016-03-23,90.62000274658203
2016-03-24,92.48999786376953
2016-03-28,90.01000213623047
2016-03-29,89.72000122070312
2016-03-30,86.47000122070312
2016-03-31,86.01000213623047
2016-04-01,82.94999694824219
2016-04-04,83.83000183105469
2016-04-05,82.70999908447266
2016-04-06,82.2699966430664
2016-04-07,81.81999969482422
2016-04-08,83.16999816894531
2016-04-11,82.19999694824219
2016-04-12,83.80000305175781
2016-04-13,85.55000305175781
2016-04-14,83.31999969482422
2016-04-15,80.97000122070312
2016-04-18,82.80999755859375
2016-04-19,83.44000244140625
2016-04-20,83.52999877929688
2016-04-21,83.9800033569336
2016-04-22,86.19999694824219
2016-04-25,86.52999877929688
2016-04-26,86.16000366210938
2016-04-27,87.20999908447266
2016-04-28,85.19000244140625
2016-04-29,79.69000244140625
2016-05-02,81.02999877929688
2016-05-03,78.6500015258789
2016-05-04,76.80000305175781
2016-05-05,77.86000061035156
2016-05-06,77.91999816894531
2016-05-09,75.70999908447266
2016-05-10,77.11000061035156
2016-05-11,77.66999816894531
2016-05-12,75.61000061035156
2016-05-13,76.11000061035156
2016-05-16,77.7300033569336
2016-05-17,77.0199966430664
2016-05-18,79.4800033569336
2016-05-19,77.8499984741211
2016-05-20,79.08999633789062
2016-05-23,77.01000213623047
2016-05-24,78.58000183105469
2016-05-25,78.73999786376953
2016-05-26,77.33999633789062
2016-05-27,78.47000122070312
2016-05-31,78.08000183105469
2016-06-01,80.08999633789062
2016-06-02,81.51000213623047
2016-06-03,80.02999877929688
2016-06-06,80.13999938964844
2016-06-07,82.47000122070312
2016-06-08,80.83000183105469
2016-06-09,78.75
2016-06-10,77.20999908447266
2016-06-13,74.2300033569336
2016-06-14,72.70999908447266
2016-06-15,73.19999694824219
2016-06-16,73.44000244140625
2016-06-17,72.5
2016-06-20,75.01000213623047
2016-06-21,77.05999755859375
2016-06-22,76.86000061035156
2016-06-23,77.77999877929688
2016-06-24,75.27999877929688
2016-06-27,72.16000366210938
2016-06-28,74.04000091552734
2016-06-29,75.4800033569336
2016-06-30,74.91999816894531
2016-07-01,77.51000213623047
2016-07-05,74.94000244140625
2016-07-06,71.16000366210938
2016-07-07,70.01000213623047
2016-07-08,72.72000122070312
2016-07-11,74.0
2016-07-12,76.30999755859375
2016-07-13,74.27999877929688
2016-07-14,75.80000305175781
2016-07-15,75.41000366210938
2016-07-18,76.81999969482422
2016-07-19,77.04000091552734
2016-07-20,77.87000274658203
2016-07-21,76.30999755859375
2016-07-22,75.81999969482422
2016-07-25,75.6500015258789
2016-07-26,78.7300033569336
2016-07-27,75.97000122070312
2016-07-28,75.77999877929688
2016-07-29,76.1500015258789
2016-08-01,74.56999969482422
2016-08-02,73.9800033569336
2016-08-03,77.12999725341797
