Date,OGN
2021-05-14,33.25
2021-05-17,34.099998474121094
2021-05-18,37.5
2021-05-19,37.5
2021-05-20,37.75
2021-05-21,37.599998474121094
2021-05-24,38.0
2021-05-25,36.95000076293945
2021-05-26,36.83000183105469
2021-05-27,35.5
2021-05-28,35.75
2021-06-01,36.0
2021-06-02,35.2599983215332
2021-06-03,37.0
2021-06-04,34.150001525878906
2021-06-07,31.420000076293945
2021-06-08,28.90999984741211
2021-06-09,28.450000762939453
2021-06-10,30.329999923706055
2021-06-11,29.649999618530273
2021-06-14,30.280000686645508
2021-06-15,31.809999465942383
2021-06-16,30.700000762939453
2021-06-17,31.459999084472656
2021-06-18,29.979999542236328
2021-06-21,29.40999984741211
2021-06-22,29.530000686645508
2021-06-23,29.5
2021-06-24,29.770000457763672
2021-06-25,30.190000534057617
2021-06-28,30.940000534057617
2021-06-29,30.549999237060547
2021-06-30,30.260000228881836
2021-07-01,30.81999969482422
2021-07-02,30.860000610351562
2021-07-06,31.0
2021-07-07,30.1200008392334
2021-07-08,29.649999618530273
2021-07-09,30.100000381469727
2021-07-12,29.739999771118164
2021-07-13,29.100000381469727
2021-07-14,29.34000015258789
2021-07-15,28.90999984741211
2021-07-16,28.8700008392334
2021-07-19,29.139999389648438
2021-07-20,29.610000610351562
2021-07-21,30.459999084472656
2021-07-22,30.920000076293945
2021-07-23,29.799999237060547
2021-07-26,29.65999984741211
2021-07-27,29.1200008392334
2021-07-28,29.739999771118164
2021-07-29,29.229999542236328
2021-07-30,29.010000228881836
2021-08-02,29.530000686645508
2021-08-03,29.510000228881836
2021-08-04,28.6299991607666
2021-08-05,29.559999465942383
2021-08-06,29.5
2021-08-09,29.100000381469727
2021-08-10,30.350000381469727
2021-08-11,29.93000030517578
2021-08-12,33.5
2021-08-13,34.209999084472656
2021-08-16,34.33000183105469
2021-08-17,35.380001068115234
2021-08-18,33.59000015258789
2021-08-19,34.099998474121094
2021-08-20,33.220001220703125
2021-08-23,33.2400016784668
2021-08-24,33.15999984741211
2021-08-25,33.29999923706055
2021-08-26,33.959999084472656
2021-08-27,34.25
2021-08-30,33.720001220703125
2021-08-31,33.88999938964844
2021-09-01,34.560001373291016
2021-09-02,35.61000061035156
2021-09-03,35.61000061035156
2021-09-07,35.63999938964844
2021-09-08,34.970001220703125
2021-09-09,34.68000030517578
2021-09-10,33.880001068115234
2021-09-13,33.83000183105469
2021-09-14,33.41999816894531
2021-09-15,33.720001220703125
2021-09-16,33.7599983215332
2021-09-17,34.029998779296875
2021-09-20,32.939998626708984
2021-09-21,32.88999938964844
2021-09-22,32.650001525878906
2021-09-23,33.380001068115234
2021-09-24,33.689998626708984
2021-09-27,33.540000915527344
2021-09-28,33.040000915527344
2021-09-29,33.97999954223633
2021-09-30,32.790000915527344
2021-10-01,33.33000183105469
2021-10-04,32.939998626708984
2021-10-05,32.529998779296875
2021-10-06,33.06999969482422
2021-10-07,32.84000015258789
2021-10-08,32.56999969482422
2021-10-11,33.209999084472656
2021-10-12,32.84000015258789
2021-10-13,33.150001525878906
2021-10-14,33.63999938964844
2021-10-15,34.88999938964844
2021-10-18,34.79999923706055
2021-10-19,35.060001373291016
2021-10-20,35.7599983215332
2021-10-21,35.36000061035156
2021-10-22,35.65999984741211
2021-10-25,36.90999984741211
2021-10-26,36.709999084472656
2021-10-27,35.720001220703125
2021-10-28,36.52000045776367
2021-10-29,36.75
2021-11-01,37.130001068115234
2021-11-02,36.4900016784668
2021-11-03,36.81999969482422
2021-11-04,36.2599983215332
2021-11-05,36.279998779296875
2021-11-08,36.9900016784668
2021-11-09,36.63999938964844
2021-11-10,36.630001068115234
2021-11-11,34.720001220703125
2021-11-12,33.70000076293945
2021-11-15,33.380001068115234
2021-11-16,33.540000915527344
2021-11-17,32.95000076293945
2021-11-18,31.600000381469727
2021-11-19,31.25
2021-11-22,31.639999389648438
2021-11-23,31.200000762939453
2021-11-24,31.540000915527344
2021-11-26,31.1299991607666
2021-11-29,30.6200008392334
2021-11-30,29.229999542236328
2021-12-01,28.729999542236328
2021-12-02,29.670000076293945
2021-12-03,28.829999923706055
2021-12-06,29.309999465942383
2021-12-07,29.309999465942383
2021-12-08,29.329999923706055
2021-12-09,28.670000076293945
2021-12-10,28.739999771118164
2021-12-13,28.8700008392334
2021-12-14,28.850000381469727
2021-12-15,29.329999923706055
2021-12-16,30.329999923706055
2021-12-17,30.190000534057617
2021-12-20,29.360000610351562
2021-12-21,29.790000915527344
2021-12-22,30.010000228881836
