Date,DXC
2017-01-03,49.567474365234375
2017-01-04,51.453285217285156
2017-01-05,51.32352828979492
2017-01-06,51.842559814453125
2017-01-09,51.73875427246094
2017-01-10,52.3788948059082
2017-01-11,52.551902770996094
2017-01-12,52.45674514770508
2017-01-13,53.88408279418945
2017-01-17,53.416954040527344
2017-01-18,53.80622863769531
2017-01-19,53.866783142089844
2017-01-20,54.05709457397461
2017-01-23,50.80449676513672
2017-01-24,52.17127990722656
2017-01-25,52.854671478271484
2017-01-26,52.86332321166992
2017-01-27,53.60726547241211
2017-01-30,53.02768325805664
2017-01-31,53.80622863769531
2017-02-01,53.84947967529297
2017-02-02,54.45501708984375
2017-02-03,60.510379791259766
2017-02-06,61.747406005859375
2017-02-07,61.15052032470703
2017-02-08,61.219722747802734
2017-02-09,61.41868591308594
2017-02-10,61.262977600097656
2017-02-13,60.8910026550293
2017-02-14,60.674739837646484
2017-02-15,60.72664260864258
2017-02-16,61.280277252197266
2017-02-17,61.038063049316406
2017-02-21,61.47058868408203
2017-02-22,61.18511962890625
2017-02-23,60.337371826171875
2017-02-24,59.77508544921875
2017-02-27,59.30795669555664
2017-02-28,59.30795669555664
2017-03-01,61.055362701416016
2017-03-02,60.579586029052734
2017-03-03,60.42387390136719
2017-03-06,59.39446258544922
2017-03-07,59.07439422607422
2017-03-08,59.33391189575195
2017-03-09,59.68857955932617
2017-03-10,59.740482330322266
2017-03-13,59.52421951293945
2017-03-14,59.29065704345703
2017-03-15,60.01729965209961
2017-03-16,59.506919860839844
2017-03-17,57.595157623291016
2017-03-20,57.74221420288086
2017-03-21,56.25432586669922
2017-03-22,56.94636535644531
2017-03-23,58.16608810424805
2017-03-24,58.68511962890625
2017-03-27,58.866783142089844
2017-03-28,59.7491340637207
2017-03-29,62.90657424926758
2017-03-30,61.54844284057617
2017-03-31,59.69723129272461
2017-04-03,58.780277252197266
2017-04-04,60.034603118896484
2017-04-05,62.10207748413086
2017-04-06,64.6020736694336
2017-04-07,65.63148498535156
2017-04-10,64.6280288696289
2017-04-11,64.25605773925781
2017-04-12,65.85639953613281
2017-04-13,66.18511962890625
2017-04-17,66.60899353027344
2017-04-18,65.21626281738281
2017-04-19,65.09515380859375
2017-04-20,65.30276489257812
2017-04-21,66.02075958251953
2017-04-24,65.47577667236328
2017-04-25,65.85639953613281
2017-04-26,65.86505126953125
2017-04-27,65.64013671875
2017-04-28,65.17301177978516
2017-05-01,66.0899658203125
2017-05-02,66.5916976928711
2017-05-03,66.84255981445312
2017-05-04,67.09342956542969
2017-05-05,67.81141662597656
2017-05-08,67.82872009277344
2017-05-09,68.33910369873047
2017-05-10,68.86678314208984
2017-05-11,68.70242309570312
