Date,ADS
2015-07-01,233.72705078125
2015-07-02,236.00958251953125
2015-07-06,236.15322875976562
2015-07-07,238.59536743164062
2015-07-08,234.38946533203125
2015-07-09,235.78611755371094
2015-07-10,240.96568298339844
2015-07-13,242.7454071044922
2015-07-14,243.33599853515625
2015-07-15,239.44932556152344
2015-07-16,241.14126586914062
2015-07-17,241.31683349609375
2015-07-20,241.54827880859375
2015-07-21,239.0821990966797
2015-07-22,240.77413940429688
2015-07-23,226.9273681640625
2015-07-24,218.76296997070312
2015-07-27,213.08859252929688
2015-07-28,216.12928771972656
2015-07-29,217.75738525390625
2015-07-30,217.4860382080078
2015-07-31,219.50518798828125
2015-08-03,218.1963348388672
2015-08-04,220.11172485351562
2015-08-05,219.92019653320312
2015-08-06,215.0598602294922
2015-08-07,215.61053466796875
2015-08-10,215.67437744140625
2015-08-11,213.87869262695312
2015-08-12,215.1077423095703
2015-08-13,214.62091064453125
2015-08-14,218.49960327148438
2015-08-17,216.53631591796875
2015-08-18,218.26815795898438
2015-08-19,214.34158325195312
2015-08-20,212.7932891845703
2015-08-21,206.87948608398438
2015-08-24,197.1667938232422
2015-08-25,197.44613647460938
2015-08-26,205.7541961669922
2015-08-27,210.55865478515625
2015-08-28,209.2976837158203
2015-08-31,205.25938415527344
2015-09-01,201.43655395507812
2015-09-02,203.91859436035156
2015-09-03,204.91619873046875
2015-09-04,199.92019653320312
2015-09-08,205.5227508544922
2015-09-09,200.87789916992188
2015-09-10,200.90982055664062
2015-09-11,202.41819763183594
2015-09-14,201.0454864501953
2015-09-15,204.65283203125
2015-09-16,203.03271484375
2015-09-17,203.79090881347656
2015-09-18,200.84596252441406
2015-09-21,204.3016815185547
2015-09-22,201.42059326171875
2015-09-23,203.38388061523438
2015-09-24,202.7294464111328
2015-09-25,206.94332885742188
2015-09-28,199.09815979003906
2015-09-29,200.47885131835938
2015-09-30,206.6879425048828
2015-10-01,209.3774871826172
2015-10-02,214.96408081054688
2015-10-05,220.08778381347656
2015-10-06,219.96009826660156
2015-10-07,222.0830078125
2015-10-08,222.99281311035156
2015-10-09,223.55946350097656
2015-10-12,222.6656036376953
2015-10-13,220.11972045898438
2015-10-14,220.79808044433594
2015-10-15,222.01116943359375
2015-10-16,221.99520874023438
2015-10-19,223.51954650878906
2015-10-20,224.2537841796875
2015-10-21,220.21548461914062
2015-10-22,235.02793884277344
2015-10-23,236.12928771972656
2015-10-26,235.37110900878906
2015-10-27,234.27774047851562
2015-10-28,238.04469299316406
2015-10-29,237.70950317382812
2015-10-30,237.27853393554688
2015-11-02,238.16439819335938
2015-11-03,239.89625549316406
2015-11-04,240.9178009033203
2015-11-05,238.715087890625
2015-11-06,237.789306640625
2015-11-09,236.81564331054688
2015-11-10,237.4860382080078
2015-11-11,235.21946716308594
2015-11-12,232.09896850585938
2015-11-13,228.53152465820312
2015-11-16,229.16201782226562
2015-11-17,227.04708862304688
2015-11-18,229.6089324951172
2015-11-19,228.3080596923828
2015-11-20,228.73902893066406
2015-11-23,227.98085021972656
2015-11-24,227.81324768066406
2015-11-25,228.57142639160156
2015-11-27,227.87709045410156
2015-11-30,228.93057250976562
2015-12-01,230.77413940429688
2015-12-02,227.74940490722656
2015-12-03,224.46128845214844
2015-12-04,226.83160400390625
2015-12-07,225.7462158203125
2015-12-08,225.1795654296875
2015-12-09,223.5355224609375
2015-12-10,223.5913848876953
2015-12-11,213.9664764404297
2015-12-14,215.474853515625
2015-12-15,213.87869262695312
2015-12-16,218.11651611328125
2015-12-17,214.73263549804688
2015-12-18,213.0406951904297
2015-12-21,215.90582275390625
2015-12-22,218.43576049804688
2015-12-23,222.1468505859375
2015-12-24,222.02713012695312
2015-12-28,221.979248046875
2015-12-29,223.70310974121094
2015-12-30,220.88587951660156
2015-12-31,220.72625732421875
2016-01-04,216.84756469726562
2016-01-05,218.715087890625
2016-01-06,215.62649536132812
2016-01-07,209.12210083007812
2016-01-08,205.11572265625
2016-01-11,202.01116943359375
2016-01-12,205.3391876220703
2016-01-13,198.39584350585938
2016-01-14,204.50119018554688
2016-01-15,200.54269409179688
2016-01-19,201.09336853027344
2016-01-20,197.1029510498047
2016-01-21,198.57142639160156
2016-01-22,198.8986358642578
2016-01-25,195.84197998046875
2016-01-26,199.20191955566406
2016-01-27,196.96728515625
2016-01-28,158.81883239746094
2016-01-29,159.44932556152344
2016-02-01,164.85235595703125
2016-02-02,155.0598602294922
2016-02-03,155.38706970214844
2016-02-04,157.5498809814453
2016-02-05,149.4174041748047
2016-02-08,146.6400604248047
2016-02-09,141.35675048828125
2016-02-10,145.33120727539062
2016-02-11,144.0143585205078
2016-02-12,145.77015686035156
2016-02-16,149.63287353515625
2016-02-17,153.55946350097656
2016-02-18,157.5658416748047
2016-02-19,163.09657287597656
2016-02-22,168.3080596923828
2016-02-23,164.77255249023438
2016-02-24,168.20431518554688
2016-02-25,169.67279052734375
2016-02-26,169.74461364746094
2016-02-29,167.70152282714844
2016-03-01,170.3990478515625
2016-03-02,171.06942749023438
2016-03-03,173.08859252929688
2016-03-04,172.56185913085938
2016-03-07,175.54669189453125
2016-03-08,169.7047119140625
2016-03-09,170.14366149902344
