Date,VNO
2015-07-01,77.94664764404297
2015-07-02,77.82538604736328
2015-07-06,78.01131439208984
2015-07-07,79.207763671875
2015-07-08,78.6257095336914
2015-07-09,78.3104248046875
2015-07-10,78.52061462402344
2015-07-13,78.28617858886719
2015-07-14,78.44786071777344
2015-07-15,78.61762237548828
2015-07-16,79.40986633300781
2015-07-17,78.66613006591797
2015-07-20,78.24575805664062
2015-07-21,77.98706817626953
2015-07-22,78.36701965332031
2015-07-23,77.5181884765625
2015-07-24,77.63136291503906
2015-07-27,77.85771942138672
2015-07-28,77.82538604736328
2015-07-29,78.45594024658203
2015-07-30,77.95472717285156
2015-07-31,78.86014556884766
2015-08-03,79.12692260742188
2015-08-04,78.1649169921875
2015-08-05,77.31608581542969
2015-08-06,76.9361343383789
2015-08-07,76.90380096435547
2015-08-10,77.46968841552734
2015-08-11,78.0517349243164
2015-08-12,78.33467864990234
2015-08-13,78.45594024658203
2015-08-14,78.35893249511719
2015-08-17,78.36701965332031
2015-08-18,78.15682983398438
2015-08-19,77.14632415771484
2015-08-20,76.3379135131836
2015-08-21,74.5028305053711
2015-08-24,70.67906188964844
2015-08-25,68.55294799804688
2015-08-26,71.23686218261719
2015-08-27,72.98302459716797
2015-08-28,72.36863708496094
2015-08-31,70.48504638671875
2015-09-01,69.50687408447266
2015-09-02,70.51737976074219
2015-09-03,70.55780029296875
2015-09-04,68.64996337890625
2015-09-08,70.01616668701172
2015-09-09,69.55537414550781
2015-09-10,70.22635650634766
2015-09-11,71.84317016601562
2015-09-14,71.54405975341797
2015-09-15,72.59498596191406
2015-09-16,73.55699157714844
2015-09-17,74.3896484375
2015-09-18,74.1794662475586
2015-09-21,74.6402587890625
2015-09-22,73.5893325805664
2015-09-23,73.87226867675781
2015-09-24,73.23362731933594
2015-09-25,73.65399932861328
2015-09-28,72.4818115234375
2015-09-29,73.2659683227539
2015-09-30,73.09619903564453
2015-10-01,73.21746063232422
2015-10-02,74.1309585571289
2015-10-05,75.1010513305664
2015-10-06,75.08488464355469
2015-10-07,76.23281860351562
2015-10-08,77.51010131835938
2015-10-09,76.9846420288086
2015-10-12,77.80113220214844
2015-10-13,77.35650634765625
2015-10-14,77.13823699951172
2015-10-15,78.92481994628906
2015-10-16,79.44219970703125
2015-10-19,81.02667999267578
2015-10-20,80.45270538330078
