Date,PENN
2022-01-27,42.349998474121094
2022-01-28,44.20000076293945
2022-01-31,45.61000061035156
2022-02-01,47.2400016784668
2022-02-02,45.66999816894531
2022-02-03,45.33000183105469
2022-02-04,44.9900016784668
2022-02-07,46.810001373291016
2022-02-08,48.11000061035156
2022-02-09,50.810001373291016
2022-02-10,50.130001068115234
2022-02-11,48.709999084472656
2022-02-14,47.810001373291016
2022-02-15,49.91999816894531
2022-02-16,50.060001373291016
2022-02-17,49.310001373291016
2022-02-18,47.27000045776367
2022-02-22,46.13999938964844
2022-02-23,47.2400016784668
2022-02-24,49.689998626708984
2022-02-25,50.2400016784668
2022-02-28,51.349998474121094
2022-03-01,50.81999969482422
2022-03-02,50.7400016784668
2022-03-03,48.279998779296875
2022-03-04,46.349998474121094
2022-03-07,40.90999984741211
2022-03-08,41.75
2022-03-09,43.83000183105469
2022-03-10,44.189998626708984
2022-03-11,42.66999816894531
2022-03-14,40.29999923706055
2022-03-15,42.22999954223633
2022-03-16,44.77000045776367
2022-03-17,44.90999984741211
2022-03-18,44.86000061035156
2022-03-21,43.310001373291016
2022-03-22,43.97999954223633
2022-03-23,42.209999084472656
2022-03-24,43.16999816894531
2022-03-25,41.52000045776367
2022-03-28,41.650001525878906
2022-03-29,44.349998474121094
2022-03-30,44.0
2022-03-31,42.41999816894531
2022-04-01,42.0099983215332
2022-04-04,44.2400016784668
2022-04-05,41.83000183105469
2022-04-06,39.02000045776367
2022-04-07,37.75
2022-04-08,36.959999084472656
2022-04-11,37.380001068115234
2022-04-12,36.86000061035156
2022-04-13,37.869998931884766
2022-04-14,37.27000045776367
2022-04-18,36.88999938964844
2022-04-19,38.900001525878906
2022-04-20,38.43000030517578
2022-04-21,37.040000915527344
2022-04-22,36.54999923706055
2022-04-25,38.349998474121094
2022-04-26,36.689998626708984
2022-04-27,36.7599983215332
2022-04-28,37.880001068115234
2022-04-29,36.56999969482422
2022-05-02,37.70000076293945
2022-05-03,38.529998779296875
2022-05-04,38.72999954223633
2022-05-05,36.560001373291016
2022-05-06,34.33000183105469
2022-05-09,31.8700008392334
2022-05-10,30.639999389648438
2022-05-11,29.290000915527344
2022-05-12,29.049999237060547
2022-05-13,31.309999465942383
2022-05-16,29.739999771118164
2022-05-17,30.920000076293945
2022-05-18,30.200000762939453
2022-05-19,30.670000076293945
2022-05-20,31.790000915527344
2022-05-23,31.18000030517578
2022-05-24,28.489999771118164
2022-05-25,29.610000610351562
2022-05-26,31.5
2022-05-27,32.279998779296875
2022-05-31,31.959999084472656
2022-06-01,31.8799991607666
2022-06-02,33.68000030517578
2022-06-03,32.90999984741211
2022-06-06,33.86000061035156
2022-06-07,34.29999923706055
2022-06-08,34.279998779296875
2022-06-09,33.900001525878906
2022-06-10,32.18000030517578
2022-06-13,28.5
2022-06-14,29.0
2022-06-15,30.25
2022-06-16,26.90999984741211
2022-06-17,27.399999618530273
2022-06-21,27.8700008392334
2022-06-22,28.34000015258789
2022-06-23,28.510000228881836
2022-06-24,32.119998931884766
2022-06-27,32.31999969482422
2022-06-28,31.790000915527344
2022-06-29,31.139999389648438
