Date,BA
2015-07-01,140.72999572753906
2015-07-02,140.2100067138672
2015-07-06,140.52000427246094
2015-07-07,143.14999389648438
2015-07-08,141.9199981689453
2015-07-09,142.8000030517578
2015-07-10,144.47999572753906
2015-07-13,146.6199951171875
2015-07-14,147.75
2015-07-15,146.88999938964844
2015-07-16,148.49000549316406
2015-07-17,146.83999633789062
2015-07-20,146.72000122070312
2015-07-21,145.0
2015-07-22,146.47000122070312
2015-07-23,146.11000061035156
2015-07-24,144.05999755859375
2015-07-27,141.02999877929688
2015-07-28,141.80999755859375
2015-07-29,144.13999938964844
2015-07-30,143.00999450683594
2015-07-31,144.1699981689453
2015-08-03,143.69000244140625
2015-08-04,143.5399932861328
2015-08-05,144.9499969482422
2015-08-06,143.82000732421875
2015-08-07,142.4199981689453
2015-08-10,145.86000061035156
2015-08-11,144.0500030517578
2015-08-12,142.42999267578125
2015-08-13,144.80999755859375
2015-08-14,145.08999633789062
2015-08-17,144.44000244140625
2015-08-18,144.60000610351562
2015-08-19,142.72000122070312
2015-08-20,137.02000427246094
2015-08-21,131.7100067138672
2015-08-24,127.19000244140625
2015-08-25,125.48999786376953
2015-08-26,129.33999633789062
2015-08-27,131.8699951171875
2015-08-28,133.24000549316406
2015-08-31,130.67999267578125
2015-09-01,127.44000244140625
2015-09-02,130.6300048828125
2015-09-03,131.02000427246094
2015-09-04,129.75999450683594
2015-09-08,133.82000732421875
2015-09-09,132.64999389648438
2015-09-10,133.5500030517578
2015-09-11,134.6699981689453
2015-09-14,134.42999267578125
2015-09-15,136.3000030517578
2015-09-16,137.1999969482422
2015-09-17,137.4499969482422
2015-09-18,136.08999633789062
2015-09-21,136.02000427246094
2015-09-22,133.99000549316406
2015-09-23,131.6699981689453
2015-09-24,129.75
2015-09-25,131.00999450683594
2015-09-28,128.1300048828125
2015-09-29,128.75
2015-09-30,130.9499969482422
2015-10-01,130.61000061035156
2015-10-02,132.55999755859375
2015-10-05,134.02000427246094
2015-10-06,134.6300048828125
2015-10-07,137.02000427246094
2015-10-08,139.0399932861328
2015-10-09,139.6999969482422
2015-10-12,140.67999267578125
2015-10-13,140.2899932861328
2015-10-14,134.22000122070312
2015-10-15,137.38999938964844
2015-10-16,137.60000610351562
2015-10-19,138.4199981689453
2015-10-20,138.8800048828125
2015-10-21,141.19000244140625
2015-10-22,146.30999755859375
2015-10-23,146.6999969482422
2015-10-26,146.6999969482422
2015-10-27,148.4600067138672
2015-10-28,147.8800048828125
2015-10-29,147.17999267578125
2015-10-30,148.07000732421875
2015-11-02,148.39999389648438
2015-11-03,148.08999633789062
2015-11-04,148.19000244140625
2015-11-05,147.97000122070312
2015-11-06,147.94000244140625
2015-11-09,145.97999572753906
2015-11-10,145.14999389648438
2015-11-11,144.99000549316406
2015-11-12,142.5399932861328
2015-11-13,142.58999633789062
2015-11-16,144.4199981689453
2015-11-17,146.0800018310547
2015-11-18,148.27999877929688
2015-11-19,149.24000549316406
2015-11-20,149.39999389648438
2015-11-23,148.33999633789062
2015-11-24,148.64999389648438
2015-11-25,147.42999267578125
2015-11-27,146.9499969482422
2015-11-30,145.4499969482422
2015-12-01,147.74000549316406
2015-12-02,146.9600067138672
2015-12-03,145.55999755859375
2015-12-04,148.5
2015-12-07,148.4499969482422
2015-12-08,144.99000549316406
2015-12-09,144.24000549316406
2015-12-10,146.41000366210938
2015-12-11,144.6199951171875
2015-12-14,143.0
2015-12-15,146.52999877929688
2015-12-16,148.11000061035156
2015-12-17,145.55999755859375
2015-12-18,139.5800018310547
2015-12-21,140.89999389648438
2015-12-22,142.3800048828125
2015-12-23,144.05999755859375
2015-12-24,143.52999877929688
2015-12-28,144.5399932861328
2015-12-29,147.35000610351562
2015-12-30,146.41000366210938
2015-12-31,144.58999633789062
2016-01-04,140.5
2016-01-05,141.07000732421875
2016-01-06,138.8300018310547
2016-01-07,133.00999450683594
2016-01-08,129.99000549316406
2016-01-11,130.2100067138672
2016-01-12,131.9199981689453
2016-01-13,128.1199951171875
2016-01-14,129.1999969482422
2016-01-15,125.62999725341797
2016-01-19,126.05999755859375
2016-01-20,122.13999938964844
2016-01-21,123.4000015258789
2016-01-22,124.61000061035156
2016-01-25,124.01000213623047
2016-01-26,128.00999450683594
2016-01-27,116.58000183105469
2016-01-28,118.01000213623047
2016-01-29,120.12999725341797
2016-02-01,121.55999755859375
2016-02-02,117.5199966430664
2016-02-03,121.87000274658203
2016-02-04,123.61000061035156
2016-02-05,122.55999755859375
2016-02-08,119.47000122070312
2016-02-09,118.87999725341797
2016-02-10,116.36000061035156
2016-02-11,108.44000244140625
2016-02-12,108.62999725341797
2016-02-16,112.5999984741211
2016-02-17,116.33999633789062
2016-02-18,117.56999969482422
2016-02-19,115.16000366210938
2016-02-22,117.38999938964844
2016-02-23,116.9000015258789
2016-02-24,115.58999633789062
2016-02-25,116.81999969482422
2016-02-26,118.16000366210938
2016-02-29,118.18000030517578
2016-03-01,119.95999908447266
2016-03-02,119.6500015258789
2016-03-03,119.61000061035156
2016-03-04,121.06999969482422
2016-03-07,122.9000015258789
2016-03-08,122.3499984741211
2016-03-09,122.86000061035156
2016-03-10,122.94000244140625
2016-03-11,124.62999725341797
2016-03-14,126.33999633789062
2016-03-15,126.36000061035156
2016-03-16,127.56999969482422
2016-03-17,130.6999969482422
2016-03-18,133.9600067138672
2016-03-21,135.86000061035156
2016-03-22,135.1199951171875
2016-03-23,132.86000061035156
2016-03-24,132.1199951171875
2016-03-28,131.2899932861328
2016-03-29,130.8800048828125
2016-03-30,128.5800018310547
2016-03-31,126.94000244140625
2016-04-01,126.95999908447266
2016-04-04,126.33999633789062
2016-04-05,127.02999877929688
2016-04-06,127.93000030517578
2016-04-07,127.0
2016-04-08,127.87999725341797
2016-04-11,127.91000366210938
2016-04-12,129.47000122070312
2016-04-13,131.13999938964844
2016-04-14,130.85000610351562
2016-04-15,131.1300048828125
2016-04-18,131.97000122070312
2016-04-19,132.67999267578125
2016-04-20,130.57000732421875
2016-04-21,130.74000549316406
2016-04-22,131.0500030517578
2016-04-25,130.75
2016-04-26,133.24000549316406
2016-04-27,137.0800018310547
2016-04-28,134.8000030517578
2016-04-29,134.8000030517578
2016-05-02,134.00999450683594
2016-05-03,132.49000549316406
2016-05-04,130.88999938964844
2016-05-05,132.0800018310547
2016-05-06,133.25999450683594
2016-05-09,132.10000610351562
2016-05-10,134.72000122070312
2016-05-11,133.0
2016-05-12,134.4199981689453
2016-05-13,132.1199951171875
2016-05-16,134.13999938964844
2016-05-17,132.55999755859375
2016-05-18,130.99000549316406
2016-05-19,128.0800018310547
2016-05-20,127.38999938964844
2016-05-23,127.58000183105469
2016-05-24,127.5
2016-05-25,128.86000061035156
2016-05-26,129.30999755859375
2016-05-27,129.22000122070312
2016-05-31,126.1500015258789
2016-06-01,126.41000366210938
2016-06-02,126.8499984741211
2016-06-03,127.37999725341797
2016-06-06,131.89999389648438
2016-06-07,131.92999267578125
2016-06-08,133.0
2016-06-09,133.10000610351562
2016-06-10,131.13999938964844
2016-06-13,129.9199981689453
2016-06-14,130.5
2016-06-15,130.16000366210938
2016-06-16,129.3699951171875
2016-06-17,129.82000732421875
2016-06-20,132.75
