Date,BA
2016-06-21,131.52000427246094
2016-06-22,131.77000427246094
2016-06-23,133.5500030517578
2016-06-24,126.5199966430664
2016-06-27,122.69999694824219
2016-06-28,123.88999938964844
2016-06-29,126.98999786376953
2016-06-30,129.8699951171875
2016-07-01,129.69000244140625
2016-07-05,126.97000122070312
2016-07-06,126.95999908447266
2016-07-07,127.16999816894531
2016-07-08,130.08999633789062
2016-07-11,132.0399932861328
2016-07-12,130.80999755859375
2016-07-13,130.11000061035156
2016-07-14,131.5500030517578
2016-07-15,132.38999938964844
2016-07-18,133.42999267578125
2016-07-19,134.66000366210938
2016-07-20,134.72000122070312
2016-07-21,133.52999877929688
2016-07-22,133.47000122070312
2016-07-25,132.94000244140625
2016-07-26,134.85000610351562
2016-07-27,135.9600067138672
2016-07-28,133.00999450683594
2016-07-29,133.66000366210938
2016-08-01,133.2100067138672
2016-08-02,131.60000610351562
2016-08-03,131.8699951171875
2016-08-04,131.2100067138672
2016-08-05,131.72999572753906
2016-08-08,132.19000244140625
2016-08-09,132.6199951171875
2016-08-10,132.27999877929688
2016-08-11,133.0
2016-08-12,133.10000610351562
2016-08-15,134.66000366210938
2016-08-16,135.0
2016-08-17,134.72000122070312
2016-08-18,135.0
2016-08-19,134.44000244140625
2016-08-22,134.99000549316406
2016-08-23,134.13999938964844
2016-08-24,133.2899932861328
2016-08-25,132.97999572753906
2016-08-26,132.22999572753906
2016-08-29,132.89999389648438
2016-08-30,130.80999755859375
2016-08-31,129.4499969482422
2016-09-01,129.89999389648438
2016-09-02,131.16000366210938
2016-09-06,132.99000549316406
2016-09-07,132.63999938964844
2016-09-08,132.89999389648438
2016-09-09,128.52999877929688
2016-09-12,130.1199951171875
2016-09-13,128.75999450683594
2016-09-14,127.66999816894531
2016-09-15,127.7699966430664
2016-09-16,126.69999694824219
2016-09-19,127.4800033569336
2016-09-20,127.79000091552734
2016-09-21,130.55999755859375
2016-09-22,131.8699951171875
2016-09-23,131.77999877929688
2016-09-26,130.57000732421875
2016-09-27,131.32000732421875
2016-09-28,132.22999572753906
2016-09-29,131.02999877929688
2016-09-30,131.74000549316406
2016-10-03,132.3800048828125
2016-10-04,132.25
2016-10-05,134.66000366210938
2016-10-06,134.4199981689453
2016-10-07,133.85000610351562
2016-10-10,135.83999633789062
2016-10-11,133.74000549316406
2016-10-12,133.16000366210938
2016-10-13,133.3800048828125
2016-10-14,133.5
2016-10-17,134.0
2016-10-18,135.10000610351562
2016-10-19,136.17999267578125
2016-10-20,135.83999633789062
2016-10-21,135.6300048828125
2016-10-24,137.4499969482422
2016-10-25,139.02000427246094
2016-10-26,145.5399932861328
2016-10-27,143.30999755859375
2016-10-28,143.00999450683594
2016-10-31,142.42999267578125
2016-11-01,142.41000366210938
2016-11-02,140.75
2016-11-03,140.02000427246094
2016-11-04,139.5399932861328
2016-11-07,143.02999877929688
2016-11-08,142.1999969482422
2016-11-09,145.08999633789062
2016-11-10,147.69000244140625
2016-11-11,148.52000427246094
2016-11-14,149.99000549316406
2016-11-15,148.11000061035156
2016-11-16,146.44000244140625
2016-11-17,145.3300018310547
2016-11-18,146.35000610351562
2016-11-21,147.02000427246094
2016-11-22,149.52000427246094
2016-11-23,149.74000549316406
2016-11-25,150.0399932861328
2016-11-28,149.77000427246094
2016-11-29,151.63999938964844
2016-11-30,150.55999755859375
2016-12-01,152.38999938964844
2016-12-02,152.25
2016-12-05,152.16000366210938
2016-12-06,152.24000549316406
2016-12-07,154.13999938964844
2016-12-08,155.38999938964844
2016-12-09,156.49000549316406
2016-12-12,157.16000366210938
2016-12-13,156.66000366210938
2016-12-14,154.47000122070312
2016-12-15,153.77000427246094
2016-12-16,154.5
2016-12-19,156.17999267578125
2016-12-20,156.38999938964844
2016-12-21,157.47999572753906
2016-12-22,157.4600067138672
2016-12-23,157.80999755859375
2016-12-27,157.47999572753906
2016-12-28,156.10000610351562
2016-12-29,155.69000244140625
2016-12-30,155.67999267578125
2017-01-03,156.97000122070312
2017-01-04,158.6199951171875
2017-01-05,158.7100067138672
2017-01-06,159.10000610351562
2017-01-09,158.32000732421875
2017-01-10,159.07000732421875
2017-01-11,159.39999389648438
2017-01-12,158.2899932861328
2017-01-13,158.8300018310547
2017-01-17,157.6699981689453
2017-01-18,158.32000732421875
2017-01-19,159.0
2017-01-20,159.52999877929688
2017-01-23,157.83999633789062
2017-01-24,160.5500030517578
2017-01-25,167.36000061035156
2017-01-26,169.1199951171875
2017-01-27,167.6999969482422
2017-01-30,165.57000732421875
2017-01-31,163.4199981689453
2017-02-01,163.97000122070312
2017-02-02,162.25999450683594
2017-02-03,162.39999389648438
2017-02-06,163.97999572753906
2017-02-07,166.5
2017-02-08,163.80999755859375
2017-02-09,164.27999877929688
2017-02-10,166.22999572753906
2017-02-13,168.02999877929688
2017-02-14,168.5
2017-02-15,169.3000030517578
2017-02-16,170.80999755859375
2017-02-17,172.7100067138672
2017-02-21,175.55999755859375
2017-02-22,175.36000061035156
2017-02-23,176.86000061035156
2017-02-24,177.44000244140625
2017-02-27,179.42999267578125
2017-02-28,180.22999572753906
2017-03-01,183.91000366210938
2017-03-02,182.99000549316406
2017-03-03,182.17999267578125
2017-03-06,180.92999267578125
2017-03-07,182.02000427246094
2017-03-08,181.74000549316406
2017-03-09,180.57000732421875
2017-03-10,178.6999969482422
2017-03-13,179.0500030517578
2017-03-14,178.72999572753906
2017-03-15,178.7100067138672
2017-03-16,178.19000244140625
2017-03-17,180.10000610351562
2017-03-20,179.38999938964844
2017-03-21,175.9600067138672
2017-03-22,176.97999572753906
2017-03-23,177.25999450683594
2017-03-24,175.82000732421875
2017-03-27,176.10000610351562
2017-03-28,177.36000061035156
2017-03-29,177.6300048828125
2017-03-30,177.97999572753906
2017-03-31,176.86000061035156
2017-04-03,176.64999389648438
2017-04-04,178.6999969482422
2017-04-05,177.0800018310547
2017-04-06,177.3699951171875
2017-04-07,178.85000610351562
2017-04-10,177.55999755859375
2017-04-11,178.57000732421875
2017-04-12,176.0500030517578
2017-04-13,175.6199951171875
2017-04-17,179.02000427246094
2017-04-18,177.85000610351562
2017-04-19,178.39999389648438
2017-04-20,179.3000030517578
2017-04-21,180.3800048828125
2017-04-24,182.05999755859375
2017-04-25,183.50999450683594
2017-04-26,181.7100067138672
2017-04-27,183.22000122070312
2017-04-28,184.8300018310547
2017-05-01,182.38999938964844
2017-05-02,183.44000244140625
2017-05-03,183.38999938964844
2017-05-04,183.07000732421875
2017-05-05,185.00999450683594
2017-05-08,186.02000427246094
2017-05-09,186.91000366210938
2017-05-10,183.17999267578125
2017-05-11,183.94000244140625
2017-05-12,183.25
2017-05-15,182.38999938964844
2017-05-16,182.6999969482422
2017-05-17,178.77999877929688
2017-05-18,177.39999389648438
2017-05-19,180.75999450683594
2017-05-22,183.6699981689453
2017-05-23,183.49000549316406
2017-05-24,185.25
2017-05-25,187.07000732421875
2017-05-26,186.58999633789062
2017-05-30,186.8800048828125
2017-05-31,187.6300048828125
2017-06-01,187.32000732421875
2017-06-02,190.22999572753906
2017-06-05,188.9499969482422
2017-06-06,186.75
2017-06-07,188.10000610351562
2017-06-08,189.92999267578125
2017-06-09,190.02999877929688
2017-06-12,190.0
2017-06-13,191.08999633789062
2017-06-14,192.3800048828125
2017-06-15,195.4499969482422
2017-06-16,196.44000244140625
2017-06-19,199.0800018310547
2017-06-20,198.3300018310547
2017-06-21,199.1699981689453
2017-06-22,199.44000244140625
2017-06-23,202.22999572753906
2017-06-26,199.97999572753906
2017-06-27,198.88999938964844
2017-06-28,199.6199951171875
2017-06-29,197.4600067138672
2017-06-30,197.75
2017-07-03,198.58999633789062
2017-07-05,201.80999755859375
2017-07-06,201.47999572753906
2017-07-07,202.3699951171875
2017-07-10,203.9600067138672
2017-07-11,206.27000427246094
2017-07-12,206.44000244140625
2017-07-13,206.22999572753906
2017-07-14,208.50999450683594
2017-07-17,209.0
2017-07-18,208.24000549316406
2017-07-19,210.8800048828125
2017-07-20,210.27999877929688
2017-07-21,212.13999938964844
2017-07-24,212.17999267578125
2017-07-25,212.4600067138672
2017-07-26,233.4499969482422
2017-07-27,241.0
2017-07-28,241.27000427246094
2017-07-31,242.4600067138672
2017-08-01,239.44000244140625
2017-08-02,237.9499969482422
2017-08-03,238.25
2017-08-04,237.7100067138672
2017-08-07,240.22999572753906
2017-08-08,239.5
2017-08-09,234.30999755859375
2017-08-10,232.8800048828125
2017-08-11,234.8800048828125
2017-08-14,237.14999389648438
2017-08-15,239.1699981689453
2017-08-16,237.58999633789062
2017-08-17,235.58999633789062
2017-08-18,235.77000427246094
2017-08-21,235.67999267578125
2017-08-22,239.75
2017-08-23,238.08999633789062
2017-08-24,238.74000549316406
2017-08-25,235.88999938964844
2017-08-28,237.17999267578125
2017-08-29,240.49000549316406
2017-08-30,240.4600067138672
2017-08-31,239.66000366210938
2017-09-01,240.3300018310547
2017-09-05,237.0
2017-09-06,234.6199951171875
2017-09-07,236.30999755859375
2017-09-08,238.77999877929688
2017-09-11,240.58999633789062
2017-09-12,240.5800018310547
2017-09-13,241.92999267578125
2017-09-14,245.22999572753906
2017-09-15,249.0
2017-09-18,253.0800018310547
2017-09-19,252.4600067138672
2017-09-20,255.4600067138672
2017-09-21,256.0400085449219
2017-09-22,256.45001220703125
2017-09-25,254.32000732421875
2017-09-26,253.6999969482422
2017-09-27,255.27999877929688
2017-09-28,254.27000427246094
2017-09-29,254.2100067138672
2017-10-02,255.99000549316406
2017-10-03,255.4600067138672
2017-10-04,255.75999450683594
2017-10-05,258.8900146484375
2017-10-06,258.5799865722656
2017-10-09,258.3900146484375
2017-10-10,260.92999267578125
2017-10-11,261.44000244140625
2017-10-12,261.9100036621094
2017-10-13,260.739990234375
2017-10-16,259.75
2017-10-17,258.6199951171875
2017-10-18,260.0400085449219
2017-10-19,259.0400085449219
2017-10-20,264.75
2017-10-23,262.32000732421875
2017-10-24,266.0
2017-10-25,258.4200134277344
2017-10-26,259.2699890136719
2017-10-27,256.4599914550781
2017-10-30,259.25
2017-10-31,257.9800109863281
2017-11-01,258.5
2017-11-02,262.6300048828125
2017-11-03,261.75
2017-11-06,264.07000732421875
2017-11-07,266.1300048828125
2017-11-08,265.57000732421875
2017-11-09,262.70001220703125
2017-11-10,260.8500061035156
2017-11-13,262.4200134277344
2017-11-14,261.760009765625
2017-11-15,262.8599853515625
2017-11-16,263.70001220703125
2017-11-17,262.260009765625
2017-11-20,264.6300048828125
2017-11-21,266.989990234375
2017-11-22,265.1499938964844
2017-11-24,265.8800048828125
2017-11-27,265.5799865722656
2017-11-28,267.989990234375
2017-11-29,269.29998779296875
2017-11-30,276.79998779296875
2017-12-01,271.3800048828125
2017-12-04,277.9700012207031
2017-12-05,275.5400085449219
2017-12-06,278.2699890136719
2017-12-07,281.9700012207031
2017-12-08,285.8999938964844
2017-12-11,283.1600036621094
2017-12-12,289.94000244140625
2017-12-13,291.8399963378906
2017-12-14,293.8800048828125
2017-12-15,293.94000244140625
2017-12-18,296.1400146484375
2017-12-19,297.25
2017-12-20,297.8999938964844
2017-12-21,295.0299987792969
2017-12-22,295.1000061035156
2017-12-26,295.3599853515625
2017-12-27,295.6199951171875
2017-12-28,296.3500061035156
2017-12-29,294.9100036621094
2018-01-02,296.8399963378906
2018-01-03,297.79998779296875
2018-01-04,296.6700134277344
2018-01-05,308.8399963378906
2018-01-08,310.1499938964844
2018-01-09,318.42999267578125
2018-01-10,320.260009765625
2018-01-11,328.1199951171875
2018-01-12,336.2099914550781
2018-01-16,335.1600036621094
2018-01-17,351.010009765625
2018-01-18,340.1600036621094
2018-01-19,337.7300109863281
2018-01-22,338.0
2018-01-23,335.5899963378906
2018-01-24,334.69000244140625
2018-01-25,343.1099853515625
2018-01-26,343.2200012207031
2018-01-29,340.82000732421875
2018-01-30,337.7099914550781
2018-01-31,354.3699951171875
2018-02-01,356.94000244140625
2018-02-02,348.9100036621094
2018-02-05,328.8800048828125
2018-02-06,340.9100036621094
2018-02-07,348.1199951171875
2018-02-08,329.6600036621094
2018-02-09,332.8299865722656
2018-02-12,343.79998779296875
2018-02-13,343.1600036621094
2018-02-14,344.8500061035156
2018-02-15,356.4599914550781
2018-02-16,355.0400085449219
2018-02-20,353.3500061035156
2018-02-21,352.3699951171875
2018-02-22,355.9200134277344
2018-02-23,356.6600036621094
2018-02-26,363.4800109863281
2018-02-27,364.6400146484375
2018-02-28,362.2099914550781
2018-03-01,349.69000244140625
2018-03-02,344.6700134277344
2018-03-05,352.75
2018-03-06,348.9200134277344
2018-03-07,347.0400085449219
2018-03-08,348.7300109863281
2018-03-09,354.5199890136719
2018-03-12,344.19000244140625
2018-03-13,338.6700134277344
2018-03-14,330.260009765625
2018-03-15,329.9800109863281
2018-03-16,330.4700012207031
2018-03-19,331.760009765625
2018-03-20,337.6300048828125
2018-03-21,337.1000061035156
2018-03-22,319.6099853515625
2018-03-23,321.0
2018-03-26,328.9700012207031
2018-03-27,321.1199951171875
2018-03-28,320.0199890136719
2018-03-29,327.8800048828125
2018-04-02,322.44000244140625
2018-04-03,330.82000732421875
2018-04-04,327.44000244140625
2018-04-05,336.3999938964844
2018-04-06,326.1199951171875
2018-04-09,322.4800109863281
2018-04-10,334.8299865722656
2018-04-11,327.3599853515625
2018-04-12,337.4800109863281
2018-04-13,329.2799987792969
2018-04-16,331.7699890136719
2018-04-17,336.7200012207031
2018-04-18,341.0
2018-04-19,340.6400146484375
2018-04-20,338.6700134277344
2018-04-23,338.8399963378906
2018-04-24,329.05999755859375
2018-04-25,342.8599853515625
2018-04-26,342.7900085449219
2018-04-27,340.8800048828125
2018-04-30,333.55999755859375
2018-05-01,329.5400085449219
2018-05-02,324.19000244140625
2018-05-03,330.69000244140625
2018-05-04,334.42999267578125
2018-05-07,340.42999267578125
2018-05-08,338.3699951171875
2018-05-09,344.5
2018-05-10,344.07000732421875
2018-05-11,342.4599914550781
2018-05-14,344.5899963378906
2018-05-15,342.1199951171875
2018-05-16,340.9700012207031
2018-05-17,344.1400146484375
2018-05-18,351.2300109863281
2018-05-21,363.9200134277344
2018-05-22,355.0199890136719
2018-05-23,359.2099914550781
2018-05-24,359.0
2018-05-25,360.0899963378906
2018-05-29,352.4800109863281
2018-05-30,358.19000244140625
2018-05-31,352.1600036621094
2018-06-01,356.7200012207031
2018-06-04,360.7300109863281
2018-06-05,360.1000061035156
2018-06-06,371.55999755859375
2018-06-07,368.5299987792969
2018-06-08,369.5
2018-06-11,370.94000244140625
2018-06-12,370.6199951171875
2018-06-13,363.8500061035156
2018-06-14,362.4200134277344
2018-06-15,357.8800048828125
2018-06-18,354.739990234375
2018-06-19,341.1199951171875
2018-06-20,342.69000244140625
2018-06-21,337.6600036621094
2018-06-22,338.9100036621094
2018-06-25,331.20001220703125
2018-06-26,331.29998779296875
2018-06-27,329.82000732421875
2018-06-28,334.6499938964844
2018-06-29,335.510009765625
2018-07-02,336.0799865722656
2018-07-03,332.92999267578125
2018-07-05,333.17999267578125
2018-07-06,334.6400146484375
2018-07-09,341.9200134277344
2018-07-10,347.1600036621094
2018-07-11,340.6000061035156
2018-07-12,346.0299987792969
2018-07-13,350.7900085449219
2018-07-16,356.1000061035156
2018-07-17,356.8800048828125
2018-07-18,360.2300109863281
2018-07-19,355.3299865722656
2018-07-20,354.8999938964844
2018-07-23,353.2699890136719
2018-07-24,358.2699890136719
2018-07-25,355.9200134277344
2018-07-26,359.32000732421875
2018-07-27,360.6499938964844
2018-07-30,351.05999755859375
2018-07-31,356.29998779296875
2018-08-01,352.760009765625
2018-08-02,349.7300109863281
2018-08-03,348.44000244140625
2018-08-06,346.57000732421875
2018-08-07,350.760009765625
2018-08-08,347.7799987792969
2018-08-09,343.7200012207031
2018-08-10,339.4100036621094
2018-08-13,338.3599853515625
2018-08-14,339.1400146484375
2018-08-15,331.760009765625
2018-08-16,345.9800109863281
2018-08-17,346.3999938964844
2018-08-20,350.739990234375
2018-08-21,353.7699890136719
2018-08-22,350.0299987792969
2018-08-23,347.4800109863281
2018-08-24,349.3800048828125
2018-08-27,353.739990234375
2018-08-28,351.2099914550781
2018-08-29,350.19000244140625
2018-08-30,346.8999938964844
2018-08-31,342.7900085449219
2018-09-04,346.25
2018-09-05,346.67999267578125
2018-09-06,351.2699890136719
2018-09-07,349.2799987792969
2018-09-10,341.8599853515625
2018-09-11,345.25
2018-09-12,353.4100036621094
2018-09-13,355.4599914550781
2018-09-14,359.79998779296875
2018-09-17,355.9599914550781
2018-09-18,363.5799865722656
2018-09-19,365.2200012207031
2018-09-20,367.4599914550781
2018-09-21,372.2300109863281
2018-09-24,367.989990234375
2018-09-25,367.2300109863281
2018-09-26,365.0299987792969
2018-09-27,367.3900146484375
2018-09-28,371.8999938964844
2018-10-01,382.2900085449219
2018-10-02,386.3699951171875
2018-10-03,392.29998779296875
2018-10-04,389.989990234375
2018-10-05,386.4700012207031
2018-10-08,385.7699890136719
2018-10-09,385.44000244140625
2018-10-10,367.4700012207031
2018-10-11,358.1099853515625
2018-10-12,360.1099853515625
2018-10-15,358.8800048828125
2018-10-16,368.25
2018-10-17,365.5
2018-10-18,359.3500061035156
2018-10-19,356.260009765625
2018-10-22,355.9800109863281
2018-10-23,350.04998779296875
2018-10-24,354.6499938964844
2018-10-25,363.7699890136719
2018-10-26,359.2699890136719
2018-10-29,335.5899963378906
2018-10-30,349.9100036621094
2018-10-31,354.8599853515625
2018-11-01,363.07000732421875
2018-11-02,357.75
2018-11-05,361.9800109863281
2018-11-06,366.4700012207031
2018-11-07,372.0199890136719
2018-11-08,370.7699890136719
2018-11-09,369.3399963378906
2018-11-12,357.0299987792969
2018-11-13,349.510009765625
2018-11-14,344.7200012207031
2018-11-15,341.57000732421875
2018-11-16,335.95001220703125
2018-11-19,320.94000244140625
2018-11-20,317.70001220703125
2018-11-21,317.32000732421875
2018-11-23,312.32000732421875
2018-11-26,316.3599853515625
2018-11-27,318.0299987792969
2018-11-28,333.5
2018-11-29,342.55999755859375
2018-11-30,346.760009765625
2018-12-03,359.9599914550781
2018-12-04,342.5
2018-12-06,331.8999938964844
2018-12-07,323.2200012207031
2018-12-10,326.3500061035156
2018-12-11,322.0299987792969
2018-12-12,326.69000244140625
2018-12-13,325.4700012207031
2018-12-14,318.75
2018-12-17,316.1300048828125
2018-12-18,328.05999755859375
2018-12-19,319.54998779296875
2018-12-20,313.04998779296875
2018-12-21,304.54998779296875
2018-12-24,294.1600036621094
2018-12-26,313.92999267578125
2018-12-27,317.1400146484375
2018-12-28,316.3800048828125
2018-12-31,322.5
2019-01-02,323.80999755859375
2019-01-03,310.8999938964844
2019-01-04,327.0799865722656
2019-01-07,328.1099853515625
2019-01-08,340.5299987792969
2019-01-09,343.8299865722656
2019-01-10,352.6099853515625
2019-01-11,352.8999938964844
2019-01-14,350.3599853515625
2019-01-15,352.239990234375
2019-01-16,352.05999755859375
2019-01-17,359.0899963378906
2019-01-18,364.7300109863281
2019-01-22,357.8999938964844
2019-01-23,358.6099853515625
2019-01-24,358.2699890136719
2019-01-25,364.20001220703125
2019-01-28,362.9700012207031
2019-01-29,364.9100036621094
2019-01-30,387.7200012207031
2019-01-31,385.6199951171875
2019-02-01,387.42999267578125
2019-02-04,397.0
2019-02-05,410.17999267578125
2019-02-06,411.1099853515625
2019-02-07,405.1700134277344
2019-02-08,404.9100036621094
2019-02-11,403.95001220703125
2019-02-12,410.7200012207031
2019-02-13,410.5799865722656
2019-02-14,409.82000732421875
2019-02-15,417.9700012207031
2019-02-19,416.260009765625
2019-02-20,421.54998779296875
2019-02-21,417.5799865722656
2019-02-22,424.04998779296875
2019-02-25,426.8699951171875
2019-02-26,426.7699890136719
2019-02-27,435.44000244140625
2019-02-28,439.9599914550781
2019-03-01,440.6199951171875
2019-03-04,432.69000244140625
2019-03-05,430.1199951171875
2019-03-06,424.4599914550781
2019-03-07,422.55999755859375
2019-03-08,422.5400085449219
2019-03-11,400.010009765625
2019-03-12,375.4100036621094
2019-03-13,377.1400146484375
2019-03-14,373.29998779296875
2019-03-15,378.989990234375
2019-03-18,372.2799987792969
2019-03-19,373.42999267578125
2019-03-20,376.1600036621094
2019-03-21,372.70001220703125
2019-03-22,362.1700134277344
2019-03-25,370.4599914550781
2019-03-26,370.3800048828125
2019-03-27,374.2099914550781
2019-03-28,374.44000244140625
2019-03-29,381.4200134277344
2019-04-01,391.5400085449219
2019-04-02,390.75
2019-04-03,384.739990234375
2019-04-04,395.8599853515625
2019-04-05,391.92999267578125
2019-04-08,374.5199890136719
2019-04-09,369.0400085449219
2019-04-10,364.94000244140625
