Date,RCL
2015-07-01,79.0
2015-07-02,78.77999877929688
2015-07-06,78.4000015258789
2015-07-07,80.0
2015-07-08,78.47000122070312
2015-07-09,78.51000213623047
2015-07-10,82.41000366210938
2015-07-13,83.13999938964844
2015-07-14,83.62000274658203
2015-07-15,83.58999633789062
2015-07-16,84.94999694824219
2015-07-17,84.27999877929688
2015-07-20,84.75
2015-07-21,84.5999984741211
2015-07-22,84.9000015258789
2015-07-23,83.16999816894531
2015-07-24,82.5999984741211
2015-07-27,81.69000244140625
2015-07-28,82.69999694824219
2015-07-29,83.91000366210938
2015-07-30,82.73999786376953
2015-07-31,89.8499984741211
2015-08-03,90.58999633789062
2015-08-04,89.1500015258789
2015-08-05,89.94999694824219
2015-08-06,90.0
2015-08-07,91.19000244140625
2015-08-10,92.04000091552734
2015-08-11,90.9000015258789
2015-08-12,89.70999908447266
2015-08-13,90.08000183105469
2015-08-14,89.88999938964844
2015-08-17,90.4800033569336
2015-08-18,90.38999938964844
2015-08-19,90.04000091552734
2015-08-20,87.29000091552734
2015-08-21,85.70999908447266
2015-08-24,83.98999786376953
2015-08-25,85.05999755859375
2015-08-26,88.9000015258789
2015-08-27,89.70999908447266
2015-08-28,88.86000061035156
2015-08-31,88.16000366210938
2015-09-01,86.30000305175781
2015-09-02,89.1500015258789
2015-09-03,89.29000091552734
2015-09-04,88.54000091552734
2015-09-08,91.54000091552734
2015-09-09,91.8499984741211
2015-09-10,92.30999755859375
2015-09-11,92.86000061035156
2015-09-14,93.63999938964844
2015-09-15,95.69000244140625
2015-09-16,96.70999908447266
2015-09-17,96.47000122070312
2015-09-18,95.48999786376953
2015-09-21,97.19999694824219
2015-09-22,92.4000015258789
2015-09-23,93.72000122070312
2015-09-24,91.55999755859375
2015-09-25,91.06999969482422
2015-09-28,87.33999633789062
2015-09-29,85.8499984741211
2015-09-30,89.08999633789062
2015-10-01,89.87999725341797
2015-10-02,91.25
2015-10-05,93.38999938964844
2015-10-06,90.30999755859375
2015-10-07,91.08999633789062
2015-10-08,91.91999816894531
2015-10-09,92.5
2015-10-12,92.9000015258789
2015-10-13,91.79000091552734
2015-10-14,87.0999984741211
2015-10-15,90.95999908447266
2015-10-16,91.81999969482422
2015-10-19,93.91000366210938
2015-10-20,93.95999908447266
2015-10-21,93.37000274658203
2015-10-22,94.69999694824219
2015-10-23,97.98999786376953
2015-10-26,98.7300033569336
2015-10-27,99.76000213623047
2015-10-28,97.56999969482422
2015-10-29,97.95999908447266
2015-10-30,98.3499984741211
2015-11-02,98.37000274658203
2015-11-03,96.66000366210938
2015-11-04,97.94999694824219
2015-11-05,99.23999786376953
2015-11-06,99.41000366210938
2015-11-09,97.7699966430664
2015-11-10,98.75
2015-11-11,98.1500015258789
2015-11-12,97.72000122070312
2015-11-13,95.5
2015-11-16,94.36000061035156
2015-11-17,93.81999969482422
2015-11-18,94.16999816894531
2015-11-19,94.3499984741211
2015-11-20,94.0199966430664
2015-11-23,94.93000030517578
2015-11-24,92.0199966430664
2015-11-25,92.66000366210938
2015-11-27,92.5
2015-11-30,92.61000061035156
2015-12-01,94.37999725341797
2015-12-02,94.75
2015-12-03,91.5
2015-12-04,94.2699966430664
2015-12-07,93.6500015258789
2015-12-08,93.43000030517578
2015-12-09,92.8499984741211
2015-12-10,94.2300033569336
2015-12-11,91.91000366210938
2015-12-14,92.2699966430664
