Date,COST
2015-07-01,136.49000549316406
2015-07-02,136.38999938964844
2015-07-06,135.8800048828125
2015-07-07,140.5
2015-07-08,139.89999389648438
2015-07-09,139.4499969482422
2015-07-10,142.72000122070312
2015-07-13,144.05999755859375
2015-07-14,143.92999267578125
2015-07-15,143.6300048828125
2015-07-16,144.3300018310547
2015-07-17,144.67999267578125
2015-07-20,145.0399932861328
2015-07-21,144.94000244140625
2015-07-22,146.3800048828125
2015-07-23,145.60000610351562
2015-07-24,144.99000549316406
2015-07-27,144.25
2015-07-28,144.5500030517578
2015-07-29,145.3800048828125
2015-07-30,145.3000030517578
2015-07-31,145.3000030517578
2015-08-03,145.52000427246094
2015-08-04,144.83999633789062
2015-08-05,146.88999938964844
2015-08-06,146.44000244140625
2015-08-07,145.25999450683594
2015-08-10,146.25
2015-08-11,145.88999938964844
2015-08-12,146.49000549316406
2015-08-13,145.27000427246094
2015-08-14,146.08999633789062
2015-08-17,146.08999633789062
2015-08-18,145.6300048828125
2015-08-19,145.1699981689453
2015-08-20,143.7100067138672
2015-08-21,138.99000549316406
2015-08-24,132.97000122070312
2015-08-25,132.7100067138672
2015-08-26,138.16000366210938
2015-08-27,140.2100067138672
2015-08-28,139.9499969482422
2015-08-31,140.0500030517578
2015-09-01,138.3000030517578
2015-09-02,140.4199981689453
2015-09-03,140.47999572753906
2015-09-04,138.47999572753906
2015-09-08,141.42999267578125
2015-09-09,139.67999267578125
2015-09-10,140.00999450683594
2015-09-11,141.0500030517578
2015-09-14,141.14999389648438
2015-09-15,142.42999267578125
2015-09-16,143.61000061035156
2015-09-17,143.35000610351562
2015-09-18,141.80999755859375
2015-09-21,143.2100067138672
2015-09-22,142.64999389648438
2015-09-23,145.42999267578125
2015-09-24,144.8699951171875
2015-09-25,145.5500030517578
2015-09-28,143.5500030517578
2015-09-29,143.72000122070312
2015-09-30,144.57000732421875
2015-10-01,144.55999755859375
2015-10-02,145.86000061035156
2015-10-05,148.07000732421875
2015-10-06,148.41000366210938
2015-10-07,147.9600067138672
2015-10-08,151.66000366210938
2015-10-09,153.97000122070312
2015-10-12,153.6300048828125
2015-10-13,152.27999877929688
2015-10-14,149.83999633789062
2015-10-15,151.77000427246094
2015-10-16,152.05999755859375
2015-10-19,153.22000122070312
2015-10-20,154.55999755859375
2015-10-21,155.2100067138672
2015-10-22,158.14999389648438
2015-10-23,155.74000549316406
2015-10-26,156.72999572753906
2015-10-27,157.75999450683594
2015-10-28,157.75999450683594
2015-10-29,158.27999877929688
