Date,MCK
2015-07-01,225.77999877929688
2015-07-02,224.25999450683594
2015-07-06,224.5800018310547
2015-07-07,228.22999572753906
2015-07-08,224.52000427246094
2015-07-09,226.89999389648438
2015-07-10,229.55999755859375
2015-07-13,231.42999267578125
2015-07-14,233.8300018310547
2015-07-15,234.44000244140625
2015-07-16,235.02000427246094
2015-07-17,234.4600067138672
2015-07-20,234.5500030517578
2015-07-21,232.49000549316406
2015-07-22,235.1300048828125
2015-07-23,229.47999572753906
2015-07-24,226.66000366210938
2015-07-27,224.75999450683594
2015-07-28,226.74000549316406
2015-07-29,226.85000610351562
2015-07-30,217.36000061035156
2015-07-31,220.57000732421875
2015-08-03,223.47999572753906
2015-08-04,222.91000366210938
2015-08-05,223.39999389648438
2015-08-06,218.38999938964844
2015-08-07,216.13999938964844
2015-08-10,217.33999633789062
2015-08-11,215.52000427246094
2015-08-12,215.17999267578125
2015-08-13,214.2899932861328
2015-08-14,215.27999877929688
2015-08-17,216.2899932861328
2015-08-18,215.50999450683594
2015-08-19,215.50999450683594
2015-08-20,210.49000549316406
2015-08-21,202.52999877929688
2015-08-24,197.8000030517578
2015-08-25,188.44000244140625
2015-08-26,197.88999938964844
2015-08-27,198.8699951171875
2015-08-28,200.8000030517578
2015-08-31,197.5800018310547
2015-09-01,195.77999877929688
2015-09-02,197.0
2015-09-03,194.97000122070312
2015-09-04,192.82000732421875
2015-09-08,195.38999938964844
2015-09-09,192.85000610351562
2015-09-10,195.11000061035156
2015-09-11,197.63999938964844
2015-09-14,196.61000061035156
2015-09-15,200.41000366210938
2015-09-16,204.24000549316406
2015-09-17,204.6999969482422
2015-09-18,203.72999572753906
2015-09-21,201.3000030517578
2015-09-22,198.97999572753906
2015-09-23,198.22000122070312
2015-09-24,197.24000549316406
2015-09-25,192.22999572753906
2015-09-28,184.25999450683594
2015-09-29,184.77000427246094
2015-09-30,185.02999877929688
2015-10-01,186.07000732421875
2015-10-02,186.5399932861328
2015-10-05,189.7100067138672
2015-10-06,184.0
2015-10-07,184.97999572753906
2015-10-08,186.2899932861328
2015-10-09,189.9499969482422
2015-10-12,190.61000061035156
2015-10-13,191.91000366210938
2015-10-14,189.77999877929688
2015-10-15,193.75
2015-10-16,195.2100067138672
2015-10-19,194.85000610351562
2015-10-20,189.3300018310547
2015-10-21,186.6199951171875
2015-10-22,181.44000244140625
2015-10-23,186.9600067138672
2015-10-26,189.5399932861328
2015-10-27,181.67999267578125
2015-10-28,182.41000366210938
2015-10-29,186.25
2015-10-30,178.8000030517578
2015-11-02,180.63999938964844
2015-11-03,183.3699951171875
2015-11-04,181.89999389648438
2015-11-05,185.94000244140625
2015-11-06,183.75
2015-11-09,183.1300048828125
2015-11-10,184.66000366210938
2015-11-11,183.47000122070312
2015-11-12,180.10000610351562
2015-11-13,179.88999938964844
2015-11-16,182.35000610351562
2015-11-17,185.47999572753906
2015-11-18,189.27000427246094
2015-11-19,185.36000061035156
2015-11-20,189.67999267578125
2015-11-23,189.6999969482422
2015-11-24,189.8000030517578
2015-11-25,189.57000732421875
2015-11-27,190.36000061035156
2015-11-30,189.35000610351562
2015-12-01,191.25
2015-12-02,189.99000549316406
2015-12-03,190.3000030517578
2015-12-04,190.5399932861328
2015-12-07,188.97999572753906
2015-12-08,188.91000366210938
2015-12-09,187.05999755859375
2015-12-10,190.47999572753906
2015-12-11,190.2100067138672
2015-12-14,190.5800018310547
2015-12-15,187.14999389648438
2015-12-16,190.72000122070312
2015-12-17,190.02000427246094
2015-12-18,193.39999389648438
2015-12-21,195.3000030517578
2015-12-22,197.3000030517578
2015-12-23,200.5
2015-12-24,199.41000366210938
2015-12-28,200.27000427246094
2015-12-29,200.32000732421875
2015-12-30,198.74000549316406
2015-12-31,197.22999572753906
2016-01-04,194.6699981689453
2016-01-05,195.5
2016-01-06,193.10000610351562
2016-01-07,187.80999755859375
2016-01-08,182.38999938964844
2016-01-11,163.5500030517578
2016-01-12,164.00999450683594
2016-01-13,157.83999633789062
2016-01-14,164.77999877929688
2016-01-15,165.0
2016-01-19,169.44000244140625
2016-01-20,170.0
2016-01-21,170.4499969482422
2016-01-22,170.17999267578125
2016-01-25,170.1699981689453
2016-01-26,170.99000549316406
2016-01-27,166.9199981689453
2016-01-28,160.1199951171875
2016-01-29,160.97999572753906
2016-02-01,159.27000427246094
2016-02-02,155.0
2016-02-03,152.3699951171875
2016-02-04,153.80999755859375
2016-02-05,154.36000061035156
2016-02-08,151.4600067138672
2016-02-09,150.3800048828125
2016-02-10,152.99000549316406
2016-02-11,150.02999877929688
2016-02-12,151.02999877929688
2016-02-16,152.58999633789062
2016-02-17,155.57000732421875
2016-02-18,155.9600067138672
2016-02-19,154.27000427246094
2016-02-22,156.42999267578125
2016-02-23,153.99000549316406
2016-02-24,154.6699981689453
2016-02-25,155.3699951171875
2016-02-26,156.77999877929688
2016-02-29,155.6199951171875
2016-03-01,156.64999389648438
2016-03-02,158.69000244140625
2016-03-03,162.6999969482422
2016-03-04,162.77000427246094
2016-03-07,163.0399932861328
2016-03-08,158.8000030517578
2016-03-09,161.8800048828125
2016-03-10,161.1199951171875
2016-03-11,166.39999389648438
2016-03-14,164.99000549316406
2016-03-15,157.3000030517578
2016-03-16,156.0
2016-03-17,151.69000244140625
2016-03-18,158.30999755859375
2016-03-21,156.86000061035156
2016-03-22,156.61000061035156
2016-03-23,155.02999877929688
2016-03-24,157.2899932861328
2016-03-28,156.52999877929688
2016-03-29,158.8699951171875
2016-03-30,157.72999572753906
2016-03-31,157.25
2016-04-01,157.41000366210938
2016-04-04,158.2100067138672
2016-04-05,154.69000244140625
2016-04-06,163.2100067138672
2016-04-07,161.25
2016-04-08,162.1999969482422
2016-04-11,162.3800048828125
2016-04-12,164.3300018310547
2016-04-13,167.5
2016-04-14,168.58999633789062
2016-04-15,172.77000427246094
2016-04-18,174.0
2016-04-19,175.83999633789062
2016-04-20,177.5399932861328
2016-04-21,178.02999877929688
2016-04-22,178.25
2016-04-25,177.16000366210938
2016-04-26,177.1699981689453
2016-04-27,177.92999267578125
2016-04-28,169.3300018310547
2016-04-29,167.82000732421875
2016-05-02,168.42999267578125
2016-05-03,168.14999389648438
2016-05-04,165.00999450683594
2016-05-05,172.6999969482422
2016-05-06,168.86000061035156
2016-05-09,172.22000122070312
2016-05-10,170.30999755859375
2016-05-11,168.88999938964844
2016-05-12,167.3000030517578
2016-05-13,165.92999267578125
2016-05-16,172.52999877929688
2016-05-17,173.50999450683594
2016-05-18,179.88999938964844
2016-05-19,180.9600067138672
2016-05-20,182.2899932861328
2016-05-23,178.64999389648438
2016-05-24,182.77000427246094
2016-05-25,182.9199981689453
2016-05-26,179.57000732421875
2016-05-27,181.22000122070312
2016-05-31,183.13999938964844
2016-06-01,184.80999755859375
2016-06-02,187.7899932861328
2016-06-03,186.4600067138672
2016-06-06,187.1699981689453
2016-06-07,184.97000122070312
2016-06-08,187.74000549316406
