Date,LIN
2018-07-02,158.27999877929688
2018-07-03,157.17999267578125
2018-07-05,161.8800048828125
2018-07-06,164.0399932861328
2018-07-09,164.80999755859375
2018-07-10,166.47000122070312
2018-07-11,164.05999755859375
2018-07-12,165.88999938964844
2018-07-13,166.8000030517578
2018-07-16,167.0399932861328
2018-07-17,166.86000061035156
2018-07-18,165.02999877929688
2018-07-19,165.25999450683594
2018-07-20,165.5800018310547
2018-07-23,161.89999389648438
2018-07-24,163.33999633789062
2018-07-25,165.80999755859375
2018-07-26,166.4499969482422
2018-07-27,166.42999267578125
2018-07-30,165.33999633789062
2018-07-31,167.5
2018-08-01,165.47999572753906
2018-08-02,163.9199981689453
2018-08-03,164.2100067138672
2018-08-06,157.9600067138672
2018-08-07,157.02999877929688
2018-08-08,157.0500030517578
2018-08-09,157.14999389648438
2018-08-10,154.7899932861328
2018-08-13,154.32000732421875
2018-08-14,155.33999633789062
2018-08-15,154.6300048828125
2018-08-16,154.52999877929688
2018-08-17,156.0399932861328
2018-08-20,158.2899932861328
2018-08-21,158.32000732421875
2018-08-22,155.02000427246094
2018-08-23,154.89999389648438
2018-08-24,156.2100067138672
2018-08-27,158.0500030517578
2018-08-28,158.35000610351562
2018-08-29,159.5
2018-08-30,157.88999938964844
2018-08-31,158.19000244140625
2018-09-04,156.17999267578125
2018-09-05,156.13999938964844
2018-09-06,156.6699981689453
2018-09-07,155.02999877929688
2018-09-10,155.8699951171875
2018-09-11,157.0800018310547
2018-09-12,156.60000610351562
2018-09-13,159.19000244140625
2018-09-14,156.99000549316406
2018-09-17,158.02000427246094
2018-09-18,158.1699981689453
2018-09-19,164.3699951171875
2018-09-20,166.2100067138672
2018-09-21,166.5
2018-09-24,164.0
2018-09-25,163.05999755859375
2018-09-26,162.5800018310547
2018-09-27,162.3300018310547
2018-09-28,160.72999572753906
2018-10-01,168.8699951171875
2018-10-02,169.02999877929688
2018-10-03,167.57000732421875
2018-10-04,165.8300018310547
2018-10-05,164.24000549316406
2018-10-08,164.30999755859375
2018-10-09,161.17999267578125
2018-10-10,158.00999450683594
2018-10-11,154.25999450683594
2018-10-12,156.24000549316406
2018-10-15,156.7899932861328
2018-10-16,160.6699981689453
2018-10-17,159.7899932861328
2018-10-18,161.36000061035156
2018-10-19,159.85000610351562
2018-10-22,166.8800048828125
2018-10-23,164.1699981689453
2018-10-24,161.22999572753906
2018-10-25,165.0
2018-10-26,164.94000244140625
2018-10-29,165.49000549316406
2018-10-30,164.5
2018-10-31,165.47000122070312
2018-11-01,162.0
2018-11-02,159.83999633789062
2018-11-05,161.99000549316406
2018-11-06,165.52999877929688
2018-11-07,166.85000610351562
2018-11-08,165.3000030517578
2018-11-09,161.52000427246094
2018-11-12,159.22000122070312
2018-11-13,156.92999267578125
2018-11-14,153.36000061035156
2018-11-15,155.17999267578125
2018-11-16,158.0800018310547
2018-11-19,159.5
2018-11-20,157.8699951171875
2018-11-21,159.05999755859375
2018-11-23,156.19000244140625
2018-11-26,157.32000732421875
2018-11-27,152.5500030517578
2018-11-28,156.2899932861328
2018-11-29,159.30999755859375
2018-11-30,159.0500030517578
2018-12-03,164.35000610351562
2018-12-04,160.8300018310547
2018-12-06,155.97999572753906
2018-12-07,152.72000122070312
2018-12-10,156.91000366210938
2018-12-11,157.4600067138672
2018-12-12,160.5500030517578
2018-12-13,158.08999633789062
2018-12-14,156.92999267578125
2018-12-17,157.3300018310547
2018-12-18,157.61000061035156
2018-12-19,155.8300018310547
2018-12-20,154.0500030517578
2018-12-21,153.11000061035156
2018-12-24,148.1300048828125
2018-12-26,152.74000549316406
2018-12-27,156.41000366210938
2018-12-28,156.30999755859375
2018-12-31,156.0399932861328
2019-01-02,157.1999969482422
2019-01-03,152.2899932861328
2019-01-04,156.6300048828125
2019-01-07,156.49000549316406
2019-01-08,158.14999389648438
2019-01-09,158.4600067138672
2019-01-10,161.85000610351562
2019-01-11,160.2100067138672
2019-01-14,158.02000427246094
2019-01-15,157.22999572753906
2019-01-16,157.24000549316406
2019-01-17,157.25999450683594
2019-01-18,160.7899932861328
2019-01-22,160.83999633789062
2019-01-23,158.92999267578125
2019-01-24,157.3699951171875
2019-01-25,158.83999633789062
2019-01-28,158.2100067138672
2019-01-29,161.22000122070312
2019-01-30,162.9199981689453
2019-01-31,163.00999450683594
2019-02-01,165.75999450683594
2019-02-04,163.5
2019-02-05,164.99000549316406
2019-02-06,163.4199981689453
2019-02-07,160.69000244140625
2019-02-08,161.22000122070312
2019-02-11,161.35000610351562
2019-02-12,167.52999877929688
2019-02-13,167.3800048828125
2019-02-14,166.5
2019-02-15,168.5399932861328
2019-02-19,167.86000061035156
2019-02-20,170.3000030517578
2019-02-21,171.39999389648438
2019-02-22,173.5
2019-02-25,174.6199951171875
2019-02-26,173.91000366210938
2019-02-27,174.5
2019-02-28,173.24000549316406
2019-03-01,168.3800048828125
2019-03-04,168.6999969482422
2019-03-05,168.44000244140625
2019-03-06,169.1300048828125
2019-03-07,167.47000122070312
2019-03-08,169.4600067138672
2019-03-11,171.27999877929688
2019-03-12,172.32000732421875
2019-03-13,174.38999938964844
2019-03-14,174.2100067138672
2019-03-15,176.42999267578125
2019-03-18,174.5500030517578
2019-03-19,173.5800018310547
2019-03-20,176.6300048828125
2019-03-21,175.10000610351562
2019-03-22,169.86000061035156
2019-03-25,170.0
2019-03-26,170.97999572753906
2019-03-27,169.47999572753906
2019-03-28,173.6999969482422
2019-03-29,175.92999267578125
2019-04-01,176.5800018310547
2019-04-02,178.02000427246094
2019-04-03,182.74000549316406
2019-04-04,183.89999389648438
2019-04-05,184.6199951171875
2019-04-08,184.83999633789062
2019-04-09,182.89999389648438
2019-04-10,181.02000427246094
2019-04-11,179.85000610351562
2019-04-12,180.35000610351562
2019-04-15,180.13999938964844
2019-04-16,180.6199951171875
2019-04-17,179.91000366210938
2019-04-18,180.39999389648438
2019-04-22,178.89999389648438
2019-04-23,179.3300018310547
2019-04-24,177.6199951171875
2019-04-25,176.27999877929688
2019-04-26,178.25999450683594
2019-04-29,177.10000610351562
2019-04-30,180.25999450683594
2019-05-01,178.2899932861328
2019-05-02,180.49000549316406
2019-05-03,180.9600067138672
2019-05-06,178.6300048828125
2019-05-07,174.57000732421875
2019-05-08,176.5399932861328
2019-05-09,173.35000610351562
2019-05-10,181.58999633789062
2019-05-13,180.67999267578125
2019-05-14,180.9199981689453
2019-05-15,180.86000061035156
2019-05-16,187.64999389648438
2019-05-17,189.0
2019-05-20,185.25999450683594
2019-05-21,187.27000427246094
2019-05-22,188.24000549316406
2019-05-23,185.0800018310547
2019-05-24,187.86000061035156
2019-05-28,184.30999755859375
2019-05-29,183.00999450683594
2019-05-30,183.41000366210938
2019-05-31,180.5500030517578
2019-06-03,187.27999877929688
2019-06-04,191.35000610351562
2019-06-05,192.75
2019-06-06,197.35000610351562
2019-06-07,200.0500030517578
2019-06-10,200.4199981689453
2019-06-11,200.7899932861328
2019-06-12,201.69000244140625
2019-06-13,202.74000549316406
2019-06-14,202.7100067138672
2019-06-17,201.25999450683594
2019-06-18,204.02000427246094
2019-06-19,200.58999633789062
2019-06-20,202.33999633789062
2019-06-21,202.1300048828125
2019-06-24,203.3800048828125
2019-06-25,202.8000030517578
2019-06-26,200.60000610351562
2019-06-27,199.52999877929688
2019-06-28,200.8000030517578
2019-07-01,203.0
2019-07-02,203.5399932861328
2019-07-03,203.61000061035156
2019-07-05,202.42999267578125
2019-07-08,201.6699981689453
2019-07-09,200.97000122070312
2019-07-10,201.77000427246094
2019-07-11,202.80999755859375
2019-07-12,203.97999572753906
2019-07-15,204.07000732421875
2019-07-16,202.58999633789062
2019-07-17,201.82000732421875
2019-07-18,203.63999938964844
