Date,A
2015-07-01,39.2599983215332
2015-07-02,39.58000183105469
2015-07-06,39.36000061035156
2015-07-07,39.790000915527344
2015-07-08,38.75
2015-07-09,38.91999816894531
2015-07-10,39.400001525878906
2015-07-13,39.959999084472656
2015-07-14,40.4900016784668
2015-07-15,40.130001068115234
2015-07-16,40.34000015258789
2015-07-17,39.95000076293945
2015-07-20,40.060001373291016
2015-07-21,39.56999969482422
2015-07-22,40.33000183105469
2015-07-23,40.25
2015-07-24,39.310001373291016
2015-07-27,39.61000061035156
2015-07-28,40.45000076293945
2015-07-29,40.400001525878906
2015-07-30,40.970001220703125
2015-07-31,40.95000076293945
2015-08-03,41.0
2015-08-04,40.619998931884766
2015-08-05,40.720001220703125
2015-08-06,40.119998931884766
2015-08-07,39.9900016784668
2015-08-10,40.470001220703125
2015-08-11,39.41999816894531
2015-08-12,38.88999938964844
2015-08-13,38.560001373291016
2015-08-14,38.650001525878906
2015-08-17,38.81999969482422
2015-08-18,39.02000045776367
2015-08-19,38.400001525878906
2015-08-20,37.5099983215332
2015-08-21,36.22999954223633
2015-08-24,34.68000030517578
2015-08-25,34.36000061035156
2015-08-26,35.619998931884766
2015-08-27,36.63999938964844
2015-08-28,36.5099983215332
2015-08-31,36.310001373291016
2015-09-01,34.75
2015-09-02,35.529998779296875
2015-09-03,35.75
2015-09-04,35.060001373291016
2015-09-08,36.209999084472656
2015-09-09,35.540000915527344
2015-09-10,35.86000061035156
2015-09-11,35.959999084472656
2015-09-14,35.54999923706055
2015-09-15,36.150001525878906
2015-09-16,36.52000045776367
2015-09-17,36.400001525878906
2015-09-18,35.7400016784668
2015-09-21,35.689998626708984
2015-09-22,35.04999923706055
2015-09-23,34.95000076293945
2015-09-24,34.54999923706055
2015-09-25,34.45000076293945
2015-09-28,33.369998931884766
2015-09-29,33.7400016784668
2015-09-30,34.33000183105469
2015-10-01,33.7400016784668
2015-10-02,34.66999816894531
2015-10-05,35.34000015258789
2015-10-06,34.900001525878906
2015-10-07,35.540000915527344
2015-10-08,36.0099983215332
2015-10-09,36.22999954223633
2015-10-12,35.9900016784668
2015-10-13,35.630001068115234
2015-10-14,35.04999923706055
2015-10-15,35.58000183105469
2015-10-16,35.779998779296875
2015-10-19,36.22999954223633
2015-10-20,36.31999969482422
2015-10-21,35.900001525878906
2015-10-22,36.09000015258789
2015-10-23,37.11000061035156
2015-10-26,36.83000183105469
2015-10-27,37.04999923706055
2015-10-28,37.52000045776367
2015-10-29,37.70000076293945
2015-10-30,37.7599983215332
2015-11-02,38.59000015258789
2015-11-03,38.27000045776367
2015-11-04,38.34000015258789
2015-11-05,38.29999923706055
2015-11-06,38.13999938964844
2015-11-09,37.91999816894531
2015-11-10,37.97999954223633
2015-11-11,37.65999984741211
2015-11-12,37.4900016784668
2015-11-13,36.77000045776367
2015-11-16,37.33000183105469
2015-11-17,38.380001068115234
2015-11-18,39.34000015258789
2015-11-19,38.5
2015-11-20,39.279998779296875
2015-11-23,40.029998779296875
2015-11-24,40.66999816894531
2015-11-25,41.34000015258789
2015-11-27,41.970001220703125
2015-11-30,41.81999969482422
2015-12-01,41.060001373291016
2015-12-02,40.41999816894531
2015-12-03,40.150001525878906
2015-12-04,41.099998474121094
2015-12-07,40.70000076293945
2015-12-08,41.16999816894531
2015-12-09,40.97999954223633
2015-12-10,41.25
2015-12-11,40.189998626708984
2015-12-14,40.25
2015-12-15,40.810001373291016
2015-12-16,41.43000030517578
2015-12-17,40.779998779296875
2015-12-18,40.099998474121094
2015-12-21,40.83000183105469
2015-12-22,41.220001220703125
2015-12-23,41.77000045776367
2015-12-24,42.13999938964844
2015-12-28,41.779998779296875
2015-12-29,42.36000061035156
2015-12-30,42.16999816894531
2015-12-31,41.810001373291016
2016-01-04,40.689998626708984
2016-01-05,40.54999923706055
2016-01-06,40.72999954223633
2016-01-07,39.0
2016-01-08,38.59000015258789
2016-01-11,37.939998626708984
2016-01-12,38.189998626708984
2016-01-13,36.86000061035156
2016-01-14,37.61000061035156
2016-01-15,37.11000061035156
2016-01-19,37.20000076293945
2016-01-20,37.2599983215332
2016-01-21,37.22999954223633
2016-01-22,37.97999954223633
2016-01-25,37.61000061035156
2016-01-26,37.5099983215332
2016-01-27,37.04999923706055
2016-01-28,36.11000061035156
2016-01-29,37.650001525878906
