Date,LEG
2015-07-01,49.439998626708984
2015-07-02,49.20000076293945
2015-07-06,49.18000030517578
2015-07-07,49.459999084472656
2015-07-08,48.63999938964844
2015-07-09,49.16999816894531
2015-07-10,50.02000045776367
2015-07-13,50.75
2015-07-14,50.79999923706055
2015-07-15,50.970001220703125
2015-07-16,51.0
2015-07-17,50.63999938964844
2015-07-20,50.630001068115234
2015-07-21,50.310001373291016
2015-07-22,50.79999923706055
2015-07-23,50.380001068115234
2015-07-24,49.65999984741211
2015-07-27,48.779998779296875
2015-07-28,49.470001220703125
2015-07-29,49.790000915527344
2015-07-30,50.220001220703125
2015-07-31,47.810001373291016
2015-08-03,47.959999084472656
2015-08-04,47.66999816894531
2015-08-05,47.959999084472656
2015-08-06,47.33000183105469
2015-08-07,47.5099983215332
2015-08-10,48.040000915527344
2015-08-11,47.689998626708984
2015-08-12,47.72999954223633
2015-08-13,48.099998474121094
2015-08-14,48.59000015258789
2015-08-17,48.689998626708984
2015-08-18,49.189998626708984
2015-08-19,49.41999816894531
2015-08-20,48.04999923706055
2015-08-21,47.08000183105469
2015-08-24,45.31999969482422
2015-08-25,44.02000045776367
2015-08-26,43.65999984741211
2015-08-27,43.75
2015-08-28,44.13999938964844
2015-08-31,44.41999816894531
2015-09-01,43.2400016784668
2015-09-02,43.91999816894531
2015-09-03,43.86000061035156
2015-09-04,42.95000076293945
2015-09-08,44.18000030517578
2015-09-09,43.939998626708984
2015-09-10,44.220001220703125
2015-09-11,44.060001373291016
2015-09-14,43.79999923706055
2015-09-15,44.040000915527344
2015-09-16,44.08000183105469
2015-09-17,44.2599983215332
2015-09-18,43.529998779296875
2015-09-21,43.630001068115234
2015-09-22,42.720001220703125
2015-09-23,42.47999954223633
2015-09-24,41.18000030517578
2015-09-25,41.70000076293945
2015-09-28,40.720001220703125
2015-09-29,40.68000030517578
2015-09-30,41.25
2015-10-01,41.650001525878906
2015-10-02,42.13999938964844
2015-10-05,42.68000030517578
2015-10-06,42.56999969482422
2015-10-07,43.41999816894531
2015-10-08,43.869998931884766
2015-10-09,43.790000915527344
2015-10-12,44.29999923706055
2015-10-13,43.369998931884766
2015-10-14,42.93000030517578
2015-10-15,43.41999816894531
2015-10-16,43.84000015258789
2015-10-19,43.75
2015-10-20,43.86000061035156
2015-10-21,43.34000015258789
2015-10-22,44.310001373291016
2015-10-23,44.150001525878906
2015-10-26,44.7400016784668
2015-10-27,44.38999938964844
2015-10-28,45.0
2015-10-29,44.63999938964844
2015-10-30,45.029998779296875
2015-11-02,45.849998474121094
2015-11-03,46.209999084472656
2015-11-04,46.06999969482422
2015-11-05,46.31999969482422
2015-11-06,46.2599983215332
2015-11-09,45.650001525878906
2015-11-10,46.040000915527344
2015-11-11,46.09000015258789
2015-11-12,45.130001068115234
2015-11-13,44.099998474121094
2015-11-16,44.68000030517578
2015-11-17,44.38999938964844
2015-11-18,45.04999923706055
2015-11-19,44.95000076293945
2015-11-20,45.619998931884766
2015-11-23,46.25
2015-11-24,46.7599983215332
2015-11-25,47.06999969482422
2015-11-27,47.150001525878906
2015-11-30,46.599998474121094
2015-12-01,46.720001220703125
2015-12-02,46.16999816894531
2015-12-03,45.459999084472656
2015-12-04,46.11000061035156
2015-12-07,45.72999954223633
2015-12-08,45.22999954223633
2015-12-09,43.970001220703125
2015-12-10,43.59000015258789
2015-12-11,43.290000915527344
2015-12-14,43.08000183105469
2015-12-15,42.88999938964844
2015-12-16,44.02000045776367
2015-12-17,43.279998779296875
2015-12-18,42.13999938964844
2015-12-21,42.34000015258789
2015-12-22,42.25
2015-12-23,42.869998931884766
2015-12-24,42.810001373291016
2015-12-28,42.77000045776367
2015-12-29,43.11000061035156
2015-12-30,42.540000915527344
2015-12-31,42.02000045776367
2016-01-04,41.02000045776367
2016-01-05,41.47999954223633
2016-01-06,40.34000015258789
2016-01-07,40.22999954223633
2016-01-08,40.40999984741211
2016-01-11,39.68000030517578
2016-01-12,39.630001068115234
2016-01-13,38.099998474121094
2016-01-14,38.790000915527344
2016-01-15,38.709999084472656
2016-01-19,38.29999923706055
2016-01-20,37.790000915527344
2016-01-21,38.72999954223633
2016-01-22,39.38999938964844
2016-01-25,39.349998474121094
2016-01-26,39.869998931884766
2016-01-27,39.560001373291016
2016-01-28,39.70000076293945
2016-01-29,41.5099983215332
2016-02-01,41.58000183105469
2016-02-02,40.790000915527344
2016-02-03,40.83000183105469
2016-02-04,41.20000076293945
2016-02-05,40.77000045776367
2016-02-08,40.47999954223633
2016-02-09,40.959999084472656
2016-02-10,41.630001068115234
2016-02-11,41.18000030517578
2016-02-12,42.33000183105469
2016-02-16,42.97999954223633
2016-02-17,43.470001220703125
2016-02-18,43.68000030517578
2016-02-19,43.70000076293945
2016-02-22,44.560001373291016
2016-02-23,44.22999954223633
2016-02-24,44.75
2016-02-25,44.709999084472656
2016-02-26,45.33000183105469
2016-02-29,44.65999984741211
2016-03-01,46.09000015258789
2016-03-02,46.72999954223633
2016-03-03,47.150001525878906
