Date,CRL
2021-09-08,445.5
2021-09-09,443.0
2021-09-10,441.0
2021-09-13,431.2200012207031
2021-09-14,436.239990234375
2021-09-15,439.7900085449219
2021-09-16,437.19000244140625
2021-09-17,440.45001220703125
2021-09-20,433.04998779296875
2021-09-21,439.95001220703125
2021-09-22,446.3399963378906
2021-09-23,455.0400085449219
2021-09-24,458.29998779296875
2021-09-27,432.4700012207031
2021-09-28,417.7099914550781
2021-09-29,423.0899963378906
2021-09-30,412.6700134277344
2021-10-01,416.69000244140625
2021-10-04,398.4599914550781
2021-10-05,401.3599853515625
2021-10-06,407.82000732421875
2021-10-07,416.57000732421875
2021-10-08,409.1600036621094
2021-10-11,407.760009765625
2021-10-12,408.0299987792969
2021-10-13,402.8299865722656
2021-10-14,405.8399963378906
2021-10-15,403.5400085449219
2021-10-18,414.010009765625
2021-10-19,412.5199890136719
2021-10-20,421.42999267578125
2021-10-21,417.2099914550781
2021-10-22,420.6099853515625
2021-10-25,423.82000732421875
2021-10-26,429.8299865722656
2021-10-27,430.07000732421875
2021-10-28,438.7799987792969
2021-10-29,448.67999267578125
2021-11-01,440.2699890136719
2021-11-02,431.95001220703125
2021-11-03,387.80999755859375
2021-11-04,379.239990234375
2021-11-05,375.2300109863281
2021-11-08,373.8599853515625
2021-11-09,383.45001220703125
2021-11-10,387.6000061035156
2021-11-11,390.05999755859375
2021-11-12,385.9100036621094
2021-11-15,384.5400085449219
2021-11-16,394.7099914550781
2021-11-17,393.1000061035156
2021-11-18,387.510009765625
2021-11-19,379.8800048828125
2021-11-22,374.8500061035156
2021-11-23,369.9800109863281
2021-11-24,377.510009765625
2021-11-26,375.2799987792969
2021-11-29,375.30999755859375
2021-11-30,365.8699951171875
2021-12-01,361.1499938964844
2021-12-02,365.9599914550781
2021-12-03,357.3800048828125
2021-12-06,351.3800048828125
2021-12-07,366.75
2021-12-08,365.9599914550781
2021-12-09,357.04998779296875
2021-12-10,357.739990234375
2021-12-13,361.0299987792969
2021-12-14,353.55999755859375
2021-12-15,362.9200134277344
2021-12-16,360.8800048828125
2021-12-17,362.95001220703125
2021-12-20,358.1600036621094
2021-12-21,361.0299987792969
2021-12-22,369.55999755859375
2021-12-23,369.20001220703125
2021-12-27,375.3399963378906
2021-12-28,371.9599914550781
2021-12-29,373.4200134277344
2021-12-30,375.8800048828125
2021-12-31,376.7799987792969
2022-01-03,362.1099853515625
2022-01-04,347.7699890136719
2022-01-05,335.32000732421875
2022-01-06,333.94000244140625
2022-01-07,328.67999267578125
2022-01-10,334.1099853515625
2022-01-11,357.95001220703125
2022-01-12,359.8599853515625
2022-01-13,351.8500061035156
2022-01-14,355.010009765625
2022-01-18,340.2300109863281
2022-01-19,336.67999267578125
2022-01-20,332.1000061035156
2022-01-21,324.6600036621094
2022-01-24,330.0899963378906
2022-01-25,317.8500061035156
2022-01-26,310.8800048828125
2022-01-27,312.239990234375
2022-01-28,321.7300109863281
2022-01-31,329.760009765625
2022-02-01,335.489990234375
2022-02-02,343.0799865722656
2022-02-03,337.04998779296875
2022-02-04,335.6499938964844
2022-02-07,334.7699890136719
2022-02-08,337.04998779296875
2022-02-09,346.9599914550781
2022-02-10,339.6000061035156
2022-02-11,330.9599914550781
2022-02-14,327.44000244140625
2022-02-15,312.6300048828125
2022-02-16,305.2799987792969
2022-02-17,291.6300048828125
2022-02-18,293.6099853515625
2022-02-22,289.5799865722656
2022-02-23,283.57000732421875
2022-02-24,290.0299987792969
2022-02-25,296.1600036621094
2022-02-28,291.1600036621094
2022-03-01,284.44000244140625
2022-03-02,286.989990234375
2022-03-03,284.1499938964844
2022-03-04,278.0
2022-03-07,266.4700012207031
2022-03-08,256.6600036621094
2022-03-09,268.489990234375
2022-03-10,266.57000732421875
2022-03-11,259.5400085449219
2022-03-14,255.50999450683594
2022-03-15,259.2300109863281
2022-03-16,270.7699890136719
2022-03-17,281.70001220703125
2022-03-18,286.7699890136719
2022-03-21,286.6099853515625
2022-03-22,295.3800048828125
2022-03-23,278.7099914550781
2022-03-24,281.04998779296875
2022-03-25,279.1000061035156
2022-03-28,282.67999267578125
2022-03-29,290.95001220703125
2022-03-30,289.8599853515625
2022-03-31,283.9700012207031
2022-04-01,288.6600036621094
2022-04-04,287.2699890136719
2022-04-05,288.6600036621094
2022-04-06,286.0199890136719
2022-04-07,302.0199890136719
2022-04-08,302.3999938964844
2022-04-11,290.6700134277344
2022-04-12,286.6499938964844
2022-04-13,289.82000732421875
2022-04-14,284.6300048828125
2022-04-18,277.2300109863281
2022-04-19,288.54998779296875
2022-04-20,296.8500061035156
2022-04-21,292.0
2022-04-22,273.0299987792969
2022-04-25,253.33999633789062
2022-04-26,231.6699981689453
2022-04-27,238.9499969482422
2022-04-28,242.1699981689453
2022-04-29,241.50999450683594
2022-05-02,245.8800048828125
2022-05-03,251.19000244140625
2022-05-04,257.510009765625
2022-05-05,248.19000244140625
2022-05-06,241.9600067138672
2022-05-09,228.85000610351562
2022-05-10,229.25
2022-05-11,222.30999755859375
2022-05-12,226.7100067138672
2022-05-13,235.80999755859375
2022-05-16,231.1999969482422
2022-05-17,236.2100067138672
2022-05-18,225.02000427246094
2022-05-19,231.77000427246094
2022-05-20,232.63999938964844
2022-05-23,231.24000549316406
2022-05-24,223.35000610351562
2022-05-25,223.47999572753906
2022-05-26,230.2100067138672
2022-05-27,244.41000366210938
2022-05-31,234.0800018310547
2022-06-01,229.69000244140625
2022-06-02,245.25
2022-06-03,242.97999572753906
2022-06-06,245.02000427246094
2022-06-07,247.2100067138672
2022-06-08,236.89999389648438
2022-06-09,225.7100067138672
2022-06-10,219.5
2022-06-13,210.67999267578125
2022-06-14,209.5
2022-06-15,212.88999938964844
2022-06-16,205.11000061035156
2022-06-17,204.1300048828125
2022-06-21,208.5800018310547
2022-06-22,209.82000732421875
2022-06-23,220.5800018310547
2022-06-24,226.32000732421875
2022-06-27,225.49000549316406
2022-06-28,217.5
2022-06-29,219.4600067138672
2022-06-30,213.97000122070312
2022-07-01,218.8300018310547
2022-07-05,222.72000122070312
2022-07-06,226.00999450683594
2022-07-07,229.42999267578125
2022-07-08,231.4199981689453
2022-07-11,224.55999755859375
2022-07-12,217.52000427246094
2022-07-13,214.38999938964844
2022-07-14,210.42999267578125
2022-07-15,219.75
2022-07-18,212.60000610351562
2022-07-19,226.00999450683594
2022-07-20,230.22000122070312
2022-07-21,238.0399932861328
2022-07-22,237.00999450683594
2022-07-25,235.32000732421875
2022-07-26,232.72999572753906
2022-07-27,237.36000061035156
2022-07-28,245.80999755859375
2022-07-29,250.5399932861328
2022-08-01,249.67999267578125
2022-08-02,243.66000366210938
2022-08-03,221.3800048828125
2022-08-04,227.63999938964844
2022-08-05,223.3800048828125
2022-08-08,220.67999267578125
2022-08-09,214.47999572753906
2022-08-10,226.52000427246094
2022-08-11,226.47000122070312
2022-08-12,233.00999450683594
2022-08-15,231.88999938964844
2022-08-16,228.1199951171875
2022-08-17,220.0500030517578
2022-08-18,220.14999389648438
2022-08-19,217.58999633789062
2022-08-22,211.89999389648438
2022-08-23,210.80999755859375
2022-08-24,209.74000549316406
2022-08-25,213.85000610351562
2022-08-26,204.80999755859375
2022-08-29,203.6199951171875
2022-08-30,205.44000244140625
2022-08-31,205.25
2022-09-01,203.24000549316406
2022-09-02,200.24000549316406
2022-09-06,200.16000366210938
2022-09-07,208.38999938964844
2022-09-08,213.6199951171875
2022-09-09,218.24000549316406
2022-09-12,223.35000610351562
2022-09-13,213.4600067138672
2022-09-14,202.32000732421875
2022-09-15,203.61000061035156
2022-09-16,199.7100067138672
2022-09-19,199.85000610351562
2022-09-20,194.17999267578125
2022-09-21,190.80999755859375
2022-09-22,184.8300018310547
2022-09-23,187.50999450683594
2022-09-26,185.16000366210938
2022-09-27,182.44000244140625
2022-09-28,187.4199981689453
2022-09-29,190.00999450683594
2022-09-30,196.8000030517578
2022-10-03,203.7899932861328
2022-10-04,213.1300048828125
2022-10-05,215.42999267578125
2022-10-06,210.80999755859375
2022-10-07,205.3300018310547
2022-10-10,201.36000061035156
2022-10-11,197.11000061035156
2022-10-12,197.3699951171875
2022-10-13,199.72000122070312
2022-10-14,197.22000122070312
2022-10-17,205.58999633789062
2022-10-18,205.86000061035156
2022-10-19,199.60000610351562
2022-10-20,199.49000549316406
2022-10-21,200.17999267578125
2022-10-24,200.85000610351562
2022-10-25,219.1199951171875
2022-10-26,221.17999267578125
2022-10-27,208.97000122070312
2022-10-28,214.47000122070312
2022-10-31,212.25
2022-11-01,207.2899932861328
2022-11-02,215.75
2022-11-03,217.16000366210938
2022-11-04,220.33999633789062
2022-11-07,226.02999877929688
2022-11-08,222.47999572753906
2022-11-09,221.08999633789062
2022-11-10,237.6999969482422
2022-11-11,246.27999877929688
2022-11-14,242.99000549316406
2022-11-15,250.07000732421875
2022-11-16,239.38999938964844
2022-11-17,237.52999877929688
2022-11-18,242.14999389648438
2022-11-21,240.83999633789062
2022-11-22,242.1300048828125
2022-11-23,241.0800018310547
2022-11-25,242.9199981689453
2022-11-28,237.11000061035156
2022-11-29,239.5
2022-11-30,228.57000732421875
2022-12-01,226.1999969482422
2022-12-02,222.66000366210938
2022-12-05,215.11000061035156
2022-12-06,211.2100067138672
2022-12-07,212.99000549316406
2022-12-08,210.07000732421875
2022-12-09,210.1699981689453
2022-12-12,201.94000244140625
2022-12-13,209.61000061035156
2022-12-14,214.3300018310547
2022-12-15,218.5
2022-12-16,215.4199981689453
2022-12-19,216.52999877929688
2022-12-20,213.00999450683594
2022-12-21,220.30999755859375
2022-12-22,218.36000061035156
2022-12-23,218.5
2022-12-27,218.9199981689453
2022-12-28,215.0399932861328
2022-12-29,223.5500030517578
2022-12-30,217.89999389648438
2023-01-03,218.39999389648438
2023-01-04,221.92999267578125
2023-01-05,220.0800018310547
2023-01-06,219.83999633789062
2023-01-09,227.75
2023-01-10,234.1300048828125
2023-01-11,246.94000244140625
2023-01-12,232.25
2023-01-13,232.6199951171875
2023-01-17,236.52999877929688
2023-01-18,234.52999877929688
2023-01-19,233.52999877929688
2023-01-20,243.1699981689453
2023-01-23,252.5500030517578
2023-01-24,246.25999450683594
2023-01-25,240.9199981689453
2023-01-26,244.2899932861328
2023-01-27,245.08999633789062
2023-01-30,239.77000427246094
2023-01-31,243.25
2023-02-01,248.2100067138672
2023-02-02,259.9200134277344
2023-02-03,250.35000610351562
2023-02-06,246.91000366210938
2023-02-07,252.63999938964844
2023-02-08,257.8399963378906
2023-02-09,249.82000732421875
2023-02-10,245.44000244140625
2023-02-13,253.5
2023-02-14,251.74000549316406
2023-02-15,251.52999877929688
2023-02-16,254.25
2023-02-17,249.75999450683594
2023-02-21,243.60000610351562
2023-02-22,219.08999633789062
2023-02-23,227.27999877929688
2023-02-24,219.80999755859375
2023-02-27,221.66000366210938
2023-02-28,219.33999633789062
2023-03-01,222.9199981689453
2023-03-02,226.3300018310547
2023-03-03,232.0
2023-03-06,225.52000427246094
2023-03-07,221.1199951171875
2023-03-08,218.7899932861328
2023-03-09,214.9199981689453
2023-03-10,202.5399932861328
2023-03-13,202.02000427246094
2023-03-14,205.02000427246094
2023-03-15,194.89999389648438
2023-03-16,193.55999755859375
2023-03-17,192.9199981689453
2023-03-20,192.58999633789062
2023-03-21,198.6699981689453
2023-03-22,196.2899932861328
2023-03-23,193.7100067138672
2023-03-24,193.7899932861328
2023-03-27,197.4600067138672
2023-03-28,191.88999938964844
2023-03-29,197.5800018310547
2023-03-30,198.02999877929688
2023-03-31,201.82000732421875
2023-04-03,200.25999450683594
2023-04-04,197.88999938964844
2023-04-05,195.74000549316406
2023-04-06,196.58999633789062
2023-04-10,199.74000549316406
2023-04-11,202.4199981689453
2023-04-12,201.47000122070312
2023-04-13,205.60000610351562
2023-04-14,203.69000244140625
2023-04-17,208.5500030517578
2023-04-18,206.02000427246094
2023-04-19,202.8699951171875
2023-04-20,197.94000244140625
2023-04-21,200.89999389648438
2023-04-24,203.8300018310547
2023-04-25,187.60000610351562
2023-04-26,187.00999450683594
2023-04-27,183.7100067138672
2023-04-28,190.1199951171875
2023-05-01,190.10000610351562
2023-05-02,189.0
2023-05-03,191.4600067138672
2023-05-04,189.47999572753906
2023-05-05,191.25
2023-05-08,189.8800048828125
2023-05-09,187.47999572753906
2023-05-10,186.3000030517578
2023-05-11,195.75
2023-05-12,191.24000549316406
2023-05-15,192.36000061035156
2023-05-16,188.17999267578125
2023-05-17,196.77999877929688
2023-05-18,199.25999450683594
2023-05-19,198.3300018310547
2023-05-22,201.33999633789062
2023-05-23,202.3000030517578
2023-05-24,199.3800048828125
2023-05-25,194.88999938964844
2023-05-26,194.1199951171875
2023-05-30,196.0500030517578
2023-05-31,193.3800048828125
2023-06-01,196.33999633789062
2023-06-02,200.67999267578125
2023-06-05,199.11000061035156
2023-06-06,201.5800018310547
2023-06-07,203.4499969482422
2023-06-08,203.1699981689453
2023-06-09,197.67999267578125
2023-06-12,205.47999572753906
2023-06-13,208.0
2023-06-14,207.4199981689453
2023-06-15,208.97000122070312
2023-06-16,209.99000549316406
2023-06-20,209.52999877929688
2023-06-21,206.30999755859375
2023-06-22,204.1699981689453
2023-06-23,207.80999755859375
2023-06-26,206.3000030517578
2023-06-27,204.3300018310547
2023-06-28,205.74000549316406
2023-06-29,209.17999267578125
2023-06-30,210.25
2023-07-03,208.6699981689453
2023-07-05,206.9199981689453
2023-07-06,207.36000061035156
2023-07-07,206.88999938964844
2023-07-10,208.8000030517578
2023-07-11,208.30999755859375
2023-07-12,211.0
2023-07-13,209.16000366210938
2023-07-14,207.55999755859375
2023-07-17,209.33999633789062
2023-07-18,201.33999633789062
2023-07-19,204.02000427246094
2023-07-20,203.99000549316406
2023-07-21,206.3800048828125
2023-07-24,207.25
2023-07-25,211.07000732421875
2023-07-26,213.02999877929688
2023-07-27,208.50999450683594
2023-07-28,210.49000549316406
2023-07-31,209.5399932861328
2023-08-01,209.30999755859375
2023-08-02,206.00999450683594
2023-08-03,201.5399932861328
2023-08-04,206.89999389648438
2023-08-07,205.27999877929688
2023-08-08,206.24000549316406
2023-08-09,215.8000030517578
2023-08-10,217.61000061035156
2023-08-11,214.4600067138672
2023-08-14,216.89999389648438
2023-08-15,210.07000732421875
2023-08-16,201.97000122070312
2023-08-17,199.8699951171875
2023-08-18,198.89999389648438
2023-08-21,200.91000366210938
2023-08-22,200.22000122070312
2023-08-23,202.0
2023-08-24,198.6199951171875
2023-08-25,200.38999938964844
2023-08-28,198.75999450683594
2023-08-29,203.88999938964844
2023-08-30,209.67999267578125
2023-08-31,206.82000732421875
2023-09-01,209.6199951171875
2023-09-05,204.2899932861328
2023-09-06,204.44000244140625
2023-09-07,204.38999938964844
2023-09-08,199.74000549316406
2023-09-11,199.66000366210938
2023-09-12,197.11000061035156
2023-09-13,203.61000061035156
2023-09-14,207.75999450683594
2023-09-15,207.8800048828125
2023-09-18,210.57000732421875
2023-09-19,208.52999877929688
2023-09-20,208.6300048828125
2023-09-21,198.14999389648438
2023-09-22,199.6199951171875
2023-09-25,197.57000732421875
2023-09-26,194.44000244140625
2023-09-27,194.94000244140625
2023-09-28,195.30999755859375
2023-09-29,195.97999572753906
2023-10-02,193.38999938964844
2023-10-03,191.67999267578125
2023-10-04,190.89999389648438
2023-10-05,191.14999389648438
2023-10-06,193.4600067138672
2023-10-09,193.07000732421875
2023-10-10,195.6300048828125
2023-10-11,197.0800018310547
2023-10-12,189.02999877929688
2023-10-13,191.02000427246094
2023-10-16,192.74000549316406
2023-10-17,191.9499969482422
2023-10-18,185.16000366210938
2023-10-19,187.39999389648438
2023-10-20,185.41000366210938
2023-10-23,181.25
2023-10-24,183.64999389648438
2023-10-25,172.69000244140625
2023-10-26,175.07000732421875
2023-10-27,172.58999633789062
2023-10-30,164.52000427246094
2023-10-31,168.36000061035156
2023-11-01,167.52000427246094
2023-11-02,174.7100067138672
2023-11-03,181.91000366210938
2023-11-06,181.3699951171875
2023-11-07,182.80999755859375
2023-11-08,175.97000122070312
2023-11-09,169.47000122070312
2023-11-10,171.99000549316406
2023-11-13,170.02999877929688
2023-11-14,178.3699951171875
2023-11-15,187.57000732421875
2023-11-16,189.55999755859375
2023-11-17,189.0399932861328
2023-11-20,190.52999877929688
2023-11-21,192.25
2023-11-22,194.9499969482422
2023-11-24,196.91000366210938
2023-11-27,194.6999969482422
2023-11-28,195.22000122070312
2023-11-29,197.10000610351562
2023-11-30,197.0800018310547
2023-12-01,201.67999267578125
2023-12-04,200.61000061035156
2023-12-05,198.33999633789062
2023-12-06,200.67999267578125
2023-12-07,202.77000427246094
2023-12-08,204.4600067138672
2023-12-11,206.5
2023-12-12,210.72999572753906
2023-12-13,217.97999572753906
2023-12-14,229.25999450683594
2023-12-15,230.80999755859375
2023-12-18,228.08999633789062
2023-12-19,235.64999389648438
2023-12-20,231.6199951171875
2023-12-21,235.72000122070312
2023-12-22,236.22999572753906
2023-12-26,238.1699981689453
2023-12-27,238.83999633789062
2023-12-28,238.77999877929688
2023-12-29,236.39999389648438
2024-01-02,234.25
2024-01-03,224.02000427246094
2024-01-04,223.35000610351562
2024-01-05,223.88999938964844
2024-01-08,226.92999267578125
2024-01-09,215.19000244140625
2024-01-10,213.13999938964844
2024-01-11,213.4600067138672
2024-01-12,211.49000549316406
2024-01-16,206.42999267578125
2024-01-17,203.52000427246094
2024-01-18,206.11000061035156
2024-01-19,212.02999877929688
2024-01-22,215.82000732421875
2024-01-23,214.0500030517578
2024-01-24,213.11000061035156
2024-01-25,213.02999877929688
2024-01-26,220.27999877929688
2024-01-29,224.55999755859375
2024-01-30,223.9600067138672
2024-01-31,216.27999877929688
2024-02-01,219.5399932861328
2024-02-02,218.1699981689453
2024-02-05,217.58999633789062
2024-02-06,220.5
2024-02-07,218.5800018310547
2024-02-08,218.77000427246094
2024-02-09,222.22000122070312
2024-02-12,225.77999877929688
2024-02-13,220.24000549316406
2024-02-14,245.1199951171875
2024-02-15,245.39999389648438
2024-02-16,244.9600067138672
2024-02-20,238.94000244140625
2024-02-21,241.10000610351562
2024-02-22,246.89999389648438
2024-02-23,247.7100067138672
2024-02-26,249.55999755859375
2024-02-27,252.9499969482422
2024-02-28,256.7300109863281
2024-02-29,254.19000244140625
2024-03-01,264.3800048828125
2024-03-04,258.9200134277344
2024-03-05,261.2699890136719
2024-03-06,263.44000244140625
2024-03-07,270.2699890136719
2024-03-08,266.9700012207031
2024-03-11,263.0899963378906
2024-03-12,264.1199951171875
2024-03-13,261.17999267578125
2024-03-14,260.5
2024-03-15,258.9700012207031
2024-03-18,262.1300048828125
2024-03-19,266.510009765625
2024-03-20,268.1700134277344
2024-03-21,273.42999267578125
2024-03-22,272.57000732421875
2024-03-25,265.6099853515625
2024-03-26,265.44000244140625
2024-03-27,269.3699951171875
2024-03-28,270.95001220703125
2024-04-01,268.7300109863281
2024-04-02,261.82000732421875
2024-04-03,259.30999755859375
2024-04-04,250.66000366210938
2024-04-05,253.10000610351562
2024-04-08,254.9199981689453
2024-04-09,257.1499938964844
2024-04-10,247.49000549316406
2024-04-11,246.4199981689453
2024-04-12,241.33999633789062
2024-04-15,235.92999267578125
2024-04-16,232.33999633789062
2024-04-17,230.08999633789062
2024-04-18,227.5500030517578
2024-04-19,226.77999877929688
2024-04-22,232.55999755859375
2024-04-23,240.1300048828125
2024-04-24,239.42999267578125
2024-04-25,227.80999755859375
2024-04-26,229.02999877929688
2024-04-29,232.10000610351562
2024-04-30,229.0
2024-05-01,232.69000244140625
2024-05-02,229.88999938964844
2024-05-03,233.47000122070312
2024-05-06,235.27000427246094
2024-05-07,236.3000030517578
2024-05-08,235.2899932861328
2024-05-09,230.08999633789062
2024-05-10,228.1199951171875
2024-05-13,228.41000366210938
2024-05-14,232.82000732421875
2024-05-15,232.55999755859375
2024-05-16,224.75
2024-05-17,221.61000061035156
2024-05-20,223.05999755859375
2024-05-21,221.47999572753906
2024-05-22,219.0
2024-05-23,217.5500030517578
2024-05-24,217.2100067138672
2024-05-28,214.50999450683594
2024-05-29,211.47999572753906
2024-05-30,209.72000122070312
2024-05-31,208.44000244140625
2024-06-03,207.92999267578125
2024-06-04,210.22999572753906
2024-06-05,216.1199951171875
2024-06-06,221.6199951171875
2024-06-07,214.7899932861328
2024-06-10,214.50999450683594
2024-06-11,210.42999267578125
2024-06-12,213.83999633789062
2024-06-13,212.44000244140625
2024-06-14,209.47000122070312
2024-06-17,208.41000366210938
2024-06-18,209.8000030517578
2024-06-20,209.6300048828125
2024-06-21,211.60000610351562
2024-06-24,209.85000610351562
2024-06-25,206.38999938964844
2024-06-26,206.7100067138672
2024-06-27,207.35000610351562
2024-06-28,206.5800018310547
2024-07-01,203.24000549316406
2024-07-02,201.47999572753906
2024-07-03,201.4199981689453
2024-07-05,199.66000366210938
2024-07-08,202.4600067138672
2024-07-09,201.85000610351562
2024-07-10,202.7100067138672
2024-07-11,210.8800048828125
2024-07-12,216.19000244140625
2024-07-15,216.25
2024-07-16,227.30999755859375
2024-07-17,223.14999389648438
2024-07-18,218.5800018310547
2024-07-19,218.24000549316406
2024-07-22,227.6199951171875
2024-07-23,220.27999877929688
2024-07-24,222.41000366210938
2024-07-25,221.80999755859375
2024-07-26,233.47000122070312
2024-07-29,237.9199981689453
2024-07-30,245.2899932861328
2024-07-31,244.10000610351562
2024-08-01,242.83999633789062
2024-08-02,233.60000610351562
2024-08-05,226.39999389648438
2024-08-06,228.8000030517578
2024-08-07,199.9600067138672
2024-08-08,201.92999267578125
2024-08-09,200.97000122070312
2024-08-12,194.30999755859375
2024-08-13,203.49000549316406
2024-08-14,198.5500030517578
2024-08-15,202.08999633789062
2024-08-16,201.8699951171875
2024-08-19,204.02000427246094
2024-08-20,202.5
2024-08-21,204.3800048828125
2024-08-22,201.3300018310547
2024-08-23,205.27000427246094
2024-08-26,204.60000610351562
2024-08-27,203.3000030517578
2024-08-28,196.9600067138672
2024-08-29,199.2899932861328
2024-08-30,197.75
2024-09-03,192.0399932861328
2024-09-04,191.77000427246094
2024-09-05,191.19000244140625
2024-09-06,187.9600067138672
2024-09-09,188.16000366210938
2024-09-10,190.02000427246094
2024-09-11,193.58999633789062
2024-09-12,194.32000732421875
2024-09-13,198.61000061035156
2024-09-16,203.72999572753906
2024-09-17,206.2100067138672
2024-09-18,206.10000610351562
2024-09-19,209.6199951171875
2024-09-20,205.7899932861328
2024-09-23,203.77000427246094
2024-09-24,200.6199951171875
2024-09-25,192.89999389648438
2024-09-26,198.25999450683594
2024-09-27,198.30999755859375
2024-09-30,196.97000122070312
2024-10-01,194.0800018310547
2024-10-02,192.89999389648438
2024-10-03,189.58999633789062
2024-10-04,190.74000549316406
2024-10-07,189.22000122070312
2024-10-08,186.8300018310547
2024-10-09,187.6999969482422
