Date,TYL
2023-02-01,336.4599914550781
2023-02-02,345.2900085449219
2023-02-03,332.57000732421875
2023-02-06,327.5
2023-02-07,336.2799987792969
2023-02-08,326.0899963378906
2023-02-09,327.0299987792969
2023-02-10,322.5400085449219
2023-02-13,325.9200134277344
2023-02-14,326.19000244140625
2023-02-15,332.7699890136719
2023-02-16,339.0899963378906
2023-02-17,343.6000061035156
2023-02-21,333.260009765625
2023-02-22,334.5899963378906
2023-02-23,339.6000061035156
2023-02-24,327.04998779296875
2023-02-27,324.6400146484375
2023-02-28,321.25
2023-03-01,320.1000061035156
2023-03-02,321.1499938964844
2023-03-03,330.2300109863281
2023-03-06,320.239990234375
2023-03-07,318.260009765625
2023-03-08,326.70001220703125
2023-03-09,318.3399963378906
2023-03-10,309.79998779296875
2023-03-13,322.05999755859375
2023-03-14,325.07000732421875
2023-03-15,328.1099853515625
2023-03-16,331.4200134277344
2023-03-17,326.6099853515625
2023-03-20,327.1000061035156
2023-03-21,329.57000732421875
2023-03-22,320.7099914550781
2023-03-23,322.54998779296875
2023-03-24,329.4800109863281
2023-03-27,332.25
2023-03-28,330.989990234375
2023-03-29,341.04998779296875
2023-03-30,344.1000061035156
2023-03-31,354.6400146484375
2023-04-03,354.010009765625
2023-04-04,359.2200012207031
2023-04-05,347.7200012207031
2023-04-06,352.79998779296875
2023-04-10,351.95001220703125
2023-04-11,357.4800109863281
2023-04-12,359.010009765625
2023-04-13,363.4599914550781
2023-04-14,364.3699951171875
2023-04-17,362.6000061035156
2023-04-18,375.0
2023-04-19,377.9700012207031
2023-04-20,375.05999755859375
2023-04-21,373.3900146484375
2023-04-24,372.0299987792969
2023-04-25,364.010009765625
2023-04-26,367.0799865722656
2023-04-27,386.20001220703125
2023-04-28,379.0299987792969
2023-05-01,381.82000732421875
2023-05-02,379.1600036621094
2023-05-03,382.30999755859375
2023-05-04,385.5899963378906
2023-05-05,389.739990234375
2023-05-08,387.2799987792969
2023-05-09,387.8399963378906
2023-05-10,394.010009765625
2023-05-11,388.6199951171875
