Date,LH
2015-07-01,104.97422790527344
2015-07-02,103.73711395263672
2015-07-06,103.29037475585938
2015-07-07,103.57388305664062
2015-07-08,101.40034484863281
2015-07-09,102.61168670654297
2015-07-10,103.31615447998047
2015-07-13,104.94845581054688
2015-07-14,106.30583953857422
2015-07-15,105.46392059326172
2015-07-16,106.26288604736328
2015-07-17,105.0687255859375
2015-07-20,105.18041229248047
2015-07-21,104.01202392578125
2015-07-22,104.10652923583984
2015-07-23,105.4811019897461
2015-07-24,104.96563720703125
2015-07-27,104.56185913085938
2015-07-28,104.99140930175781
2015-07-29,108.5223388671875
2015-07-30,107.92095947265625
2015-07-31,109.35566711425781
2015-08-03,109.40721893310547
2015-08-04,109.11511993408203
2015-08-05,109.39862823486328
2015-08-06,107.81787109375
2015-08-07,107.16494750976562
2015-08-10,107.55154418945312
2015-08-11,106.9501724243164
2015-08-12,106.48625183105469
2015-08-13,106.36598205566406
2015-08-14,106.58075714111328
2015-08-17,107.18212890625
2015-08-18,107.52577209472656
2015-08-19,107.5945053100586
2015-08-20,104.94845581054688
2015-08-21,103.35051727294922
2015-08-24,99.11511993408203
2015-08-25,98.591064453125
2015-08-26,101.20275115966797
2015-08-27,102.93814086914062
2015-08-28,102.75772857666016
2015-08-31,101.21134185791016
2015-09-01,99.44158172607422
2015-09-02,99.98281860351562
2015-09-03,100.96219635009766
2015-09-04,99.99140930175781
2015-09-08,101.88143920898438
2015-09-09,100.94501495361328
2015-09-10,100.96219635009766
2015-09-11,101.82130432128906
2015-09-14,101.62371063232422
2015-09-15,103.0412368774414
2015-09-16,102.99828338623047
2015-09-17,103.47937774658203
2015-09-18,102.57731628417969
2015-09-21,102.09622192382812
2015-09-22,100.96219635009766
2015-09-23,100.34364318847656
2015-09-24,99.0635757446289
2015-09-25,97.07044982910156
2015-09-28,93.01546478271484
2015-09-29,91.80412292480469
2015-09-30,93.18728637695312
2015-10-01,94.65635681152344
2015-10-02,96.46907043457031
2015-10-05,97.44845581054688
2015-10-06,94.75086212158203
2015-10-07,95.9364242553711
2015-10-08,95.97078704833984
2015-10-09,96.52062225341797
2015-10-12,96.73539733886719
2015-10-13,95.44673156738281
2015-10-14,95.83333587646484
2015-10-15,99.12371063232422
2015-10-16,100.8676986694336
2015-10-19,100.85051727294922
2015-10-20,101.01374816894531
2015-10-21,99.69071960449219
2015-10-22,94.08075714111328
2015-10-23,96.1769790649414
2015-10-26,101.15119934082031
2015-10-27,103.66838836669922
2015-10-28,105.50687408447266
2015-10-29,105.97078704833984
2015-10-30,105.44673156738281
2015-11-02,106.92440032958984
2015-11-03,106.58075714111328
2015-11-04,105.74742126464844
2015-11-05,104.75086212158203
2015-11-06,104.60481262207031
2015-11-09,105.5498275756836
2015-11-10,106.42611694335938
2015-11-11,104.02921295166016
2015-11-12,102.80068969726562
2015-11-13,102.82646179199219
2015-11-16,103.8230209350586
2015-11-17,106.0223388671875
2015-11-18,106.69243621826172
2015-11-19,103.34192657470703
2015-11-20,104.35566711425781
2015-11-23,104.04639434814453
2015-11-24,104.10652923583984
2015-11-25,104.65635681152344
2015-11-27,104.87113189697266
2015-11-30,104.41580963134766
2015-12-01,107.6632308959961
2015-12-02,106.68384552001953
2015-12-03,103.95188903808594
2015-12-04,107.16494750976562
2015-12-07,107.13917541503906
2015-12-08,107.47422790527344
2015-12-09,105.56700897216797
2015-12-10,105.31787109375
2015-12-11,104.09793853759766
2015-12-14,102.81787109375
2015-12-15,105.455322265625
2015-12-16,104.82817840576172
2015-12-17,104.53607940673828
2015-12-18,104.60481262207031
2015-12-21,106.94158172607422
2015-12-22,106.82130432128906
2015-12-23,107.08763122558594
2015-12-24,107.13058471679688
2015-12-28,106.87284851074219
2015-12-29,107.56013488769531
2015-12-30,106.69243621826172
2015-12-31,106.21993255615234
2016-01-04,105.57559967041016
2016-01-05,104.81099700927734
2016-01-06,103.8144302368164
2016-01-07,101.88143920898438
2016-01-08,99.87113189697266
2016-01-11,99.32989501953125
2016-01-12,98.90034484863281
2016-01-13,96.0223388671875
2016-01-14,95.95360565185547
2016-01-15,95.42095947265625
2016-01-19,94.44158172607422
2016-01-20,94.23539733886719
2016-01-21,93.64260864257812
2016-01-22,97.044677734375
2016-01-25,95.35223388671875
2016-01-26,96.82130432128906
2016-01-27,96.92440032958984
2016-01-28,94.32130432128906
2016-01-29,96.52062225341797
2016-02-01,96.45188903808594
2016-02-02,93.92611694335938
2016-02-03,93.51374816894531
2016-02-04,93.06700897216797
2016-02-05,91.21134185791016
2016-02-08,86.71821594238281
2016-02-09,88.08419036865234
2016-02-10,89.85395050048828
2016-02-11,87.1134033203125
2016-02-12,88.50515747070312
2016-02-16,89.7766342163086
2016-02-17,90.89347076416016
2016-02-18,93.32474517822266
2016-02-19,93.40206146240234
2016-02-22,94.99140930175781
2016-02-23,93.98625183105469
2016-02-24,94.65635681152344
2016-02-25,95.12027740478516
2016-02-26,95.3865966796875
2016-02-29,94.3642578125
2016-03-01,95.51546478271484
2016-03-02,94.3900375366211
2016-03-03,96.15119934082031
2016-03-04,96.36598205566406
2016-03-07,96.07388305664062
2016-03-08,94.7766342163086
2016-03-09,95.4811019897461
2016-03-10,95.73023986816406
2016-03-11,99.21821594238281
2016-03-14,98.8230209350586
2016-03-15,96.71821594238281
2016-03-16,97.99828338623047
2016-03-17,96.50343322753906
2016-03-18,98.51374816894531
2016-03-21,98.0412368774414
2016-03-22,97.84364318847656
2016-03-23,97.86941528320312
2016-03-24,97.955322265625
2016-03-28,98.0498275756836
2016-03-29,99.43299102783203
2016-03-30,101.2457046508789
2016-03-31,100.62715148925781
2016-04-01,101.74398803710938
2016-04-04,101.61511993408203
2016-04-05,100.773193359375
2016-04-06,102.74054718017578
2016-04-07,101.76976013183594
2016-04-08,101.82130432128906
2016-04-11,101.06529235839844
2016-04-12,100.99656677246094
2016-04-13,101.58934783935547
2016-04-14,102.24227142333984
2016-04-15,102.71477508544922
2016-04-18,102.07904052734375
2016-04-19,102.22508239746094
2016-04-20,102.24227142333984
2016-04-21,103.95188903808594
2016-04-22,104.6134033203125
2016-04-25,107.47422790527344
2016-04-26,108.88316345214844
2016-04-27,109.10652923583984
2016-04-28,107.87800598144531
2016-04-29,107.6632308959961
2016-05-02,108.12715148925781
2016-05-03,107.67182159423828
2016-05-04,106.68384552001953
2016-05-05,106.9501724243164
2016-05-06,106.77835083007812
2016-05-09,107.3367691040039
2016-05-10,108.84880065917969
2016-05-11,108.87457275390625
2016-05-12,108.0412368774414
2016-05-13,108.95188903808594
2016-05-16,109.48453521728516
2016-05-17,108.41065216064453
2016-05-18,108.48797607421875
2016-05-19,108.33333587646484
2016-05-20,108.77147674560547
2016-05-23,108.76288604736328
2016-05-24,110.10309600830078
2016-05-25,109.60481262207031
2016-05-26,109.37284851074219
2016-05-27,109.97422790527344
2016-05-31,109.92268371582031
2016-06-01,110.17182159423828
2016-06-02,111.30583953857422
2016-06-03,110.73883056640625
2016-06-06,111.66666412353516
2016-06-07,111.3230209350586
2016-06-08,112.955322265625
2016-06-09,112.70618438720703
2016-06-10,111.94158172607422
2016-06-13,109.57044982910156
2016-06-14,109.78522491455078
2016-06-15,108.58247375488281
2016-06-16,109.40721893310547
2016-06-17,107.98969268798828
2016-06-20,109.544677734375
2016-06-21,110.1632308959961
2016-06-22,111.4776611328125
2016-06-23,112.69759368896484
2016-06-24,111.35739135742188
2016-06-27,107.84364318847656
2016-06-28,108.65119934082031
2016-06-29,111.15119934082031
2016-06-30,111.91580963134766
2016-07-01,112.79209899902344
2016-07-05,112.31099700927734
2016-07-06,113.37628936767578
2016-07-07,113.37628936767578
2016-07-08,116.23711395263672
2016-07-11,116.45188903808594
2016-07-12,117.05326843261719
2016-07-13,116.75257873535156
2016-07-14,117.1134033203125
2016-07-15,117.00171661376953
2016-07-18,117.19931030273438
2016-07-19,117.52577209472656
2016-07-20,118.65979766845703
2016-07-21,118.45360565185547
2016-07-22,119.26116943359375
2016-07-25,118.41924285888672
2016-07-26,118.55670166015625
2016-07-27,118.21305847167969
2016-07-28,118.99484252929688
2016-07-29,119.89690399169922
2016-08-01,119.95704650878906
2016-08-02,119.74227142333984
2016-08-03,120.3865966796875
2016-08-04,120.35223388671875
2016-08-05,120.9278335571289
2016-08-08,119.71649169921875
2016-08-09,120.24913787841797
2016-08-10,120.40377807617188
2016-08-11,121.11683654785156
2016-08-12,120.31787109375
2016-08-15,120.07731628417969
2016-08-16,119.32130432128906
2016-08-17,118.76288604736328
2016-08-18,119.16666412353516
2016-08-19,118.59965515136719
2016-08-22,118.92611694335938
2016-08-23,118.61683654785156
2016-08-24,117.1134033203125
2016-08-25,116.34020233154297
2016-08-26,116.87284851074219
2016-08-29,118.33333587646484
2016-08-30,118.23883056640625
2016-08-31,117.63745880126953
2016-09-01,116.9501724243164
2016-09-02,118.30756378173828
2016-09-06,118.87457275390625
2016-09-07,120.67010498046875
2016-09-08,119.5188980102539
2016-09-09,115.99656677246094
2016-09-12,117.67182159423828
2016-09-13,114.55326843261719
2016-09-14,114.25257873535156
2016-09-15,115.7044677734375
2016-09-16,116.30583953857422
2016-09-19,115.98797607421875
2016-09-20,115.69587707519531
2016-09-21,117.45704650878906
2016-09-22,118.41065216064453
2016-09-23,118.03264617919922
2016-09-26,117.71477508544922
2016-09-27,118.37628936767578
2016-09-28,117.60309600830078
2016-09-29,116.37457275390625
2016-09-30,118.1099624633789
2016-10-03,117.12199401855469
2016-10-04,116.83848571777344
2016-10-05,117.37972259521484
2016-10-06,118.1099624633789
2016-10-07,119.30412292480469
2016-10-10,119.50171661376953
2016-10-11,117.25086212158203
2016-10-12,117.28522491455078
2016-10-13,117.15635681152344
2016-10-14,116.65807342529297
2016-10-17,116.81271362304688
2016-10-18,118.8230209350586
2016-10-19,118.58247375488281
2016-10-20,120.12027740478516
2016-10-21,119.20962524414062
2016-10-24,119.99140930175781
2016-10-25,118.908935546875
2016-10-26,108.64260864257812
2016-10-27,106.48625183105469
2016-10-28,106.52921295166016
2016-10-31,107.68041229248047
2016-11-01,106.38316345214844
2016-11-02,106.54639434814453
2016-11-03,104.49312591552734
2016-11-04,104.71649169921875
2016-11-07,107.50859069824219
2016-11-08,108.29896545410156
2016-11-09,104.57044982910156
2016-11-10,108.4278335571289
2016-11-11,107.23368072509766
2016-11-14,109.53607940673828
2016-11-15,109.99140930175781
2016-11-16,109.11511993408203
2016-11-17,109.20962524414062
2016-11-18,108.24742126464844
2016-11-21,108.35051727294922
2016-11-22,107.15635681152344
2016-11-23,108.25601196289062
2016-11-25,109.544677734375
2016-11-28,107.99828338623047
2016-11-29,109.72508239746094
2016-11-30,108.11856079101562
2016-12-01,106.22852325439453
2016-12-02,106.94158172607422
2016-12-05,107.60309600830078
2016-12-06,107.48281860351562
2016-12-07,108.57388305664062
2016-12-08,109.15807342529297
2016-12-09,109.78522491455078
2016-12-12,110.95360565185547
2016-12-13,111.34880065917969
2016-12-14,109.40721893310547
2016-12-15,109.43299102783203
2016-12-16,109.75945281982422
2016-12-19,109.81099700927734
2016-12-20,110.27491760253906
2016-12-21,110.33505249023438
2016-12-22,108.95188903808594
2016-12-23,110.1632308959961
2016-12-27,110.55841827392578
2016-12-28,109.58763122558594
2016-12-29,110.11168670654297
2016-12-30,110.29209899902344
2017-01-03,110.88488006591797
2017-01-04,111.76976013183594
2017-01-05,110.91924285888672
2017-01-06,111.11683654785156
2017-01-09,112.31099700927734
2017-01-10,113.45360565185547
2017-01-11,115.9278335571289
2017-01-12,115.67869567871094
2017-01-13,115.40377807617188
2017-01-17,115.11168670654297
2017-01-18,115.455322265625
2017-01-19,114.03780364990234
2017-01-20,113.7457046508789
2017-01-23,113.86598205566406
2017-01-24,114.2955322265625
2017-01-25,116.05670166015625
2017-01-26,114.97422790527344
2017-01-27,114.80240631103516
2017-01-30,113.83161163330078
2017-01-31,115.30068969726562
2017-02-01,117.15635681152344
2017-02-02,117.25945281982422
2017-02-03,118.29037475585938
2017-02-06,111.5635757446289
2017-02-07,112.19931030273438
2017-02-08,112.96392059326172
2017-02-09,114.97422790527344
2017-02-10,115.98797607421875
2017-02-13,115.91924285888672
2017-02-14,116.73539733886719
2017-02-15,117.15635681152344
2017-02-16,119.5274887084961
2017-02-17,119.92268371582031
2017-02-21,119.96563720703125
2017-02-22,119.43299102783203
2017-02-23,120.50687408447266
2017-02-24,122.75772857666016
2017-02-27,122.69759368896484
2017-02-28,122.21649169921875
2017-03-01,122.62886810302734
2017-03-02,121.93299102783203
2017-03-03,122.24227142333984
2017-03-06,122.36254119873047
2017-03-07,122.07044982910156
2017-03-08,122.08763122558594
2017-03-09,122.96392059326172
2017-03-10,123.65979766845703
2017-03-13,123.91752624511719
2017-03-14,122.92955017089844
2017-03-15,123.94329833984375
2017-03-16,123.86598205566406
2017-03-17,123.49656677246094
2017-03-20,123.40206146240234
2017-03-21,122.39690399169922
2017-03-22,122.25086212158203
2017-03-23,121.5635757446289
2017-03-24,121.99312591552734
2017-03-27,122.44845581054688
2017-03-28,122.77491760253906
2017-03-29,123.01546478271484
2017-03-30,123.69416046142578
2017-03-31,123.25601196289062
2017-04-03,124.18384552001953
