Date,CPB
2015-07-01,47.84000015258789
2015-07-02,47.65999984741211
2015-07-06,47.27000045776367
2015-07-07,47.97999954223633
2015-07-08,47.56999969482422
2015-07-09,47.119998931884766
2015-07-10,47.619998931884766
2015-07-13,47.83000183105469
2015-07-14,48.130001068115234
2015-07-15,47.59000015258789
2015-07-16,48.02000045776367
2015-07-17,47.849998474121094
2015-07-20,47.61000061035156
2015-07-21,47.459999084472656
2015-07-22,48.31999969482422
2015-07-23,48.20000076293945
2015-07-24,48.279998779296875
2015-07-27,48.279998779296875
2015-07-28,49.0
2015-07-29,48.709999084472656
2015-07-30,49.16999816894531
2015-07-31,49.310001373291016
2015-08-03,49.880001068115234
2015-08-04,49.68000030517578
2015-08-05,50.0
2015-08-06,50.4900016784668
2015-08-07,50.279998779296875
2015-08-10,50.47999954223633
2015-08-11,50.31999969482422
2015-08-12,50.400001525878906
2015-08-13,50.2599983215332
2015-08-14,50.70000076293945
2015-08-17,50.56999969482422
2015-08-18,50.22999954223633
2015-08-19,50.11000061035156
2015-08-20,49.630001068115234
2015-08-21,48.61000061035156
2015-08-24,47.0099983215332
2015-08-25,46.150001525878906
2015-08-26,47.43000030517578
2015-08-27,47.720001220703125
2015-08-28,47.79999923706055
2015-08-31,47.9900016784668
2015-09-01,46.869998931884766
2015-09-02,47.77000045776367
2015-09-03,48.529998779296875
2015-09-04,47.939998626708984
2015-09-08,49.380001068115234
2015-09-09,48.720001220703125
2015-09-10,49.150001525878906
2015-09-11,49.400001525878906
2015-09-14,49.5099983215332
2015-09-15,50.27000045776367
2015-09-16,51.560001373291016
2015-09-17,51.56999969482422
2015-09-18,51.15999984741211
2015-09-21,51.470001220703125
2015-09-22,51.119998931884766
2015-09-23,51.36000061035156
2015-09-24,51.13999938964844
2015-09-25,51.66999816894531
2015-09-28,50.79999923706055
2015-09-29,50.59000015258789
2015-09-30,50.68000030517578
2015-10-01,50.02000045776367
2015-10-02,50.599998474121094
2015-10-05,51.36000061035156
2015-10-06,50.77000045776367
2015-10-07,50.84000015258789
2015-10-08,51.33000183105469
2015-10-09,51.279998779296875
2015-10-12,50.88999938964844
2015-10-13,50.29999923706055
2015-10-14,49.47999954223633
2015-10-15,49.5
2015-10-16,49.4900016784668
2015-10-19,49.400001525878906
2015-10-20,49.4900016784668
2015-10-21,49.709999084472656
2015-10-22,51.43000030517578
2015-10-23,51.43000030517578
2015-10-26,51.61000061035156
2015-10-27,51.189998626708984
2015-10-28,50.790000915527344
2015-10-29,51.20000076293945
2015-10-30,50.790000915527344
2015-11-02,50.7400016784668
2015-11-03,50.22999954223633
2015-11-04,50.439998626708984
2015-11-05,50.400001525878906
2015-11-06,48.77000045776367
2015-11-09,48.66999816894531
2015-11-10,48.29999923706055
2015-11-11,48.869998931884766
2015-11-12,48.29999923706055
2015-11-13,47.970001220703125
2015-11-16,48.68000030517578
2015-11-17,48.040000915527344
2015-11-18,49.040000915527344
2015-11-19,49.470001220703125
2015-11-20,48.81999969482422
2015-11-23,49.790000915527344
2015-11-24,51.33000183105469
2015-11-25,52.52000045776367
2015-11-27,53.099998474121094
2015-11-30,52.2400016784668
2015-12-01,52.810001373291016
2015-12-02,52.689998626708984
2015-12-03,52.439998626708984
2015-12-04,53.119998931884766
2015-12-07,53.119998931884766
2015-12-08,53.4900016784668
2015-12-09,53.529998779296875
2015-12-10,53.63999938964844
2015-12-11,52.9900016784668
2015-12-14,53.25
2015-12-15,53.209999084472656
2015-12-16,53.720001220703125
2015-12-17,53.13999938964844
2015-12-18,52.209999084472656
2015-12-21,52.65999984741211
2015-12-22,53.150001525878906
2015-12-23,53.56999969482422
2015-12-24,53.31999969482422
2015-12-28,53.59000015258789
2015-12-29,53.68000030517578
2015-12-30,53.209999084472656
2015-12-31,52.54999923706055
2016-01-04,51.65999984741211
2016-01-05,51.849998474121094
2016-01-06,51.7599983215332
2016-01-07,50.81999969482422
2016-01-08,51.11000061035156
2016-01-11,51.400001525878906
2016-01-12,53.47999954223633
2016-01-13,52.790000915527344
2016-01-14,53.4900016784668
2016-01-15,52.9900016784668
2016-01-19,54.33000183105469
2016-01-20,54.099998474121094
2016-01-21,54.09000015258789
2016-01-22,54.650001525878906
2016-01-25,54.61000061035156
2016-01-26,55.150001525878906
