Date,KR
2015-07-01,36.6150016784668
2015-07-02,36.55500030517578
2015-07-06,36.78499984741211
2015-07-07,37.69499969482422
2015-07-08,37.57500076293945
2015-07-09,37.78499984741211
2015-07-10,38.16999816894531
2015-07-13,38.474998474121094
2015-07-14,38.20000076293945
2015-07-15,38.33000183105469
2015-07-16,38.59000015258789
2015-07-17,38.720001220703125
2015-07-20,39.16999816894531
2015-07-21,38.959999084472656
2015-07-22,39.0099983215332
2015-07-23,38.66999816894531
2015-07-24,38.36000061035156
2015-07-27,38.20000076293945
2015-07-28,38.720001220703125
2015-07-29,38.79999923706055
2015-07-30,39.0
2015-07-31,39.2400016784668
2015-08-03,39.400001525878906
2015-08-04,38.560001373291016
2015-08-05,39.08000183105469
2015-08-06,38.720001220703125
2015-08-07,37.81999969482422
2015-08-10,37.540000915527344
2015-08-11,37.38999938964844
2015-08-12,37.79999923706055
2015-08-13,38.209999084472656
2015-08-14,38.349998474121094
2015-08-17,38.650001525878906
2015-08-18,38.599998474121094
2015-08-19,37.36000061035156
2015-08-20,36.68000030517578
2015-08-21,34.93000030517578
2015-08-24,33.77000045776367
2015-08-25,33.65999984741211
2015-08-26,35.08000183105469
2015-08-27,35.529998779296875
2015-08-28,34.939998626708984
2015-08-31,34.5
2015-09-01,33.849998474121094
2015-09-02,34.650001525878906
2015-09-03,34.56999969482422
2015-09-04,34.06999969482422
2015-09-08,35.04999923706055
2015-09-09,34.400001525878906
2015-09-10,35.400001525878906
2015-09-11,37.290000915527344
2015-09-14,37.41999816894531
2015-09-15,37.15999984741211
2015-09-16,37.18000030517578
2015-09-17,37.5
2015-09-18,36.72999954223633
2015-09-21,36.65999984741211
2015-09-22,36.40999984741211
2015-09-23,36.380001068115234
2015-09-24,35.959999084472656
2015-09-25,36.11000061035156
2015-09-28,35.75
2015-09-29,35.61000061035156
2015-09-30,36.06999969482422
2015-10-01,36.68000030517578
2015-10-02,37.13999938964844
2015-10-05,38.06999969482422
2015-10-06,37.130001068115234
2015-10-07,37.5099983215332
2015-10-08,38.0
2015-10-09,38.029998779296875
2015-10-12,38.20000076293945
2015-10-13,37.439998626708984
2015-10-14,36.33000183105469
2015-10-15,37.06999969482422
2015-10-16,37.5099983215332
2015-10-19,37.83000183105469
2015-10-20,37.720001220703125
2015-10-21,38.08000183105469
2015-10-22,38.290000915527344
2015-10-23,37.81999969482422
2015-10-26,37.54999923706055
2015-10-27,36.9900016784668
2015-10-28,37.70000076293945
2015-10-29,37.650001525878906
2015-10-30,37.79999923706055
2015-11-02,38.20000076293945
2015-11-03,37.7599983215332
2015-11-04,37.0099983215332
2015-11-05,37.06999969482422
2015-11-06,37.56999969482422
2015-11-09,37.20000076293945
2015-11-10,37.27000045776367
2015-11-11,37.029998779296875
2015-11-12,36.5099983215332
2015-11-13,36.04999923706055
2015-11-16,36.540000915527344
2015-11-17,37.02000045776367
2015-11-18,37.540000915527344
2015-11-19,37.31999969482422
2015-11-20,37.310001373291016
2015-11-23,37.25
2015-11-24,37.119998931884766
2015-11-25,37.16999816894531
2015-11-27,38.0099983215332
2015-11-30,37.65999984741211
2015-12-01,38.20000076293945
2015-12-02,38.11000061035156
2015-12-03,39.90999984741211
2015-12-04,40.54999923706055
2015-12-07,41.43000030517578
2015-12-08,41.40999984741211
2015-12-09,41.25
2015-12-10,41.130001068115234
2015-12-11,41.08000183105469
2015-12-14,41.86000061035156
2015-12-15,42.310001373291016
2015-12-16,42.43000030517578
2015-12-17,41.939998626708984
2015-12-18,40.63999938964844
2015-12-21,41.209999084472656
2015-12-22,42.099998474121094
2015-12-23,42.310001373291016
2015-12-24,42.459999084472656
2015-12-28,42.45000076293945
2015-12-29,42.63999938964844
2015-12-30,42.310001373291016
2015-12-31,41.83000183105469
2016-01-04,41.15999984741211
2016-01-05,42.09000015258789
2016-01-06,42.04999923706055
2016-01-07,41.06999969482422
2016-01-08,40.79999923706055
2016-01-11,41.279998779296875
2016-01-12,41.2400016784668
2016-01-13,39.20000076293945
2016-01-14,39.029998779296875
2016-01-15,38.4900016784668
2016-01-19,38.189998626708984
2016-01-20,37.849998474121094
2016-01-21,37.150001525878906
2016-01-22,37.119998931884766
2016-01-25,36.66999816894531
2016-01-26,36.779998779296875
2016-01-27,37.459999084472656
2016-01-28,37.81999969482422
2016-01-29,38.810001373291016
2016-02-01,40.11000061035156
2016-02-02,40.150001525878906
2016-02-03,40.18000030517578
2016-02-04,38.959999084472656
2016-02-05,37.630001068115234
2016-02-08,36.81999969482422
2016-02-09,36.72999954223633
2016-02-10,36.849998474121094
2016-02-11,36.43000030517578
2016-02-12,38.33000183105469
2016-02-16,38.4900016784668
2016-02-17,39.41999816894531
2016-02-18,38.060001373291016
2016-02-19,37.81999969482422
2016-02-22,38.27000045776367
2016-02-23,38.779998779296875
2016-02-24,38.70000076293945
2016-02-25,39.459999084472656
2016-02-26,39.45000076293945
2016-02-29,39.90999984741211
2016-03-01,40.619998931884766
2016-03-02,40.650001525878906
2016-03-03,37.79999923706055
2016-03-04,36.84000015258789
2016-03-07,37.04999923706055
2016-03-08,37.02000045776367
2016-03-09,37.810001373291016
2016-03-10,37.72999954223633
2016-03-11,38.63999938964844
2016-03-14,38.38999938964844
2016-03-15,38.13999938964844
2016-03-16,38.61000061035156
2016-03-17,38.09000015258789
2016-03-18,38.560001373291016
2016-03-21,38.130001068115234
2016-03-22,37.95000076293945
2016-03-23,37.59000015258789
2016-03-24,37.650001525878906
2016-03-28,38.060001373291016
2016-03-29,38.029998779296875
2016-03-30,38.09000015258789
2016-03-31,38.25
2016-04-01,38.31999969482422
2016-04-04,38.029998779296875
2016-04-05,38.220001220703125
2016-04-06,39.08000183105469
2016-04-07,38.16999816894531
2016-04-08,37.9900016784668
2016-04-11,37.16999816894531
2016-04-12,37.15999984741211
2016-04-13,37.86000061035156
2016-04-14,37.06999969482422
2016-04-15,36.90999984741211
2016-04-18,36.68000030517578
2016-04-19,36.22999954223633
2016-04-20,36.95000076293945
2016-04-21,36.470001220703125
2016-04-22,35.58000183105469
2016-04-25,36.77000045776367
2016-04-26,36.400001525878906
2016-04-27,36.310001373291016
2016-04-28,35.91999816894531
2016-04-29,35.38999938964844
2016-05-02,35.43000030517578
2016-05-03,35.20000076293945
2016-05-04,35.0
2016-05-05,34.91999816894531
2016-05-06,34.54999923706055
2016-05-09,35.84000015258789
2016-05-10,35.2400016784668
2016-05-11,34.709999084472656
2016-05-12,34.88999938964844
2016-05-13,34.86000061035156
2016-05-16,34.7599983215332
2016-05-17,34.459999084472656
2016-05-18,34.369998931884766
2016-05-19,34.83000183105469
2016-05-20,34.619998931884766
2016-05-23,34.79999923706055
2016-05-24,35.52000045776367
2016-05-25,34.939998626708984
2016-05-26,35.59000015258789
2016-05-27,35.709999084472656
2016-05-31,35.7599983215332
2016-06-01,36.41999816894531
2016-06-02,36.439998626708984
2016-06-03,36.25
2016-06-06,36.02000045776367
2016-06-07,36.290000915527344
2016-06-08,36.52000045776367
2016-06-09,36.58000183105469
2016-06-10,36.810001373291016
2016-06-13,36.13999938964844
2016-06-14,35.7599983215332
2016-06-15,35.709999084472656
2016-06-16,35.470001220703125
2016-06-17,35.18000030517578
2016-06-20,34.709999084472656
2016-06-21,34.470001220703125
2016-06-22,34.220001220703125
2016-06-23,34.66999816894531
2016-06-24,35.13999938964844
2016-06-27,36.619998931884766
2016-06-28,36.04999923706055
2016-06-29,36.45000076293945
2016-06-30,36.790000915527344
2016-07-01,36.54999923706055
2016-07-05,37.33000183105469
2016-07-06,37.58000183105469
2016-07-07,37.31999969482422
2016-07-08,37.86000061035156
2016-07-11,37.540000915527344
2016-07-12,37.38999938964844
2016-07-13,37.47999954223633
2016-07-14,37.29999923706055
2016-07-15,36.709999084472656
2016-07-18,36.34000015258789
2016-07-19,36.209999084472656
2016-07-20,36.400001525878906
2016-07-21,35.959999084472656
2016-07-22,35.97999954223633
2016-07-25,35.790000915527344
2016-07-26,36.41999816894531
2016-07-27,35.56999969482422
2016-07-28,34.400001525878906
2016-07-29,34.189998626708984
2016-08-01,34.0099983215332
2016-08-02,32.61000061035156
2016-08-03,33.20000076293945
2016-08-04,32.54999923706055
