Date,CME
2015-07-01,93.70999908447266
2015-07-02,94.2699966430664
2015-07-06,94.58000183105469
2015-07-07,95.23999786376953
2015-07-08,95.01000213623047
2015-07-09,96.97000122070312
2015-07-10,98.51000213623047
2015-07-13,98.08999633789062
2015-07-14,97.22000122070312
2015-07-15,97.80999755859375
2015-07-16,99.16999816894531
2015-07-17,99.7300033569336
2015-07-20,99.83999633789062
2015-07-21,98.69999694824219
2015-07-22,98.94000244140625
2015-07-23,96.62000274658203
2015-07-24,96.66000366210938
2015-07-27,95.55000305175781
2015-07-28,96.16000366210938
2015-07-29,97.01000213623047
2015-07-30,97.01000213623047
2015-07-31,96.04000091552734
2015-08-03,96.97000122070312
2015-08-04,96.69000244140625
2015-08-05,97.88999938964844
2015-08-06,97.08999633789062
2015-08-07,97.23999786376953
2015-08-10,98.0
2015-08-11,97.25
2015-08-12,97.0199966430664
2015-08-13,97.72000122070312
2015-08-14,98.16000366210938
2015-08-17,98.25
2015-08-18,98.29000091552734
2015-08-19,97.2300033569336
2015-08-20,96.05999755859375
2015-08-21,91.63999938964844
2015-08-24,88.73999786376953
2015-08-25,89.0999984741211
2015-08-26,91.73999786376953
2015-08-27,93.7699966430664
2015-08-28,94.62000274658203
2015-08-31,94.44000244140625
2015-09-01,91.12000274658203
2015-09-02,92.55999755859375
2015-09-03,93.80999755859375
2015-09-04,92.43000030517578
2015-09-08,94.81999969482422
2015-09-09,92.0
2015-09-10,93.47000122070312
2015-09-11,94.4800033569336
2015-09-14,94.44000244140625
2015-09-15,95.23999786376953
2015-09-16,95.37000274658203
2015-09-17,92.31999969482422
2015-09-18,90.4000015258789
2015-09-21,91.94999694824219
2015-09-22,90.70999908447266
2015-09-23,91.23999786376953
2015-09-24,90.16000366210938
2015-09-25,92.37999725341797
2015-09-28,90.5199966430664
2015-09-29,90.38999938964844
2015-09-30,92.73999786376953
2015-10-01,93.77999877929688
2015-10-02,90.56999969482422
2015-10-05,91.2300033569336
2015-10-06,89.8499984741211
2015-10-07,90.69000244140625
2015-10-08,89.87999725341797
2015-10-09,88.30000305175781
2015-10-12,89.55999755859375
2015-10-13,88.26000213623047
2015-10-14,87.31999969482422
2015-10-15,89.19000244140625
2015-10-16,89.9000015258789
2015-10-19,91.4000015258789
2015-10-20,91.54000091552734
2015-10-21,90.33999633789062
2015-10-22,92.45999908447266
2015-10-23,93.94999694824219
2015-10-26,93.9000015258789
2015-10-27,93.88999938964844
2015-10-28,95.94000244140625
2015-10-29,97.41999816894531
2015-10-30,94.47000122070312
2015-11-02,96.43000030517578
2015-11-03,96.01000213623047
2015-11-04,95.38999938964844
2015-11-05,95.51000213623047
2015-11-06,96.79000091552734
2015-11-09,97.22000122070312
2015-11-10,97.6500015258789
2015-11-11,97.9000015258789
2015-11-12,96.3499984741211
2015-11-13,95.44999694824219
2015-11-16,95.83999633789062
2015-11-17,95.22000122070312
2015-11-18,96.16999816894531
2015-11-19,97.18000030517578
2015-11-20,97.62999725341797
2015-11-23,97.31999969482422
2015-11-24,96.16000366210938
2015-11-25,95.93000030517578
2015-11-27,96.6500015258789
2015-11-30,97.6500015258789
2015-12-01,97.8499984741211
2015-12-02,98.2300033569336
2015-12-03,95.43000030517578
2015-12-04,99.66999816894531
2015-12-07,99.54000091552734
2015-12-08,97.80999755859375
2015-12-09,94.05000305175781
2015-12-10,94.91999816894531
2015-12-11,92.1500015258789
2015-12-14,94.69000244140625
2015-12-15,95.1500015258789
2015-12-16,95.5199966430664
2015-12-17,94.97000122070312
2015-12-18,92.55000305175781
2015-12-21,92.44000244140625
2015-12-22,94.69000244140625
2015-12-23,90.98999786376953
2015-12-24,91.9000015258789
2015-12-28,91.88999938964844
2015-12-29,92.31999969482422
2015-12-30,91.5199966430664
2015-12-31,90.5999984741211
2016-01-04,88.66999816894531
2016-01-05,89.37000274658203
2016-01-06,88.93000030517578
2016-01-07,87.52999877929688
2016-01-08,86.2300033569336
2016-01-11,86.94999694824219
2016-01-12,87.25
2016-01-13,84.16999816894531
2016-01-14,84.69999694824219
2016-01-15,84.70999908447266
2016-01-19,86.11000061035156
2016-01-20,84.19999694824219
2016-01-21,81.98999786376953
2016-01-22,84.7699966430664
2016-01-25,84.63999938964844
2016-01-26,86.37000274658203
2016-01-27,86.72000122070312
2016-01-28,87.08999633789062
2016-01-29,89.8499984741211
2016-02-01,89.44000244140625
2016-02-02,89.11000061035156
