Date,MO
2015-07-01,49.099998474121094
2015-07-02,48.9900016784668
2015-07-06,49.869998931884766
2015-07-07,51.68000030517578
2015-07-08,51.029998779296875
2015-07-09,50.95000076293945
2015-07-10,51.310001373291016
2015-07-13,51.33000183105469
2015-07-14,51.349998474121094
2015-07-15,51.22999954223633
2015-07-16,52.90999984741211
2015-07-17,53.220001220703125
2015-07-20,53.709999084472656
2015-07-21,53.54999923706055
2015-07-22,53.959999084472656
2015-07-23,53.81999969482422
2015-07-24,53.790000915527344
2015-07-27,53.95000076293945
2015-07-28,55.25
2015-07-29,54.400001525878906
2015-07-30,54.20000076293945
2015-07-31,54.380001068115234
2015-08-03,54.65999984741211
2015-08-04,54.91999816894531
2015-08-05,55.470001220703125
2015-08-06,55.56999969482422
2015-08-07,55.4900016784668
2015-08-10,55.709999084472656
2015-08-11,55.72999954223633
2015-08-12,55.7400016784668
2015-08-13,55.56999969482422
2015-08-14,55.7599983215332
2015-08-17,55.66999816894531
2015-08-18,55.20000076293945
2015-08-19,54.810001373291016
2015-08-20,54.72999954223633
2015-08-21,53.939998626708984
2015-08-24,52.13999938964844
2015-08-25,51.81999969482422
2015-08-26,53.209999084472656
2015-08-27,53.709999084472656
2015-08-28,54.16999816894531
2015-08-31,53.58000183105469
2015-09-01,52.029998779296875
2015-09-02,53.130001068115234
2015-09-03,53.59000015258789
2015-09-04,52.380001068115234
2015-09-08,53.4900016784668
2015-09-09,53.02000045776367
2015-09-10,53.27000045776367
2015-09-11,52.59000015258789
2015-09-14,52.45000076293945
2015-09-15,54.11000061035156
2015-09-16,55.36000061035156
2015-09-17,54.689998626708984
2015-09-18,54.04999923706055
2015-09-21,54.790000915527344
2015-09-22,54.20000076293945
2015-09-23,54.400001525878906
2015-09-24,54.61000061035156
2015-09-25,54.790000915527344
2015-09-28,54.630001068115234
2015-09-29,54.22999954223633
2015-09-30,54.400001525878906
2015-10-01,54.220001220703125
2015-10-02,54.86000061035156
2015-10-05,55.72999954223633
2015-10-06,55.40999984741211
2015-10-07,55.900001525878906
2015-10-08,56.369998931884766
2015-10-09,56.810001373291016
2015-10-12,57.459999084472656
2015-10-13,57.619998931884766
2015-10-14,57.54999923706055
2015-10-15,57.869998931884766
2015-10-16,58.720001220703125
2015-10-19,59.65999984741211
2015-10-20,59.7400016784668
2015-10-21,59.84000015258789
2015-10-22,61.400001525878906
2015-10-23,61.04999923706055
2015-10-26,61.400001525878906
2015-10-27,61.060001373291016
2015-10-28,61.439998626708984
2015-10-29,61.529998779296875
2015-10-30,60.470001220703125
2015-11-02,60.5
2015-11-03,57.849998474121094
2015-11-04,58.029998779296875
2015-11-05,58.04999923706055
2015-11-06,57.09000015258789
2015-11-09,57.08000183105469
2015-11-10,56.790000915527344
2015-11-11,57.209999084472656
2015-11-12,56.7599983215332
2015-11-13,56.279998779296875
2015-11-16,56.77000045776367
2015-11-17,56.68000030517578
2015-11-18,57.060001373291016
2015-11-19,57.459999084472656
2015-11-20,57.130001068115234
2015-11-23,57.619998931884766
2015-11-24,57.56999969482422
2015-11-25,57.5
2015-11-27,57.75
2015-11-30,57.599998474121094
2015-12-01,57.88999938964844
2015-12-02,57.84000015258789
2015-12-03,57.09000015258789
2015-12-04,58.5099983215332
2015-12-07,58.27000045776367
2015-12-08,58.22999954223633
2015-12-09,57.33000183105469
2015-12-10,57.18000030517578
2015-12-11,56.459999084472656
2015-12-14,57.52000045776367
2015-12-15,57.34000015258789
2015-12-16,58.95000076293945
2015-12-17,58.43000030517578
2015-12-18,57.130001068115234
2015-12-21,57.439998626708984
2015-12-22,57.77000045776367
2015-12-23,58.43000030517578
2015-12-24,58.290000915527344
2015-12-28,58.27000045776367
2015-12-29,58.91999816894531
2015-12-30,58.79999923706055
2015-12-31,58.209999084472656
2016-01-04,57.38999938964844
2016-01-05,58.54999923706055
2016-01-06,59.16999816894531
2016-01-07,58.13999938964844
2016-01-08,58.2400016784668
2016-01-11,59.459999084472656
2016-01-12,59.380001068115234
2016-01-13,57.779998779296875
2016-01-14,58.220001220703125
2016-01-15,57.20000076293945
