Date,CAT
2015-07-01,83.94999694824219
2015-07-02,84.37999725341797
2015-07-06,83.1500015258789
2015-07-07,83.98999786376953
2015-07-08,82.2699966430664
2015-07-09,81.69000244140625
2015-07-10,82.1500015258789
2015-07-13,83.63999938964844
2015-07-14,84.45999908447266
2015-07-15,84.16000366210938
2015-07-16,83.76000213623047
2015-07-17,83.16000366210938
2015-07-20,82.25
2015-07-21,82.22000122070312
2015-07-22,79.76000213623047
2015-07-23,76.87999725341797
2015-07-24,76.0999984741211
2015-07-27,75.31999969482422
2015-07-28,77.77999877929688
2015-07-29,77.33000183105469
2015-07-30,78.3499984741211
2015-07-31,78.62999725341797
2015-08-03,77.26000213623047
2015-08-04,76.5999984741211
2015-08-05,76.87999725341797
2015-08-06,77.45999908447266
2015-08-07,77.29000091552734
2015-08-10,80.16000366210938
2015-08-11,78.04000091552734
2015-08-12,78.91999816894531
2015-08-13,77.76000213623047
2015-08-14,78.48999786376953
2015-08-17,78.54000091552734
2015-08-18,78.81999969482422
2015-08-19,77.41000366210938
2015-08-20,76.41000366210938
2015-08-21,75.0
2015-08-24,72.81999969482422
2015-08-25,72.05999755859375
2015-08-26,73.87000274658203
2015-08-27,75.66000366210938
2015-08-28,75.94999694824219
2015-08-31,76.44000244140625
2015-09-01,74.9000015258789
2015-09-02,76.0999984741211
2015-09-03,74.44999694824219
2015-09-04,73.0999984741211
2015-09-08,74.30000305175781
2015-09-09,72.95999908447266
2015-09-10,72.41999816894531
2015-09-11,72.62999725341797
2015-09-14,72.7699966430664
2015-09-15,74.58000183105469
2015-09-16,75.63999938964844
2015-09-17,74.05999755859375
2015-09-18,71.86000061035156
2015-09-21,72.16000366210938
2015-09-22,71.68000030517578
2015-09-23,70.19999694824219
2015-09-24,65.80000305175781
2015-09-25,64.9800033569336
2015-09-28,63.790000915527344
2015-09-29,64.30999755859375
2015-09-30,65.36000061035156
2015-10-01,64.38999938964844
2015-10-02,65.69999694824219
2015-10-05,69.18000030517578
2015-10-06,70.81999969482422
2015-10-07,70.37999725341797
2015-10-08,71.83999633789062
2015-10-09,71.30000305175781
2015-10-12,70.5
2015-10-13,70.16999816894531
2015-10-14,70.70999908447266
2015-10-15,70.83000183105469
2015-10-16,69.68000030517578
2015-10-19,69.2699966430664
2015-10-20,70.2699966430664
2015-10-21,69.66999816894531
2015-10-22,70.87999725341797
2015-10-23,71.75
2015-10-26,71.5199966430664
2015-10-27,70.38999938964844
2015-10-28,71.97000122070312
2015-10-29,71.97000122070312
2015-10-30,72.98999786376953
2015-11-02,74.33999633789062
2015-11-03,74.75
2015-11-04,74.55000305175781
2015-11-05,74.22000122070312
2015-11-06,73.83999633789062
2015-11-09,71.88999938964844
2015-11-10,72.43000030517578
2015-11-11,71.91000366210938
2015-11-12,68.66000366210938
2015-11-13,69.62999725341797
2015-11-16,70.38999938964844
