Date,TTD
2025-07-01,73.48999786376953
2025-07-02,73.58000183105469
2025-07-03,74.41000366210938
2025-07-07,73.55999755859375
2025-07-08,74.02999877929688
2025-07-09,75.62999725341797
2025-07-10,76.8499984741211
2025-07-11,75.37999725341797
2025-07-14,75.43000030517578
2025-07-15,80.4000015258789
2025-07-16,81.12999725341797
2025-07-17,81.44000244140625
2025-07-18,80.20999908447266
2025-07-21,80.02999877929688
2025-07-22,81.66999816894531
2025-07-23,84.62999725341797
2025-07-24,85.0
2025-07-25,86.13999938964844
2025-07-28,88.45999908447266
2025-07-29,84.52999877929688
2025-07-30,86.41999816894531
2025-07-31,86.95999908447266
2025-08-01,86.08000183105469
2025-08-04,89.76000213623047
2025-08-05,87.69999694824219
2025-08-06,89.58000183105469
2025-08-07,88.33000183105469
2025-08-08,54.22999954223633
2025-08-11,53.17499923706055
2025-08-12,53.27000045776367
2025-08-13,54.36000061035156
2025-08-14,50.7599983215332
2025-08-15,52.119998931884766
2025-08-18,54.95000076293945
2025-08-19,52.529998779296875
2025-08-20,52.529998779296875
2025-08-21,52.29999923706055
2025-08-22,53.20000076293945
2025-08-25,52.369998931884766
2025-08-26,52.220001220703125
2025-08-27,52.650001525878906
2025-08-28,55.36000061035156
2025-08-29,54.65999984741211
2025-09-02,54.18000030517578
2025-09-03,53.77000045776367
2025-09-04,51.91999816894531
2025-09-05,52.06999969482422
2025-09-08,52.029998779296875
2025-09-09,52.400001525878906
2025-09-10,46.13999938964844
2025-09-11,45.2400016784668
2025-09-12,45.150001525878906
2025-09-15,45.540000915527344
2025-09-16,44.89500045776367
2025-09-17,45.369998931884766
2025-09-18,43.93000030517578
2025-09-19,44.470001220703125
2025-09-22,46.150001525878906
2025-09-23,46.86000061035156
2025-09-24,46.869998931884766
2025-09-25,46.7599983215332
2025-09-26,47.13999938964844
2025-09-29,49.63999938964844
2025-09-30,49.0099983215332
2025-10-01,49.31999969482422
2025-10-02,50.880001068115234
2025-10-03,51.54999923706055
2025-10-06,53.13999938964844
2025-10-07,53.4900016784668
2025-10-08,54.06999969482422
2025-10-09,54.09000015258789
2025-10-10,52.36000061035156
2025-10-13,51.275001525878906
2025-10-14,50.72999954223633
2025-10-15,51.099998474121094
2025-10-16,49.900001525878906
2025-10-17,49.97999954223633
2025-10-20,52.494998931884766
2025-10-21,53.91999816894531
2025-10-22,53.88999938964844
2025-10-23,54.130001068115234
2025-10-24,52.0
2025-10-27,53.61000061035156
2025-10-28,51.66999816894531
2025-10-29,49.959999084472656
2025-10-30,48.970001220703125
2025-10-31,50.279998779296875
2025-11-03,49.119998931884766
2025-11-04,47.2400016784668
2025-11-05,47.70000076293945
2025-11-06,45.900001525878906
2025-11-07,43.0
2025-11-10,43.2599983215332
2025-11-11,44.20000076293945
2025-11-12,43.790000915527344
2025-11-13,42.869998931884766
2025-11-14,41.93000030517578
2025-11-17,40.209999084472656
2025-11-18,40.470001220703125
2025-11-19,40.189998626708984
2025-11-20,38.349998474121094
2025-11-21,39.650001525878906
2025-11-24,39.060001373291016
2025-11-25,39.09000015258789
2025-11-26,39.11000061035156
2025-11-28,39.560001373291016
2025-12-01,39.58000183105469
2025-12-02,39.95000076293945
2025-12-03,38.61000061035156
2025-12-04,39.349998474121094
2025-12-05,40.04999923706055
2025-12-08,39.349998474121094
2025-12-09,39.400001525878906
2025-12-10,39.220001220703125
2025-12-11,37.02000045776367
2025-12-12,36.650001525878906
2025-12-15,36.189998626708984
2025-12-16,36.63999938964844
2025-12-17,37.16999816894531
2025-12-18,37.290000915527344
2025-12-19,37.2599983215332
2025-12-22,37.290000915527344
2025-12-23,37.439998626708984
2025-12-24,38.119998931884766
2025-12-26,38.310001373291016
2025-12-29,38.38999938964844
2025-12-30,38.119998931884766
