Date,TRIP
2015-07-01,86.9000015258789
2015-07-02,86.87000274658203
2015-07-06,86.88999938964844
2015-07-07,86.83000183105469
2015-07-08,85.58000183105469
2015-07-09,85.95999908447266
2015-07-10,88.44000244140625
2015-07-13,90.30000305175781
2015-07-14,89.68000030517578
2015-07-15,90.37999725341797
2015-07-16,91.11000061035156
2015-07-17,92.18000030517578
2015-07-20,91.98999786376953
2015-07-21,92.55000305175781
2015-07-22,91.75
2015-07-23,93.37000274658203
2015-07-24,80.86000061035156
2015-07-27,80.5999984741211
2015-07-28,79.33999633789062
2015-07-29,79.70999908447266
2015-07-30,78.69000244140625
2015-07-31,79.37999725341797
2015-08-03,78.8499984741211
2015-08-04,78.4000015258789
2015-08-05,77.95999908447266
2015-08-06,76.12000274658203
2015-08-07,74.31999969482422
2015-08-10,75.30999755859375
2015-08-11,74.66999816894531
2015-08-12,73.5
2015-08-13,71.69999694824219
2015-08-14,72.48999786376953
2015-08-17,73.5
2015-08-18,72.26000213623047
2015-08-19,71.75
2015-08-20,70.37999725341797
2015-08-21,69.51000213623047
2015-08-24,66.2699966430664
2015-08-25,66.54000091552734
2015-08-26,68.37999725341797
2015-08-27,70.33999633789062
2015-08-28,70.5999984741211
2015-08-31,69.9000015258789
2015-09-01,68.19000244140625
2015-09-02,69.7300033569336
2015-09-03,69.47000122070312
2015-09-04,67.20999908447266
2015-09-08,67.5999984741211
2015-09-09,66.91999816894531
2015-09-10,67.48999786376953
2015-09-11,66.91999816894531
2015-09-14,67.79000091552734
2015-09-15,70.05999755859375
2015-09-16,69.9000015258789
2015-09-17,69.88999938964844
2015-09-18,68.63999938964844
2015-09-21,68.37999725341797
2015-09-22,67.19999694824219
2015-09-23,65.69000244140625
2015-09-24,65.45999908447266
2015-09-25,64.88999938964844
2015-09-28,62.880001068115234
2015-09-29,63.41999816894531
2015-09-30,63.02000045776367
2015-10-01,64.12999725341797
2015-10-02,66.36000061035156
2015-10-05,67.23999786376953
2015-10-06,66.83999633789062
2015-10-07,67.7300033569336
2015-10-08,69.58000183105469
2015-10-09,67.9800033569336
2015-10-12,67.4800033569336
2015-10-13,66.69000244140625
2015-10-14,83.72000122070312
2015-10-15,83.36000061035156
2015-10-16,83.19999694824219
2015-10-19,84.13999938964844
2015-10-20,84.25
2015-10-21,82.16999816894531
2015-10-22,83.55999755859375
2015-10-23,82.9000015258789
2015-10-26,83.6500015258789
2015-10-27,81.76000213623047
2015-10-28,81.30000305175781
2015-10-29,80.93000030517578
2015-10-30,83.77999877929688
2015-11-02,83.16000366210938
2015-11-03,82.25
2015-11-04,82.62000274658203
2015-11-05,83.11000061035156
2015-11-06,77.41999816894531
2015-11-09,77.12000274658203
2015-11-10,78.3499984741211
2015-11-11,79.73999786376953
2015-11-12,79.1500015258789
2015-11-13,77.94999694824219
2015-11-16,78.55000305175781
2015-11-17,78.12000274658203
2015-11-18,83.68000030517578
2015-11-19,84.55000305175781
2015-11-20,84.9800033569336
2015-11-23,84.80000305175781
2015-11-24,82.9800033569336
2015-11-25,82.7699966430664
2015-11-27,82.79000091552734
2015-11-30,82.37000274658203
2015-12-01,82.93000030517578
2015-12-02,82.91999816894531
2015-12-03,83.13999938964844
2015-12-04,84.37000274658203
2015-12-07,83.06999969482422
2015-12-08,83.19999694824219
2015-12-09,82.41000366210938
2015-12-10,83.5199966430664
2015-12-11,82.4800033569336
2015-12-14,83.80000305175781
2015-12-15,85.91000366210938
2015-12-16,86.87999725341797
2015-12-17,85.37999725341797
2015-12-18,84.3499984741211
2015-12-21,84.12000274658203
2015-12-22,84.4000015258789
2015-12-23,84.87999725341797
2015-12-24,85.44999694824219
2015-12-28,85.19999694824219
2015-12-29,86.51000213623047
2015-12-30,86.1500015258789
2015-12-31,85.25
2016-01-04,82.9800033569336
2016-01-05,81.93000030517578
2016-01-06,80.0999984741211
2016-01-07,77.69000244140625
2016-01-08,76.18000030517578
2016-01-11,76.94999694824219
2016-01-12,77.36000061035156
2016-01-13,72.94000244140625
2016-01-14,71.91999816894531
2016-01-15,70.62999725341797
2016-01-19,71.19000244140625
2016-01-20,69.26000213623047
2016-01-21,69.51000213623047
2016-01-22,70.6500015258789
2016-01-25,69.48999786376953
2016-01-26,69.69000244140625
2016-01-27,67.54000091552734
2016-01-28,67.31999969482422
2016-01-29,66.76000213623047
2016-02-01,67.19000244140625
2016-02-02,63.0
2016-02-03,62.77000045776367
2016-02-04,63.810001373291016
2016-02-05,58.369998931884766
2016-02-08,55.880001068115234
2016-02-09,54.09000015258789
2016-02-10,54.349998474121094
2016-02-11,61.06999969482422
2016-02-12,59.900001525878906
2016-02-16,63.31999969482422
2016-02-17,65.3499984741211
2016-02-18,63.06999969482422
2016-02-19,63.41999816894531
2016-02-22,63.11000061035156
2016-02-23,60.70000076293945
2016-02-24,60.65999984741211
2016-02-25,62.04999923706055
2016-02-26,62.380001068115234
2016-02-29,62.599998474121094
2016-03-01,66.0999984741211
2016-03-02,65.31999969482422
2016-03-03,65.56999969482422
2016-03-04,65.0999984741211
2016-03-07,65.5
2016-03-08,62.56999969482422
2016-03-09,60.97999954223633
2016-03-10,61.02000045776367
2016-03-11,63.70000076293945
2016-03-14,66.54000091552734
2016-03-15,66.80000305175781
2016-03-16,67.4800033569336
2016-03-17,65.30999755859375
2016-03-18,64.30999755859375
2016-03-21,65.70999908447266
2016-03-22,64.04000091552734
2016-03-23,61.7400016784668
2016-03-24,62.22999954223633
2016-03-28,62.5099983215332
2016-03-29,65.58000183105469
2016-03-30,66.58000183105469
2016-03-31,66.5
2016-04-01,67.2300033569336
2016-04-04,65.08999633789062
2016-04-05,63.959999084472656
2016-04-06,65.52999877929688
2016-04-07,63.349998474121094
2016-04-08,62.2400016784668
2016-04-11,60.59000015258789
2016-04-12,61.439998626708984
2016-04-13,63.790000915527344
2016-04-14,63.5099983215332
2016-04-15,63.0
2016-04-18,65.44000244140625
2016-04-19,64.54000091552734
2016-04-20,64.38999938964844
2016-04-21,63.810001373291016
2016-04-22,63.34000015258789
2016-04-25,62.54999923706055
2016-04-26,62.5
2016-04-27,63.689998626708984
2016-04-28,63.599998474121094
2016-04-29,64.58999633789062
2016-05-02,64.88999938964844
2016-05-03,65.83000183105469
2016-05-04,63.130001068115234
2016-05-05,62.040000915527344
2016-05-06,62.06999969482422
2016-05-09,63.09000015258789
2016-05-10,66.0999984741211
2016-05-11,65.66999816894531
2016-05-12,63.779998779296875
2016-05-13,64.45999908447266
2016-05-16,64.9000015258789
2016-05-17,65.79000091552734
2016-05-18,64.16999816894531
2016-05-19,63.25
2016-05-20,64.52999877929688
2016-05-23,66.87000274658203
2016-05-24,66.06999969482422
2016-05-25,66.9000015258789
2016-05-26,66.5999984741211
2016-05-27,67.31999969482422
2016-05-31,67.73999786376953
