Date,PWR
2015-07-01,28.739999771118164
2015-07-02,28.549999237060547
2015-07-06,28.31999969482422
2015-07-07,28.790000915527344
2015-07-08,27.700000762939453
2015-07-09,27.93000030517578
2015-07-10,28.09000015258789
2015-07-13,28.600000381469727
2015-07-14,28.899999618530273
2015-07-15,28.290000915527344
2015-07-16,28.510000228881836
2015-07-17,28.190000534057617
2015-07-20,28.149999618530273
2015-07-21,28.110000610351562
2015-07-22,27.770000457763672
2015-07-23,27.459999084472656
2015-07-24,27.0
2015-07-27,26.6299991607666
2015-07-28,27.209999084472656
2015-07-29,27.790000915527344
2015-07-30,27.780000686645508
2015-07-31,27.6200008392334
2015-08-03,27.420000076293945
2015-08-04,27.329999923706055
2015-08-05,23.110000610351562
2015-08-06,23.34000015258789
2015-08-07,23.639999389648438
2015-08-10,24.479999542236328
2015-08-11,24.450000762939453
2015-08-12,24.940000534057617
2015-08-13,24.190000534057617
2015-08-14,24.530000686645508
2015-08-17,24.459999084472656
2015-08-18,24.489999771118164
2015-08-19,24.18000030517578
2015-08-20,23.65999984741211
2015-08-21,23.059999465942383
2015-08-24,21.969999313354492
2015-08-25,21.829999923706055
2015-08-26,22.40999984741211
2015-08-27,23.649999618530273
2015-08-28,23.770000457763672
2015-08-31,24.239999771118164
2015-09-01,23.260000228881836
2015-09-02,23.700000762939453
2015-09-03,23.8799991607666
2015-09-04,23.690000534057617
2015-09-08,24.420000076293945
2015-09-09,24.360000610351562
2015-09-10,24.540000915527344
2015-09-11,24.399999618530273
2015-09-14,24.219999313354492
2015-09-15,24.610000610351562
2015-09-16,24.93000030517578
2015-09-17,24.739999771118164
2015-09-18,24.579999923706055
2015-09-21,24.90999984741211
2015-09-22,24.459999084472656
2015-09-23,23.729999542236328
2015-09-24,24.100000381469727
2015-09-25,24.3799991607666
2015-09-28,23.600000381469727
2015-09-29,23.850000381469727
2015-09-30,24.209999084472656
2015-10-01,24.690000534057617
2015-10-02,24.75
2015-10-05,25.559999465942383
2015-10-06,25.6299991607666
2015-10-07,26.200000762939453
2015-10-08,26.780000686645508
2015-10-09,26.510000228881836
2015-10-12,26.280000686645508
2015-10-13,25.8799991607666
2015-10-14,25.600000381469727
2015-10-15,26.209999084472656
2015-10-16,18.739999771118164
2015-10-19,19.309999465942383
2015-10-20,19.84000015258789
2015-10-21,19.549999237060547
2015-10-22,19.31999969482422
2015-10-23,19.479999542236328
2015-10-26,19.510000228881836
2015-10-27,19.31999969482422
2015-10-28,19.84000015258789
2015-10-29,19.850000381469727
2015-10-30,20.110000610351562
2015-11-02,20.030000686645508
2015-11-03,20.15999984741211
2015-11-04,19.950000762939453
2015-11-05,20.729999542236328
2015-11-06,20.850000381469727
2015-11-09,21.239999771118164
2015-11-10,21.489999771118164
2015-11-11,21.649999618530273
2015-11-12,20.670000076293945
2015-11-13,20.700000762939453
2015-11-16,21.170000076293945
2015-11-17,20.950000762939453
2015-11-18,21.309999465942383
2015-11-19,21.549999237060547
2015-11-20,21.5
2015-11-23,21.40999984741211
2015-11-24,21.760000228881836
2015-11-25,21.68000030517578
2015-11-27,21.719999313354492
2015-11-30,22.049999237060547
2015-12-01,22.559999465942383
2015-12-02,22.600000381469727
2015-12-03,22.940000534057617
2015-12-04,21.540000915527344
2015-12-07,20.850000381469727
2015-12-08,20.270000457763672
2015-12-09,20.329999923706055
2015-12-10,20.420000076293945
2015-12-11,19.829999923706055
2015-12-14,19.84000015258789
2015-12-15,20.31999969482422
2015-12-16,20.709999084472656
2015-12-17,19.860000610351562
2015-12-18,19.860000610351562
2015-12-21,19.969999313354492
2015-12-22,20.219999313354492
2015-12-23,20.90999984741211
2015-12-24,20.68000030517578
2015-12-28,20.6200008392334
2015-12-29,20.770000457763672
2015-12-30,20.520000457763672
2015-12-31,20.25
2016-01-04,20.309999465942383
2016-01-05,19.459999084472656
2016-01-06,19.440000534057617
2016-01-07,18.920000076293945
2016-01-08,18.700000762939453
2016-01-11,18.469999313354492
2016-01-12,18.5
2016-01-13,18.079999923706055
2016-01-14,18.030000686645508
2016-01-15,18.1299991607666
2016-01-19,17.549999237060547
2016-01-20,17.639999389648438
2016-01-21,17.65999984741211
2016-01-22,17.889999389648438
2016-01-25,17.829999923706055
2016-01-26,17.90999984741211
2016-01-27,17.770000457763672
2016-01-28,18.0
2016-01-29,18.700000762939453
2016-02-01,18.75
2016-02-02,18.350000381469727
2016-02-03,18.579999923706055
2016-02-04,18.899999618530273
2016-02-05,18.81999969482422
2016-02-08,17.649999618530273
2016-02-09,17.540000915527344
2016-02-10,17.489999771118164
2016-02-11,17.290000915527344
2016-02-12,17.65999984741211
2016-02-16,18.040000915527344
2016-02-17,18.559999465942383
2016-02-18,18.56999969482422
2016-02-19,18.68000030517578
2016-02-22,19.020000457763672
2016-02-23,18.700000762939453
2016-02-24,18.520000457763672
2016-02-25,19.920000076293945
2016-02-26,20.209999084472656
2016-02-29,20.290000915527344
2016-03-01,20.889999389648438
2016-03-02,21.200000762939453
2016-03-03,21.510000228881836
2016-03-04,21.760000228881836
2016-03-07,22.010000228881836
2016-03-08,22.0
2016-03-09,21.959999084472656
2016-03-10,22.110000610351562
2016-03-11,22.559999465942383
2016-03-14,22.459999084472656
2016-03-15,21.90999984741211
2016-03-16,22.190000534057617
2016-03-17,22.520000457763672
2016-03-18,22.670000076293945
2016-03-21,22.639999389648438
