Date,PODD
2024-07-19,195.02999877929688
2024-07-22,194.22999572753906
2024-07-23,196.75999450683594
2024-07-24,194.3800048828125
2024-07-25,190.8800048828125
2024-07-26,193.3000030517578
2024-07-29,191.8300018310547
2024-07-30,193.7899932861328
2024-07-31,194.35000610351562
2024-08-01,197.25
2024-08-02,196.4499969482422
2024-08-05,190.5800018310547
2024-08-06,196.35000610351562
2024-08-07,190.38999938964844
2024-08-08,199.7899932861328
2024-08-09,182.19000244140625
2024-08-12,188.0500030517578
2024-08-13,194.58999633789062
2024-08-14,191.5399932861328
2024-08-15,195.02999877929688
2024-08-16,193.50999450683594
2024-08-19,195.9199981689453
2024-08-20,182.47000122070312
2024-08-21,185.8000030517578
2024-08-22,185.66000366210938
2024-08-23,185.0399932861328
2024-08-26,180.69000244140625
2024-08-27,192.5800018310547
2024-08-28,204.4199981689453
2024-08-29,205.14999389648438
2024-08-30,202.77000427246094
2024-09-03,206.69000244140625
2024-09-04,212.50999450683594
2024-09-05,216.11000061035156
2024-09-06,214.75
2024-09-09,219.1300048828125
2024-09-10,226.5
2024-09-11,227.72999572753906
2024-09-12,230.4499969482422
2024-09-13,233.8699951171875
2024-09-16,233.88999938964844
2024-09-17,235.5399932861328
2024-09-18,236.11000061035156
2024-09-19,237.67999267578125
2024-09-20,236.5800018310547
2024-09-23,238.97000122070312
2024-09-24,239.00999450683594
2024-09-25,238.8000030517578
2024-09-26,235.42999267578125
2024-09-27,232.02999877929688
2024-09-30,232.75
2024-10-01,234.55999755859375
2024-10-02,232.6300048828125
2024-10-03,229.99000549316406
2024-10-04,229.94000244140625
2024-10-07,227.7899932861328
2024-10-08,229.3300018310547
2024-10-09,231.83999633789062
2024-10-10,231.1999969482422
2024-10-11,233.10000610351562
2024-10-14,232.50999450683594
2024-10-15,230.07000732421875
2024-10-16,230.60000610351562
2024-10-17,229.1300048828125
2024-10-18,236.58999633789062
2024-10-21,236.47999572753906
2024-10-22,236.60000610351562
2024-10-23,234.83999633789062
2024-10-24,237.6300048828125
2024-10-25,233.6300048828125
2024-10-28,233.3699951171875
2024-10-29,232.3699951171875
2024-10-30,230.5800018310547
2024-10-31,231.52999877929688
2024-11-01,235.61000061035156
2024-11-04,237.44000244140625
2024-11-05,241.32000732421875
2024-11-06,239.3000030517578
2024-11-07,244.97999572753906
2024-11-08,268.0
2024-11-11,275.70001220703125
2024-11-12,275.1000061035156
2024-11-13,269.05999755859375
2024-11-14,261.1600036621094
2024-11-15,260.1199951171875
2024-11-18,260.67999267578125
2024-11-19,261.989990234375
2024-11-20,266.5799865722656
2024-11-21,262.0
2024-11-22,262.92999267578125
2024-11-25,266.5799865722656
2024-11-26,266.4200134277344
2024-11-27,266.9200134277344
2024-11-29,266.7799987792969
2024-12-02,266.489990234375
2024-12-03,269.6600036621094
2024-12-04,269.2099914550781
2024-12-05,267.5799865722656
2024-12-06,265.4599914550781
2024-12-09,265.1199951171875
2024-12-10,274.7900085449219
2024-12-11,273.4700012207031
2024-12-12,271.7300109863281
2024-12-13,269.3399963378906
2024-12-16,265.5
2024-12-17,263.3500061035156
2024-12-18,256.44000244140625
2024-12-19,256.55999755859375
2024-12-20,266.57000732421875
2024-12-23,263.3299865722656
2024-12-24,263.2300109863281
2024-12-26,265.67999267578125
2024-12-27,265.1199951171875
2024-12-30,263.3599853515625
2024-12-31,261.07000732421875
2025-01-02,256.8500061035156
2025-01-03,266.29998779296875
2025-01-06,268.4100036621094
2025-01-07,265.6499938964844
2025-01-08,270.3599853515625
2025-01-10,271.8299865722656
2025-01-13,267.989990234375
2025-01-14,267.0400085449219
2025-01-15,264.3800048828125
2025-01-16,272.8599853515625
2025-01-17,275.80999755859375
2025-01-21,276.0799865722656
2025-01-22,278.8900146484375
2025-01-23,277.20001220703125
2025-01-24,280.3500061035156
2025-01-27,275.8999938964844
2025-01-28,275.9700012207031
2025-01-29,277.1099853515625
2025-01-30,280.0299987792969
2025-01-31,278.3800048828125
2025-02-03,278.8999938964844
2025-02-04,278.4800109863281
2025-02-05,284.70001220703125
2025-02-06,287.6700134277344
2025-02-07,283.0799865722656
2025-02-10,285.3399963378906
2025-02-11,284.260009765625
2025-02-12,279.54998779296875
2025-02-13,282.1199951171875
2025-02-14,280.55999755859375
2025-02-18,280.7099914550781
2025-02-19,283.67999267578125
2025-02-20,288.2900085449219
2025-02-21,282.79998779296875
2025-02-24,283.4800109863281
2025-02-25,266.67999267578125
2025-02-26,270.6400146484375
2025-02-27,267.0899963378906
2025-02-28,272.2699890136719
2025-03-03,272.6400146484375
2025-03-04,269.70001220703125
2025-03-05,270.80999755859375
2025-03-06,259.6700134277344
2025-03-07,251.80999755859375
2025-03-10,237.05999755859375
2025-03-11,245.35000610351562
2025-03-12,248.3800048828125
2025-03-13,244.6699981689453
2025-03-14,255.44000244140625
2025-03-17,261.6300048828125
2025-03-18,260.4700012207031
2025-03-19,265.82000732421875
2025-03-20,265.3900146484375
2025-03-21,268.32000732421875
2025-03-24,274.0400085449219
2025-03-25,272.7099914550781
2025-03-26,264.8800048828125
2025-03-27,260.2699890136719
2025-03-28,258.75
2025-03-31,262.6099853515625
2025-04-01,263.17999267578125
2025-04-02,269.1300048828125
2025-04-03,256.79998779296875
2025-04-04,245.25999450683594
2025-04-07,256.2300109863281
2025-04-08,247.0399932861328
2025-04-09,264.7200012207031
2025-04-10,251.47000122070312
2025-04-11,253.99000549316406
2025-04-14,255.47000122070312
2025-04-15,256.42999267578125
2025-04-16,250.72999572753906
2025-04-17,246.8000030517578
2025-04-21,238.57000732421875
2025-04-22,244.02000427246094
2025-04-23,246.49000549316406
2025-04-24,259.3800048828125
2025-04-25,260.7099914550781
2025-04-28,259.5199890136719
2025-04-29,251.27000427246094
2025-04-30,252.2899932861328
2025-05-01,250.25
2025-05-02,257.010009765625
2025-05-05,258.7900085449219
2025-05-06,258.8699951171875
2025-05-07,264.30999755859375
2025-05-08,257.0
2025-05-09,310.6700134277344
2025-05-12,316.6700134277344
2025-05-13,314.4599914550781
2025-05-14,321.4100036621094
2025-05-15,322.0199890136719
2025-05-16,324.75
2025-05-19,325.8399963378906
2025-05-20,327.4700012207031
2025-05-21,324.5
2025-05-22,321.0
2025-05-23,321.3599853515625
2025-05-27,326.6400146484375
2025-05-28,323.54998779296875
2025-05-29,323.8500061035156
2025-05-30,325.0299987792969
2025-06-02,325.0
2025-06-03,323.239990234375
2025-06-04,319.2099914550781
2025-06-05,317.1600036621094
2025-06-06,311.7699890136719
2025-06-09,305.6600036621094
2025-06-10,298.7300109863281
2025-06-11,302.239990234375
2025-06-12,303.6199951171875
2025-06-13,304.6300048828125
2025-06-16,306.5899963378906
2025-06-17,304.3900146484375
2025-06-18,301.7900085449219
2025-06-20,303.1499938964844
2025-06-23,307.6700134277344
2025-06-24,310.8999938964844
2025-06-25,306.2300109863281
2025-06-26,309.8299865722656
2025-06-27,313.0799865722656
2025-06-30,314.17999267578125
2025-07-01,299.989990234375
2025-07-02,301.6199951171875
2025-07-03,301.04998779296875
2025-07-07,300.70001220703125
2025-07-08,296.510009765625
2025-07-09,297.4599914550781
2025-07-10,297.3999938964844
2025-07-11,289.32000732421875
2025-07-14,292.010009765625
2025-07-15,289.989990234375
2025-07-16,288.2699890136719
2025-07-17,283.45001220703125
2025-07-18,284.2300109863281
2025-07-21,280.9599914550781
2025-07-22,285.57000732421875
2025-07-23,286.6700134277344
2025-07-24,286.5799865722656
2025-07-25,290.2200012207031
2025-07-28,292.2699890136719
2025-07-29,291.489990234375
2025-07-30,298.2699890136719
2025-07-31,288.3999938964844
2025-08-01,284.9100036621094
2025-08-04,287.7699890136719
2025-08-05,281.0
2025-08-06,277.29998779296875
2025-08-07,303.54998779296875
2025-08-08,307.1000061035156
2025-08-11,304.8399963378906
2025-08-12,309.6300048828125
2025-08-13,308.67999267578125
2025-08-14,315.7799987792969
2025-08-15,321.2699890136719
2025-08-18,323.07000732421875
2025-08-19,327.4800109863281
2025-08-20,333.0
2025-08-21,327.8500061035156
2025-08-22,330.7699890136719
2025-08-25,329.0
2025-08-26,331.8299865722656
2025-08-27,334.3500061035156
2025-08-28,337.6000061035156
2025-08-29,339.8800048828125
2025-09-02,344.9200134277344
2025-09-03,343.5299987792969
2025-09-04,346.4700012207031
2025-09-05,348.42999267578125
2025-09-08,349.55999755859375
2025-09-09,352.82000732421875
2025-09-10,337.6099853515625
2025-09-11,337.94000244140625
2025-09-12,341.7799987792969
2025-09-15,340.2900085449219
2025-09-16,332.1300048828125
2025-09-17,322.2200012207031
2025-09-18,333.510009765625
2025-09-19,330.8399963378906
2025-09-22,335.1199951171875
2025-09-23,327.79998779296875
2025-09-24,326.9700012207031
2025-09-25,323.5799865722656
2025-09-26,318.0
2025-09-29,310.6199951171875
2025-09-30,308.7300109863281
2025-10-01,305.9800109863281
2025-10-02,312.2099914550781
2025-10-03,309.1199951171875
2025-10-06,311.69000244140625
2025-10-07,313.45001220703125
2025-10-08,315.489990234375
2025-10-09,320.3800048828125
2025-10-10,314.5199890136719
2025-10-13,314.55999755859375
2025-10-14,318.29998779296875
2025-10-15,312.45001220703125
2025-10-16,316.2900085449219
2025-10-17,318.5899963378906
2025-10-20,326.8500061035156
2025-10-21,328.9700012207031
2025-10-22,329.2200012207031
2025-10-23,323.4599914550781
2025-10-24,320.9100036621094
2025-10-27,325.79998779296875
2025-10-28,324.3399963378906
2025-10-29,316.1700134277344
2025-10-30,311.95001220703125
2025-10-31,313.010009765625
2025-11-03,318.7699890136719
2025-11-04,320.2699890136719
2025-11-05,314.44000244140625
2025-11-06,323.3999938964844
2025-11-07,319.82000732421875
2025-11-10,320.3500061035156
2025-11-11,326.2799987792969
2025-11-12,336.8399963378906
2025-11-13,332.6700134277344
2025-11-14,332.70001220703125
2025-11-17,328.0199890136719
2025-11-18,333.4700012207031
2025-11-19,346.3599853515625
2025-11-20,312.8900146484375
2025-11-21,331.1700134277344
2025-11-24,337.5299987792969
2025-11-25,328.8500061035156
2025-11-26,326.79998779296875
2025-11-28,327.19000244140625
2025-12-01,310.8299865722656
2025-12-02,309.0
2025-12-03,307.55999755859375
2025-12-04,315.9200134277344
2025-12-05,304.489990234375
2025-12-08,296.19000244140625
2025-12-09,294.20001220703125
2025-12-10,295.19000244140625
2025-12-11,294.1700134277344
2025-12-12,295.70001220703125
2025-12-15,291.510009765625
2025-12-16,288.7300109863281
2025-12-17,289.57000732421875
2025-12-18,292.8800048828125
2025-12-19,289.6199951171875
2025-12-22,291.57000732421875
2025-12-23,285.5
2025-12-24,288.82000732421875
2025-12-26,288.6300048828125
2025-12-29,287.3599853515625
2025-12-30,287.0299987792969
