Date,OI
2015-07-01,22.93000030517578
2015-07-02,22.90999984741211
2015-07-06,22.530000686645508
2015-07-07,22.6299991607666
2015-07-08,21.75
2015-07-09,22.049999237060547
2015-07-10,22.100000381469727
2015-07-13,22.219999313354492
2015-07-14,22.190000534057617
2015-07-15,22.049999237060547
2015-07-16,22.270000457763672
2015-07-17,21.979999542236328
2015-07-20,21.719999313354492
2015-07-21,21.6200008392334
2015-07-22,21.489999771118164
2015-07-23,21.5
2015-07-24,20.84000015258789
2015-07-27,20.59000015258789
2015-07-28,20.959999084472656
2015-07-29,21.40999984741211
2015-07-30,21.489999771118164
2015-07-31,21.350000381469727
2015-08-03,20.81999969482422
2015-08-04,20.860000610351562
2015-08-05,21.1299991607666
2015-08-06,21.15999984741211
2015-08-07,20.899999618530273
2015-08-10,21.81999969482422
2015-08-11,21.639999389648438
2015-08-12,21.860000610351562
2015-08-13,21.5
2015-08-14,22.100000381469727
2015-08-17,22.219999313354492
2015-08-18,22.079999923706055
2015-08-19,21.719999313354492
2015-08-20,21.09000015258789
2015-08-21,20.31999969482422
2015-08-24,19.739999771118164
2015-08-25,19.420000076293945
2015-08-26,19.81999969482422
2015-08-27,20.770000457763672
2015-08-28,20.81999969482422
2015-08-31,20.850000381469727
2015-09-01,19.989999771118164
2015-09-02,20.209999084472656
2015-09-03,20.489999771118164
2015-09-04,19.860000610351562
2015-09-08,20.93000030517578
2015-09-09,20.65999984741211
2015-09-10,20.510000228881836
2015-09-11,20.030000686645508
2015-09-14,20.079999923706055
2015-09-15,21.420000076293945
2015-09-16,21.670000076293945
2015-09-17,21.43000030517578
2015-09-18,21.43000030517578
2015-09-21,22.149999618530273
2015-09-22,21.600000381469727
2015-09-23,21.100000381469727
2015-09-24,20.84000015258789
2015-09-25,21.1200008392334
2015-09-28,20.639999389648438
2015-09-29,20.469999313354492
2015-09-30,20.719999313354492
2015-10-01,20.889999389648438
2015-10-02,21.399999618530273
2015-10-05,21.850000381469727
2015-10-06,21.899999618530273
2015-10-07,22.3700008392334
2015-10-08,23.399999618530273
2015-10-09,23.459999084472656
2015-10-12,23.3799991607666
2015-10-13,23.209999084472656
2015-10-14,23.549999237060547
2015-10-15,23.790000915527344
2015-10-16,23.450000762939453
2015-10-19,23.389999389648438
2015-10-20,23.56999969482422
2015-10-21,23.1299991607666
2015-10-22,23.829999923706055
2015-10-23,23.600000381469727
2015-10-26,23.399999618530273
2015-10-27,22.65999984741211
2015-10-28,21.75
2015-10-29,21.440000534057617
2015-10-30,21.549999237060547
2015-11-02,21.790000915527344
2015-11-03,22.170000076293945
2015-11-04,21.920000076293945
2015-11-05,21.510000228881836
2015-11-06,21.260000228881836
2015-11-09,20.65999984741211
2015-11-10,20.110000610351562
2015-11-11,19.959999084472656
2015-11-12,18.799999237060547
2015-11-13,18.75
2015-11-16,19.020000457763672
2015-11-17,18.790000915527344
2015-11-18,18.829999923706055
2015-11-19,18.920000076293945
2015-11-20,18.760000228881836
2015-11-23,19.190000534057617
2015-11-24,19.59000015258789
2015-11-25,19.309999465942383
2015-11-27,19.239999771118164
2015-11-30,19.290000915527344
2015-12-01,19.350000381469727
2015-12-02,18.90999984741211
2015-12-03,18.899999618530273
2015-12-04,19.299999237060547
2015-12-07,18.81999969482422
2015-12-08,18.030000686645508
2015-12-09,18.0
2015-12-10,18.15999984741211
2015-12-11,17.510000228881836
2015-12-14,17.209999084472656
2015-12-15,17.290000915527344
2015-12-16,17.360000610351562
2015-12-17,16.940000534057617
2015-12-18,17.059999465942383
2015-12-21,16.959999084472656
2015-12-22,17.010000228881836
2015-12-23,17.56999969482422
2015-12-24,17.65999984741211
2015-12-28,17.469999313354492
2015-12-29,17.690000534057617
2015-12-30,17.520000457763672
2015-12-31,17.420000076293945
2016-01-04,17.059999465942383
2016-01-05,16.280000686645508
2016-01-06,15.850000381469727
2016-01-07,15.350000381469727
2016-01-08,15.020000457763672
2016-01-11,14.619999885559082
2016-01-12,14.109999656677246
2016-01-13,13.65999984741211
2016-01-14,13.800000190734863
2016-01-15,13.09000015258789
2016-01-19,12.59000015258789
2016-01-20,12.420000076293945
2016-01-21,12.680000305175781
2016-01-22,12.869999885559082
2016-01-25,12.449999809265137
2016-01-26,12.989999771118164
2016-01-27,13.210000038146973
2016-01-28,12.59000015258789
2016-01-29,12.9399995803833
2016-02-01,12.65999984741211
2016-02-02,12.0600004196167
2016-02-03,12.329999923706055
2016-02-04,12.9399995803833
2016-02-05,12.899999618530273
2016-02-08,12.3100004196167
2016-02-09,13.539999961853027
2016-02-10,13.40999984741211
2016-02-11,12.579999923706055
2016-02-12,13.039999961853027
2016-02-16,13.619999885559082
2016-02-17,14.199999809265137
2016-02-18,14.859999656677246
2016-02-19,14.0600004196167
2016-02-22,14.9399995803833
2016-02-23,14.729999542236328
2016-02-24,15.34000015258789
2016-02-25,15.079999923706055
2016-02-26,15.180000305175781
2016-02-29,14.960000038146973
2016-03-01,14.539999961853027
2016-03-02,14.680000305175781
2016-03-03,15.220000267028809
2016-03-04,15.130000114440918
2016-03-07,15.050000190734863
2016-03-08,14.010000228881836
2016-03-09,14.109999656677246
2016-03-10,14.15999984741211
2016-03-11,14.75
2016-03-14,15.109999656677246
2016-03-15,14.369999885559082
2016-03-16,14.979999542236328
2016-03-17,16.239999771118164
2016-03-18,16.149999618530273
2016-03-21,16.190000534057617
2016-03-22,16.290000915527344
2016-03-23,15.800000190734863
2016-03-24,15.75
2016-03-28,15.850000381469727
2016-03-29,15.869999885559082
2016-03-30,15.739999771118164
2016-03-31,15.960000038146973
2016-04-01,16.09000015258789
2016-04-04,15.670000076293945
2016-04-05,15.460000038146973
2016-04-06,16.329999923706055
2016-04-07,16.15999984741211
2016-04-08,16.34000015258789
2016-04-11,16.829999923706055
2016-04-12,17.030000686645508
2016-04-13,17.469999313354492
2016-04-14,17.59000015258789
2016-04-15,17.700000762939453
2016-04-18,17.889999389648438
2016-04-19,18.040000915527344
2016-04-20,18.110000610351562
2016-04-21,18.020000457763672
2016-04-22,18.329999923706055
2016-04-25,17.809999465942383
2016-04-26,18.299999237060547
2016-04-27,18.459999084472656
2016-04-28,18.3799991607666
2016-04-29,18.459999084472656
2016-05-02,18.610000610351562
2016-05-03,19.200000762939453
2016-05-04,19.15999984741211
2016-05-05,18.809999465942383
2016-05-06,18.770000457763672
2016-05-09,18.540000915527344
2016-05-10,19.309999465942383
2016-05-11,19.420000076293945
2016-05-12,18.969999313354492
2016-05-13,18.43000030517578
2016-05-16,18.770000457763672
2016-05-17,18.780000686645508
2016-05-18,18.34000015258789
2016-05-19,18.049999237060547
2016-05-20,18.40999984741211
2016-05-23,18.420000076293945
2016-05-24,18.6200008392334
2016-05-25,18.8799991607666
2016-05-26,18.479999542236328
2016-05-27,18.90999984741211
2016-05-31,18.899999618530273
2016-06-01,18.8799991607666
2016-06-02,19.219999313354492
2016-06-03,19.3799991607666
2016-06-06,20.049999237060547
2016-06-07,20.18000030517578
2016-06-08,20.149999618530273
2016-06-09,19.920000076293945
2016-06-10,19.43000030517578
2016-06-13,19.18000030517578
2016-06-14,18.670000076293945
2016-06-15,18.639999389648438
2016-06-16,18.489999771118164
2016-06-17,18.889999389648438
2016-06-20,19.25
2016-06-21,19.31999969482422
2016-06-22,19.389999389648438
2016-06-23,19.799999237060547
2016-06-24,17.959999084472656
2016-06-27,16.329999923706055
2016-06-28,17.18000030517578
2016-06-29,17.329999923706055
