Date,ROST
2015-07-01,49.38999938964844
2015-07-02,49.310001373291016
2015-07-06,49.869998931884766
2015-07-07,50.56999969482422
2015-07-08,50.16999816894531
2015-07-09,50.31999969482422
2015-07-10,50.86000061035156
2015-07-13,52.40999984741211
2015-07-14,52.43000030517578
2015-07-15,52.31999969482422
2015-07-16,52.959999084472656
2015-07-17,52.27000045776367
2015-07-20,52.83000183105469
2015-07-21,52.86000061035156
2015-07-22,53.279998779296875
2015-07-23,52.88999938964844
2015-07-24,52.689998626708984
2015-07-27,52.08000183105469
2015-07-28,52.0099983215332
2015-07-29,52.790000915527344
2015-07-30,52.75
2015-07-31,53.15999984741211
2015-08-03,53.029998779296875
2015-08-04,53.189998626708984
2015-08-05,53.810001373291016
2015-08-06,53.56999969482422
2015-08-07,53.06999969482422
2015-08-10,53.72999954223633
2015-08-11,53.81999969482422
2015-08-12,53.560001373291016
2015-08-13,53.630001068115234
2015-08-14,53.720001220703125
2015-08-17,54.5
2015-08-18,56.529998779296875
2015-08-19,55.70000076293945
2015-08-20,55.25
2015-08-21,50.0
2015-08-24,48.33000183105469
2015-08-25,47.220001220703125
2015-08-26,48.93000030517578
2015-08-27,49.68000030517578
2015-08-28,49.400001525878906
2015-08-31,48.619998931884766
2015-09-01,47.470001220703125
2015-09-02,48.45000076293945
2015-09-03,48.47999954223633
2015-09-04,48.439998626708984
2015-09-08,49.77000045776367
2015-09-09,49.380001068115234
2015-09-10,49.84000015258789
2015-09-11,50.060001373291016
2015-09-14,49.459999084472656
2015-09-15,49.41999816894531
2015-09-16,49.75
2015-09-17,50.4900016784668
2015-09-18,49.119998931884766
2015-09-21,49.439998626708984
2015-09-22,48.91999816894531
2015-09-23,49.099998474121094
2015-09-24,48.880001068115234
2015-09-25,49.08000183105469
2015-09-28,47.4900016784668
2015-09-29,47.560001373291016
2015-09-30,48.470001220703125
2015-10-01,47.86000061035156
2015-10-02,48.72999954223633
2015-10-05,49.150001525878906
2015-10-06,47.689998626708984
2015-10-07,48.150001525878906
2015-10-08,49.02000045776367
2015-10-09,49.040000915527344
2015-10-12,50.529998779296875
2015-10-13,49.45000076293945
2015-10-14,48.5
2015-10-15,49.34000015258789
2015-10-16,50.29999923706055
2015-10-19,50.38999938964844
2015-10-20,50.34000015258789
2015-10-21,50.18000030517578
2015-10-22,51.040000915527344
2015-10-23,49.65999984741211
2015-10-26,49.880001068115234
2015-10-27,49.2400016784668
2015-10-28,50.349998474121094
2015-10-29,50.18000030517578
2015-10-30,50.58000183105469
2015-11-02,50.65999984741211
2015-11-03,51.7400016784668
2015-11-04,51.619998931884766
2015-11-05,51.540000915527344
2015-11-06,50.400001525878906
2015-11-09,49.119998931884766
2015-11-10,49.939998626708984
2015-11-11,48.52000045776367
2015-11-12,48.11000061035156
2015-11-13,44.810001373291016
2015-11-16,45.77000045776367
2015-11-17,46.310001373291016
2015-11-18,46.41999816894531
2015-11-19,46.20000076293945
2015-11-20,50.84000015258789
2015-11-23,51.130001068115234
2015-11-24,52.41999816894531
2015-11-25,52.7400016784668
2015-11-27,52.65999984741211
2015-11-30,52.0099983215332
2015-12-01,53.09000015258789
2015-12-02,53.52000045776367
2015-12-03,52.5099983215332
2015-12-04,54.15999984741211
2015-12-07,53.81999969482422
2015-12-08,54.47999954223633
2015-12-09,54.040000915527344
2015-12-10,54.150001525878906
2015-12-11,53.560001373291016
2015-12-14,54.40999984741211
2015-12-15,54.08000183105469
2015-12-16,54.93000030517578
2015-12-17,53.86000061035156
2015-12-18,52.95000076293945
2015-12-21,53.810001373291016
2015-12-22,54.310001373291016
2015-12-23,54.34000015258789
2015-12-24,54.33000183105469
2015-12-28,54.38999938964844
2015-12-29,54.939998626708984
2015-12-30,54.54999923706055
2015-12-31,53.810001373291016
2016-01-04,54.369998931884766
2016-01-05,54.72999954223633
2016-01-06,53.88999938964844
2016-01-07,53.7599983215332
2016-01-08,52.099998474121094
2016-01-11,52.59000015258789
2016-01-12,54.45000076293945
2016-01-13,52.189998626708984
2016-01-14,52.81999969482422
2016-01-15,52.290000915527344
2016-01-19,52.58000183105469
2016-01-20,52.18000030517578
2016-01-21,52.22999954223633
2016-01-22,54.13999938964844
2016-01-25,53.619998931884766
2016-01-26,54.33000183105469
2016-01-27,53.779998779296875
2016-01-28,53.95000076293945
2016-01-29,56.2599983215332
2016-02-01,56.7599983215332
2016-02-02,56.52000045776367
2016-02-03,55.099998474121094
2016-02-04,54.47999954223633
2016-02-05,53.31999969482422
2016-02-08,53.33000183105469
2016-02-09,54.529998779296875
2016-02-10,53.84000015258789
2016-02-11,52.560001373291016
2016-02-12,53.75
2016-02-16,55.0
2016-02-17,55.06999969482422
2016-02-18,54.81999969482422
2016-02-19,54.689998626708984
2016-02-22,55.43000030517578
2016-02-23,55.349998474121094
2016-02-24,56.25
2016-02-25,56.540000915527344
2016-02-26,56.290000915527344
2016-02-29,54.97999954223633
2016-03-01,56.22999954223633
2016-03-02,57.7400016784668
2016-03-03,57.849998474121094
2016-03-04,57.41999816894531
2016-03-07,57.529998779296875
2016-03-08,57.380001068115234
2016-03-09,56.58000183105469
2016-03-10,57.209999084472656
2016-03-11,57.959999084472656
2016-03-14,58.16999816894531
2016-03-15,58.130001068115234
2016-03-16,58.09000015258789
2016-03-17,58.529998779296875
2016-03-18,59.29999923706055
2016-03-21,58.43000030517578
2016-03-22,58.119998931884766
2016-03-23,58.18000030517578
2016-03-24,57.40999984741211
2016-03-28,57.59000015258789
2016-03-29,58.09000015258789
2016-03-30,58.34000015258789
2016-03-31,57.900001525878906
2016-04-01,58.63999938964844
2016-04-04,58.650001525878906
2016-04-05,57.900001525878906
2016-04-06,58.4900016784668
2016-04-07,56.70000076293945
2016-04-08,56.529998779296875
2016-04-11,56.04999923706055
2016-04-12,56.40999984741211
2016-04-13,56.95000076293945
2016-04-14,56.97999954223633
2016-04-15,56.95000076293945
2016-04-18,57.77000045776367
2016-04-19,57.529998779296875
2016-04-20,57.38999938964844
2016-04-21,57.25
2016-04-22,56.66999816894531
2016-04-25,57.0
2016-04-26,57.599998474121094
2016-04-27,58.209999084472656
2016-04-28,57.439998626708984
2016-04-29,56.779998779296875
2016-05-02,57.59000015258789
2016-05-03,57.29999923706055
2016-05-04,57.63999938964844
2016-05-05,56.470001220703125
2016-05-06,57.06999969482422
2016-05-09,58.15999984741211
2016-05-10,57.560001373291016
2016-05-11,54.439998626708984
2016-05-12,55.09000015258789
2016-05-13,54.31999969482422
2016-05-16,55.7400016784668
2016-05-17,54.52000045776367
2016-05-18,54.310001373291016
2016-05-19,55.52000045776367
2016-05-20,52.4900016784668
2016-05-23,52.400001525878906
2016-05-24,53.36000061035156
2016-05-25,53.40999984741211
