Date,LMT
2015-07-01,188.1699981689453
2015-07-02,187.3000030517578
2015-07-06,187.99000549316406
2015-07-07,190.16000366210938
2015-07-08,190.0500030517578
2015-07-09,192.1300048828125
2015-07-10,194.19000244140625
2015-07-13,197.8800048828125
2015-07-14,199.0500030517578
2015-07-15,199.41000366210938
2015-07-16,201.6199951171875
2015-07-17,201.17999267578125
2015-07-20,205.1300048828125
2015-07-21,203.14999389648438
2015-07-22,202.7899932861328
2015-07-23,202.8300018310547
2015-07-24,201.0399932861328
2015-07-27,201.1699981689453
2015-07-28,203.6300048828125
2015-07-29,208.14999389648438
2015-07-30,206.47000122070312
2015-07-31,207.10000610351562
2015-08-03,207.7899932861328
2015-08-04,209.52999877929688
2015-08-05,209.42999267578125
2015-08-06,209.25999450683594
2015-08-07,209.08999633789062
2015-08-10,210.77999877929688
2015-08-11,208.86000061035156
2015-08-12,208.77999877929688
2015-08-13,209.7899932861328
2015-08-14,211.9600067138672
2015-08-17,213.02000427246094
2015-08-18,212.6699981689453
2015-08-19,211.27999877929688
2015-08-20,209.1300048828125
2015-08-21,204.67999267578125
2015-08-24,197.4600067138672
2015-08-25,198.97999572753906
2015-08-26,202.1199951171875
2015-08-27,205.42999267578125
2015-08-28,203.89999389648438
2015-08-31,201.17999267578125
2015-09-01,197.6199951171875
2015-09-02,204.0399932861328
2015-09-03,205.1999969482422
2015-09-04,202.6199951171875
2015-09-08,207.00999450683594
2015-09-09,204.66000366210938
2015-09-10,206.14999389648438
2015-09-11,206.80999755859375
2015-09-14,206.0
2015-09-15,207.83999633789062
2015-09-16,207.55999755859375
2015-09-17,207.60000610351562
2015-09-18,203.30999755859375
2015-09-21,204.35000610351562
2015-09-22,203.66000366210938
2015-09-23,202.77000427246094
2015-09-24,204.75999450683594
2015-09-25,203.88999938964844
2015-09-28,200.22000122070312
2015-09-29,202.47000122070312
2015-09-30,207.30999755859375
2015-10-01,204.75
2015-10-02,206.61000061035156
2015-10-05,211.72999572753906
2015-10-06,210.39999389648438
2015-10-07,212.9499969482422
2015-10-08,214.3699951171875
2015-10-09,213.25999450683594
2015-10-12,214.3300018310547
2015-10-13,211.97999572753906
2015-10-14,208.14999389648438
2015-10-15,209.17999267578125
2015-10-16,209.77999877929688
2015-10-19,210.63999938964844
2015-10-20,208.72999572753906
2015-10-21,211.55999755859375
2015-10-22,216.50999450683594
2015-10-23,219.32000732421875
2015-10-26,220.94000244140625
2015-10-27,223.0399932861328
2015-10-28,221.0399932861328
2015-10-29,218.25
2015-10-30,219.8300018310547
2015-11-02,220.58999633789062
2015-11-03,218.89999389648438
2015-11-04,218.8300018310547
2015-11-05,218.60000610351562
2015-11-06,216.6300048828125
2015-11-09,214.6999969482422
2015-11-10,214.07000732421875
2015-11-11,215.11000061035156
2015-11-12,213.5800018310547
2015-11-13,213.16000366210938
2015-11-16,220.6699981689453
2015-11-17,222.38999938964844
2015-11-18,223.22000122070312
2015-11-19,224.0
2015-11-20,226.05999755859375
2015-11-23,226.02999877929688
2015-11-24,226.42999267578125
2015-11-25,225.8000030517578
2015-11-27,225.91000366210938
2015-11-30,219.16000366210938
2015-12-01,220.1999969482422
2015-12-02,218.94000244140625
2015-12-03,215.4600067138672
2015-12-04,218.38999938964844
2015-12-07,219.1300048828125
2015-12-08,218.80999755859375
2015-12-09,217.5399932861328
2015-12-10,218.8800048828125
2015-12-11,217.1999969482422
2015-12-14,216.5800018310547
2015-12-15,214.83999633789062
2015-12-16,217.5
2015-12-17,215.22000122070312
2015-12-18,212.17999267578125
2015-12-21,215.47000122070312
2015-12-22,217.5800018310547
