Date,GEHC
2023-01-03,56.0
2023-01-04,60.4900016784668
2023-01-05,59.0
2023-01-06,58.95000076293945
2023-01-09,58.099998474121094
2023-01-10,60.0
2023-01-11,64.98999786376953
2023-01-12,65.6500015258789
2023-01-13,65.44000244140625
2023-01-17,63.33000183105469
2023-01-18,62.08000183105469
2023-01-19,63.939998626708984
2023-01-20,66.7699966430664
2023-01-23,69.5199966430664
2023-01-24,69.5999984741211
2023-01-25,68.70999908447266
2023-01-26,69.22000122070312
2023-01-27,70.08000183105469
2023-01-30,71.5
2023-01-31,69.5199966430664
2023-02-01,70.01000213623047
2023-02-02,70.6500015258789
2023-02-03,70.55000305175781
2023-02-06,71.86000061035156
2023-02-07,71.62999725341797
2023-02-08,70.16999816894531
2023-02-09,68.41000366210938
2023-02-10,69.23999786376953
2023-02-13,69.43000030517578
2023-02-14,72.61000061035156
2023-02-15,72.31999969482422
2023-02-16,70.91000366210938
2023-02-17,73.16999816894531
2023-02-21,72.47000122070312
2023-02-22,71.94000244140625
2023-02-23,75.9000015258789
2023-02-24,75.01000213623047
2023-02-27,76.04000091552734
2023-02-28,76.0
2023-03-01,75.30000305175781
2023-03-02,75.04000091552734
2023-03-03,76.37000274658203
2023-03-06,76.68000030517578
2023-03-07,76.25
2023-03-08,76.62999725341797
2023-03-09,76.37999725341797
2023-03-10,74.97000122070312
2023-03-13,76.23999786376953
2023-03-14,77.13999938964844
2023-03-15,76.76000213623047
2023-03-16,76.62000274658203
2023-03-17,75.83999633789062
2023-03-20,75.19999694824219
2023-03-21,76.5199966430664
2023-03-22,74.7699966430664
2023-03-23,75.70999908447266
2023-03-24,76.45999908447266
2023-03-27,76.37999725341797
2023-03-28,76.9000015258789
2023-03-29,79.23999786376953
2023-03-30,82.13999938964844
2023-03-31,82.02999877929688
2023-04-03,81.80999755859375
2023-04-04,81.58999633789062
2023-04-05,81.12000274658203
2023-04-06,80.16000366210938
2023-04-10,80.58999633789062
2023-04-11,80.58999633789062
2023-04-12,81.75
2023-04-13,82.94000244140625
2023-04-14,82.37000274658203
2023-04-17,82.72000122070312
2023-04-18,83.66000366210938
2023-04-19,85.75
2023-04-20,85.0
2023-04-21,86.4800033569336
2023-04-24,87.79000091552734
2023-04-25,80.38999938964844
2023-04-26,80.12000274658203
2023-04-27,81.5199966430664
2023-04-28,81.33999633789062
2023-05-01,80.77999877929688
2023-05-02,78.45999908447266
2023-05-03,79.70999908447266
2023-05-04,78.26000213623047
2023-05-05,78.98999786376953
2023-05-08,79.41999816894531
2023-05-09,76.37000274658203
2023-05-10,75.9000015258789
2023-05-11,74.98999786376953
2023-05-12,74.91999816894531
2023-05-15,74.93000030517578
2023-05-16,77.77999877929688
2023-05-17,80.30000305175781
2023-05-18,79.69000244140625
2023-05-19,79.33999633789062
2023-05-22,79.08000183105469
2023-05-23,77.19000244140625
2023-05-24,76.52999877929688
2023-05-25,79.86000061035156
2023-05-26,78.43000030517578
2023-05-30,77.95999908447266
2023-05-31,79.51000213623047
2023-06-01,79.83000183105469
2023-06-02,79.97000122070312
2023-06-05,80.48999786376953
2023-06-06,82.93000030517578
2023-06-07,80.4800033569336
2023-06-08,77.75
2023-06-09,77.0999984741211
2023-06-12,78.2699966430664
2023-06-13,77.79000091552734
2023-06-14,78.52999877929688
2023-06-15,79.0999984741211
2023-06-16,78.6500015258789
2023-06-20,78.9000015258789
2023-06-21,79.62000274658203
2023-06-22,80.20999908447266
2023-06-23,79.81999969482422
2023-06-26,77.80000305175781
2023-06-27,77.06999969482422
2023-06-28,77.19000244140625
2023-06-29,78.68000030517578
2023-06-30,81.23999786376953
2023-07-03,80.69000244140625
2023-07-05,80.6500015258789
2023-07-06,79.12000274658203
2023-07-07,79.62000274658203
2023-07-10,80.66000366210938
2023-07-11,81.26000213623047
2023-07-12,81.69000244140625
2023-07-13,81.4000015258789
2023-07-14,81.81999969482422
2023-07-17,81.19000244140625
2023-07-18,82.47000122070312
2023-07-19,81.75
2023-07-20,81.8499984741211
2023-07-21,82.62999725341797
2023-07-24,80.62999725341797
2023-07-25,80.20999908447266
2023-07-26,77.43000030517578
2023-07-27,76.86000061035156
2023-07-28,77.87000274658203
2023-07-31,78.0
2023-08-01,77.69000244140625
2023-08-02,76.58999633789062
2023-08-03,76.0199966430664
2023-08-04,75.9000015258789
2023-08-07,75.58999633789062
2023-08-08,73.93000030517578
2023-08-09,73.91999816894531
2023-08-10,72.30000305175781
2023-08-11,71.58999633789062
2023-08-14,71.80000305175781
2023-08-15,70.54000091552734
2023-08-16,70.66999816894531
2023-08-17,68.38999938964844
2023-08-18,68.36000061035156
2023-08-21,68.97000122070312
2023-08-22,68.93000030517578
2023-08-23,68.98999786376953
2023-08-24,68.43000030517578
2023-08-25,68.58999633789062
2023-08-28,69.30999755859375
2023-08-29,70.4800033569336
2023-08-30,70.38999938964844
2023-08-31,70.44999694824219
2023-09-01,69.25
2023-09-05,67.66000366210938
2023-09-06,66.9800033569336
2023-09-07,65.9000015258789
2023-09-08,64.9000015258789
2023-09-11,66.62000274658203
2023-09-12,65.4000015258789
2023-09-13,64.52999877929688
2023-09-14,66.0
2023-09-15,66.43000030517578
2023-09-18,66.27999877929688
2023-09-19,66.12000274658203
2023-09-20,65.01000213623047
2023-09-21,63.88999938964844
2023-09-22,64.33000183105469
2023-09-25,66.4800033569336
2023-09-26,66.20999908447266
2023-09-27,68.27999877929688
2023-09-28,69.77999877929688
2023-09-29,68.04000091552734
2023-10-02,67.83999633789062
2023-10-03,66.9800033569336
2023-10-04,67.87999725341797
2023-10-05,67.5999984741211
2023-10-06,68.45999908447266
2023-10-09,67.80000305175781
2023-10-10,68.19000244140625
2023-10-11,67.77999877929688
2023-10-12,66.51000213623047
2023-10-13,67.12000274658203
2023-10-16,66.87999725341797
2023-10-17,66.80000305175781
2023-10-18,65.2300033569336
2023-10-19,65.44999694824219
2023-10-20,64.05000305175781
2023-10-23,63.9900016784668
2023-10-24,64.66999816894531
2023-10-25,64.51000213623047
2023-10-26,63.90999984741211
2023-10-27,63.099998474121094
2023-10-30,63.16999816894531
2023-10-31,66.56999969482422
2023-11-01,68.27999877929688
2023-11-02,69.25
2023-11-03,71.56999969482422
2023-11-06,71.08999633789062
2023-11-07,70.69999694824219
2023-11-08,69.98999786376953
2023-11-09,68.30999755859375
2023-11-10,69.5199966430664
2023-11-13,70.01000213623047
2023-11-14,72.20999908447266
2023-11-15,71.5199966430664
2023-11-16,71.91999816894531
2023-11-17,73.0
2023-11-20,73.33000183105469
2023-11-21,73.37999725341797
2023-11-22,73.5999984741211
2023-11-24,73.70999908447266
2023-11-27,71.13999938964844
2023-11-28,68.12999725341797
2023-11-29,67.70999908447266
2023-11-30,68.45999908447266
2023-12-01,69.41000366210938
2023-12-04,69.37000274658203
2023-12-05,67.93000030517578
