Date,EXR
2016-01-04,87.81999969482422
2016-01-05,90.4000015258789
2016-01-06,91.1500015258789
2016-01-07,90.18000030517578
2016-01-08,89.91000366210938
2016-01-11,90.80999755859375
2016-01-12,90.51000213623047
2016-01-13,89.55000305175781
2016-01-14,87.22000122070312
2016-01-15,86.02999877929688
2016-01-19,88.5
2016-01-20,84.8499984741211
2016-01-21,84.72000122070312
2016-01-22,87.3499984741211
2016-01-25,87.5999984741211
2016-01-26,90.45999908447266
2016-01-27,88.73999786376953
2016-01-28,89.33999633789062
2016-01-29,90.69000244140625
2016-02-01,89.48999786376953
2016-02-02,91.0999984741211
2016-02-03,88.36000061035156
2016-02-04,86.0999984741211
2016-02-05,81.70999908447266
2016-02-08,78.41999816894531
2016-02-09,79.27999877929688
2016-02-10,79.86000061035156
2016-02-11,80.87999725341797
2016-02-12,81.38999938964844
2016-02-16,82.9800033569336
2016-02-17,84.93000030517578
2016-02-18,84.55000305175781
2016-02-19,86.19999694824219
2016-02-22,85.98999786376953
2016-02-23,85.9000015258789
2016-02-24,82.16999816894531
2016-02-25,84.54000091552734
2016-02-26,83.11000061035156
2016-02-29,82.1500015258789
2016-03-01,84.23999786376953
2016-03-02,86.29000091552734
2016-03-03,84.83000183105469
2016-03-04,83.9800033569336
2016-03-07,83.5999984741211
2016-03-08,83.44999694824219
2016-03-09,84.94999694824219
2016-03-10,85.16000366210938
2016-03-11,87.08000183105469
2016-03-14,87.27999877929688
2016-03-15,88.25
2016-03-16,89.97000122070312
2016-03-17,91.2699966430664
2016-03-18,89.61000061035156
2016-03-21,88.51000213623047
2016-03-22,88.63999938964844
2016-03-23,89.37000274658203
2016-03-24,90.08000183105469
2016-03-28,91.12999725341797
2016-03-29,92.9800033569336
2016-03-30,92.51000213623047
2016-03-31,93.45999908447266
2016-04-01,93.51000213623047
2016-04-04,93.48999786376953
2016-04-05,92.62999725341797
2016-04-06,93.4800033569336
2016-04-07,92.69999694824219
2016-04-08,93.58000183105469
2016-04-11,91.94999694824219
2016-04-12,92.12999725341797
2016-04-13,91.48999786376953
2016-04-14,89.26000213623047
2016-04-15,90.19000244140625
2016-04-18,90.55999755859375
2016-04-19,88.05000305175781
2016-04-20,87.52999877929688
2016-04-21,85.38999938964844
2016-04-22,86.0
2016-04-25,86.44999694824219
2016-04-26,87.20999908447266
2016-04-27,86.02999877929688
2016-04-28,86.13999938964844
2016-04-29,84.94999694824219
2016-05-02,86.87000274658203
2016-05-03,88.87999725341797
2016-05-04,90.43000030517578
2016-05-05,90.7300033569336
2016-05-06,92.43000030517578
2016-05-09,93.3499984741211
2016-05-10,94.04000091552734
2016-05-11,91.77999877929688
2016-05-12,93.4000015258789
2016-05-13,92.97000122070312
2016-05-16,93.56999969482422
2016-05-17,92.08000183105469
2016-05-18,91.19000244140625
2016-05-19,89.75
2016-05-20,91.02999877929688
2016-05-23,91.1500015258789
2016-05-24,91.97000122070312
2016-05-25,92.26000213623047
2016-05-26,92.63999938964844
2016-05-27,92.93000030517578
2016-05-31,92.97000122070312
2016-06-01,93.0
2016-06-02,93.41000366210938
2016-06-03,93.55999755859375
2016-06-06,91.91000366210938
2016-06-07,91.97000122070312
2016-06-08,91.0
2016-06-09,89.66999816894531
2016-06-10,88.61000061035156
2016-06-13,87.66999816894531
2016-06-14,86.13999938964844
2016-06-15,87.30999755859375
2016-06-16,87.91000366210938
2016-06-17,87.12000274658203
2016-06-20,87.30000305175781
2016-06-21,87.31999969482422
2016-06-22,87.47000122070312
2016-06-23,87.04000091552734
2016-06-24,86.87000274658203
2016-06-27,90.30999755859375
2016-06-28,91.4800033569336
2016-06-29,91.36000061035156
2016-06-30,92.54000091552734
2016-07-01,90.6500015258789
2016-07-05,93.25
2016-07-06,92.45999908447266
2016-07-07,92.04000091552734
2016-07-08,93.25
2016-07-11,93.66999816894531
2016-07-12,93.48999786376953
2016-07-13,94.37999725341797
2016-07-14,94.11000061035156
2016-07-15,92.70999908447266
2016-07-18,92.37000274658203
2016-07-19,92.23999786376953
2016-07-20,92.83999633789062
2016-07-21,92.88999938964844
2016-07-22,93.62000274658203
2016-07-25,91.86000061035156
2016-07-26,90.4000015258789
2016-07-27,89.9000015258789
2016-07-28,85.9800033569336
2016-07-29,86.0199966430664
2016-08-01,86.56999969482422
2016-08-02,85.16999816894531
2016-08-03,83.05000305175781
2016-08-04,81.98999786376953
2016-08-05,82.4800033569336
2016-08-08,82.29000091552734
2016-08-09,82.9000015258789
2016-08-10,83.76000213623047
2016-08-11,83.55000305175781
2016-08-12,83.44000244140625
2016-08-15,83.11000061035156
2016-08-16,82.55999755859375
2016-08-17,82.58000183105469
2016-08-18,81.7699966430664
2016-08-19,80.79000091552734
2016-08-22,81.3499984741211
2016-08-23,81.18000030517578
2016-08-24,80.56999969482422
2016-08-25,80.98999786376953
2016-08-26,79.87999725341797
2016-08-29,80.58000183105469
2016-08-30,80.4000015258789
2016-08-31,80.55000305175781
2016-09-01,81.01000213623047
2016-09-02,81.86000061035156
2016-09-06,82.06999969482422
2016-09-07,82.66000366210938
2016-09-08,81.87000274658203
2016-09-09,79.91999816894531
2016-09-12,78.52999877929688
2016-09-13,76.16999816894531
2016-09-14,77.12999725341797
2016-09-15,77.76000213623047
2016-09-16,77.19999694824219
2016-09-19,77.55999755859375
2016-09-20,77.31999969482422
2016-09-21,77.6500015258789
2016-09-22,79.43000030517578
2016-09-23,80.0199966430664
2016-09-26,81.37999725341797
2016-09-27,80.87999725341797
2016-09-28,81.61000061035156
2016-09-29,80.91999816894531
2016-09-30,79.41000366210938
2016-10-03,77.66000366210938
2016-10-04,76.69000244140625
2016-10-05,74.12999725341797
2016-10-06,74.11000061035156
2016-10-07,75.47000122070312
2016-10-10,75.5999984741211
2016-10-11,74.91999816894531
2016-10-12,75.76000213623047
2016-10-13,76.08000183105469
2016-10-14,75.93000030517578
2016-10-17,76.29000091552734
2016-10-18,76.19000244140625
2016-10-19,76.29000091552734
2016-10-20,76.2699966430664
2016-10-21,74.81999969482422
2016-10-24,75.08999633789062
2016-10-25,75.27999877929688
2016-10-26,76.22000122070312
2016-10-27,70.58999633789062
2016-10-28,72.08999633789062
2016-10-31,73.1500015258789
2016-11-01,71.26000213623047
2016-11-02,71.5199966430664
2016-11-03,70.41999816894531
2016-11-04,71.66000366210938
2016-11-07,74.08999633789062
2016-11-08,75.37999725341797
2016-11-09,75.98999786376953
2016-11-10,73.44000244140625
2016-11-11,73.76000213623047
2016-11-14,74.8499984741211
2016-11-15,73.38999938964844
2016-11-16,71.87000274658203
2016-11-17,70.51000213623047
2016-11-18,70.61000061035156
2016-11-21,68.77999877929688
2016-11-22,69.80999755859375
2016-11-23,69.63999938964844
2016-11-25,70.08000183105469
2016-11-28,70.94999694824219
2016-11-29,70.8499984741211
2016-11-30,70.16000366210938
2016-12-01,69.20999908447266
2016-12-02,70.18000030517578
2016-12-05,70.43000030517578
2016-12-06,71.9000015258789
2016-12-07,74.19999694824219
2016-12-08,75.19000244140625
2016-12-09,75.01000213623047
2016-12-12,74.73999786376953
2016-12-13,74.13999938964844
2016-12-14,73.41000366210938
2016-12-15,72.37999725341797
2016-12-16,74.19999694824219
2016-12-19,74.94000244140625
2016-12-20,74.30000305175781
2016-12-21,73.58000183105469
2016-12-22,74.36000061035156
2016-12-23,74.76000213623047
2016-12-27,75.37999725341797
2016-12-28,74.33999633789062
2016-12-29,75.58999633789062
2016-12-30,77.23999786376953
2017-01-03,77.05000305175781
2017-01-04,77.45999908447266
2017-01-05,78.47000122070312
2017-01-06,79.19999694824219
2017-01-09,78.26000213623047
2017-01-10,76.62999725341797
2017-01-11,74.6500015258789
2017-01-12,73.80999755859375
2017-01-13,72.6500015258789
2017-01-17,73.04000091552734
2017-01-18,73.16999816894531
2017-01-19,73.0999984741211
2017-01-20,73.41999816894531
2017-01-23,75.0
2017-01-24,75.13999938964844
2017-01-25,73.7699966430664
2017-01-26,73.9800033569336
2017-01-27,73.19999694824219
2017-01-30,72.30000305175781
2017-01-31,72.05000305175781
2017-02-01,71.63999938964844
2017-02-02,72.45999908447266
2017-02-03,73.01000213623047
2017-02-06,73.20999908447266
2017-02-07,73.72000122070312
2017-02-08,74.19000244140625
2017-02-09,74.51000213623047
2017-02-10,75.0
2017-02-13,74.8499984741211
2017-02-14,73.5
2017-02-15,73.54000091552734
2017-02-16,74.87000274658203
2017-02-17,77.25
2017-02-21,78.37000274658203
2017-02-22,77.91999816894531
2017-02-23,79.13999938964844
2017-02-24,79.48999786376953
2017-02-27,79.51000213623047
2017-02-28,79.19000244140625
2017-03-01,79.81999969482422
2017-03-02,79.41999816894531
2017-03-03,79.08000183105469
2017-03-06,79.45999908447266
2017-03-07,78.98999786376953
2017-03-08,78.62000274658203
2017-03-09,76.2300033569336
2017-03-10,74.73999786376953
2017-03-13,73.25
2017-03-14,74.12999725341797
2017-03-15,75.5
2017-03-16,74.68000030517578
2017-03-17,75.36000061035156
2017-03-20,75.37000274658203
2017-03-21,75.30999755859375
2017-03-22,75.47000122070312
2017-03-23,75.5
2017-03-24,75.04000091552734
2017-03-27,74.45999908447266
2017-03-28,74.76000213623047
2017-03-29,74.05999755859375
2017-03-30,74.0
2017-03-31,74.38999938964844
2017-04-03,75.54000091552734
2017-04-04,76.13999938964844
2017-04-05,77.37999725341797
2017-04-06,77.69000244140625
2017-04-07,78.06999969482422
2017-04-10,78.77999877929688
2017-04-11,78.68000030517578
2017-04-12,77.93000030517578
2017-04-13,78.0999984741211
2017-04-17,80.43000030517578
2017-04-18,80.80000305175781
2017-04-19,80.47000122070312
2017-04-20,80.62000274658203
2017-04-21,80.47000122070312
2017-04-24,78.94000244140625
2017-04-25,78.58000183105469
2017-04-26,78.97000122070312
2017-04-27,76.05000305175781
2017-04-28,75.52999877929688
2017-05-01,75.43000030517578
2017-05-02,73.54000091552734
2017-05-03,72.83000183105469
2017-05-04,73.30999755859375
2017-05-05,73.38999938964844
2017-05-08,73.20999908447266
2017-05-09,73.13999938964844
2017-05-10,73.1500015258789
2017-05-11,72.51000213623047
2017-05-12,72.41999816894531
2017-05-15,73.25
2017-05-16,71.79000091552734
