Date,SJM
2015-07-01,109.20999908447266
2015-07-02,108.75
2015-07-06,108.02999877929688
2015-07-07,109.80999755859375
2015-07-08,108.45999908447266
2015-07-09,108.30000305175781
2015-07-10,107.58999633789062
2015-07-13,108.69999694824219
2015-07-14,108.54000091552734
2015-07-15,108.11000061035156
2015-07-16,108.61000061035156
2015-07-17,108.45999908447266
2015-07-20,108.06999969482422
2015-07-21,107.37999725341797
2015-07-22,107.43000030517578
2015-07-23,106.93000030517578
2015-07-24,105.58999633789062
2015-07-27,105.9800033569336
2015-07-28,108.70999908447266
2015-07-29,109.7699966430664
2015-07-30,110.76000213623047
2015-07-31,111.69000244140625
2015-08-03,111.9000015258789
2015-08-04,112.0999984741211
2015-08-05,113.48999786376953
2015-08-06,111.76000213623047
2015-08-07,110.04000091552734
2015-08-10,110.51000213623047
2015-08-11,108.9000015258789
2015-08-12,109.3499984741211
2015-08-13,108.62999725341797
2015-08-14,109.37999725341797
2015-08-17,109.01000213623047
2015-08-18,108.97000122070312
2015-08-19,111.87999725341797
2015-08-20,111.76000213623047
2015-08-21,109.9000015258789
2015-08-24,108.12000274658203
2015-08-25,106.8499984741211
2015-08-26,109.1500015258789
2015-08-27,116.29000091552734
2015-08-28,117.58999633789062
2015-08-31,117.72000122070312
2015-09-01,114.0199966430664
2015-09-02,115.63999938964844
2015-09-03,116.87999725341797
2015-09-04,115.61000061035156
2015-09-08,116.3499984741211
2015-09-09,114.5999984741211
2015-09-10,114.56999969482422
2015-09-11,116.11000061035156
2015-09-14,115.62999725341797
2015-09-15,116.22000122070312
2015-09-16,117.52999877929688
2015-09-17,116.77999877929688
2015-09-18,116.56999969482422
2015-09-21,117.05000305175781
2015-09-22,113.22000122070312
2015-09-23,113.55000305175781
2015-09-24,113.43000030517578
2015-09-25,114.36000061035156
2015-09-28,113.01000213623047
2015-09-29,112.54000091552734
2015-09-30,114.08999633789062
2015-10-01,113.61000061035156
2015-10-02,115.6500015258789
2015-10-05,116.7300033569336
2015-10-06,114.81999969482422
2015-10-07,115.98999786376953
2015-10-08,116.95999908447266
2015-10-09,118.08999633789062
2015-10-12,118.41999816894531
2015-10-13,118.80999755859375
2015-10-14,119.30000305175781
2015-10-15,119.62000274658203
2015-10-16,119.0999984741211
2015-10-19,118.7699966430664
2015-10-20,114.91000366210938
2015-10-21,115.62000274658203
2015-10-22,118.2699966430664
2015-10-23,118.2699966430664
2015-10-26,117.31999969482422
2015-10-27,117.0999984741211
2015-10-28,116.3499984741211
2015-10-29,116.69000244140625
2015-10-30,117.38999938964844
2015-11-02,117.41999816894531
2015-11-03,117.20999908447266
2015-11-04,117.62000274658203
2015-11-05,117.97000122070312
2015-11-06,115.0
2015-11-09,114.91000366210938
2015-11-10,114.72000122070312
2015-11-11,115.23999786376953
2015-11-12,113.33000183105469
2015-11-13,111.73999786376953
2015-11-16,113.33000183105469
2015-11-17,112.11000061035156
2015-11-18,113.37999725341797
2015-11-19,121.27999877929688
2015-11-20,122.38999938964844
2015-11-23,122.54000091552734
2015-11-24,122.13999938964844
2015-11-25,122.94000244140625
2015-11-27,123.26000213623047
2015-11-30,121.19000244140625
2015-12-01,120.80999755859375
2015-12-02,120.62000274658203
2015-12-03,120.30000305175781
2015-12-04,123.13999938964844
2015-12-07,123.66999816894531
2015-12-08,123.4800033569336
2015-12-09,122.58999633789062
2015-12-10,122.01000213623047
2015-12-11,120.58000183105469
2015-12-14,120.16999816894531
2015-12-15,122.04000091552734
2015-12-16,124.06999969482422
2015-12-17,123.63999938964844
2015-12-18,121.55000305175781
2015-12-21,123.0
2015-12-22,122.97000122070312
2015-12-23,124.86000061035156
2015-12-24,124.77999877929688
2015-12-28,124.2300033569336
2015-12-29,124.80000305175781
2015-12-30,123.94999694824219
2015-12-31,123.33999633789062
2016-01-04,122.37999725341797
2016-01-05,123.30000305175781
2016-01-06,122.4000015258789
2016-01-07,120.30999755859375
2016-01-08,120.04000091552734
2016-01-11,120.73999786376953
2016-01-12,121.66999816894531
2016-01-13,119.16000366210938
2016-01-14,120.30000305175781
2016-01-15,118.26000213623047
2016-01-19,119.7300033569336
2016-01-20,119.37999725341797
2016-01-21,119.26000213623047
2016-01-22,122.88999938964844
2016-01-25,121.8499984741211
2016-01-26,122.93000030517578
2016-01-27,124.44000244140625
2016-01-28,126.29000091552734
2016-01-29,128.32000732421875
2016-02-01,129.1300048828125
2016-02-02,128.3300018310547
2016-02-03,129.3699951171875
2016-02-04,125.93000030517578
2016-02-05,125.47000122070312
2016-02-08,125.69000244140625
2016-02-09,127.3499984741211
2016-02-10,127.81999969482422
2016-02-11,126.1500015258789
2016-02-12,126.91999816894531
2016-02-16,127.69999694824219
2016-02-17,127.43000030517578
2016-02-18,127.52999877929688
2016-02-19,127.75
2016-02-22,126.86000061035156
2016-02-23,123.8499984741211
2016-02-24,127.76000213623047
2016-02-25,129.57000732421875
2016-02-26,127.66999816894531
2016-02-29,127.56999969482422
2016-03-01,128.22999572753906
2016-03-02,127.80999755859375
2016-03-03,128.30999755859375
2016-03-04,127.54000091552734
2016-03-07,126.80000305175781
2016-03-08,126.20999908447266
2016-03-09,127.06999969482422
2016-03-10,128.49000549316406
2016-03-11,129.52000427246094
2016-03-14,129.25999450683594
2016-03-15,128.4600067138672
2016-03-16,129.13999938964844
2016-03-17,129.91000366210938
2016-03-18,128.85000610351562
2016-03-21,128.33999633789062
2016-03-22,127.69999694824219
2016-03-23,128.77000427246094
2016-03-24,128.7100067138672
2016-03-28,129.60000610351562
2016-03-29,129.97999572753906
2016-03-30,130.17999267578125
2016-03-31,129.83999633789062
2016-04-01,132.52000427246094
2016-04-04,127.56999969482422
2016-04-05,126.01000213623047
2016-04-06,127.54000091552734
2016-04-07,127.72000122070312
2016-04-08,127.9000015258789
2016-04-11,127.77999877929688
2016-04-12,127.97000122070312
2016-04-13,128.22000122070312
2016-04-14,127.4000015258789
2016-04-15,128.39999389648438
2016-04-18,129.3800048828125
2016-04-19,129.52999877929688
2016-04-20,128.5399932861328
2016-04-21,124.58000183105469
2016-04-22,126.1500015258789
2016-04-25,127.43000030517578
2016-04-26,127.30999755859375
2016-04-27,127.94000244140625
2016-04-28,127.77999877929688
2016-04-29,126.9800033569336
2016-05-02,127.68000030517578
2016-05-03,126.81999969482422
2016-05-04,128.14999389648438
2016-05-05,128.3800048828125
2016-05-06,129.27000427246094
2016-05-09,129.4199981689453
2016-05-10,131.27000427246094
2016-05-11,130.4600067138672
2016-05-12,131.50999450683594
2016-05-13,130.57000732421875
2016-05-16,130.8300018310547
2016-05-17,127.73999786376953
2016-05-18,126.72000122070312
2016-05-19,127.08000183105469
2016-05-20,126.5999984741211
2016-05-23,126.94000244140625
2016-05-24,127.93000030517578
2016-05-25,128.7899932861328
2016-05-26,129.47000122070312
2016-05-27,129.22000122070312
2016-05-31,129.14999389648438
2016-06-01,129.72000122070312
2016-06-02,130.39999389648438
2016-06-03,131.72000122070312
2016-06-06,131.92999267578125
2016-06-07,132.52999877929688
2016-06-08,132.7100067138672
2016-06-09,143.22999572753906
2016-06-10,144.24000549316406
2016-06-13,144.22000122070312
2016-06-14,144.0800018310547
2016-06-15,143.52000427246094
2016-06-16,145.39999389648438
2016-06-17,144.72000122070312
2016-06-20,145.16000366210938
2016-06-21,146.0
2016-06-22,147.08999633789062
2016-06-23,146.55999755859375
2016-06-24,145.3300018310547
2016-06-27,146.75
