Date,CTSH
2015-07-01,62.119998931884766
2015-07-02,60.529998779296875
2015-07-06,59.959999084472656
2015-07-07,60.29999923706055
2015-07-08,59.029998779296875
2015-07-09,59.4900016784668
2015-07-10,59.709999084472656
2015-07-13,60.22999954223633
2015-07-14,60.61000061035156
2015-07-15,60.849998474121094
2015-07-16,61.16999816894531
2015-07-17,60.59000015258789
2015-07-20,60.4900016784668
2015-07-21,61.560001373291016
2015-07-22,62.189998626708984
2015-07-23,62.2599983215332
2015-07-24,61.599998474121094
2015-07-27,60.75
2015-07-28,61.16999816894531
2015-07-29,62.2599983215332
2015-07-30,63.119998931884766
2015-07-31,63.099998474121094
2015-08-03,62.880001068115234
2015-08-04,63.290000915527344
2015-08-05,67.33999633789062
2015-08-06,67.08000183105469
2015-08-07,67.62000274658203
2015-08-10,68.44000244140625
2015-08-11,67.77999877929688
2015-08-12,67.47000122070312
2015-08-13,67.94000244140625
2015-08-14,67.16999816894531
2015-08-17,67.6500015258789
2015-08-18,67.83999633789062
2015-08-19,67.02999877929688
2015-08-20,65.69999694824219
2015-08-21,62.849998474121094
2015-08-24,59.83000183105469
2015-08-25,58.97999954223633
2015-08-26,62.15999984741211
2015-08-27,63.79999923706055
2015-08-28,63.720001220703125
2015-08-31,62.939998626708984
2015-09-01,61.22999954223633
2015-09-02,62.540000915527344
2015-09-03,62.86000061035156
2015-09-04,61.75
2015-09-08,63.16999816894531
2015-09-09,62.130001068115234
2015-09-10,62.630001068115234
2015-09-11,62.790000915527344
2015-09-14,62.08000183105469
2015-09-15,62.77000045776367
2015-09-16,63.619998931884766
2015-09-17,62.88999938964844
2015-09-18,61.83000183105469
2015-09-21,62.81999969482422
2015-09-22,61.86000061035156
2015-09-23,62.25
2015-09-24,61.119998931884766
2015-09-25,61.290000915527344
2015-09-28,60.040000915527344
2015-09-29,60.58000183105469
2015-09-30,62.61000061035156
2015-10-01,63.27000045776367
2015-10-02,63.27000045776367
2015-10-05,65.11000061035156
2015-10-06,64.9800033569336
2015-10-07,65.98999786376953
2015-10-08,66.36000061035156
2015-10-09,66.94000244140625
2015-10-12,66.19000244140625
2015-10-13,64.83999633789062
2015-10-14,64.75
2015-10-15,64.9000015258789
2015-10-16,64.9000015258789
2015-10-19,65.05000305175781
2015-10-20,65.19999694824219
2015-10-21,64.97000122070312
2015-10-22,68.43000030517578
2015-10-23,68.83000183105469
2015-10-26,68.44999694824219
2015-10-27,68.26000213623047
2015-10-28,69.76000213623047
2015-10-29,68.87999725341797
2015-10-30,68.11000061035156
2015-11-02,68.43000030517578
2015-11-03,68.13999938964844
2015-11-04,66.81999969482422
2015-11-05,67.16999816894531
2015-11-06,69.05000305175781
2015-11-09,67.97000122070312
2015-11-10,68.08999633789062
2015-11-11,67.88999938964844
2015-11-12,67.11000061035156
2015-11-13,65.9000015258789
2015-11-16,65.86000061035156
2015-11-17,64.11000061035156
2015-11-18,65.26000213623047
2015-11-19,65.23999786376953
2015-11-20,65.12999725341797
2015-11-23,64.23999786376953
2015-11-24,64.58000183105469
2015-11-25,64.47000122070312
2015-11-27,64.7300033569336
2015-11-30,64.58000183105469
2015-12-01,65.19999694824219
2015-12-02,64.04000091552734
2015-12-03,61.66999816894531
2015-12-04,62.959999084472656
2015-12-07,62.0
2015-12-08,62.0099983215332
2015-12-09,60.33000183105469
2015-12-10,60.369998931884766
2015-12-11,58.29999923706055
2015-12-14,59.7599983215332
2015-12-15,60.5099983215332
2015-12-16,62.41999816894531
2015-12-17,60.41999816894531
2015-12-18,58.86000061035156
2015-12-21,59.7400016784668
2015-12-22,60.099998474121094
2015-12-23,60.400001525878906
2015-12-24,60.72999954223633
2015-12-28,60.5
2015-12-29,61.40999984741211
2015-12-30,61.0
2015-12-31,60.02000045776367
2016-01-04,58.130001068115234
2016-01-05,58.130001068115234
2016-01-06,57.130001068115234
2016-01-07,56.63999938964844
2016-01-08,55.7599983215332
2016-01-11,56.119998931884766
2016-01-12,59.650001525878906
2016-01-13,57.77000045776367
2016-01-14,60.209999084472656
2016-01-15,58.709999084472656
2016-01-19,59.939998626708984
2016-01-20,59.25
2016-01-21,59.060001373291016
2016-01-22,60.5099983215332
2016-01-25,60.91999816894531
2016-01-26,61.939998626708984
2016-01-27,61.0099983215332
2016-01-28,61.34000015258789
2016-01-29,63.310001373291016
2016-02-01,62.33000183105469
2016-02-02,60.119998931884766
2016-02-03,60.7599983215332
2016-02-04,59.619998931884766
2016-02-05,58.540000915527344
2016-02-08,54.04999923706055
2016-02-09,52.33000183105469
2016-02-10,53.31999969482422
2016-02-11,52.11000061035156
2016-02-12,53.869998931884766
2016-02-16,55.0099983215332
2016-02-17,56.61000061035156
2016-02-18,56.0099983215332
2016-02-19,55.900001525878906
2016-02-22,56.630001068115234
2016-02-23,55.7599983215332
2016-02-24,56.189998626708984
2016-02-25,57.2400016784668
2016-02-26,57.040000915527344
2016-02-29,56.97999954223633
2016-03-01,58.209999084472656
2016-03-02,57.68000030517578
2016-03-03,57.79999923706055
2016-03-04,57.7400016784668
2016-03-07,57.0
2016-03-08,55.93000030517578
2016-03-09,56.04999923706055
2016-03-10,55.41999816894531
2016-03-11,56.970001220703125
2016-03-14,58.119998931884766
2016-03-15,58.029998779296875
2016-03-16,58.90999984741211
2016-03-17,58.72999954223633
2016-03-18,59.25
2016-03-21,59.52000045776367
2016-03-22,58.849998474121094
2016-03-23,59.060001373291016
2016-03-24,60.31999969482422
2016-03-28,60.18000030517578
2016-03-29,61.619998931884766
2016-03-30,62.45000076293945
2016-03-31,62.70000076293945
2016-04-01,63.119998931884766
2016-04-04,61.7599983215332
2016-04-05,61.18000030517578
2016-04-06,61.560001373291016
2016-04-07,59.9900016784668
2016-04-08,60.15999984741211
2016-04-11,59.97999954223633
2016-04-12,59.459999084472656
2016-04-13,60.45000076293945
2016-04-14,60.36000061035156
2016-04-15,60.06999969482422
2016-04-18,60.380001068115234
2016-04-19,59.849998474121094
2016-04-20,60.09000015258789
2016-04-21,60.04999923706055
2016-04-22,60.439998626708984
2016-04-25,60.209999084472656
2016-04-26,60.630001068115234
2016-04-27,60.58000183105469
2016-04-28,59.72999954223633
2016-04-29,58.369998931884766
2016-05-02,58.369998931884766
2016-05-03,57.650001525878906
2016-05-04,57.540000915527344
2016-05-05,57.59000015258789
2016-05-06,60.54999923706055
2016-05-09,60.81999969482422
2016-05-10,61.7400016784668
2016-05-11,61.099998474121094
2016-05-12,61.130001068115234
2016-05-13,61.349998474121094
2016-05-16,61.810001373291016
2016-05-17,61.63999938964844
2016-05-18,62.02000045776367
2016-05-19,62.0099983215332
2016-05-20,62.939998626708984
2016-05-23,61.7400016784668
2016-05-24,62.90999984741211
2016-05-25,62.599998474121094
2016-05-26,62.2599983215332
2016-05-27,62.459999084472656
2016-05-31,61.439998626708984
2016-06-01,61.130001068115234
2016-06-02,61.34000015258789
2016-06-03,60.119998931884766
2016-06-06,60.349998474121094
2016-06-07,60.72999954223633
2016-06-08,61.619998931884766
2016-06-09,60.9900016784668
2016-06-10,60.27000045776367
2016-06-13,60.04999923706055
2016-06-14,60.599998474121094
2016-06-15,59.630001068115234
2016-06-16,59.709999084472656
2016-06-17,59.54999923706055
2016-06-20,61.29999923706055
2016-06-21,61.599998474121094
2016-06-22,61.720001220703125
2016-06-23,62.70000076293945
2016-06-24,58.0099983215332
2016-06-27,55.47999954223633
2016-06-28,56.0
2016-06-29,57.09000015258789
2016-06-30,57.2400016784668
2016-07-01,57.20000076293945
2016-07-05,56.400001525878906
2016-07-06,56.77000045776367
2016-07-07,56.84000015258789
2016-07-08,57.93000030517578
2016-07-11,58.439998626708984
2016-07-12,58.36000061035156
2016-07-13,58.4900016784668
2016-07-14,58.939998626708984
2016-07-15,57.7599983215332
2016-07-18,57.97999954223633
2016-07-19,57.66999816894531
2016-07-20,58.720001220703125
2016-07-21,58.310001373291016
2016-07-22,58.36000061035156
2016-07-25,58.400001525878906
2016-07-26,58.619998931884766
2016-07-27,58.25
2016-07-28,57.88999938964844
2016-07-29,57.4900016784668
2016-08-01,58.45000076293945
2016-08-02,57.849998474121094
2016-08-03,58.150001525878906
2016-08-04,58.77000045776367
2016-08-05,59.709999084472656
2016-08-08,58.310001373291016
2016-08-09,57.66999816894531
2016-08-10,57.529998779296875
2016-08-11,57.33000183105469
2016-08-12,58.20000076293945
2016-08-15,57.880001068115234
2016-08-16,57.29999923706055
2016-08-17,57.0
2016-08-18,56.939998626708984
2016-08-19,57.13999938964844
2016-08-22,57.7400016784668
2016-08-23,58.150001525878906
2016-08-24,57.66999816894531
2016-08-25,57.56999969482422
2016-08-26,57.869998931884766
2016-08-29,57.849998474121094
2016-08-30,57.90999984741211
2016-08-31,57.439998626708984
2016-09-01,57.59000015258789
2016-09-02,58.36000061035156
2016-09-06,58.65999984741211
2016-09-07,58.380001068115234
2016-09-08,56.15999984741211
2016-09-09,55.22999954223633
2016-09-12,56.400001525878906
2016-09-13,55.0
2016-09-14,54.029998779296875
2016-09-15,54.099998474121094
2016-09-16,53.31999969482422
2016-09-19,53.33000183105469
2016-09-20,52.959999084472656
2016-09-21,53.45000076293945
2016-09-22,54.209999084472656
2016-09-23,54.40999984741211
2016-09-26,54.150001525878906
2016-09-27,54.400001525878906
2016-09-28,54.88999938964844
2016-09-29,55.0
2016-09-30,47.709999084472656
2016-10-03,50.400001525878906
2016-10-04,50.09000015258789
2016-10-05,50.900001525878906
2016-10-06,51.209999084472656
2016-10-07,50.349998474121094
2016-10-10,50.45000076293945
2016-10-11,49.88999938964844
2016-10-12,49.97999954223633
2016-10-13,51.25
