Date,JEF
2015-07-01,21.83277130126953
2015-07-02,21.958093643188477
2015-07-06,21.84172248840332
2015-07-07,22.002849578857422
2015-07-08,21.64478874206543
2015-07-09,21.805917739868164
2015-07-10,22.163978576660156
2015-07-13,22.539941787719727
2015-07-14,22.557844161987305
2015-07-15,22.307201385498047
2015-07-16,22.360910415649414
2015-07-17,22.24454116821289
2015-07-20,22.155025482177734
2015-07-21,21.993898391723633
2015-07-22,21.50156593322754
2015-07-23,21.22406768798828
2015-07-24,20.946569442749023
2015-07-27,20.928667068481445
2015-07-28,21.25092124938965
2015-07-29,21.25092124938965
2015-07-30,21.340436935424805
2015-07-31,21.053987503051758
2015-08-03,20.874958038330078
2015-08-04,20.86600685119629
2015-08-05,20.62431526184082
2015-08-06,20.472139358520508
2015-08-07,20.713830947875977
2015-08-10,20.928667068481445
2015-08-11,20.561655044555664
2015-08-12,20.713830947875977
2015-08-13,20.62431526184082
2015-08-14,20.901813507080078
2015-08-17,20.8570556640625
2015-08-18,20.722782135009766
2015-08-19,20.579557418823242
2015-08-20,19.961902618408203
2015-08-21,19.17416763305664
2015-08-24,18.38643455505371
2015-08-25,18.287967681884766
2015-08-26,18.56546401977539
2015-08-27,19.44271469116211
2015-08-28,19.24578094482422
2015-08-31,19.20997428894043
2015-09-01,18.538610458374023
2015-09-02,18.672882080078125
2015-09-03,18.744495391845703
2015-09-04,18.18950080871582
2015-09-08,18.726591110229492
2015-09-09,18.5565128326416
2015-09-10,18.726591110229492
2015-09-11,18.63707733154297
2015-09-14,18.19845199584961
2015-09-15,18.3953857421875
2015-09-16,18.466997146606445
2015-09-17,18.279014587402344
2015-09-18,18.16264533996582
2015-09-21,18.00151824951172
2015-09-22,18.135791778564453
2015-09-23,18.046276092529297
2015-09-24,18.099985122680664
2015-09-25,18.126840591430664
2015-09-28,17.831438064575195
2015-09-29,17.97466468811035
2015-09-30,18.135791778564453
2015-10-01,17.54499053955078
2015-10-02,17.61660385131836
2015-10-05,17.97466468811035
2015-10-06,18.18054962158203
2015-10-07,18.753446578979492
2015-10-08,18.896671295166016
2015-10-09,18.860864639282227
2015-10-12,18.484901428222656
2015-10-13,18.2074031829834
2015-10-14,17.97466468811035
2015-10-15,18.2074031829834
2015-10-16,18.341676712036133
2015-10-19,18.252161026000977
2015-10-20,18.15369415283203
2015-10-21,17.813535690307617
2015-10-22,18.037324905395508
2015-10-23,18.082082748413086
2015-10-26,17.929906845092773
2015-10-27,18.00151824951172
2015-10-28,17.98361587524414
2015-10-29,17.903051376342773
2015-10-30,17.912002563476562
2015-11-02,18.019420623779297
