Date,XYZ
2025-07-01,68.2699966430664
2025-07-02,69.22000122070312
2025-07-03,69.2300033569336
2025-07-07,69.41000366210938
2025-07-08,67.83999633789062
2025-07-09,69.01000213623047
2025-07-10,68.76000213623047
2025-07-11,65.13999938964844
2025-07-14,68.68000030517578
2025-07-15,66.01000213623047
2025-07-16,69.02999877929688
2025-07-17,70.7300033569336
2025-07-18,72.81999969482422
2025-07-21,78.08000183105469
2025-07-22,79.2699966430664
2025-07-23,79.69999694824219
2025-07-24,79.7699966430664
2025-07-25,80.73999786376953
2025-07-28,80.56999969482422
2025-07-29,78.18000030517578
2025-07-30,77.58999633789062
2025-07-31,77.26000213623047
2025-08-01,74.02999877929688
2025-08-04,76.12000274658203
2025-08-05,75.29000091552734
2025-08-06,76.12999725341797
2025-08-07,76.8499984741211
2025-08-08,73.38999938964844
2025-08-11,73.02999877929688
2025-08-12,74.54000091552734
2025-08-13,76.94999694824219
2025-08-14,76.04000091552734
2025-08-15,75.80000305175781
2025-08-18,76.7300033569336
2025-08-19,74.30000305175781
2025-08-20,74.18000030517578
2025-08-21,74.08999633789062
2025-08-22,79.12000274658203
2025-08-25,79.08000183105469
2025-08-26,78.77999877929688
2025-08-27,79.38999938964844
2025-08-28,80.77999877929688
2025-08-29,79.63999938964844
2025-09-02,76.2300033569336
2025-09-03,75.79000091552734
2025-09-04,75.75
2025-09-05,74.94000244140625
2025-09-08,75.81999969482422
2025-09-09,75.51000213623047
2025-09-10,73.75
2025-09-11,74.2300033569336
2025-09-12,72.87000274658203
2025-09-15,74.62999725341797
2025-09-16,75.77999877929688
2025-09-17,75.70999908447266
2025-09-18,77.37000274658203
2025-09-19,77.02999877929688
2025-09-22,77.41000366210938
2025-09-23,76.54000091552734
2025-09-24,76.48999786376953
2025-09-25,73.68000030517578
2025-09-26,73.66999816894531
2025-09-29,75.38999938964844
2025-09-30,72.2699966430664
2025-10-01,73.4000015258789
2025-10-02,76.80999755859375
2025-10-03,76.94999694824219
2025-10-06,77.77999877929688
2025-10-07,79.0199966430664
2025-10-08,81.11000061035156
2025-10-09,80.8499984741211
2025-10-10,74.66999816894531
2025-10-13,75.0199966430664
2025-10-14,76.18000030517578
2025-10-15,76.12999725341797
2025-10-16,74.54000091552734
2025-10-17,75.19999694824219
2025-10-20,76.5
2025-10-21,77.7300033569336
2025-10-22,75.91999816894531
2025-10-23,78.55999755859375
2025-10-24,79.54000091552734
2025-10-27,80.1500015258789
2025-10-28,80.18000030517578
2025-10-29,76.51000213623047
2025-10-30,73.91999816894531
2025-10-31,75.94000244140625
2025-11-03,74.30000305175781
2025-11-04,72.58000183105469
2025-11-05,73.6500015258789
2025-11-06,70.93000030517578
2025-11-07,65.44999694824219
2025-11-10,66.80000305175781
2025-11-11,65.91000366210938
2025-11-12,65.7699966430664
2025-11-13,62.29999923706055
2025-11-14,60.47999954223633
2025-11-17,58.88999938964844
2025-11-18,57.63999938964844
2025-11-19,62.0
2025-11-20,61.95000076293945
2025-11-21,61.95000076293945
2025-11-24,61.86000061035156
2025-11-25,63.689998626708984
2025-11-26,65.02999877929688
2025-11-28,66.80000305175781
2025-12-01,64.3499984741211
2025-12-02,60.11000061035156
2025-12-03,61.11000061035156
2025-12-04,62.189998626708984
2025-12-05,61.11000061035156
2025-12-08,61.040000915527344
2025-12-09,61.56999969482422
2025-12-10,63.290000915527344
2025-12-11,63.61000061035156
2025-12-12,64.75
2025-12-15,64.0199966430664
2025-12-16,64.55000305175781
2025-12-17,63.77000045776367
2025-12-18,64.38999938964844
2025-12-19,65.33000183105469
2025-12-22,65.1500015258789
2025-12-23,64.94000244140625
2025-12-24,66.05000305175781
2025-12-26,66.2699966430664
2025-12-29,65.91999816894531
2025-12-30,65.54000091552734
