Date,MAT
2015-07-01,26.34000015258789
2015-07-02,26.06999969482422
2015-07-06,25.770000457763672
2015-07-07,26.040000915527344
2015-07-08,26.040000915527344
2015-07-09,25.780000686645508
2015-07-10,25.3799991607666
2015-07-13,26.100000381469727
2015-07-14,25.81999969482422
2015-07-15,25.59000015258789
2015-07-16,25.149999618530273
2015-07-17,24.309999465942383
2015-07-20,24.010000228881836
2015-07-21,23.729999542236328
2015-07-22,23.700000762939453
2015-07-23,23.530000686645508
2015-07-24,23.209999084472656
2015-07-27,23.079999923706055
2015-07-28,23.059999465942383
2015-07-29,23.1200008392334
2015-07-30,23.440000534057617
2015-07-31,23.209999084472656
2015-08-03,22.510000228881836
2015-08-04,22.6200008392334
2015-08-05,22.93000030517578
2015-08-06,22.6299991607666
2015-08-07,22.81999969482422
2015-08-10,23.540000915527344
2015-08-11,23.299999237060547
2015-08-12,23.219999313354492
2015-08-13,23.079999923706055
2015-08-14,23.09000015258789
2015-08-17,23.40999984741211
2015-08-18,22.899999618530273
2015-08-19,22.510000228881836
2015-08-20,22.760000228881836
2015-08-21,22.579999923706055
2015-08-24,21.440000534057617
2015-08-25,21.440000534057617
2015-08-26,21.75
2015-08-27,22.829999923706055
2015-08-28,23.200000762939453
2015-08-31,23.43000030517578
2015-09-01,22.56999969482422
2015-09-02,22.93000030517578
2015-09-03,23.100000381469727
2015-09-04,22.81999969482422
2015-09-08,23.0
2015-09-09,22.809999465942383
2015-09-10,22.760000228881836
2015-09-11,22.600000381469727
2015-09-14,22.719999313354492
2015-09-15,23.1200008392334
2015-09-16,24.030000686645508
2015-09-17,23.829999923706055
2015-09-18,23.040000915527344
2015-09-21,23.190000534057617
2015-09-22,22.8700008392334
2015-09-23,22.719999313354492
2015-09-24,22.600000381469727
2015-09-25,22.6299991607666
2015-09-28,21.610000610351562
2015-09-29,21.030000686645508
2015-09-30,21.059999465942383
2015-10-01,19.829999923706055
2015-10-02,19.93000030517578
2015-10-05,21.6200008392334
2015-10-06,21.700000762939453
2015-10-07,21.81999969482422
2015-10-08,22.329999923706055
2015-10-09,22.350000381469727
2015-10-12,22.489999771118164
2015-10-13,22.469999313354492
2015-10-14,22.520000457763672
2015-10-15,22.530000686645508
2015-10-16,23.889999389648438
2015-10-19,23.139999389648438
2015-10-20,23.780000686645508
2015-10-21,23.850000381469727
2015-10-22,24.489999771118164
2015-10-23,24.739999771118164
2015-10-26,24.489999771118164
2015-10-27,23.889999389648438
2015-10-28,24.440000534057617
2015-10-29,24.6299991607666
2015-10-30,24.579999923706055
2015-11-02,24.959999084472656
2015-11-03,25.31999969482422
2015-11-04,24.8700008392334
2015-11-05,24.790000915527344
2015-11-06,24.6200008392334
