Date,LYB
2015-07-01,101.05999755859375
2015-07-02,101.6500015258789
2015-07-06,98.75
2015-07-07,97.62000274658203
2015-07-08,95.06999969482422
2015-07-09,97.30999755859375
2015-07-10,98.37999725341797
2015-07-13,99.44999694824219
2015-07-14,101.12000274658203
2015-07-15,100.30000305175781
2015-07-16,100.75
2015-07-17,97.5
2015-07-20,96.2300033569336
2015-07-21,96.05999755859375
2015-07-22,95.70999908447266
2015-07-23,93.80000305175781
2015-07-24,90.37000274658203
2015-07-27,89.8499984741211
2015-07-28,92.45999908447266
2015-07-29,93.76000213623047
2015-07-30,94.1500015258789
2015-07-31,93.83000183105469
2015-08-03,90.06999969482422
2015-08-04,91.55999755859375
2015-08-05,91.63999938964844
2015-08-06,90.18000030517578
2015-08-07,86.98999786376953
2015-08-10,91.41999816894531
2015-08-11,89.36000061035156
2015-08-12,89.37999725341797
2015-08-13,89.27999877929688
2015-08-14,87.11000061035156
2015-08-17,87.31999969482422
2015-08-18,86.18000030517578
2015-08-19,84.93000030517578
2015-08-20,83.91000366210938
2015-08-21,80.25
2015-08-24,77.25
2015-08-25,77.72000122070312
2015-08-26,80.9000015258789
2015-08-27,85.26000213623047
2015-08-28,85.43000030517578
2015-08-31,85.37999725341797
2015-09-01,81.55000305175781
2015-09-02,82.76000213623047
2015-09-03,82.69000244140625
2015-09-04,80.25
2015-09-08,83.16999816894531
2015-09-09,83.12000274658203
2015-09-10,84.11000061035156
2015-09-11,83.7699966430664
2015-09-14,82.38999938964844
2015-09-15,83.77999877929688
2015-09-16,87.30000305175781
2015-09-17,86.19999694824219
2015-09-18,85.69000244140625
2015-09-21,86.76000213623047
2015-09-22,84.93000030517578
2015-09-23,83.19999694824219
2015-09-24,83.8499984741211
2015-09-25,84.51000213623047
2015-09-28,80.5999984741211
2015-09-29,80.95999908447266
2015-09-30,83.36000061035156
2015-10-01,85.9800033569336
2015-10-02,88.43000030517578
2015-10-05,90.55000305175781
2015-10-06,93.62999725341797
2015-10-07,95.58999633789062
2015-10-08,97.5
2015-10-09,95.44999694824219
2015-10-12,92.68000030517578
2015-10-13,92.27999877929688
2015-10-14,94.1500015258789
2015-10-15,93.4000015258789
2015-10-16,94.16000366210938
2015-10-19,93.36000061035156
2015-10-20,93.33999633789062
2015-10-21,91.25
2015-10-22,94.51000213623047
2015-10-23,94.16000366210938
2015-10-26,92.41000366210938
2015-10-27,90.43000030517578
2015-10-28,92.1500015258789
2015-10-29,92.0
2015-10-30,92.91000366210938
2015-11-02,93.62000274658203
2015-11-03,95.30999755859375
2015-11-04,95.41999816894531
2015-11-05,94.98999786376953
2015-11-06,96.18000030517578
2015-11-09,94.48999786376953
2015-11-10,93.47000122070312
2015-11-11,92.52999877929688
2015-11-12,90.05000305175781
2015-11-13,91.77999877929688
2015-11-16,94.41999816894531
2015-11-17,93.98999786376953
2015-11-18,95.06999969482422
2015-11-19,93.12000274658203
2015-11-20,93.29000091552734
2015-11-23,94.41999816894531
2015-11-24,96.31999969482422
2015-11-25,95.94999694824219
2015-11-27,95.16000366210938
2015-11-30,95.81999969482422
2015-12-01,97.08000183105469
2015-12-02,95.08000183105469
2015-12-03,95.16999816894531
2015-12-04,96.33000183105469
2015-12-07,90.48999786376953
2015-12-08,87.37000274658203
2015-12-09,88.83000183105469
2015-12-10,87.5
2015-12-11,85.58000183105469
2015-12-14,85.72000122070312
2015-12-15,88.05000305175781
2015-12-16,88.93000030517578
2015-12-17,87.69000244140625
2015-12-18,87.52999877929688
2015-12-21,86.9800033569336
2015-12-22,87.08999633789062
2015-12-23,89.75
2015-12-24,88.16999816894531
2015-12-28,86.91999816894531
2015-12-29,88.66000366210938
2015-12-30,87.76000213623047
2015-12-31,86.9000015258789
2016-01-04,87.18000030517578
2016-01-05,87.63999938964844
2016-01-06,83.51000213623047
2016-01-07,80.08999633789062
2016-01-08,79.58999633789062
2016-01-11,76.33000183105469
2016-01-12,78.1500015258789
2016-01-13,74.94000244140625
2016-01-14,76.37000274658203
2016-01-15,74.9800033569336
2016-01-19,73.9800033569336
2016-01-20,72.33999633789062
2016-01-21,74.58999633789062
2016-01-22,78.48999786376953
2016-01-25,75.83999633789062
2016-01-26,77.62000274658203
2016-01-27,76.70999908447266
2016-01-28,77.38999938964844
2016-01-29,77.97000122070312
2016-02-01,77.25
2016-02-02,75.19999694824219
2016-02-03,75.4800033569336
2016-02-04,79.66000366210938
2016-02-05,79.75
2016-02-08,75.72000122070312
2016-02-09,75.72000122070312
2016-02-10,75.0199966430664
2016-02-11,73.43000030517578
2016-02-12,76.45999908447266
2016-02-16,77.93000030517578
2016-02-17,79.0999984741211
2016-02-18,80.19999694824219
2016-02-19,78.13999938964844
2016-02-22,80.55999755859375
2016-02-23,77.0
2016-02-24,78.25
2016-02-25,78.18000030517578
2016-02-26,80.16999816894531
2016-02-29,80.20999908447266
2016-03-01,80.88999938964844
2016-03-02,80.43000030517578
2016-03-03,79.9000015258789
2016-03-04,82.0
2016-03-07,84.23999786376953
2016-03-08,80.58000183105469
2016-03-09,82.58999633789062
2016-03-10,84.9800033569336
2016-03-11,87.4800033569336
2016-03-14,84.75
2016-03-15,84.22000122070312
2016-03-16,86.33000183105469
2016-03-17,88.5999984741211
2016-03-18,87.62000274658203
2016-03-21,86.19999694824219
2016-03-22,86.06999969482422
2016-03-23,84.70999908447266
2016-03-24,85.37000274658203
2016-03-28,85.11000061035156
2016-03-29,85.19000244140625
2016-03-30,85.9000015258789
2016-03-31,85.58000183105469
2016-04-01,86.83000183105469
2016-04-04,86.16000366210938
2016-04-05,84.87000274658203
2016-04-06,86.2300033569336
2016-04-07,84.38999938964844
2016-04-08,83.87000274658203
2016-04-11,85.19000244140625
2016-04-12,87.87999725341797
2016-04-13,88.4000015258789
2016-04-14,88.4000015258789
2016-04-15,88.1500015258789
2016-04-18,88.4800033569336
2016-04-19,91.0999984741211
2016-04-20,90.44000244140625
2016-04-21,90.69000244140625
2016-04-22,90.19999694824219
2016-04-25,88.25
2016-04-26,89.63999938964844
2016-04-27,89.16000366210938
2016-04-28,86.36000061035156
2016-04-29,82.66999816894531
2016-05-02,83.81999969482422
2016-05-03,82.97000122070312
2016-05-04,81.4000015258789
2016-05-05,81.62000274658203
2016-05-06,82.0999984741211
2016-05-09,81.16000366210938
2016-05-10,82.31999969482422
2016-05-11,81.87000274658203
2016-05-12,81.25
2016-05-13,80.72000122070312
2016-05-16,83.2699966430664
2016-05-17,83.88999938964844
2016-05-18,81.62000274658203
2016-05-19,80.83000183105469
2016-05-20,80.44000244140625
2016-05-23,80.0999984741211
2016-05-24,80.44999694824219
2016-05-25,82.70999908447266
2016-05-26,81.37000274658203
2016-05-27,81.4000015258789
2016-05-31,81.36000061035156
2016-06-01,82.5
2016-06-02,80.58000183105469
2016-06-03,79.76000213623047
2016-06-06,81.51000213623047
2016-06-07,82.30999755859375
2016-06-08,82.3499984741211
2016-06-09,79.91999816894531
2016-06-10,80.47000122070312
2016-06-13,79.22000122070312
2016-06-14,78.6500015258789
2016-06-15,79.11000061035156
2016-06-16,79.08999633789062
2016-06-17,80.05000305175781
2016-06-20,79.61000061035156
2016-06-21,78.91000366210938
2016-06-22,78.97000122070312
2016-06-23,79.05000305175781
2016-06-24,74.91000366210938
2016-06-27,71.31999969482422
2016-06-28,72.33999633789062
2016-06-29,74.01000213623047
2016-06-30,74.41999816894531
2016-07-01,74.69000244140625
2016-07-05,72.8499984741211
2016-07-06,73.11000061035156
2016-07-07,74.5199966430664
2016-07-08,76.73999786376953
2016-07-11,75.95999908447266
2016-07-12,77.45999908447266
2016-07-13,76.76000213623047
2016-07-14,77.61000061035156
2016-07-15,77.91000366210938
2016-07-18,78.5
2016-07-19,78.73999786376953
2016-07-20,79.4800033569336
2016-07-21,79.08999633789062
2016-07-22,78.16000366210938
2016-07-25,78.87000274658203
2016-07-26,78.8499984741211
2016-07-27,78.13999938964844
2016-07-28,79.0199966430664
2016-07-29,75.26000213623047
2016-08-01,74.88999938964844
2016-08-02,71.97000122070312
2016-08-03,73.55999755859375
2016-08-04,74.33999633789062
2016-08-05,74.5
2016-08-08,75.41999816894531
2016-08-09,74.55000305175781
2016-08-10,74.4000015258789
2016-08-11,76.62999725341797
2016-08-12,75.33000183105469
2016-08-15,77.48999786376953
2016-08-16,76.80000305175781
2016-08-17,77.19000244140625
2016-08-18,78.11000061035156
2016-08-19,79.87000274658203
2016-08-22,78.43000030517578
2016-08-23,78.97000122070312
2016-08-24,78.08999633789062
2016-08-25,78.94000244140625
2016-08-26,79.16999816894531
2016-08-29,79.66999816894531
2016-08-30,79.94000244140625
2016-08-31,78.88999938964844
2016-09-01,78.4800033569336
2016-09-02,79.72000122070312
2016-09-06,79.47000122070312
2016-09-07,79.5
2016-09-08,78.52999877929688
2016-09-09,76.19000244140625
2016-09-12,76.75
2016-09-13,74.47000122070312
2016-09-14,75.45999908447266
2016-09-15,76.5199966430664
2016-09-16,77.12000274658203
2016-09-19,78.44000244140625
2016-09-20,77.54000091552734
2016-09-21,78.13999938964844
2016-09-22,78.18000030517578
2016-09-23,77.38999938964844
2016-09-26,76.48999786376953
2016-09-27,77.77999877929688
2016-09-28,80.0
2016-09-29,80.47000122070312
2016-09-30,80.66000366210938
2016-10-03,80.83999633789062
2016-10-04,79.83999633789062
2016-10-05,81.33000183105469
2016-10-06,84.08999633789062
2016-10-07,81.44000244140625
2016-10-10,82.26000213623047
2016-10-11,80.30000305175781
2016-10-12,80.0
2016-10-13,79.9000015258789
2016-10-14,79.55000305175781
2016-10-17,79.52999877929688
2016-10-18,80.18000030517578
2016-10-19,81.6500015258789
2016-10-20,81.55999755859375
2016-10-21,81.87000274658203
2016-10-24,81.62000274658203
2016-10-25,79.95999908447266
2016-10-26,80.3499984741211
2016-10-27,80.25
2016-10-28,80.27999877929688
2016-10-31,79.55000305175781
2016-11-01,78.20999908447266
2016-11-02,77.38999938964844
2016-11-03,78.30999755859375
2016-11-04,78.44999694824219
2016-11-07,79.16000366210938
2016-11-08,78.94999694824219
2016-11-09,80.94000244140625
2016-11-10,83.3499984741211
2016-11-11,82.19999694824219
2016-11-14,82.4000015258789
2016-11-15,83.41999816894531
2016-11-16,83.19999694824219
2016-11-17,83.01000213623047
2016-11-18,83.12000274658203
2016-11-21,85.16000366210938
2016-11-22,85.7699966430664
2016-11-23,86.63999938964844
2016-11-25,86.66999816894531
2016-11-28,85.58000183105469
2016-11-29,83.72000122070312
2016-11-30,90.31999969482422
2016-12-01,91.18000030517578
2016-12-02,89.13999938964844
2016-12-05,88.5999984741211
2016-12-06,87.77999877929688
2016-12-07,89.41000366210938
2016-12-08,90.54000091552734
2016-12-09,88.41999816894531
2016-12-12,89.58999633789062
2016-12-13,89.62000274658203
2016-12-14,88.08999633789062
2016-12-15,88.83000183105469
2016-12-16,88.68000030517578
2016-12-19,88.13999938964844
2016-12-20,88.12999725341797
2016-12-21,87.7699966430664
2016-12-22,87.52999877929688
2016-12-23,87.69999694824219
2016-12-27,87.0999984741211
2016-12-28,86.37999725341797
2016-12-29,86.01000213623047
2016-12-30,85.77999877929688
2017-01-03,86.87999725341797
2017-01-04,88.79000091552734
2017-01-05,88.68000030517578
2017-01-06,88.16999816894531
2017-01-09,86.88999938964844
2017-01-10,86.87999725341797
2017-01-11,88.44000244140625
2017-01-12,89.62000274658203
2017-01-13,89.7300033569336
2017-01-17,89.97000122070312
2017-01-18,90.05000305175781
2017-01-19,89.76000213623047
2017-01-20,90.88999938964844
2017-01-23,91.16000366210938
2017-01-24,95.12999725341797
2017-01-25,96.37999725341797
2017-01-26,95.38999938964844
2017-01-27,95.30000305175781
2017-01-30,94.30000305175781
2017-01-31,93.2699966430664
2017-02-01,95.06999969482422
2017-02-02,93.75
2017-02-03,94.69000244140625
2017-02-06,94.94000244140625
2017-02-07,92.3499984741211
2017-02-08,91.66000366210938
2017-02-09,92.23999786376953
2017-02-10,91.86000061035156
2017-02-13,92.22000122070312
2017-02-14,93.1500015258789
2017-02-15,93.08999633789062
2017-02-16,92.69000244140625
2017-02-17,92.91000366210938
2017-02-21,94.5199966430664
2017-02-22,94.01000213623047
2017-02-23,93.12999725341797
2017-02-24,92.43000030517578
2017-02-27,91.33000183105469
2017-02-28,91.23999786376953
2017-03-01,93.88999938964844
2017-03-02,92.29000091552734
2017-03-03,92.23999786376953
2017-03-06,91.55000305175781
2017-03-07,91.2300033569336
2017-03-08,89.79000091552734
2017-03-09,89.5
2017-03-10,89.79000091552734
2017-03-13,90.18000030517578
2017-03-14,88.58000183105469
2017-03-15,90.88999938964844
2017-03-16,90.3499984741211
2017-03-17,90.08000183105469
2017-03-20,90.30000305175781
2017-03-21,88.1500015258789
2017-03-22,88.1500015258789
2017-03-23,88.30000305175781
2017-03-24,87.55999755859375
2017-03-27,88.62000274658203
2017-03-28,90.9000015258789
2017-03-29,90.7300033569336
2017-03-30,91.2699966430664
2017-03-31,91.19000244140625
2017-04-03,90.26000213623047
2017-04-04,90.69000244140625
2017-04-05,88.4000015258789
2017-04-06,89.19000244140625
2017-04-07,88.79000091552734
2017-04-10,88.52999877929688
2017-04-11,88.0199966430664
2017-04-12,86.33999633789062
2017-04-13,84.91000366210938
2017-04-17,85.27999877929688
2017-04-18,85.83999633789062
2017-04-19,85.52999877929688
