Date,SBUX
2015-07-01,53.88999938964844
2015-07-02,54.2400016784668
2015-07-06,54.310001373291016
2015-07-07,54.380001068115234
2015-07-08,53.38999938964844
2015-07-09,54.04999923706055
2015-07-10,54.56999969482422
2015-07-13,55.70000076293945
2015-07-14,55.75
2015-07-15,55.34000015258789
2015-07-16,55.7400016784668
2015-07-17,55.689998626708984
2015-07-20,56.209999084472656
2015-07-21,56.20000076293945
2015-07-22,56.689998626708984
2015-07-23,56.560001373291016
2015-07-24,57.290000915527344
2015-07-27,56.97999954223633
2015-07-28,57.13999938964844
2015-07-29,57.5099983215332
2015-07-30,58.060001373291016
2015-07-31,57.93000030517578
2015-08-03,58.189998626708984
2015-08-04,58.70000076293945
2015-08-05,59.0099983215332
2015-08-06,57.22999954223633
2015-08-07,57.20000076293945
2015-08-10,56.27000045776367
2015-08-11,56.349998474121094
2015-08-12,56.380001068115234
2015-08-13,56.849998474121094
2015-08-14,57.099998474121094
2015-08-17,57.7400016784668
2015-08-18,57.83000183105469
2015-08-19,57.59000015258789
2015-08-20,55.810001373291016
2015-08-21,52.84000015258789
2015-08-24,50.34000015258789
2015-08-25,51.09000015258789
2015-08-26,53.959999084472656
2015-08-27,55.95000076293945
2015-08-28,55.630001068115234
2015-08-31,54.709999084472656
2015-09-01,53.5
2015-09-02,55.2599983215332
2015-09-03,54.689998626708984
2015-09-04,54.279998779296875
2015-09-08,55.209999084472656
2015-09-09,54.689998626708984
2015-09-10,55.369998931884766
2015-09-11,56.529998779296875
2015-09-14,56.290000915527344
2015-09-15,56.90999984741211
2015-09-16,57.2599983215332
2015-09-17,57.279998779296875
2015-09-18,56.84000015258789
2015-09-21,57.540000915527344
2015-09-22,57.119998931884766
2015-09-23,57.790000915527344
2015-09-24,58.369998931884766
2015-09-25,57.9900016784668
2015-09-28,55.77000045776367
2015-09-29,55.720001220703125
2015-09-30,56.84000015258789
2015-10-01,57.47999954223633
2015-10-02,58.08000183105469
2015-10-05,59.040000915527344
2015-10-06,58.689998626708984
2015-10-07,58.779998779296875
2015-10-08,59.459999084472656
2015-10-09,60.06999969482422
2015-10-12,60.540000915527344
2015-10-13,60.15999984741211
2015-10-14,58.81999969482422
2015-10-15,59.689998626708984
2015-10-16,59.93000030517578
2015-10-19,60.970001220703125
2015-10-20,60.880001068115234
2015-10-21,60.529998779296875
2015-10-22,61.4900016784668
2015-10-23,62.61000061035156
2015-10-26,63.43000030517578
2015-10-27,62.709999084472656
2015-10-28,63.5099983215332
2015-10-29,62.5
2015-10-30,62.56999969482422
2015-11-02,62.2400016784668
2015-11-03,62.79999923706055
2015-11-04,61.959999084472656
2015-11-05,62.279998779296875
2015-11-06,61.970001220703125
2015-11-09,61.34000015258789
2015-11-10,62.18000030517578
2015-11-11,61.869998931884766
2015-11-12,61.06999969482422
2015-11-13,59.7400016784668
2015-11-16,60.68000030517578
2015-11-17,60.54999923706055
2015-11-18,61.79999923706055
2015-11-19,61.459999084472656
2015-11-20,61.9900016784668
2015-11-23,62.63999938964844
2015-11-24,61.959999084472656
2015-11-25,62.189998626708984
2015-11-27,62.18000030517578
2015-11-30,61.38999938964844
2015-12-01,61.369998931884766
2015-12-02,61.220001220703125
2015-12-03,59.54999923706055
2015-12-04,61.75
2015-12-07,61.88999938964844
2015-12-08,62.15999984741211
2015-12-09,61.18000030517578
2015-12-10,61.869998931884766
2015-12-11,59.81999969482422
2015-12-14,59.91999816894531
2015-12-15,59.97999954223633
2015-12-16,60.349998474121094
2015-12-17,59.52000045776367
2015-12-18,58.619998931884766
2015-12-21,59.540000915527344
2015-12-22,59.9900016784668
2015-12-23,60.34000015258789
2015-12-24,60.31999969482422
2015-12-28,60.189998626708984
2015-12-29,61.130001068115234
2015-12-30,60.81999969482422
2015-12-31,60.029998779296875
2016-01-04,58.2599983215332
2016-01-05,58.650001525878906
2016-01-06,58.130001068115234
2016-01-07,56.689998626708984
2016-01-08,56.630001068115234
2016-01-11,57.81999969482422
2016-01-12,59.459999084472656
2016-01-13,57.869998931884766
2016-01-14,58.97999954223633
2016-01-15,58.0
2016-01-19,58.54999923706055
2016-01-20,56.91999816894531
2016-01-21,59.029998779296875
2016-01-22,59.16999816894531
2016-01-25,57.709999084472656
2016-01-26,58.61000061035156
2016-01-27,57.630001068115234
2016-01-28,59.290000915527344
2016-01-29,60.77000045776367
2016-02-01,61.400001525878906
2016-02-02,60.70000076293945
2016-02-03,59.529998779296875
2016-02-04,58.290000915527344
2016-02-05,54.4900016784668
2016-02-08,54.13999938964844
2016-02-09,54.41999816894531
2016-02-10,55.13999938964844
2016-02-11,54.91999816894531
2016-02-12,55.86000061035156
2016-02-16,56.40999984741211
2016-02-17,57.630001068115234
2016-02-18,56.959999084472656
2016-02-19,57.66999816894531
2016-02-22,58.869998931884766
2016-02-23,58.459999084472656
2016-02-24,58.11000061035156
2016-02-25,58.75
2016-02-26,58.34000015258789
2016-02-29,58.209999084472656
2016-03-01,60.040000915527344
2016-03-02,59.560001373291016
2016-03-03,59.040000915527344
2016-03-04,58.70000076293945
2016-03-07,58.0
2016-03-08,57.599998474121094
2016-03-09,57.06999969482422
2016-03-10,57.52000045776367
2016-03-11,57.59000015258789
2016-03-14,58.650001525878906
2016-03-15,59.08000183105469
2016-03-16,59.66999816894531
2016-03-17,59.54999923706055
2016-03-18,59.70000076293945
2016-03-21,59.099998474121094
2016-03-22,59.380001068115234
2016-03-23,58.83000183105469
2016-03-24,58.36000061035156
2016-03-28,58.959999084472656
2016-03-29,59.54999923706055
2016-03-30,60.0099983215332
2016-03-31,59.70000076293945
2016-04-01,61.02000045776367
2016-04-04,60.25
2016-04-05,60.040000915527344
2016-04-06,60.83000183105469
2016-04-07,61.16999816894531
2016-04-08,61.040000915527344
2016-04-11,60.900001525878906
2016-04-12,59.5
2016-04-13,60.209999084472656
2016-04-14,60.130001068115234
2016-04-15,60.5099983215332
2016-04-18,60.88999938964844
2016-04-19,60.900001525878906
2016-04-20,60.900001525878906
2016-04-21,60.63999938964844
2016-04-22,57.68000030517578
2016-04-25,57.77000045776367
2016-04-26,57.720001220703125
2016-04-27,56.900001525878906
2016-04-28,56.41999816894531
2016-04-29,56.22999954223633
2016-05-02,57.36000061035156
2016-05-03,56.25
2016-05-04,56.38999938964844
2016-05-05,56.25
2016-05-06,56.310001373291016
2016-05-09,56.63999938964844
2016-05-10,57.4900016784668
2016-05-11,56.22999954223633
2016-05-12,56.29999923706055
2016-05-13,55.81999969482422
2016-05-16,55.529998779296875
2016-05-17,54.880001068115234
2016-05-18,54.79999923706055
2016-05-19,54.54999923706055
2016-05-20,54.619998931884766
2016-05-23,54.599998474121094
2016-05-24,55.439998626708984
2016-05-25,55.150001525878906
2016-05-26,55.290000915527344
2016-05-27,55.150001525878906
2016-05-31,54.88999938964844
2016-06-01,54.81999969482422
2016-06-02,54.619998931884766
2016-06-03,54.61000061035156
2016-06-06,55.59000015258789
2016-06-07,55.29999923706055
2016-06-08,55.220001220703125
2016-06-09,55.58000183105469
2016-06-10,54.869998931884766
2016-06-13,55.040000915527344
2016-06-14,55.56999969482422
2016-06-15,55.349998474121094
2016-06-16,55.529998779296875
2016-06-17,55.310001373291016
2016-06-20,55.380001068115234
2016-06-21,55.810001373291016
2016-06-22,55.61000061035156
2016-06-23,56.130001068115234
2016-06-24,54.68000030517578
2016-06-27,53.689998626708984
2016-06-28,54.849998474121094
2016-06-29,56.7400016784668
2016-06-30,57.119998931884766
2016-07-01,56.9900016784668
2016-07-05,56.77000045776367
2016-07-06,56.75
2016-07-07,56.90999984741211
2016-07-08,56.5099983215332
2016-07-11,56.31999969482422
2016-07-12,57.47999954223633
2016-07-13,56.47999954223633
2016-07-14,57.59000015258789
2016-07-15,57.40999984741211
2016-07-18,56.91999816894531
2016-07-19,56.7599983215332
2016-07-20,57.540000915527344
2016-07-21,57.599998474121094
2016-07-22,57.900001525878906
2016-07-25,57.95000076293945
2016-07-26,58.310001373291016
2016-07-27,57.849998474121094
2016-07-28,58.209999084472656
2016-07-29,58.04999923706055
2016-08-01,57.630001068115234
2016-08-02,56.72999954223633
2016-08-03,55.939998626708984
2016-08-04,55.41999816894531
2016-08-05,55.900001525878906
2016-08-08,55.36000061035156
2016-08-09,55.20000076293945
2016-08-10,55.619998931884766
2016-08-11,55.470001220703125
2016-08-12,55.470001220703125
2016-08-15,55.25
2016-08-16,55.369998931884766
2016-08-17,55.79999923706055
2016-08-18,55.529998779296875
2016-08-19,54.939998626708984
2016-08-22,55.849998474121094
2016-08-23,56.400001525878906
2016-08-24,57.09000015258789
2016-08-25,57.290000915527344
2016-08-26,57.290000915527344
2016-08-29,56.79999923706055
2016-08-30,56.400001525878906
2016-08-31,56.22999954223633
2016-09-01,56.310001373291016
2016-09-02,56.18000030517578
2016-09-06,56.02000045776367
2016-09-07,56.31999969482422
2016-09-08,55.29999923706055
2016-09-09,54.349998474121094
2016-09-12,54.709999084472656
2016-09-13,53.97999954223633
2016-09-14,53.900001525878906
2016-09-15,54.11000061035156
2016-09-16,53.7400016784668
2016-09-19,53.0099983215332
2016-09-20,53.29999923706055
2016-09-21,53.97999954223633
2016-09-22,54.38999938964844
2016-09-23,54.43000030517578
2016-09-26,54.040000915527344
2016-09-27,54.189998626708984
2016-09-28,53.97999954223633
2016-09-29,53.45000076293945
2016-09-30,54.13999938964844
2016-10-03,53.84000015258789
2016-10-04,53.529998779296875
2016-10-05,53.349998474121094
2016-10-06,53.13999938964844
2016-10-07,53.459999084472656
2016-10-10,53.29999923706055
2016-10-11,52.91999816894531
2016-10-12,53.15999984741211
2016-10-13,52.95000076293945
2016-10-14,53.08000183105469
2016-10-17,52.7599983215332
2016-10-18,52.61000061035156
2016-10-19,53.150001525878906
2016-10-20,53.59000015258789
2016-10-21,53.630001068115234
2016-10-24,54.18000030517578
2016-10-25,53.66999816894531
2016-10-26,53.630001068115234
2016-10-27,53.59000015258789
