Date,VRSN
2015-07-01,63.29999923706055
2015-07-02,62.869998931884766
2015-07-06,62.779998779296875
2015-07-07,63.099998474121094
2015-07-08,61.5
2015-07-09,62.209999084472656
2015-07-10,63.189998626708984
2015-07-13,64.05999755859375
2015-07-14,64.19000244140625
2015-07-15,64.30000305175781
2015-07-16,64.94999694824219
2015-07-17,65.0199966430664
2015-07-20,65.52999877929688
2015-07-21,65.08000183105469
2015-07-22,65.8499984741211
2015-07-23,66.0199966430664
2015-07-24,67.7300033569336
2015-07-27,67.93000030517578
2015-07-28,69.97000122070312
2015-07-29,70.54000091552734
2015-07-30,71.02999877929688
2015-07-31,70.94000244140625
2015-08-03,70.62999725341797
2015-08-04,70.87999725341797
2015-08-05,71.06999969482422
2015-08-06,70.62000274658203
2015-08-07,70.9000015258789
2015-08-10,71.37000274658203
2015-08-11,70.86000061035156
2015-08-12,70.72000122070312
2015-08-13,70.62000274658203
2015-08-14,71.08999633789062
2015-08-17,71.19000244140625
2015-08-18,70.93000030517578
2015-08-19,70.58000183105469
2015-08-20,69.1500015258789
2015-08-21,67.80999755859375
2015-08-24,65.94000244140625
2015-08-25,65.91999816894531
2015-08-26,68.08000183105469
2015-08-27,69.8499984741211
2015-08-28,69.55000305175781
2015-08-31,68.94000244140625
2015-09-01,66.55999755859375
2015-09-02,68.04000091552734
2015-09-03,68.2300033569336
2015-09-04,67.12999725341797
2015-09-08,68.2300033569336
2015-09-09,68.0999984741211
2015-09-10,68.79000091552734
2015-09-11,69.16000366210938
2015-09-14,69.22000122070312
2015-09-15,70.16000366210938
2015-09-16,70.61000061035156
2015-09-17,70.48999786376953
2015-09-18,69.94999694824219
2015-09-21,71.0999984741211
2015-09-22,69.88999938964844
2015-09-23,70.25
2015-09-24,69.5999984741211
2015-09-25,69.30999755859375
2015-09-28,67.63999938964844
2015-09-29,68.19000244140625
2015-09-30,70.55999755859375
2015-10-01,71.41999816894531
2015-10-02,73.30999755859375
2015-10-05,74.87999725341797
2015-10-06,73.2699966430664
2015-10-07,74.54000091552734
2015-10-08,74.70999908447266
2015-10-09,75.06999969482422
2015-10-12,75.30000305175781
2015-10-13,74.56999969482422
2015-10-14,74.33000183105469
2015-10-15,74.66000366210938
2015-10-16,74.66999816894531
2015-10-19,75.5
2015-10-20,75.79000091552734
2015-10-21,74.45999908447266
2015-10-22,75.41000366210938
2015-10-23,80.18000030517578
2015-10-26,80.47000122070312
2015-10-27,79.83000183105469
2015-10-28,80.9000015258789
2015-10-29,80.73999786376953
2015-10-30,80.5999984741211
2015-11-02,81.72000122070312
2015-11-03,80.93000030517578
2015-11-04,81.27999877929688
2015-11-05,81.30000305175781
2015-11-06,82.51000213623047
2015-11-09,81.23999786376953
2015-11-10,81.72000122070312
2015-11-11,82.52999877929688
2015-11-12,82.25
2015-11-13,81.55999755859375
