Date,PNC
2015-07-01,97.05000305175781
2015-07-02,96.47000122070312
2015-07-06,96.18000030517578
2015-07-07,95.69999694824219
2015-07-08,94.13999938964844
2015-07-09,94.9000015258789
2015-07-10,96.30000305175781
2015-07-13,96.93000030517578
2015-07-14,97.5
2015-07-15,98.31999969482422
2015-07-16,99.22000122070312
2015-07-17,98.80999755859375
2015-07-20,99.52999877929688
2015-07-21,99.19999694824219
2015-07-22,99.79000091552734
2015-07-23,99.0199966430664
2015-07-24,98.33999633789062
2015-07-27,97.51000213623047
2015-07-28,98.13999938964844
2015-07-29,98.55000305175781
2015-07-30,98.66999816894531
2015-07-31,98.18000030517578
2015-08-03,97.81999969482422
2015-08-04,97.91999816894531
2015-08-05,98.58000183105469
2015-08-06,98.54000091552734
2015-08-07,97.80000305175781
2015-08-10,99.86000061035156
2015-08-11,97.91999816894531
2015-08-12,96.06999969482422
2015-08-13,96.4000015258789
2015-08-14,97.58999633789062
2015-08-17,98.05000305175781
2015-08-18,99.0
2015-08-19,97.97000122070312
2015-08-20,95.08000183105469
2015-08-21,92.27999877929688
2015-08-24,88.83000183105469
2015-08-25,85.8499984741211
2015-08-26,89.02999877929688
2015-08-27,91.33000183105469
2015-08-28,91.2300033569336
2015-08-31,91.12000274658203
2015-09-01,87.19000244140625
2015-09-02,88.94000244140625
2015-09-03,89.55000305175781
2015-09-04,87.66000366210938
2015-09-08,90.9800033569336
2015-09-09,89.95999908447266
2015-09-10,90.52999877929688
2015-09-11,90.3499984741211
2015-09-14,90.66000366210938
2015-09-15,91.97000122070312
2015-09-16,91.7699966430664
2015-09-17,89.81999969482422
2015-09-18,87.43000030517578
2015-09-21,88.87000274658203
2015-09-22,87.79000091552734
2015-09-23,87.94999694824219
2015-09-24,87.80000305175781
2015-09-25,89.29000091552734
2015-09-28,87.3499984741211
2015-09-29,87.8499984741211
2015-09-30,89.19999694824219
2015-10-01,89.05999755859375
2015-10-02,88.16000366210938
2015-10-05,90.58999633789062
2015-10-06,89.94999694824219
2015-10-07,90.55999755859375
2015-10-08,90.97000122070312
2015-10-09,89.81999969482422
2015-10-12,89.70999908447266
2015-10-13,88.62999725341797
2015-10-14,86.19999694824219
2015-10-15,87.22000122070312
2015-10-16,87.61000061035156
2015-10-19,86.70999908447266
2015-10-20,88.0199966430664
2015-10-21,87.58000183105469
2015-10-22,89.4800033569336
2015-10-23,91.23999786376953
2015-10-26,90.31999969482422
2015-10-27,89.62999725341797
2015-10-28,92.91999816894531
2015-10-29,92.1500015258789
2015-10-30,90.26000213623047
2015-11-02,91.93000030517578
2015-11-03,91.76000213623047
2015-11-04,92.22000122070312
2015-11-05,92.63999938964844
2015-11-06,95.19999694824219
2015-11-09,94.62999725341797
2015-11-10,95.30000305175781
2015-11-11,95.11000061035156
2015-11-12,93.26000213623047
2015-11-13,92.31999969482422
2015-11-16,93.33999633789062
2015-11-17,93.23999786376953
2015-11-18,95.11000061035156
2015-11-19,95.0999984741211
2015-11-20,95.37999725341797
2015-11-23,94.9000015258789
2015-11-24,95.1500015258789
2015-11-25,94.72000122070312
2015-11-27,95.4800033569336
2015-11-30,95.51000213623047
2015-12-01,96.3499984741211
2015-12-02,95.22000122070312
2015-12-03,93.8499984741211
2015-12-04,97.19000244140625
2015-12-07,96.48999786376953
2015-12-08,94.86000061035156
2015-12-09,93.55999755859375
2015-12-10,94.3499984741211
2015-12-11,92.37000274658203
2015-12-14,92.7699966430664
2015-12-15,94.83999633789062
2015-12-16,97.0
2015-12-17,95.68000030517578
2015-12-18,93.75
2015-12-21,94.45999908447266
2015-12-22,94.56999969482422
2015-12-23,96.16999816894531
2015-12-24,96.23999786376953
2015-12-28,95.94000244140625
2015-12-29,96.94999694824219
2015-12-30,96.0999984741211
2015-12-31,95.30999755859375
2016-01-04,93.16000366210938
2016-01-05,93.29000091552734
2016-01-06,91.5999984741211
2016-01-07,89.27999877929688
2016-01-08,87.95999908447266
2016-01-11,88.27999877929688
2016-01-12,89.0
2016-01-13,86.41000366210938
2016-01-14,86.87000274658203
2016-01-15,86.33000183105469
2016-01-19,85.33000183105469
2016-01-20,84.16999816894531
2016-01-21,84.12999725341797
2016-01-22,85.73999786376953
2016-01-25,82.7300033569336
2016-01-26,84.44999694824219
2016-01-27,85.05000305175781
2016-01-28,84.91000366210938
2016-01-29,86.6500015258789
2016-02-01,86.08999633789062
2016-02-02,83.80000305175781
2016-02-03,83.8499984741211
2016-02-04,84.88999938964844
2016-02-05,83.56999969482422
2016-02-08,81.7699966430664
2016-02-09,82.19999694824219
2016-02-10,81.51000213623047
2016-02-11,78.16999816894531
2016-02-12,80.93000030517578
2016-02-16,83.2699966430664
2016-02-17,84.05999755859375
2016-02-18,82.58000183105469
2016-02-19,82.81999969482422
2016-02-22,84.44999694824219
2016-02-23,82.80999755859375
2016-02-24,82.30000305175781
2016-02-25,82.94000244140625
2016-02-26,83.97000122070312
2016-02-29,81.30999755859375
2016-03-01,84.4800033569336
2016-03-02,85.63999938964844
2016-03-03,86.58000183105469
2016-03-04,87.30000305175781
2016-03-07,86.95999908447266
2016-03-08,85.06999969482422
2016-03-09,84.62000274658203
2016-03-10,85.13999938964844
2016-03-11,86.4000015258789
2016-03-14,85.81999969482422
2016-03-15,85.79000091552734
2016-03-16,84.69000244140625
2016-03-17,85.19999694824219
2016-03-18,86.16000366210938
2016-03-21,86.19999694824219
2016-03-22,85.8499984741211
2016-03-23,85.3499984741211
2016-03-24,84.80000305175781
2016-03-28,84.87999725341797
2016-03-29,84.47000122070312
2016-03-30,85.3499984741211
2016-03-31,84.56999969482422
2016-04-01,85.29000091552734
2016-04-04,85.31999969482422
2016-04-05,82.94000244140625
2016-04-06,83.80000305175781
2016-04-07,81.47000122070312
2016-04-08,81.81999969482422
2016-04-11,81.91999816894531
2016-04-12,82.86000061035156
2016-04-13,85.16999816894531
2016-04-14,84.69000244140625
2016-04-15,84.16000366210938
2016-04-18,85.01000213623047
2016-04-19,86.2699966430664
2016-04-20,87.73999786376953
2016-04-21,87.51000213623047
2016-04-22,88.08999633789062
2016-04-25,87.70999908447266
2016-04-26,88.87999725341797
2016-04-27,88.98999786376953
2016-04-28,88.19000244140625
2016-04-29,87.77999877929688
2016-05-02,87.91000366210938
2016-05-03,86.87000274658203
2016-05-04,85.37000274658203
2016-05-05,85.3499984741211
2016-05-06,85.61000061035156
2016-05-09,84.98999786376953
2016-05-10,86.58999633789062
2016-05-11,86.33999633789062
2016-05-12,86.18000030517578
2016-05-13,84.73999786376953
2016-05-16,85.44999694824219
2016-05-17,85.2300033569336
2016-05-18,88.37999725341797
2016-05-19,87.87999725341797
2016-05-20,88.19000244140625
2016-05-23,87.81999969482422
2016-05-24,89.02999877929688
2016-05-25,90.2300033569336
2016-05-26,89.48999786376953
2016-05-27,90.23999786376953
2016-05-31,89.73999786376953
2016-06-01,89.73999786376953
2016-06-02,90.01000213623047
2016-06-03,88.56999969482422
2016-06-06,89.93000030517578
2016-06-07,89.0999984741211
2016-06-08,89.5
2016-06-09,88.33000183105469
2016-06-10,87.0
2016-06-13,86.33999633789062
2016-06-14,84.41000366210938
2016-06-15,84.22000122070312
2016-06-16,83.87000274658203
2016-06-17,83.68000030517578
2016-06-20,84.0199966430664
2016-06-21,84.52999877929688
2016-06-22,84.76000213623047
2016-06-23,86.66999816894531
2016-06-24,81.08000183105469
2016-06-27,77.87999725341797
2016-06-28,78.97000122070312
2016-06-29,80.33999633789062
2016-06-30,81.38999938964844
2016-07-01,80.93000030517578
2016-07-05,78.83000183105469
2016-07-06,79.37999725341797
2016-07-07,79.48999786376953
2016-07-08,80.62000274658203
2016-07-11,81.05999755859375
2016-07-12,82.33999633789062
2016-07-13,82.0999984741211
2016-07-14,82.86000061035156
2016-07-15,82.05999755859375
2016-07-18,82.08999633789062
2016-07-19,82.37000274658203
2016-07-20,82.5999984741211
2016-07-21,82.44999694824219
2016-07-22,82.83000183105469
2016-07-25,82.76000213623047
2016-07-26,82.69000244140625
