Date,TAP
2015-07-01,70.25
2015-07-02,70.05999755859375
2015-07-06,69.41999816894531
2015-07-07,70.16000366210938
2015-07-08,70.08999633789062
2015-07-09,71.19000244140625
2015-07-10,71.08999633789062
2015-07-13,72.16999816894531
2015-07-14,71.63999938964844
2015-07-15,71.68000030517578
2015-07-16,72.18000030517578
2015-07-17,71.6500015258789
2015-07-20,71.72000122070312
2015-07-21,71.31999969482422
2015-07-22,71.36000061035156
2015-07-23,70.81999969482422
2015-07-24,70.0
2015-07-27,69.54000091552734
2015-07-28,69.30999755859375
2015-07-29,70.04000091552734
2015-07-30,70.06999969482422
2015-07-31,71.13999938964844
2015-08-03,70.18000030517578
2015-08-04,69.58999633789062
2015-08-05,70.41000366210938
2015-08-06,73.76000213623047
2015-08-07,72.98999786376953
2015-08-10,72.75
2015-08-11,72.5199966430664
2015-08-12,72.2300033569336
2015-08-13,71.62000274658203
2015-08-14,71.62999725341797
2015-08-17,73.2300033569336
2015-08-18,73.2699966430664
2015-08-19,73.4000015258789
2015-08-20,71.98999786376953
2015-08-21,69.9800033569336
2015-08-24,66.4800033569336
2015-08-25,65.19000244140625
2015-08-26,66.68000030517578
2015-08-27,67.0999984741211
2015-08-28,67.13999938964844
2015-08-31,68.08999633789062
2015-09-01,66.30000305175781
2015-09-02,66.80000305175781
2015-09-03,66.95999908447266
2015-09-04,67.2699966430664
2015-09-08,69.29000091552734
2015-09-09,68.44000244140625
2015-09-10,69.26000213623047
2015-09-11,69.3499984741211
2015-09-14,69.08999633789062
2015-09-15,72.63999938964844
2015-09-16,82.9800033569336
2015-09-17,82.5999984741211
2015-09-18,84.37999725341797
2015-09-21,83.66999816894531
2015-09-22,82.88999938964844
2015-09-23,82.79000091552734
2015-09-24,81.11000061035156
2015-09-25,82.30000305175781
2015-09-28,82.38999938964844
2015-09-29,82.0
2015-09-30,83.0199966430664
2015-10-01,83.23999786376953
2015-10-02,83.83999633789062
2015-10-05,84.26000213623047
2015-10-06,80.98999786376953
2015-10-07,82.20999908447266
2015-10-08,82.0
2015-10-09,81.61000061035156
2015-10-12,78.75
2015-10-13,86.58000183105469
2015-10-14,86.0
2015-10-15,87.76000213623047
2015-10-16,88.30000305175781
2015-10-19,88.12999725341797
2015-10-20,88.5
2015-10-21,87.91000366210938
2015-10-22,88.06999969482422
2015-10-23,88.4800033569336
2015-10-26,88.23999786376953
2015-10-27,86.70999908447266
2015-10-28,87.97000122070312
2015-10-29,87.48999786376953
2015-10-30,88.0999984741211
2015-11-02,88.70999908447266
2015-11-03,87.9000015258789
2015-11-04,87.41999816894531
2015-11-05,87.81999969482422
2015-11-06,87.56999969482422
2015-11-09,87.36000061035156
2015-11-10,88.30999755859375
2015-11-11,92.19000244140625
2015-11-12,92.12000274658203
2015-11-13,93.80999755859375
2015-11-16,93.87999725341797
2015-11-17,95.12999725341797
2015-11-18,94.08999633789062
2015-11-19,93.87999725341797
2015-11-20,92.5
2015-11-23,92.25
2015-11-24,92.11000061035156
2015-11-25,92.5
2015-11-27,93.37000274658203
2015-11-30,92.02999877929688
2015-12-01,93.16999816894531
2015-12-02,92.75
2015-12-03,91.95999908447266
2015-12-04,95.13999938964844
2015-12-07,94.75
2015-12-08,94.58999633789062
2015-12-09,93.72000122070312
2015-12-10,93.38999938964844
2015-12-11,92.68000030517578
2015-12-14,91.91000366210938
2015-12-15,93.72000122070312
2015-12-16,94.16000366210938
2015-12-17,93.72000122070312
2015-12-18,92.55000305175781
2015-12-21,92.7300033569336
2015-12-22,93.13999938964844
2015-12-23,93.95999908447266
2015-12-24,93.9800033569336
2015-12-28,93.44000244140625
2015-12-29,94.88999938964844
2015-12-30,94.54000091552734
2015-12-31,93.91999816894531
2016-01-04,92.29000091552734
2016-01-05,92.63999938964844
2016-01-06,90.80000305175781
2016-01-07,90.3499984741211
2016-01-08,89.22000122070312
2016-01-11,88.47000122070312
2016-01-12,89.58000183105469
2016-01-13,87.58999633789062
2016-01-14,86.73999786376953
2016-01-15,86.02999877929688
2016-01-19,87.19999694824219
2016-01-20,86.2699966430664
2016-01-21,86.56999969482422
2016-01-22,88.9000015258789
2016-01-25,87.5999984741211
2016-01-26,87.76000213623047
2016-01-27,87.75
2016-01-28,88.44999694824219
2016-01-29,90.4800033569336
2016-02-01,91.91000366210938
2016-02-02,91.55000305175781
2016-02-03,89.97000122070312
2016-02-04,87.62999725341797
2016-02-05,86.94999694824219
2016-02-08,83.9000015258789
2016-02-09,83.87000274658203
2016-02-10,84.18000030517578
2016-02-11,83.62999725341797
2016-02-12,84.13999938964844
2016-02-16,84.66000366210938
2016-02-17,86.23999786376953
2016-02-18,84.7300033569336
2016-02-19,85.55000305175781
2016-02-22,86.83000183105469
2016-02-23,85.5999984741211
2016-02-24,86.13999938964844
2016-02-25,86.62999725341797
2016-02-26,85.19000244140625
2016-02-29,85.2699966430664
2016-03-01,86.54000091552734
2016-03-02,86.62999725341797
2016-03-03,88.54000091552734
2016-03-04,90.22000122070312
2016-03-07,89.33000183105469
2016-03-08,88.4000015258789
2016-03-09,90.37999725341797
2016-03-10,91.80999755859375
2016-03-11,92.45999908447266
2016-03-14,92.5
2016-03-15,92.80000305175781
2016-03-16,93.19000244140625
2016-03-17,94.43000030517578
2016-03-18,93.45999908447266
2016-03-21,93.5199966430664
2016-03-22,94.83000183105469
2016-03-23,95.5199966430664
2016-03-24,95.30999755859375
2016-03-28,95.4000015258789
2016-03-29,96.11000061035156
2016-03-30,96.06999969482422
2016-03-31,96.18000030517578
2016-04-01,96.94999694824219
2016-04-04,96.01000213623047
2016-04-05,93.9800033569336
2016-04-06,93.98999786376953
2016-04-07,92.30000305175781
2016-04-08,93.12000274658203
2016-04-11,92.8499984741211
2016-04-12,92.87000274658203
2016-04-13,92.91999816894531
2016-04-14,95.7300033569336
2016-04-15,96.87999725341797
2016-04-18,96.68000030517578
