Date,BLDR
2024-01-24,165.32000732421875
2024-01-25,169.8000030517578
2024-01-26,169.52000427246094
2024-01-29,176.5
2024-01-30,176.41000366210938
2024-01-31,173.72999572753906
2024-02-01,179.02000427246094
2024-02-02,180.75
2024-02-05,178.17999267578125
2024-02-06,177.9499969482422
2024-02-07,180.91000366210938
2024-02-08,185.25
2024-02-09,185.3300018310547
2024-02-12,187.1199951171875
2024-02-13,182.17999267578125
2024-02-14,186.72999572753906
2024-02-15,186.9199981689453
2024-02-16,183.7899932861328
2024-02-20,182.89999389648438
2024-02-21,183.66000366210938
2024-02-22,188.3699951171875
2024-02-23,188.6699981689453
2024-02-26,190.44000244140625
2024-02-27,193.16000366210938
2024-02-28,193.27000427246094
2024-02-29,195.17999267578125
2024-03-01,199.97999572753906
2024-03-04,200.83999633789062
2024-03-05,198.3000030517578
2024-03-06,200.25999450683594
2024-03-07,204.1300048828125
2024-03-08,199.83999633789062
2024-03-11,192.6999969482422
2024-03-12,199.66000366210938
2024-03-13,201.13999938964844
2024-03-14,195.4199981689453
2024-03-15,195.49000549316406
2024-03-18,195.3000030517578
2024-03-19,199.5399932861328
2024-03-20,206.61000061035156
2024-03-21,211.1199951171875
2024-03-22,210.5399932861328
2024-03-25,208.77999877929688
2024-03-26,207.0399932861328
2024-03-27,209.67999267578125
2024-03-28,208.5500030517578
2024-04-01,205.41000366210938
2024-04-02,199.75
2024-04-03,202.77000427246094
2024-04-04,200.75
2024-04-05,204.13999938964844
2024-04-08,200.5
2024-04-09,199.19000244140625
2024-04-10,187.13999938964844
2024-04-11,189.3300018310547
2024-04-12,189.52999877929688
2024-04-15,184.5500030517578
2024-04-16,182.08999633789062
2024-04-17,179.30999755859375
2024-04-18,182.27999877929688
2024-04-19,177.02999877929688
2024-04-22,178.2100067138672
2024-04-23,187.24000549316406
2024-04-24,186.69000244140625
2024-04-25,185.25999450683594
2024-04-26,187.66000366210938
2024-04-29,187.4600067138672
2024-04-30,182.82000732421875
2024-05-01,184.38999938964844
2024-05-02,188.74000549316406
2024-05-03,195.80999755859375
2024-05-06,200.8800048828125
2024-05-07,162.6199951171875
2024-05-08,163.4600067138672
2024-05-09,169.25999450683594
2024-05-10,166.9600067138672
2024-05-13,167.3699951171875
2024-05-14,169.7100067138672
2024-05-15,171.94000244140625
2024-05-16,165.38999938964844
2024-05-17,167.0500030517578
2024-05-20,169.22999572753906
2024-05-21,167.94000244140625
2024-05-22,165.97000122070312
2024-05-23,166.36000061035156
2024-05-24,171.10000610351562
2024-05-28,162.69000244140625
2024-05-29,155.97000122070312
2024-05-30,160.16000366210938
2024-05-31,160.7899932861328
2024-06-03,152.1199951171875
2024-06-04,146.52000427246094
2024-06-05,149.97000122070312
2024-06-06,145.63999938964844
2024-06-07,146.27999877929688
2024-06-10,146.9499969482422
2024-06-11,143.47999572753906
2024-06-12,151.14999389648438
2024-06-13,151.14999389648438
2024-06-14,149.5500030517578
2024-06-17,149.92999267578125
2024-06-18,149.44000244140625
2024-06-20,144.74000549316406
2024-06-21,143.19000244140625
2024-06-24,142.22000122070312
2024-06-25,136.50999450683594
2024-06-26,136.74000549316406
2024-06-27,137.86000061035156
2024-06-28,138.41000366210938
2024-07-01,133.99000549316406
2024-07-02,134.74000549316406
2024-07-03,134.3800048828125
2024-07-05,132.60000610351562
2024-07-08,134.49000549316406
2024-07-09,134.3000030517578
2024-07-10,136.72000122070312
2024-07-11,146.88999938964844
2024-07-12,152.72999572753906
2024-07-15,153.1699981689453
2024-07-16,165.44000244140625
2024-07-17,158.8800048828125
2024-07-18,158.94000244140625
2024-07-19,158.0
2024-07-22,160.86000061035156
2024-07-23,163.8800048828125
2024-07-24,154.1199951171875
2024-07-25,158.72999572753906
2024-07-26,167.49000549316406
2024-07-29,168.08999633789062
2024-07-30,167.6300048828125
2024-07-31,167.3699951171875
2024-08-01,159.5
2024-08-02,152.14999389648438
2024-08-05,149.64999389648438
2024-08-06,155.72999572753906
2024-08-07,152.86000061035156
2024-08-08,153.14999389648438
2024-08-09,155.50999450683594
2024-08-12,153.3000030517578
2024-08-13,160.89999389648438
2024-08-14,160.60000610351562
2024-08-15,164.64999389648438
2024-08-16,161.1300048828125
2024-08-19,163.30999755859375
2024-08-20,164.14999389648438
2024-08-21,168.25
2024-08-22,167.5500030517578
2024-08-23,182.2100067138672
2024-08-26,176.41000366210938
2024-08-27,174.6199951171875
2024-08-28,172.89999389648438
2024-08-29,172.16000366210938
2024-08-30,174.0
2024-09-03,168.64999389648438
2024-09-04,168.8800048828125
2024-09-05,167.5500030517578
2024-09-06,168.50999450683594
2024-09-09,166.16000366210938
2024-09-10,170.9600067138672
2024-09-11,169.99000549316406
2024-09-12,175.72000122070312
2024-09-13,183.3000030517578
2024-09-16,187.64999389648438
2024-09-17,193.88999938964844
2024-09-18,194.52000427246094
2024-09-19,201.8300018310547
2024-09-20,197.74000549316406
2024-09-23,195.80999755859375
2024-09-24,193.00999450683594
2024-09-25,191.91000366210938
2024-09-26,190.07000732421875
2024-09-27,194.25
2024-09-30,193.86000061035156
2024-10-01,194.83999633789062
2024-10-02,195.22000122070312
2024-10-03,195.86000061035156
2024-10-04,192.27999877929688
2024-10-07,192.17999267578125
2024-10-08,193.13999938964844
2024-10-09,194.39999389648438
2024-10-10,191.75
2024-10-11,193.0
2024-10-14,196.7100067138672
2024-10-15,195.72000122070312
2024-10-16,198.25
2024-10-17,195.3699951171875
2024-10-18,194.97000122070312
2024-10-21,184.83999633789062
2024-10-22,180.64999389648438
2024-10-23,179.22000122070312
2024-10-24,181.66000366210938
2024-10-25,180.8000030517578
2024-10-28,184.8000030517578
2024-10-29,171.60000610351562
2024-10-30,172.8800048828125
2024-10-31,171.39999389648438
2024-11-01,172.02000427246094
2024-11-04,172.42999267578125
2024-11-05,180.99000549316406
2024-11-06,176.77999877929688
2024-11-07,179.19000244140625
2024-11-08,178.35000610351562
2024-11-11,183.58999633789062
2024-11-12,178.64999389648438
2024-11-13,179.8800048828125
2024-11-14,181.1999969482422
2024-11-15,176.27999877929688
2024-11-18,178.3000030517578
2024-11-19,178.80999755859375
2024-11-20,174.8300018310547
2024-11-21,175.91000366210938
2024-11-22,178.52000427246094
2024-11-25,189.02999877929688
2024-11-26,185.9199981689453
2024-11-27,184.75
2024-11-29,186.47000122070312
2024-12-02,184.82000732421875
2024-12-03,184.47000122070312
2024-12-04,177.1199951171875
2024-12-05,175.88999938964844
2024-12-06,175.82000732421875
2024-12-09,176.88999938964844
2024-12-10,170.74000549316406
2024-12-11,172.16000366210938
2024-12-12,170.67999267578125
2024-12-13,166.42999267578125
2024-12-16,160.57000732421875
2024-12-17,160.1199951171875
2024-12-18,152.02999877929688
2024-12-19,146.2899932861328
2024-12-20,150.5
2024-12-23,149.02999877929688
2024-12-24,148.82000732421875
2024-12-26,148.17999267578125
2024-12-27,145.0800018310547
2024-12-30,143.3699951171875
2024-12-31,142.92999267578125
2025-01-02,141.97999572753906
2025-01-03,144.02999877929688
2025-01-06,145.64999389648438
2025-01-07,143.32000732421875
2025-01-08,143.5
2025-01-10,139.9600067138672
2025-01-13,146.47000122070312
2025-01-14,154.25
2025-01-15,161.5399932861328
2025-01-16,160.66000366210938
2025-01-17,164.1199951171875
2025-01-21,166.17999267578125
2025-01-22,165.77999877929688
2025-01-23,168.1199951171875
2025-01-24,166.75999450683594
2025-01-27,173.50999450683594
2025-01-28,169.52000427246094
2025-01-29,168.6199951171875
2025-01-30,172.7100067138672
2025-01-31,167.27999877929688
2025-02-03,162.91000366210938
2025-02-04,163.42999267578125
2025-02-05,162.08999633789062
2025-02-06,159.8699951171875
2025-02-07,153.92999267578125
2025-02-10,155.72000122070312
2025-02-11,156.16000366210938
2025-02-12,150.75999450683594
2025-02-13,152.5
2025-02-14,153.89999389648438
2025-02-18,147.9499969482422
2025-02-19,144.7899932861328
2025-02-20,144.38999938964844
2025-02-21,137.35000610351562
2025-02-24,138.5800018310547
2025-02-25,140.77999877929688
2025-02-26,142.0800018310547
2025-02-27,139.14999389648438
2025-02-28,138.99000549316406
2025-03-03,134.9199981689453
2025-03-04,130.38999938964844
2025-03-05,133.6999969482422
2025-03-06,134.27000427246094
2025-03-07,134.50999450683594
2025-03-10,135.5800018310547
2025-03-11,130.0
2025-03-12,129.4600067138672
2025-03-13,122.80000305175781
2025-03-14,126.19000244140625
2025-03-17,128.14999389648438
2025-03-18,127.72000122070312
2025-03-19,128.2899932861328
2025-03-20,128.75999450683594
2025-03-21,126.45999908447266
2025-03-24,131.72999572753906
2025-03-25,130.85000610351562
2025-03-26,128.99000549316406
2025-03-27,128.02999877929688
2025-03-28,124.51000213623047
2025-03-31,124.94000244140625
2025-04-01,125.61000061035156
2025-04-02,131.1199951171875
2025-04-03,119.81999969482422
2025-04-04,123.95999908447266
2025-04-07,118.91000366210938
2025-04-08,113.83000183105469
2025-04-09,124.7300033569336
2025-04-10,119.94000244140625
2025-04-11,120.9000015258789
2025-04-14,119.5
2025-04-15,118.22000122070312
2025-04-16,113.05999755859375
2025-04-17,116.94000244140625
2025-04-21,114.08000183105469
2025-04-22,116.0999984741211
2025-04-23,117.26000213623047
2025-04-24,120.91000366210938
2025-04-25,121.3499984741211
2025-04-28,121.5
2025-04-29,120.23999786376953
2025-04-30,119.62999725341797
2025-05-01,111.93000030517578
2025-05-02,114.12999725341797
2025-05-05,111.86000061035156
2025-05-06,107.1500015258789
2025-05-07,105.98999786376953
2025-05-08,111.06999969482422
2025-05-09,110.72000122070312
2025-05-12,117.98999786376953
2025-05-13,123.80999755859375
2025-05-14,119.51000213623047
2025-05-15,117.95999908447266
2025-05-16,120.63999938964844
2025-05-19,117.5999984741211
2025-05-20,114.62000274658203
2025-05-21,108.37999725341797
2025-05-22,109.83999633789062
2025-05-23,108.33000183105469
2025-05-27,111.5
2025-05-28,107.45999908447266
2025-05-29,108.93000030517578
2025-05-30,107.68000030517578
2025-06-02,105.62999725341797
2025-06-03,110.19999694824219
2025-06-04,112.7300033569336
2025-06-05,113.36000061035156
2025-06-06,111.62999725341797
2025-06-09,112.95999908447266
2025-06-10,117.33000183105469
2025-06-11,114.36000061035156
2025-06-12,115.05000305175781
2025-06-13,111.29000091552734
2025-06-16,111.70999908447266
2025-06-17,107.9800033569336
2025-06-18,106.8499984741211
2025-06-20,114.81999969482422
2025-06-23,119.12999725341797
2025-06-24,118.83999633789062
2025-06-25,115.95999908447266
2025-06-26,115.9800033569336
2025-06-27,117.01000213623047
2025-06-30,116.69000244140625
2025-07-01,126.91000366210938
2025-07-02,127.88999938964844
2025-07-03,127.22000122070312
2025-07-07,124.86000061035156
2025-07-08,127.23999786376953
2025-07-09,133.0
2025-07-10,135.1199951171875
2025-07-11,133.27999877929688
2025-07-14,131.02999877929688
2025-07-15,125.87999725341797
2025-07-16,126.0
2025-07-17,126.8499984741211
2025-07-18,123.1500015258789
2025-07-21,121.9000015258789
2025-07-22,130.8300018310547
2025-07-23,134.72000122070312
2025-07-24,132.7899932861328
2025-07-25,136.4600067138672
2025-07-28,135.6300048828125
2025-07-29,133.4199981689453
2025-07-30,126.11000061035156
2025-07-31,127.12999725341797
2025-08-01,130.17999267578125
2025-08-04,128.17999267578125
2025-08-05,132.9499969482422
2025-08-06,130.74000549316406
2025-08-07,131.25999450683594
2025-08-08,132.1999969482422
2025-08-11,128.75999450683594
2025-08-12,137.4499969482422
2025-08-13,144.39999389648438
2025-08-14,138.14999389648438
2025-08-15,136.8800048828125
2025-08-18,136.52000427246094
2025-08-19,138.14999389648438
2025-08-20,132.75
2025-08-21,133.22000122070312
2025-08-22,144.4499969482422
2025-08-25,141.91000366210938
2025-08-26,142.6699981689453
2025-08-27,141.75999450683594
2025-08-28,140.13999938964844
2025-08-29,138.67999267578125
2025-09-02,137.36000061035156
2025-09-03,136.3300018310547
2025-09-04,143.27000427246094
2025-09-05,149.2100067138672
2025-09-08,147.88999938964844
2025-09-09,140.4499969482422
2025-09-10,140.25
2025-09-11,146.55999755859375
2025-09-12,142.72999572753906
2025-09-15,140.1699981689453
2025-09-16,136.99000549316406
2025-09-17,129.27999877929688
2025-09-18,128.92999267578125
2025-09-19,124.1500015258789
2025-09-22,121.80999755859375
2025-09-23,121.20999908447266
2025-09-24,119.25
2025-09-25,116.91000366210938
2025-09-26,118.19999694824219
2025-09-29,119.61000061035156
2025-09-30,121.25
2025-10-01,126.73999786376953
2025-10-02,127.72000122070312
2025-10-03,128.5500030517578
2025-10-06,127.11000061035156
2025-10-07,126.87999725341797
2025-10-08,129.5399932861328
2025-10-09,127.76000213623047
2025-10-10,122.5
2025-10-13,120.70999908447266
2025-10-14,128.08999633789062
2025-10-15,126.29000091552734
2025-10-16,122.94999694824219
2025-10-17,122.54000091552734
2025-10-20,122.45999908447266
2025-10-21,125.68000030517578
2025-10-22,122.56999969482422
2025-10-23,124.19999694824219
2025-10-24,124.05999755859375
2025-10-27,123.19000244140625
2025-10-28,119.3499984741211
2025-10-29,115.29000091552734
2025-10-30,111.69000244140625
2025-10-31,116.16999816894531
2025-11-03,112.97000122070312
2025-11-04,109.79000091552734
2025-11-05,111.55999755859375
2025-11-06,109.04000091552734
2025-11-07,109.41999816894531
2025-11-10,107.05999755859375
2025-11-11,106.91000366210938
2025-11-12,106.41999816894531
2025-11-13,103.88999938964844
2025-11-14,103.44000244140625
2025-11-17,99.41999816894531
2025-11-18,98.5999984741211
2025-11-19,95.75
2025-11-20,94.8499984741211
2025-11-21,101.62000274658203
2025-11-24,100.52999877929688
2025-11-25,108.97000122070312
2025-11-26,111.75
2025-11-28,112.2300033569336
2025-12-01,113.18000030517578
2025-12-02,112.0999984741211
2025-12-03,114.44000244140625
2025-12-04,111.01000213623047
2025-12-05,110.01000213623047
2025-12-08,107.45999908447266
2025-12-09,105.01000213623047
2025-12-10,109.58000183105469
2025-12-11,109.87000274658203
2025-12-12,108.4800033569336
2025-12-15,104.66000366210938
2025-12-16,103.18000030517578
2025-12-17,103.51000213623047
2025-12-18,105.62000274658203
2025-12-19,103.79000091552734
2025-12-22,103.6500015258789
2025-12-23,102.69999694824219
2025-12-24,104.02999877929688
2025-12-26,103.98999786376953
2025-12-29,103.44999694824219
2025-12-30,103.19000244140625
