Date,EMR
2015-07-01,55.45000076293945
2015-07-02,55.86000061035156
2015-07-06,55.2599983215332
2015-07-07,55.04999923706055
2015-07-08,53.97999954223633
2015-07-09,53.7599983215332
2015-07-10,53.83000183105469
2015-07-13,54.29999923706055
2015-07-14,54.20000076293945
2015-07-15,53.47999954223633
2015-07-16,53.369998931884766
2015-07-17,52.59000015258789
2015-07-20,52.7400016784668
2015-07-21,52.13999938964844
2015-07-22,51.7599983215332
2015-07-23,51.52000045776367
2015-07-24,50.68000030517578
2015-07-27,50.459999084472656
2015-07-28,51.79999923706055
2015-07-29,52.209999084472656
2015-07-30,51.97999954223633
2015-07-31,51.75
2015-08-03,51.33000183105469
2015-08-04,49.63999938964844
2015-08-05,49.90999984741211
2015-08-06,49.7400016784668
2015-08-07,49.189998626708984
2015-08-10,50.02000045776367
2015-08-11,48.93000030517578
2015-08-12,49.08000183105469
2015-08-13,49.40999984741211
2015-08-14,49.599998474121094
2015-08-17,50.34000015258789
2015-08-18,50.11000061035156
2015-08-19,49.72999954223633
2015-08-20,49.06999969482422
2015-08-21,47.959999084472656
2015-08-24,46.36000061035156
2015-08-25,45.15999984741211
2015-08-26,46.40999984741211
2015-08-27,47.63999938964844
2015-08-28,48.04999923706055
2015-08-31,47.720001220703125
2015-09-01,46.27000045776367
2015-09-02,46.790000915527344
2015-09-03,46.43000030517578
2015-09-04,45.81999969482422
2015-09-08,46.849998474121094
2015-09-09,46.52000045776367
2015-09-10,46.369998931884766
2015-09-11,46.040000915527344
2015-09-14,45.52000045776367
2015-09-15,46.31999969482422
2015-09-16,47.060001373291016
2015-09-17,46.849998474121094
2015-09-18,45.11000061035156
2015-09-21,45.119998931884766
2015-09-22,44.650001525878906
2015-09-23,43.66999816894531
2015-09-24,43.65999984741211
2015-09-25,43.779998779296875
2015-09-28,43.040000915527344
2015-09-29,43.459999084472656
2015-09-30,44.16999816894531
2015-10-01,42.779998779296875
2015-10-02,44.189998626708984
2015-10-05,46.02000045776367
2015-10-06,46.20000076293945
2015-10-07,46.349998474121094
2015-10-08,47.52000045776367
2015-10-09,47.150001525878906
2015-10-12,46.95000076293945
2015-10-13,46.4900016784668
2015-10-14,46.27000045776367
2015-10-15,46.81999969482422
2015-10-16,45.27000045776367
2015-10-19,45.47999954223633
2015-10-20,46.119998931884766
2015-10-21,46.290000915527344
2015-10-22,47.779998779296875
2015-10-23,48.18000030517578
2015-10-26,48.0099983215332
2015-10-27,46.88999938964844
2015-10-28,47.40999984741211
2015-10-29,47.18000030517578
2015-10-30,47.22999954223633
2015-11-02,48.349998474121094
2015-11-03,49.63999938964844
2015-11-04,49.68000030517578
2015-11-05,49.150001525878906
2015-11-06,49.22999954223633
2015-11-09,48.31999969482422
2015-11-10,47.790000915527344
2015-11-11,47.970001220703125
2015-11-12,47.25
2015-11-13,47.689998626708984
2015-11-16,48.849998474121094
2015-11-17,48.68000030517578
2015-11-18,50.0099983215332
2015-11-19,50.13999938964844
2015-11-20,50.15999984741211
2015-11-23,50.02000045776367
2015-11-24,50.06999969482422
2015-11-25,50.2400016784668
2015-11-27,50.290000915527344
2015-11-30,50.0
2015-12-01,49.619998931884766
2015-12-02,48.90999984741211
2015-12-03,48.58000183105469
2015-12-04,49.16999816894531
2015-12-07,48.5099983215332
2015-12-08,47.279998779296875
2015-12-09,47.13999938964844
2015-12-10,46.970001220703125
2015-12-11,45.47999954223633
2015-12-14,44.9900016784668
2015-12-15,45.220001220703125
2015-12-16,46.099998474121094
2015-12-17,45.0
2015-12-18,44.59000015258789
2015-12-21,45.880001068115234
2015-12-22,46.849998474121094
2015-12-23,48.33000183105469
2015-12-24,48.2599983215332
2015-12-28,48.2599983215332
2015-12-29,48.4900016784668
2015-12-30,48.529998779296875
2015-12-31,47.83000183105469
2016-01-04,47.29999923706055
2016-01-05,46.9900016784668
2016-01-06,46.45000076293945
2016-01-07,44.61000061035156
2016-01-08,44.099998474121094
2016-01-11,43.79999923706055
2016-01-12,44.220001220703125
2016-01-13,43.2599983215332
2016-01-14,43.83000183105469
2016-01-15,43.09000015258789
2016-01-19,43.13999938964844
2016-01-20,42.63999938964844
2016-01-21,42.939998626708984
2016-01-22,43.16999816894531
2016-01-25,42.290000915527344
2016-01-26,43.099998474121094
2016-01-27,43.380001068115234
2016-01-28,44.599998474121094
2016-01-29,45.97999954223633
2016-02-01,45.5
2016-02-02,45.84000015258789
2016-02-03,46.09000015258789
2016-02-04,46.869998931884766
2016-02-05,46.90999984741211
2016-02-08,47.060001373291016
2016-02-09,46.90999984741211
2016-02-10,45.77000045776367
2016-02-11,45.43000030517578
2016-02-12,46.02000045776367
2016-02-16,46.619998931884766
2016-02-17,47.7599983215332
2016-02-18,48.34000015258789
2016-02-19,48.060001373291016
2016-02-22,49.279998779296875
2016-02-23,48.459999084472656
2016-02-24,48.36000061035156
2016-02-25,48.630001068115234
2016-02-26,49.380001068115234
2016-02-29,48.83000183105469
2016-03-01,49.970001220703125
2016-03-02,50.40999984741211
2016-03-03,50.790000915527344
2016-03-04,51.2599983215332
2016-03-07,51.90999984741211
2016-03-08,50.72999954223633
2016-03-09,50.060001373291016
2016-03-10,50.54999923706055
2016-03-11,51.2599983215332
2016-03-14,51.2400016784668
2016-03-15,50.790000915527344
2016-03-16,51.45000076293945
2016-03-17,54.7400016784668
2016-03-18,54.63999938964844
2016-03-21,54.9900016784668
2016-03-22,55.31999969482422
2016-03-23,54.599998474121094
2016-03-24,54.38999938964844
2016-03-28,54.33000183105469
2016-03-29,54.45000076293945
2016-03-30,54.560001373291016
2016-03-31,54.380001068115234
2016-04-01,54.75
2016-04-04,54.11000061035156
2016-04-05,53.5099983215332
2016-04-06,53.220001220703125
2016-04-07,52.869998931884766
2016-04-08,53.84000015258789
2016-04-11,53.779998779296875
2016-04-12,54.529998779296875
2016-04-13,55.470001220703125
2016-04-14,55.06999969482422
2016-04-15,55.31999969482422
2016-04-18,55.220001220703125
2016-04-19,55.650001525878906
2016-04-20,55.06999969482422
2016-04-21,55.16999816894531
2016-04-22,55.470001220703125
2016-04-25,55.310001373291016
2016-04-26,56.11000061035156
