Date,EXPD
2015-07-01,46.29999923706055
2015-07-02,46.16999816894531
2015-07-06,45.349998474121094
2015-07-07,45.34000015258789
2015-07-08,44.439998626708984
2015-07-09,44.720001220703125
2015-07-10,45.16999816894531
2015-07-13,45.90999984741211
2015-07-14,45.68000030517578
2015-07-15,45.130001068115234
2015-07-16,45.06999969482422
2015-07-17,44.81999969482422
2015-07-20,44.97999954223633
2015-07-21,45.75
2015-07-22,45.27000045776367
2015-07-23,44.52000045776367
2015-07-24,44.2599983215332
2015-07-27,44.40999984741211
2015-07-28,45.310001373291016
2015-07-29,46.66999816894531
2015-07-30,46.68000030517578
2015-07-31,46.869998931884766
2015-08-03,47.08000183105469
2015-08-04,47.68000030517578
2015-08-05,48.540000915527344
2015-08-06,47.95000076293945
2015-08-07,48.04999923706055
2015-08-10,48.720001220703125
2015-08-11,48.709999084472656
2015-08-12,48.5
2015-08-13,48.720001220703125
2015-08-14,49.279998779296875
2015-08-17,49.25
2015-08-18,49.65999984741211
2015-08-19,49.790000915527344
2015-08-20,49.5
2015-08-21,48.20000076293945
2015-08-24,46.7400016784668
2015-08-25,47.4900016784668
2015-08-26,48.939998626708984
2015-08-27,49.91999816894531
2015-08-28,49.65999984741211
2015-08-31,48.970001220703125
2015-09-01,48.02000045776367
2015-09-02,49.880001068115234
2015-09-03,49.09000015258789
2015-09-04,47.86000061035156
2015-09-08,48.86000061035156
2015-09-09,48.34000015258789
2015-09-10,48.38999938964844
2015-09-11,49.029998779296875
2015-09-14,48.7400016784668
2015-09-15,49.29999923706055
2015-09-16,48.869998931884766
2015-09-17,48.689998626708984
2015-09-18,46.709999084472656
2015-09-21,47.33000183105469
2015-09-22,46.22999954223633
2015-09-23,46.02000045776367
2015-09-24,46.0
2015-09-25,46.81999969482422
2015-09-28,46.08000183105469
2015-09-29,46.529998779296875
2015-09-30,47.04999923706055
2015-10-01,47.7599983215332
2015-10-02,47.939998626708984
2015-10-05,48.75
2015-10-06,48.880001068115234
2015-10-07,49.27000045776367
2015-10-08,49.439998626708984
2015-10-09,49.970001220703125
2015-10-12,50.29999923706055
2015-10-13,49.77000045776367
2015-10-14,50.20000076293945
2015-10-15,50.72999954223633
2015-10-16,49.97999954223633
2015-10-19,49.9900016784668
2015-10-20,50.27000045776367
2015-10-21,50.18000030517578
2015-10-22,51.029998779296875
2015-10-23,51.47999954223633
2015-10-26,51.65999984741211
2015-10-27,50.459999084472656
