Date,PSKY
2025-07-01,13.15999984741211
2025-07-02,12.84000015258789
2025-07-03,12.899999618530273
2025-07-07,12.529999732971191
2025-07-08,12.630000114440918
2025-07-09,12.609999656677246
2025-07-10,12.770000457763672
2025-07-11,12.75
2025-07-14,13.0
2025-07-15,12.960000038146973
2025-07-16,12.970000267028809
2025-07-17,12.9399995803833
2025-07-18,12.989999771118164
2025-07-21,13.029999732971191
2025-07-22,13.109999656677246
2025-07-23,13.199999809265137
2025-07-24,13.260000228881836
2025-07-25,13.050000190734863
2025-07-28,13.039999961853027
2025-07-29,13.25
2025-07-30,13.300000190734863
2025-07-31,12.569999694824219
2025-08-01,13.010000228881836
2025-08-04,12.3100004196167
2025-08-05,11.75
2025-08-06,11.039999961853027
2025-08-07,11.739999771118164
2025-08-08,10.510000228881836
2025-08-11,10.119999885559082
2025-08-12,10.970000267028809
2025-08-13,15.0
2025-08-14,14.380000114440918
2025-08-15,13.720000267028809
2025-08-18,13.5
2025-08-19,13.479999542236328
2025-08-20,13.979999542236328
2025-08-21,16.030000686645508
2025-08-22,16.0
2025-08-25,15.960000038146973
2025-08-26,15.84000015258789
2025-08-27,14.8100004196167
2025-08-28,14.6899995803833
2025-08-29,14.699999809265137
2025-09-02,14.460000038146973
2025-09-03,15.0600004196167
2025-09-04,14.739999771118164
2025-09-05,15.0
2025-09-08,15.1899995803833
2025-09-09,15.199999809265137
2025-09-10,15.109999656677246
2025-09-11,17.459999084472656
2025-09-12,18.790000915527344
2025-09-15,18.579999923706055
2025-09-16,17.530000686645508
2025-09-17,17.920000076293945
2025-09-18,17.8799991607666
2025-09-19,18.920000076293945
2025-09-22,18.610000610351562
2025-09-23,19.729999542236328
2025-09-24,19.1200008392334
2025-09-25,18.93000030517578
2025-09-26,18.920000076293945
2025-09-29,19.5
2025-09-30,18.920000076293945
2025-10-01,18.889999389648438
2025-10-02,18.6200008392334
2025-10-03,19.09000015258789
2025-10-06,19.1299991607666
2025-10-07,18.510000228881836
2025-10-08,18.5
2025-10-09,17.969999313354492
2025-10-10,17.0
2025-10-13,17.100000381469727
2025-10-14,17.290000915527344
2025-10-15,17.43000030517578
2025-10-16,16.899999618530273
2025-10-17,16.770000457763672
2025-10-20,16.989999771118164
2025-10-21,16.510000228881836
2025-10-22,16.56999969482422
2025-10-23,16.469999313354492
2025-10-24,16.719999313354492
2025-10-27,16.56999969482422
2025-10-28,16.209999084472656
2025-10-29,15.880000114440918
2025-10-30,15.460000038146973
2025-10-31,15.390000343322754
2025-11-03,15.420000076293945
2025-11-04,14.84000015258789
2025-11-05,15.09000015258789
2025-11-06,14.800000190734863
2025-11-07,15.100000381469727
2025-11-10,15.25
2025-11-11,16.739999771118164
2025-11-12,15.569999694824219
2025-11-13,15.369999885559082
2025-11-14,15.680000305175781
2025-11-17,15.729999542236328
2025-11-18,16.09000015258789
2025-11-19,15.470000267028809
2025-11-20,15.680000305175781
2025-11-21,15.890000343322754
2025-11-24,15.0600004196167
2025-11-25,15.640000343322754
2025-11-26,15.789999961853027
2025-11-28,16.020000457763672
2025-12-01,15.710000038146973
2025-12-02,15.819999694824219
2025-12-03,14.670000076293945
2025-12-04,14.819999694824219
2025-12-05,13.369999885559082
2025-12-08,14.569999694824219
2025-12-09,14.640000343322754
2025-12-10,14.720000267028809
2025-12-11,14.119999885559082
2025-12-12,13.739999771118164
2025-12-15,13.989999771118164
2025-12-16,13.850000381469727
2025-12-17,13.100000381469727
2025-12-18,13.010000228881836
2025-12-19,13.050000190734863
2025-12-22,13.609999656677246
2025-12-23,13.529999732971191
2025-12-24,13.739999771118164
2025-12-26,13.59000015258789
2025-12-29,13.5
2025-12-30,13.510000228881836
