Date,CCI
2015-07-01,81.06999969482422
2015-07-02,81.11000061035156
2015-07-06,80.76000213623047
2015-07-07,81.6500015258789
2015-07-08,80.5199966430664
2015-07-09,80.44000244140625
2015-07-10,81.33999633789062
2015-07-13,80.88999938964844
2015-07-14,81.52999877929688
2015-07-15,81.23999786376953
2015-07-16,81.69000244140625
2015-07-17,81.08999633789062
2015-07-20,81.98999786376953
2015-07-21,80.79000091552734
2015-07-22,80.61000061035156
2015-07-23,83.26000213623047
2015-07-24,82.43000030517578
2015-07-27,82.55999755859375
2015-07-28,82.26000213623047
2015-07-29,82.12000274658203
2015-07-30,81.47000122070312
2015-07-31,81.91000366210938
2015-08-03,81.87999725341797
2015-08-04,82.0
2015-08-05,82.25
2015-08-06,82.04000091552734
2015-08-07,82.33999633789062
2015-08-10,83.55000305175781
2015-08-11,84.18000030517578
2015-08-12,84.94999694824219
2015-08-13,84.8499984741211
2015-08-14,86.06999969482422
2015-08-17,86.33999633789062
2015-08-18,85.33000183105469
2015-08-19,85.43000030517578
2015-08-20,84.38999938964844
2015-08-21,82.66999816894531
2015-08-24,79.93000030517578
2015-08-25,79.52999877929688
2015-08-26,81.63999938964844
2015-08-27,84.0199966430664
2015-08-28,83.75
2015-08-31,83.38999938964844
2015-09-01,81.45999908447266
2015-09-02,82.2699966430664
2015-09-03,82.31999969482422
2015-09-04,81.04000091552734
2015-09-08,82.37000274658203
2015-09-09,80.80000305175781
2015-09-10,79.29000091552734
2015-09-11,78.62999725341797
2015-09-14,78.70999908447266
2015-09-15,78.37000274658203
2015-09-16,78.3499984741211
2015-09-17,77.98999786376953
2015-09-18,77.41000366210938
2015-09-21,77.6500015258789
2015-09-22,76.58000183105469
2015-09-23,76.83000183105469
2015-09-24,76.77999877929688
2015-09-25,78.75
2015-09-28,77.56999969482422
2015-09-29,77.52999877929688
2015-09-30,78.87000274658203
2015-10-01,79.58999633789062
2015-10-02,79.94000244140625
2015-10-05,81.41999816894531
2015-10-06,80.75
2015-10-07,81.25
2015-10-08,81.63999938964844
2015-10-09,81.19000244140625
2015-10-12,81.5
2015-10-13,81.13999938964844
2015-10-14,80.4800033569336
2015-10-15,81.31999969482422
2015-10-16,81.66000366210938
2015-10-19,82.55999755859375
2015-10-20,83.16999816894531
2015-10-21,83.12999725341797
2015-10-22,86.79000091552734
2015-10-23,85.31999969482422
2015-10-26,86.37000274658203
2015-10-27,85.77999877929688
2015-10-28,85.98999786376953
2015-10-29,85.66999816894531
2015-10-30,85.45999908447266
2015-11-02,87.75
2015-11-03,87.63999938964844
2015-11-04,87.33999633789062
2015-11-05,86.54000091552734
2015-11-06,84.72000122070312
2015-11-09,83.94000244140625
2015-11-10,84.33000183105469
2015-11-11,84.62999725341797
2015-11-12,84.1500015258789
2015-11-13,83.66000366210938
2015-11-16,84.58000183105469
2015-11-17,84.8499984741211
2015-11-18,85.87000274658203
2015-11-19,86.1500015258789
2015-11-20,87.05000305175781
2015-11-23,87.4000015258789
2015-11-24,86.7300033569336
2015-11-25,86.3499984741211
2015-11-27,86.06999969482422
2015-11-30,85.91000366210938
2015-12-01,87.27999877929688
2015-12-02,85.83000183105469
2015-12-03,84.76000213623047
2015-12-04,85.11000061035156
2015-12-07,86.44000244140625
2015-12-08,85.97000122070312
2015-12-09,85.4000015258789
2015-12-10,85.41999816894531
2015-12-11,84.81999969482422
2015-12-14,85.19999694824219
2015-12-15,85.80000305175781
2015-12-16,85.97000122070312
2015-12-17,85.66000366210938
2015-12-18,84.81999969482422
2015-12-21,85.93000030517578
2015-12-22,87.04000091552734
2015-12-23,87.30000305175781
2015-12-24,86.94000244140625
2015-12-28,87.08000183105469
2015-12-29,88.0
2015-12-30,87.0199966430664
2015-12-31,86.44999694824219
2016-01-04,85.38999938964844
2016-01-05,87.13999938964844
2016-01-06,86.41000366210938
2016-01-07,84.26000213623047
2016-01-08,83.08000183105469
2016-01-11,83.69000244140625
2016-01-12,84.05999755859375
2016-01-13,82.77999877929688
2016-01-14,83.95999908447266
2016-01-15,79.12000274658203
2016-01-19,79.5
2016-01-20,78.22000122070312
2016-01-21,79.12999725341797
2016-01-22,81.62000274658203
2016-01-25,81.19000244140625
2016-01-26,83.61000061035156
2016-01-27,83.19000244140625
2016-01-28,84.80999755859375
2016-01-29,86.19999694824219
2016-02-01,86.81999969482422
2016-02-02,86.20999908447266
2016-02-03,86.7699966430664
2016-02-04,86.22000122070312
2016-02-05,84.05999755859375
2016-02-08,81.69999694824219
2016-02-09,82.19999694824219
2016-02-10,81.83000183105469
2016-02-11,81.51000213623047
2016-02-12,83.12999725341797
2016-02-16,84.0
2016-02-17,84.68000030517578
2016-02-18,86.0199966430664
2016-02-19,85.45999908447266
2016-02-22,86.76000213623047
2016-02-23,86.3499984741211
2016-02-24,86.30000305175781
2016-02-25,86.73999786376953
2016-02-26,85.79000091552734
2016-02-29,86.5
2016-03-01,87.73999786376953
2016-03-02,88.41000366210938
2016-03-03,87.88999938964844
2016-03-04,87.25
2016-03-07,86.2699966430664
2016-03-08,85.4800033569336
2016-03-09,85.22000122070312
2016-03-10,85.0
2016-03-11,85.77999877929688
2016-03-14,85.0
2016-03-15,85.30000305175781
2016-03-16,85.01000213623047
2016-03-17,85.9800033569336
2016-03-18,86.41999816894531
2016-03-21,85.91999816894531
2016-03-22,86.0
2016-03-23,85.66000366210938
2016-03-24,85.58000183105469
2016-03-28,85.69000244140625
2016-03-29,86.44999694824219
2016-03-30,86.93000030517578
2016-03-31,86.5
2016-04-01,87.11000061035156
2016-04-04,87.0199966430664
2016-04-05,86.1500015258789
2016-04-06,86.98999786376953
2016-04-07,86.7699966430664
2016-04-08,88.05000305175781
2016-04-11,87.51000213623047
2016-04-12,87.68000030517578
2016-04-13,87.9000015258789
2016-04-14,87.16000366210938
2016-04-15,87.27999877929688
2016-04-18,87.58000183105469
2016-04-19,88.08999633789062
2016-04-20,87.5999984741211
2016-04-21,85.88999938964844
2016-04-22,87.75
2016-04-25,87.18000030517578
2016-04-26,87.55999755859375
2016-04-27,87.73999786376953
2016-04-28,87.13999938964844
2016-04-29,86.87999725341797
2016-05-02,87.52999877929688
2016-05-03,86.29000091552734
2016-05-04,87.91000366210938
2016-05-05,87.94000244140625
2016-05-06,88.33999633789062
2016-05-09,89.47000122070312
2016-05-10,90.58000183105469
2016-05-11,90.12000274658203
2016-05-12,90.45999908447266
2016-05-13,89.8499984741211
2016-05-16,90.3499984741211
2016-05-17,90.12000274658203
2016-05-18,90.48999786376953
2016-05-19,89.52999877929688
2016-05-20,89.91999816894531
2016-05-23,90.36000061035156
2016-05-24,91.29000091552734
2016-05-25,91.08000183105469
2016-05-26,90.80999755859375
2016-05-27,90.80000305175781
2016-05-31,90.80999755859375
2016-06-01,90.80000305175781
2016-06-02,91.80000305175781
2016-06-03,92.76000213623047
2016-06-06,93.04000091552734
2016-06-07,94.0199966430664
2016-06-08,93.98999786376953
2016-06-09,94.41999816894531
2016-06-10,94.12999725341797
2016-06-13,94.5
2016-06-14,93.66000366210938
2016-06-15,93.95999908447266
2016-06-16,94.6500015258789
2016-06-17,94.41000366210938
2016-06-20,94.41000366210938
2016-06-21,95.37000274658203
