Date,FDX
2015-07-01,169.80999755859375
2015-07-02,171.1300048828125
2015-07-06,168.75
2015-07-07,170.33999633789062
2015-07-08,166.99000549316406
2015-07-09,167.7100067138672
2015-07-10,168.4600067138672
2015-07-13,170.97000122070312
2015-07-14,171.24000549316406
2015-07-15,169.1300048828125
2015-07-16,169.49000549316406
2015-07-17,170.22999572753906
2015-07-20,170.2100067138672
2015-07-21,170.55999755859375
2015-07-22,168.5
2015-07-23,166.86000061035156
2015-07-24,164.11000061035156
2015-07-27,164.74000549316406
2015-07-28,169.42999267578125
2015-07-29,171.88999938964844
2015-07-30,171.27000427246094
2015-07-31,171.4199981689453
2015-08-03,170.80999755859375
2015-08-04,170.08999633789062
2015-08-05,171.2899932861328
2015-08-06,169.60000610351562
2015-08-07,166.99000549316406
2015-08-10,169.39999389648438
2015-08-11,168.42999267578125
2015-08-12,165.30999755859375
2015-08-13,163.60000610351562
2015-08-14,164.80999755859375
2015-08-17,164.97000122070312
2015-08-18,165.66000366210938
2015-08-19,164.9499969482422
2015-08-20,160.4499969482422
2015-08-21,156.02999877929688
2015-08-24,148.3699951171875
2015-08-25,145.05999755859375
2015-08-26,148.42999267578125
2015-08-27,153.0399932861328
2015-08-28,152.5
2015-08-31,150.61000061035156
2015-09-01,148.02999877929688
2015-09-02,150.82000732421875
2015-09-03,151.2100067138672
2015-09-04,148.61000061035156
2015-09-08,153.2899932861328
2015-09-09,151.55999755859375
2015-09-10,149.57000732421875
2015-09-11,151.0800018310547
2015-09-14,150.22999572753906
2015-09-15,154.0
2015-09-16,149.6300048828125
2015-09-17,149.49000549316406
2015-09-18,145.3000030517578
2015-09-21,146.00999450683594
2015-09-22,143.97000122070312
2015-09-23,143.64999389648438
2015-09-24,142.44000244140625
2015-09-25,144.4499969482422
2015-09-28,140.74000549316406
2015-09-29,141.92999267578125
2015-09-30,143.97999572753906
2015-10-01,144.7100067138672
2015-10-02,145.52000427246094
2015-10-05,149.9199981689453
2015-10-06,151.50999450683594
2015-10-07,152.97000122070312
2015-10-08,155.5500030517578
2015-10-09,155.3300018310547
2015-10-12,154.4199981689453
2015-10-13,151.47999572753906
2015-10-14,150.72999572753906
2015-10-15,152.11000061035156
2015-10-16,152.47999572753906
2015-10-19,152.3800048828125
2015-10-20,154.0
2015-10-21,155.97999572753906
2015-10-22,159.72000122070312
2015-10-23,159.52000427246094
2015-10-26,157.8699951171875
2015-10-27,155.97000122070312
2015-10-28,155.27000427246094
2015-10-29,156.38999938964844
2015-10-30,156.0500030517578
2015-11-02,158.9499969482422
2015-11-03,159.1199951171875
2015-11-04,159.0
2015-11-05,160.27000427246094
2015-11-06,162.3800048828125
2015-11-09,160.5500030517578
2015-11-10,161.5
2015-11-11,161.02999877929688
2015-11-12,158.7899932861328
2015-11-13,158.11000061035156
2015-11-16,161.27000427246094
2015-11-17,161.41000366210938
2015-11-18,162.80999755859375
2015-11-19,163.35000610351562
2015-11-20,164.13999938964844
2015-11-23,163.44000244140625
2015-11-24,163.19000244140625
2015-11-25,162.39999389648438
2015-11-27,164.08999633789062
2015-11-30,158.5399932861328
2015-12-01,160.4499969482422
2015-12-02,157.8699951171875
2015-12-03,153.6300048828125
2015-12-04,155.47000122070312
2015-12-07,152.57000732421875
2015-12-08,148.38999938964844
2015-12-09,147.0500030517578
2015-12-10,148.49000549316406
2015-12-11,144.25999450683594
2015-12-14,143.69000244140625
2015-12-15,144.69000244140625
2015-12-16,148.8300018310547
2015-12-17,151.83999633789062
2015-12-18,147.14999389648438
2015-12-21,145.75
2015-12-22,148.41000366210938
2015-12-23,150.72000122070312
2015-12-24,149.64999389648438
2015-12-28,148.41000366210938
2015-12-29,149.24000549316406
2015-12-30,149.17999267578125
2015-12-31,148.99000549316406
2016-01-04,143.42999267578125
2016-01-05,144.64999389648438
2016-01-06,140.77000427246094
2016-01-07,134.58999633789062
2016-01-08,134.7100067138672
2016-01-11,132.97000122070312
2016-01-12,134.7100067138672
2016-01-13,130.2899932861328
2016-01-14,131.6999969482422
2016-01-15,126.91999816894531
2016-01-19,127.19999694824219
2016-01-20,123.18000030517578
2016-01-21,123.56999969482422
2016-01-22,127.55999755859375
2016-01-25,126.04000091552734
2016-01-26,127.27999877929688
2016-01-27,128.25
2016-01-28,128.22000122070312
2016-01-29,132.8800048828125
2016-02-01,132.30999755859375
2016-02-02,130.14999389648438
2016-02-03,130.97999572753906
2016-02-04,134.2100067138672
2016-02-05,131.91000366210938
2016-02-08,130.3300018310547
2016-02-09,129.77000427246094
2016-02-10,127.63999938964844
2016-02-11,124.41999816894531
2016-02-12,128.60000610351562
2016-02-16,132.11000061035156
2016-02-17,133.08999633789062
2016-02-18,131.3300018310547
2016-02-19,129.75999450683594
2016-02-22,135.38999938964844
2016-02-23,133.80999755859375
2016-02-24,133.49000549316406
2016-02-25,135.97999572753906
2016-02-26,137.3800048828125
2016-02-29,136.8800048828125
2016-03-01,141.3800048828125
2016-03-02,142.27000427246094
2016-03-03,143.86000061035156
2016-03-04,143.91000366210938
2016-03-07,145.0800018310547
2016-03-08,142.52999877929688
2016-03-09,141.97999572753906
2016-03-10,141.61000061035156
2016-03-11,144.4199981689453
2016-03-14,143.83999633789062
2016-03-15,143.07000732421875
2016-03-16,144.27000427246094
2016-03-17,161.33999633789062
2016-03-18,163.7100067138672
2016-03-21,164.5399932861328
2016-03-22,163.4199981689453
2016-03-23,162.6300048828125
2016-03-24,162.64999389648438
2016-03-28,162.19000244140625
2016-03-29,162.99000549316406
2016-03-30,161.57000732421875
2016-03-31,162.72000122070312
2016-04-01,163.6699981689453
2016-04-04,163.8000030517578
2016-04-05,161.94000244140625
2016-04-06,162.77000427246094
2016-04-07,161.27999877929688
2016-04-08,163.4199981689453
2016-04-11,163.0500030517578
2016-04-12,165.11000061035156
2016-04-13,167.22000122070312
2016-04-14,165.6999969482422
2016-04-15,165.89999389648438
2016-04-18,167.1300048828125
2016-04-19,168.27000427246094
2016-04-20,167.39999389648438
2016-04-21,165.57000732421875
2016-04-22,166.32000732421875
2016-04-25,165.55999755859375
2016-04-26,167.11000061035156
2016-04-27,167.55999755859375
2016-04-28,165.66000366210938
2016-04-29,165.11000061035156
2016-05-02,167.58999633789062
2016-05-03,164.7899932861328
2016-05-04,165.25
2016-05-05,160.3699951171875
2016-05-06,161.02999877929688
2016-05-09,162.2899932861328
2016-05-10,163.25
2016-05-11,161.2899932861328
2016-05-12,159.3699951171875
2016-05-13,157.75999450683594
2016-05-16,158.58999633789062
2016-05-17,158.69000244140625
2016-05-18,159.49000549316406
2016-05-19,159.11000061035156
2016-05-20,161.6300048828125
2016-05-23,162.0399932861328
2016-05-24,164.3800048828125
2016-05-25,164.22000122070312
2016-05-26,163.39999389648438
2016-05-27,164.47000122070312
2016-05-31,164.97000122070312
2016-06-01,164.6999969482422
2016-06-02,164.8000030517578
2016-06-03,163.82000732421875
2016-06-06,163.27000427246094
2016-06-07,164.8300018310547
2016-06-08,164.75
2016-06-09,164.11000061035156
2016-06-10,160.8699951171875
2016-06-13,160.42999267578125
2016-06-14,159.75
2016-06-15,159.66000366210938
2016-06-16,161.8699951171875
2016-06-17,162.25
2016-06-20,164.47000122070312
2016-06-21,163.9499969482422
2016-06-22,156.50999450683594
2016-06-23,157.88999938964844
2016-06-24,150.57000732421875
2016-06-27,146.1300048828125
2016-06-28,148.10000610351562
2016-06-29,150.25999450683594
2016-06-30,151.77999877929688
2016-07-01,153.83999633789062
2016-07-05,152.1699981689453
2016-07-06,151.4499969482422
2016-07-07,152.60000610351562
2016-07-08,156.22000122070312
2016-07-11,157.11000061035156
2016-07-12,159.9499969482422
2016-07-13,160.4199981689453
2016-07-14,161.5
2016-07-15,160.58999633789062
2016-07-18,160.75999450683594
2016-07-19,159.67999267578125
2016-07-20,160.07000732421875
2016-07-21,158.41000366210938
2016-07-22,160.77000427246094
2016-07-25,160.22999572753906
2016-07-26,161.5
2016-07-27,160.91000366210938
2016-07-28,161.4499969482422
2016-07-29,161.89999389648438
2016-08-01,161.66000366210938
2016-08-02,159.17999267578125
2016-08-03,160.61000061035156
2016-08-04,159.82000732421875
2016-08-05,162.91000366210938
2016-08-08,163.6999969482422
2016-08-09,164.3300018310547
2016-08-10,164.64999389648438
2016-08-11,165.7899932861328
2016-08-12,165.5
2016-08-15,166.39999389648438
2016-08-16,166.72999572753906
2016-08-17,166.4499969482422
2016-08-18,167.19000244140625
2016-08-19,168.6300048828125
2016-08-22,167.88999938964844
2016-08-23,168.58999633789062
2016-08-24,168.22999572753906
2016-08-25,165.52999877929688
2016-08-26,164.9499969482422
2016-08-29,165.1699981689453
2016-08-30,164.92999267578125
2016-08-31,164.92999267578125
2016-09-01,165.63999938964844
2016-09-02,165.49000549316406
2016-09-06,164.8300018310547
2016-09-07,165.1999969482422
2016-09-08,165.39999389648438
2016-09-09,160.85000610351562
