Date,PPL
2015-07-01,29.549999237060547
2015-07-02,29.799999237060547
2015-07-06,30.020000457763672
2015-07-07,30.93000030517578
2015-07-08,30.850000381469727
2015-07-09,30.639999389648438
2015-07-10,31.030000686645508
2015-07-13,30.969999313354492
2015-07-14,30.989999771118164
2015-07-15,31.229999542236328
2015-07-16,31.420000076293945
2015-07-17,31.100000381469727
2015-07-20,31.040000915527344
2015-07-21,30.899999618530273
2015-07-22,30.979999542236328
2015-07-23,30.709999084472656
2015-07-24,30.700000762939453
2015-07-27,31.059999465942383
2015-07-28,31.219999313354492
2015-07-29,31.299999237060547
2015-07-30,31.510000228881836
2015-07-31,31.809999465942383
2015-08-03,31.8799991607666
2015-08-04,31.530000686645508
2015-08-05,31.729999542236328
2015-08-06,32.09000015258789
2015-08-07,32.36000061035156
2015-08-10,32.40999984741211
2015-08-11,32.650001525878906
2015-08-12,33.25
2015-08-13,33.150001525878906
2015-08-14,33.36000061035156
2015-08-17,33.58000183105469
2015-08-18,33.43000030517578
2015-08-19,33.52000045776367
2015-08-20,33.369998931884766
2015-08-21,32.900001525878906
2015-08-24,31.3700008392334
2015-08-25,30.540000915527344
2015-08-26,31.280000686645508
2015-08-27,31.75
2015-08-28,31.3700008392334
2015-08-31,30.989999771118164
2015-09-01,30.0
2015-09-02,30.149999618530273
2015-09-03,30.260000228881836
2015-09-04,29.670000076293945
2015-09-08,29.8799991607666
2015-09-09,29.40999984741211
2015-09-10,29.520000457763672
2015-09-11,29.670000076293945
2015-09-14,29.850000381469727
2015-09-15,30.079999923706055
2015-09-16,30.329999923706055
2015-09-17,30.799999237060547
2015-09-18,30.959999084472656
2015-09-21,31.329999923706055
2015-09-22,31.040000915527344
2015-09-23,31.079999923706055
2015-09-24,31.579999923706055
2015-09-25,31.969999313354492
2015-09-28,31.899999618530273
2015-09-29,32.209999084472656
2015-09-30,32.88999938964844
2015-10-01,32.599998474121094
2015-10-02,33.040000915527344
2015-10-05,33.47999954223633
2015-10-06,33.060001373291016
2015-10-07,32.630001068115234
2015-10-08,33.09000015258789
2015-10-09,33.029998779296875
2015-10-12,33.41999816894531
2015-10-13,33.43000030517578
2015-10-14,33.68000030517578
2015-10-15,34.189998626708984
2015-10-16,34.459999084472656
2015-10-19,34.290000915527344
2015-10-20,34.279998779296875
2015-10-21,34.25
2015-10-22,34.75
2015-10-23,34.18000030517578
2015-10-26,34.33000183105469
2015-10-27,34.29999923706055
2015-10-28,33.41999816894531
2015-10-29,33.790000915527344
2015-10-30,34.400001525878906
2015-11-02,34.150001525878906
2015-11-03,34.349998474121094
2015-11-04,34.52000045776367
2015-11-05,34.220001220703125
2015-11-06,33.08000183105469
2015-11-09,33.04999923706055
2015-11-10,33.279998779296875
2015-11-11,33.9900016784668
2015-11-12,33.310001373291016
2015-11-13,33.060001373291016
2015-11-16,34.029998779296875
2015-11-17,33.369998931884766
2015-11-18,33.619998931884766
2015-11-19,34.11000061035156
2015-11-20,34.5
2015-11-23,33.970001220703125
2015-11-24,33.93000030517578
2015-11-25,33.650001525878906
2015-11-27,33.650001525878906
2015-11-30,34.040000915527344
2015-12-01,34.20000076293945
2015-12-02,33.18000030517578
2015-12-03,33.0099983215332
2015-12-04,33.7400016784668
2015-12-07,33.56999969482422
2015-12-08,33.11000061035156
2015-12-09,33.43000030517578
2015-12-10,32.93000030517578
2015-12-11,32.709999084472656
2015-12-14,32.77000045776367
2015-12-15,33.2599983215332
2015-12-16,33.83000183105469
2015-12-17,33.91999816894531
2015-12-18,33.63999938964844
2015-12-21,33.380001068115234
2015-12-22,33.810001373291016
2015-12-23,34.2400016784668
2015-12-24,34.2599983215332
2015-12-28,34.13999938964844
2015-12-29,34.439998626708984
2015-12-30,34.34000015258789
2015-12-31,34.130001068115234
2016-01-04,33.68000030517578
2016-01-05,34.040000915527344
2016-01-06,33.93000030517578
2016-01-07,33.540000915527344
2016-01-08,33.38999938964844
2016-01-11,33.88999938964844
2016-01-12,33.54999923706055
2016-01-13,33.5
2016-01-14,34.15999984741211
2016-01-15,33.290000915527344
2016-01-19,33.630001068115234
2016-01-20,32.79999923706055
2016-01-21,33.22999954223633
2016-01-22,34.0099983215332
2016-01-25,33.7599983215332
2016-01-26,33.83000183105469
2016-01-27,33.84000015258789
2016-01-28,34.31999969482422
2016-01-29,35.060001373291016
2016-02-01,35.91999816894531
2016-02-02,36.369998931884766
2016-02-03,36.689998626708984
2016-02-04,36.65999984741211
2016-02-05,36.15999984741211
2016-02-08,35.9900016784668
2016-02-09,36.130001068115234
2016-02-10,36.27000045776367
2016-02-11,35.900001525878906
2016-02-12,35.7400016784668
2016-02-16,36.029998779296875
2016-02-17,35.9900016784668
2016-02-18,36.52000045776367
2016-02-19,36.2599983215332
2016-02-22,36.0
2016-02-23,36.06999969482422
2016-02-24,35.93000030517578
2016-02-25,36.349998474121094
2016-02-26,34.81999969482422
2016-02-29,34.9900016784668
2016-03-01,34.83000183105469
2016-03-02,34.91999816894531
2016-03-03,35.2599983215332
2016-03-04,35.66999816894531
2016-03-07,36.060001373291016
2016-03-08,35.959999084472656
2016-03-09,36.459999084472656
2016-03-10,36.54999923706055
2016-03-11,36.560001373291016
2016-03-14,36.36000061035156
2016-03-15,36.5099983215332
2016-03-16,36.93000030517578
2016-03-17,37.56999969482422
2016-03-18,37.060001373291016
2016-03-21,37.189998626708984
2016-03-22,37.0099983215332
2016-03-23,37.060001373291016
2016-03-24,37.189998626708984
2016-03-28,37.16999816894531
2016-03-29,37.599998474121094
2016-03-30,37.70000076293945
2016-03-31,38.06999969482422
2016-04-01,38.189998626708984
2016-04-04,38.029998779296875
2016-04-05,37.33000183105469
2016-04-06,37.560001373291016
2016-04-07,37.36000061035156
2016-04-08,37.400001525878906
2016-04-11,37.189998626708984
2016-04-12,37.459999084472656
2016-04-13,37.11000061035156
2016-04-14,37.04999923706055
2016-04-15,37.540000915527344
2016-04-18,37.72999954223633
2016-04-19,37.79999923706055
2016-04-20,37.04999923706055
2016-04-21,36.27000045776367
2016-04-22,36.5099983215332
2016-04-25,36.54999923706055
2016-04-26,36.459999084472656
2016-04-27,36.86000061035156
2016-04-28,37.27000045776367
2016-04-29,37.63999938964844
2016-05-02,38.349998474121094
2016-05-03,38.08000183105469
2016-05-04,38.369998931884766
2016-05-05,38.31999969482422
2016-05-06,38.29999923706055
2016-05-09,38.439998626708984
2016-05-10,38.470001220703125
2016-05-11,38.709999084472656
2016-05-12,38.90999984741211
2016-05-13,38.88999938964844
2016-05-16,38.810001373291016
2016-05-17,38.29999923706055
2016-05-18,37.47999954223633
2016-05-19,37.900001525878906
2016-05-20,37.959999084472656
2016-05-23,37.45000076293945
2016-05-24,38.060001373291016
2016-05-25,38.0
2016-05-26,38.54999923706055
2016-05-27,38.68000030517578
2016-05-31,38.540000915527344
2016-06-01,38.63999938964844
2016-06-02,38.56999969482422
2016-06-03,39.29999923706055
2016-06-06,39.220001220703125
2016-06-07,39.2400016784668
2016-06-08,38.869998931884766
2016-06-09,39.25
2016-06-10,39.31999969482422
2016-06-13,38.779998779296875
2016-06-14,39.0
2016-06-15,38.83000183105469
2016-06-16,39.0
