Date,FOSL
2015-07-01,70.02999877929688
2015-07-02,71.77999877929688
2015-07-06,70.13999938964844
2015-07-07,69.79000091552734
2015-07-08,69.38999938964844
2015-07-09,68.55999755859375
2015-07-10,69.08000183105469
2015-07-13,71.41000366210938
2015-07-14,70.5
2015-07-15,70.1500015258789
2015-07-16,70.37999725341797
2015-07-17,69.38999938964844
2015-07-20,69.06999969482422
2015-07-21,69.9800033569336
2015-07-22,70.05999755859375
2015-07-23,67.98999786376953
2015-07-24,67.95999908447266
2015-07-27,67.38999938964844
2015-07-28,67.66999816894531
2015-07-29,68.55000305175781
2015-07-30,68.9800033569336
2015-07-31,68.75
2015-08-03,64.48999786376953
2015-08-04,64.0
2015-08-05,64.01000213623047
2015-08-06,64.30000305175781
2015-08-07,64.2699966430664
2015-08-10,64.5199966430664
2015-08-11,62.11000061035156
2015-08-12,60.66999816894531
2015-08-13,61.380001068115234
2015-08-14,61.40999984741211
2015-08-17,62.41999816894531
2015-08-18,62.2400016784668
2015-08-19,62.0099983215332
2015-08-20,60.599998474121094
2015-08-21,60.439998626708984
2015-08-24,59.16999816894531
2015-08-25,57.81999969482422
2015-08-26,58.560001373291016
2015-08-27,61.13999938964844
2015-08-28,61.599998474121094
2015-08-31,61.58000183105469
2015-09-01,59.689998626708984
2015-09-02,60.58000183105469
2015-09-03,61.060001373291016
2015-09-04,59.7400016784668
2015-09-08,61.209999084472656
2015-09-09,59.4900016784668
2015-09-10,59.29999923706055
2015-09-11,58.75
2015-09-14,58.029998779296875
2015-09-15,58.400001525878906
2015-09-16,60.20000076293945
2015-09-17,59.15999984741211
2015-09-18,58.7400016784668
2015-09-21,58.68000030517578
2015-09-22,58.540000915527344
2015-09-23,57.20000076293945
2015-09-24,57.43000030517578
2015-09-25,56.95000076293945
2015-09-28,56.0
2015-09-29,56.15999984741211
2015-09-30,55.880001068115234
2015-10-01,54.310001373291016
2015-10-02,55.380001068115234
2015-10-05,55.5099983215332
2015-10-06,55.0099983215332
2015-10-07,55.5099983215332
2015-10-08,57.88999938964844
2015-10-09,57.18000030517578
2015-10-12,56.2599983215332
2015-10-13,55.459999084472656
2015-10-14,55.54999923706055
2015-10-15,55.25
2015-10-16,54.93000030517578
2015-10-19,54.93000030517578
2015-10-20,55.54999923706055
2015-10-21,54.13999938964844
2015-10-22,54.540000915527344
2015-10-23,52.0
2015-10-26,52.31999969482422
2015-10-27,52.93000030517578
2015-10-28,53.61000061035156
2015-10-29,53.0099983215332
2015-10-30,54.40999984741211
2015-11-02,55.119998931884766
2015-11-03,54.90999984741211
2015-11-04,53.880001068115234
2015-11-05,55.540000915527344
2015-11-06,55.119998931884766
2015-11-09,53.70000076293945
2015-11-10,54.29999923706055
2015-11-11,52.040000915527344
2015-11-12,51.0099983215332
2015-11-13,32.38999938964844
2015-11-16,31.850000381469727
2015-11-17,34.56999969482422
2015-11-18,35.38999938964844
2015-11-19,35.75
2015-11-20,36.790000915527344
2015-11-23,37.06999969482422
2015-11-24,38.810001373291016
2015-11-25,38.81999969482422
2015-11-27,39.06999969482422
2015-11-30,38.470001220703125
2015-12-01,38.93000030517578
2015-12-02,38.2599983215332
2015-12-03,38.849998474121094
2015-12-04,38.529998779296875
2015-12-07,38.58000183105469
2015-12-08,37.2400016784668
2015-12-09,37.189998626708984
2015-12-10,37.90999984741211
2015-12-11,36.97999954223633
2015-12-14,37.189998626708984
2015-12-15,37.810001373291016
2015-12-16,38.13999938964844
2015-12-17,37.79999923706055
2015-12-18,36.7599983215332
2015-12-21,36.61000061035156
2015-12-22,36.95000076293945
2015-12-23,38.45000076293945
2015-12-24,37.540000915527344
2015-12-28,36.689998626708984
2015-12-29,37.08000183105469
2015-12-30,37.130001068115234
