Date,SO
2015-07-01,42.18000030517578
2015-07-02,42.88999938964844
2015-07-06,43.119998931884766
2015-07-07,44.2599983215332
2015-07-08,44.20000076293945
2015-07-09,43.27000045776367
2015-07-10,43.36000061035156
2015-07-13,43.400001525878906
2015-07-14,43.209999084472656
2015-07-15,43.369998931884766
2015-07-16,43.97999954223633
2015-07-17,43.5099983215332
2015-07-20,43.31999969482422
2015-07-21,43.209999084472656
2015-07-22,43.25
2015-07-23,42.97999954223633
2015-07-24,42.880001068115234
2015-07-27,43.439998626708984
2015-07-28,43.540000915527344
2015-07-29,43.56999969482422
2015-07-30,44.380001068115234
2015-07-31,44.72999954223633
2015-08-03,44.959999084472656
2015-08-04,44.41999816894531
2015-08-05,44.61000061035156
2015-08-06,45.060001373291016
2015-08-07,45.529998779296875
2015-08-10,45.459999084472656
2015-08-11,45.90999984741211
2015-08-12,46.56999969482422
2015-08-13,46.15999984741211
2015-08-14,46.33000183105469
2015-08-17,46.29999923706055
2015-08-18,46.06999969482422
2015-08-19,46.310001373291016
2015-08-20,46.36000061035156
2015-08-21,45.79999923706055
2015-08-24,43.58000183105469
2015-08-25,42.5
2015-08-26,43.61000061035156
2015-08-27,43.90999984741211
2015-08-28,43.7400016784668
2015-08-31,43.40999984741211
2015-09-01,42.40999984741211
2015-09-02,42.52000045776367
2015-09-03,42.58000183105469
2015-09-04,41.97999954223633
2015-09-08,42.70000076293945
2015-09-09,42.459999084472656
2015-09-10,42.29999923706055
2015-09-11,42.709999084472656
2015-09-14,42.630001068115234
2015-09-15,42.630001068115234
2015-09-16,42.90999984741211
2015-09-17,43.47999954223633
2015-09-18,43.43000030517578
2015-09-21,43.77000045776367
2015-09-22,43.0099983215332
2015-09-23,42.95000076293945
2015-09-24,43.47999954223633
2015-09-25,44.130001068115234
2015-09-28,44.09000015258789
2015-09-29,44.290000915527344
2015-09-30,44.70000076293945
2015-10-01,44.189998626708984
2015-10-02,44.689998626708984
2015-10-05,45.20000076293945
2015-10-06,44.790000915527344
2015-10-07,44.7599983215332
2015-10-08,45.150001525878906
2015-10-09,44.959999084472656
2015-10-12,45.61000061035156
2015-10-13,45.56999969482422
2015-10-14,45.52000045776367
2015-10-15,45.81999969482422
2015-10-16,46.220001220703125
2015-10-19,45.959999084472656
2015-10-20,45.970001220703125
2015-10-21,46.08000183105469
